"OptionSet","Exploit","Refine","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 2,0.5","3.4110000000000003E-13","0.9949","1","All",1,0,1,0.499999,1,1,1,1,0.349487,0.237807,,,0.711789,,,,,0.0726067,0.127881,0.080082,0.303294,10.2163,9.62171,19.838,0.162012,1000.04,999.623,0.162012,0.121195,0.305406,0.4266,0.0544944,0.261914,0,0.162012,0,0.711789,0.208469,0.0764275,0.131702,0.00764171,0.499999,0,4.5156E-06,1,1,0,0,0.711789,0.0726067,0.127881,0.0557934,0.0242882
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 2,0.5","3.4110000000000003E-13","0.9949","1","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 2,0.5","3.4110000000000003E-13","0.9949","1","DisputeArises",1,0,1,0.499999,1,1,1,1,0.349487,0.237807,,,0.711789,,,,,0.0726067,0.127881,0.080082,0.303294,10.2163,9.62171,19.838,0.162012,1000.04,999.623,0.162012,0.121195,0.305406,0.4266,0.0544944,0.261914,0,0.162012,0,0.711789,0.208469,0.0764275,0.131702,0.00764171,0.499999,0,4.5156E-06,1,1,0,0,0.711789,0.0726067,0.127881,0.0557934,0.0242882
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 2,0.5","3.4110000000000003E-13","0.9949","1","PFiles",1,0,1,0.499999,1,1,1,1,0.349487,0.237807,,,0.711789,,,,,0.0726067,0.127881,0.080082,0.303294,10.2163,9.62171,19.838,0.162012,1000.04,999.623,0.162012,0.121195,0.305406,0.4266,0.0544944,0.261914,0,0.162012,0,0.711789,0.208469,0.0764275,0.131702,0.00764171,0.499999,0,4.5156E-06,1,1,0,0,0.711789,0.0726067,0.127881,0.0557934,0.0242882
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 2,0.5","3.4110000000000003E-13","0.9949","1","DAnswers",1,0,1,0.499999,1,1,1,1,0.349487,0.237807,,,0.711789,,,,,0.0726067,0.127881,0.080082,0.303294,10.2163,9.62171,19.838,0.162012,1000.04,999.623,0.162012,0.121195,0.305406,0.4266,0.0544944,0.261914,0,0.162012,0,0.711789,0.208469,0.0764275,0.131702,0.00764171,0.499999,0,4.5156E-06,1,1,0,0,0.711789,0.0726067,0.127881,0.0557934,0.0242882
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 2,0.5","3.4110000000000003E-13","0.9949","1","Litigated",1,0,1,0.499999,1,1,1,1,0.349487,0.237807,,,0.711789,,,,,0.0726067,0.127881,0.080082,0.303294,10.2163,9.62171,19.838,0.162012,1000.04,999.623,0.162012,0.121195,0.305406,0.4266,0.0544944,0.261914,0,0.162012,0,0.711789,0.208469,0.0764275,0.131702,0.00764171,0.499999,0,4.5156E-06,1,1,0,0,0.711789,0.0726067,0.127881,0.0557934,0.0242882
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 2,0.5","3.4110000000000003E-13","0.9949","1","Not Litigated",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 2,0.5","3.4110000000000003E-13","0.9949","1","Settles",0.7118,0,0.711789,0.470684,1,1,1,1,0.167611,0.249326,,,1,,,,,0,0,0,,10.1335,9.71653,19.85,0.15,1000.04,999.827,0.15,0.105189,0.355193,0.460382,0.0245363,0.293844,0,0.15,0,1,0.208469,0,0,0,0.46389,0,-0.522,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 2,0.5","3.4110000000000003E-13","0.9949","1","Tried",0.0801,0,0.0800816,0.377712,1,1,1,1,0.885464,0.1,,,0,,,,,0,0,1,0.303294,10.0648,9.63522,19.7,0.3,999.905,999.19,0.3,0.229809,0.210021,0.43983,0.245779,0.288779,0,0.3,0,0,,0,0,0,0.339963,0,2.46727,1,1,0,0,0,0,0,0.696706,0.303294
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 2,0.5","3.4110000000000003E-13","0.9949","1","PWins",0.0243,0,0.0242882,0.571715,1,1,1,1,0.884479,0.1,,,0,,,,,0,0,1,1,11.075,8.625,19.7,0.3,1000.16,997.268,0.3,0.75771,0,0.75771,0.810368,0,0,0.3,0,0,,0,0,0,0.61729,0,1.89581,1,1,0,0,0,0,0,0,1
