"OptionSet","Exploit","Refine","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,0.5","1.705E-13","3.27E-07","2","All",1,0,1,0.500007,0.91798,0.820359,1,1,0.74283,0.168198,,,0.286989,,,,,0.135739,0.134462,0.226452,0.255581,10.3212,9.51447,19.8357,0.164343,1000.04,999.406,0.164343,0.121097,0.190866,0.311963,0.0805102,0.174525,0,0.164343,0,0.286989,0.372837,0.154098,0.152821,0.0367172,0.500008,0,2.31718E-05,0.91798,0.820359,0.08202,0.0976207,0.286989,0.135739,0.134462,0.168575,0.0578768
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,0.5","1.705E-13","3.27E-07","2","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,0.5","1.705E-13","3.27E-07","2","DisputeArises",1,0,1,0.500007,0.91798,0.820359,1,1,0.74283,0.168198,,,0.286989,,,,,0.135739,0.134462,0.226452,0.255581,10.3212,9.51447,19.8357,0.164343,1000.04,999.406,0.164343,0.121097,0.190866,0.311963,0.0805102,0.174525,0,0.164343,0,0.286989,0.372837,0.154098,0.152821,0.0367172,0.500008,0,2.31718E-05,0.91798,0.820359,0.08202,0.0976207,0.286989,0.135739,0.134462,0.168575,0.0578768
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,0.5","1.705E-13","3.27E-07","2","PFiles",0.918,0,0.91798,0.518624,1,0.893657,1,1,0.74283,0.168198,,,0.312631,,,,,0.147867,0.146476,0.246685,0.255581,10.3499,9.47109,19.821,0.179027,1000.04,999.353,0.179027,0.131917,0.186013,0.31793,0.0877037,0.168212,0,0.179027,0,0.312631,0.372837,0.167866,0.166475,0.0399978,0.522776,0,0.230283,1,0.893657,0,0.106343,0.312631,0.147867,0.146476,0.183637,0.063048
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,0.5","1.705E-13","3.27E-07","2","DAnswers",0.8204,0,0.820359,0.472338,1,1,1,1,0.74283,0.168198,,,0.349833,,,,,0.165463,0.163907,0.27604,0.255581,10.2814,9.52715,19.8086,0.191406,1000.03,999.418,0.191406,0.142783,0.199586,0.342369,0.0933086,0.187587,0,0.191406,0,0.349833,0.372837,0.187842,0.186285,0.0447574,0.470819,0,0.5913,1,1,0,0,0.349833,0.165463,0.163907,0.205489,0.0705505
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,0.5","1.705E-13","3.27E-07","2","Litigated",0.8204,0,0.820359,0.472338,1,1,1,1,0.74283,0.168198,,,0.349833,,,,,0.165463,0.163907,0.27604,0.255581,10.2814,9.52715,19.8086,0.191406,1000.03,999.418,0.191406,0.142783,0.199586,0.342369,0.0933086,0.187587,0,0.191406,0,0.349833,0.372837,0.187842,0.186285,0.0447574,0.470819,0,0.5913,1,1,0,0,0.349833,0.165463,0.163907,0.205489,0.0705505
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,0.5","1.705E-13","3.27E-07","2","Not Litigated",0.1796,0,0.179641,0.626359,0.543422,0,1,1,,,,,0,,,,,0,0,0,,10.5027,9.45658,19.9592,0.0407567,1000.09,999.352,0.0407567,0.0220645,0.151048,0.173112,0.0220645,0.114878,0,0.0407567,0,0,,0,0,0,0.633303,0,-2.70014,0.543422,0,0.456578,0.543422,0,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,0.5","1.705E-13","3.27E-07","2","Settles",0.287,0,0.286989,0.511294,1,1,1,1,0.357803,0.387871,,,1,,,,,0,0,0,,10.2978,9.55216,19.85,0.15,1000.05,999.522,0.15,0.0902432,0.224805,0.315048,0.0319023,0.186526,0,0.15,0,1,0.372837,0,0,0,0.51338,0,-1.44456,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,0.5","1.705E-13","3.27E-07","2","Tried",0.2265,0,0.226452,0.345477,1,1,1,1,0.95,0.05,,,0,,,,,0,0,1,0.255581,10.0689,9.63108,19.7,0.3,999.961,999.473,0.3,0.201155,0.184939,0.386094,0.159039,0.212996,0,0.3,0,0,,0,0,0,0.298511,0,3.6121,1,1,0,0,0,0,0,0.744419,0.255581
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,0.5","1.705E-13","3.27E-07","2","PWins",0.0579,0,0.0578768,0.566481,1,1,1,1,0.95,0.05,,,0,,,,,0,0,1,1,10.925,8.775,19.7,0.3,1000.16,998.024,0.3,0.61008,0.046119,0.656199,0.608991,0.00345893,0,0.3,0,0,,0,0,0,0.61492,0,2.3026,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,0.5","1.705E-13","3.27E-07","2","DWins",0.1686,0,0.168575,0.2696,1,1,1,1,0.95,0.05,,,0,,,,,0,0,1,0,9.775,9.925,19.7,0.3,999.894,999.97,0.3,0.0607592,0.2326,0.29336,0.00455694,0.284936,0,0.3,0,0,,0,0,0,0.189878,0,4.06168,1,1,0,0,0,0,0,1,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,0.5","1.705E-13","3.27E-07","2","Abandoned",0.3069,0,0.306919,0.529513,1,1,1,1,0.95,0.05,,,0,,,,,0.442264,0.438105,0,,10.4229,9.42708,19.85,0.15,1000.06,999.28,0.15,0.148842,0.186811,0.335653,0.10223,0.169831,0,0.15,0,0,,0.50208,0.49792,0.119632,0.558156,0,0.266145,1,1,0,0,0,0.442264,0.438105,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,0.5","1.705E-13","3.27E-07","2","Rounds1",0.7836,0,0.783642,0.461506,1,1,1,1,0.733123,0.173737,,,0.366224,,,,,0.173216,0.171587,0.288974,0.255581,10.2747,9.53194,19.8067,0.193346,1000.03,999.424,0.193346,0.142741,0.187318,0.330059,0.092201,0.174545,0,0.193346,0,0.366224,0.372837,0.173216,0.171587,0,0.45528,0,0.761217,1,1,0,0,0.366224,0.173216,0.171587,0.215118,0.0738561
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,0.5","1.705E-13","3.27E-07","2","PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,0.5","1.705E-13","3.27E-07","2","PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,0.5","1.705E-13","3.27E-07","2","PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,0.5","1.705E-13","3.27E-07","2","PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,0.5","1.705E-13","3.27E-07","2","PrePrimary5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,0.5","1.705E-13","3.27E-07","2","PrePrimary6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,0.5","1.705E-13","3.27E-07","2","PrePrimary7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,0.5","1.705E-13","3.27E-07","2","PrePrimary8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,0.5","1.705E-13","3.27E-07","2","PrePrimary9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,0.5","1.705E-13","3.27E-07","2","PrePrimary10",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,0.5","1.705E-13","3.27E-07","2","Truly Liable",0.5,0,0.500008,0.722402,0.959781,0.772469,1,1,0.82037,0.284232,,,0.294664,,,,,0.0595096,0.224174,0.135194,0.526487,10.6183,9.23153,19.8498,0.150198,1000.1,999.029,0.150198,0.0396229,0.381727,0.42135,0.00514473,0.349045,0,0.150198,0,0.294664,0.637108,0.0889736,0.253638,0.058928,1,0,-1.19152,0.959781,0.772469,0.0402194,0.187311,0.294664,0.0595096,0.224174,0.0640164,0.071178
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,0.5","1.705E-13","3.27E-07","2","Truly Not Liable",0.5,0,0.499992,0.277604,0.876178,0.868251,1,1,0.673841,0.064962,,,0.279314,,,,,0.211971,0.0447484,0.317712,0.1403,10.0241,9.79743,19.8215,0.178489,999.98,999.783,0.178489,0.202573,0,0.202573,0.155878,0,0,0.178489,0,0.279314,0.094033,0.219224,0.0520012,0.0145056,0,0,1.1916,0.876178,0.868251,0.123822,0.00792749,0.279314,0.211971,0.0447484,0.273137,0.044575
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,0.5","1.705E-13","3.27E-07","2","AllCount",3166,0,3166,0.500007,2906.32,2597.26,3166,3166,0.74283,0.168198,,,908.607,,,,,429.75,425.708,716.947,361.902,10.3212,9.51447,19.8357,0.164343,1000.04,999.406,0.164343,0.121097,0.190866,0.311963,0.0805102,0.174525,0,0.164343,0,908.607,0.372837,487.873,483.831,116.247,1583.03,0,2.31718E-05,2906.32,2597.26,259.675,309.067,908.607,429.75,425.708,533.709,183.238
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,0.5","1.705E-13","3.27E-07","2","Liability Strength1",0.1159,0,0.115871,0.05,0.816107,0.816107,1,1,0.574338,0.05,,,0.340645,,,,,0.232362,6.69283E-09,0.243101,4.91828E-6,9.91936,9.92176,19.8411,0.158881,999.964,999.968,0.158881,0.076257,0.0274107,0.103668,0.00779596,0.0298069,0,0.158881,0,0.340645,0.05,0.232362,9.89127E-09,6.39687E-09,0.0253652,0,2.21332,0.816107,0.816107,0.183893,0,0.340645,0.232362,6.69283E-09,0.2431,1.1956E-6
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,0.5","1.705E-13","3.27E-07","2","Liability Strength2",0.1102,0,0.110235,0.15,0.846777,0.846777,1,1,0.619162,0.05,,,0.311273,,,,,0.239318,1.07938E-06,0.296184,0.00024933,9.90771,9.92084,19.8286,0.171444,999.958,999.967,0.171444,0.0747809,0.0604174,0.135198,0.00754637,0.0664399,0,0.171444,0,0.311273,0.05,0.239318,1.51544E-06,8.72112E-07,0.0553128,0,1.95902,0.846777,0.846777,0.153223,2.92184E-14,0.311273,0.239318,1.07938E-06,0.29611,7.3848E-5
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,0.5","1.705E-13","3.27E-07","2","Liability Strength3",0.1002,0,0.100213,0.25,0.875148,0.875148,1,1,0.663663,0.05,,,0.27843,,,,,0.241218,8.32137E-05,0.35536,0.00624848,9.89765,9.91778,19.8154,0.184576,999.953,999.963,0.184576,0.0727115,0.128308,0.20102,0.00986959,0.142713,0,0.184576,0,0.27843,0.05,0.241246,0.000111455,5.64833E-05,0.116395,0,1.46324,0.875148,0.875148,0.124852,3.55154E-11,0.27843,0.241218,8.32137E-05,0.35314,0.0022205
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,0.5","1.705E-13","3.27E-07","2","Liability Strength4",0.09,0,0.0900051,0.35,0.900675,0.900675,1,1,0.706794,0.0500029,,,0.24339,,,,,0.236234,0.00260474,0.416971,0.0668228,9.91746,9.88489,19.8024,0.197647,999.954,999.908,0.197647,0.0902839,0.247474,0.337758,0.0412122,0.27729,0,0.197647,0,0.24339,0.0500092,0.236972,0.00334257,0.00147566,0.228605,0,0.878102,0.900675,0.900675,0.099325,1.71151E-08,0.24339,0.236234,0.00260474,0.389108,0.0278631
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,0.5","1.705E-13","3.27E-07","2","Liability Strength5",0.0837,0,0.0836669,0.45,0.922949,0.922946,1,1,0.747502,0.0501959,,,0.207816,,,,,0.213317,0.0324083,0.454184,0.308539,10.0744,9.71905,19.7934,0.20657,999.986,999.639,0.20657,0.182379,0.370264,0.552642,0.160705,0.409132,0,0.20657,0,0.207816,0.050772,0.220928,0.0400187,0.0152208,0.400016,0,0.291257,0.922949,0.922946,0.0770507,3.12156E-06,0.207816,0.213317,0.0324083,0.31405,0.140133
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,0.5","1.705E-13","3.27E-07","2","Liability Strength6",0.0837,0,0.0836673,0.55,0.941755,0.941539,1,1,0.784839,0.0551074,,,0.177146,,,,,0.148258,0.167819,0.383428,0.691461,10.3905,9.41079,19.8012,0.198761,1000.05,999.169,0.198761,0.280563,0.365719,0.646282,0.26425,0.376855,0,0.198761,0,0.177146,0.0746553,0.180703,0.200263,0.0648886,0.599984,0,-0.291109,0.941755,0.941539,0.0582447,0.000215942,0.177146,0.148258,0.167819,0.118302,0.265125
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,0.5","1.705E-13","3.27E-07","2","Liability Strength7",0.09,0,0.0900064,0.65,0.957095,0.951373,1,1,0.818077,0.102092,,,0.186448,,,,,0.0605402,0.389682,0.191529,0.933177,10.6173,9.21087,19.8281,0.171864,1000.1,998.928,0.171864,0.238435,0.295237,0.533672,0.203339,0.268643,0,0.171864,0,0.186448,0.296326,0.122127,0.451269,0.123174,0.771395,0,-0.877956,0.957095,0.951373,0.0429049,0.0057224,0.186448,0.0605402,0.389682,0.0127985,0.17873
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 2,0.5","1.705E-13","3.27E-07","2","Liability Strength8",0.1002,0,0.100216,0.75,0.969181,0.910079,1,1,0.846778,0.271295,,,0.302487,,,,,0.0117767,0.437633,0.045902,0.993752,10.7307,9.12144,19.8522,0.14783,1000.12,998.874,0.14783,0.148428,0.237928,0.386356,0.111269,0.183243,0,0.14783,0,0.302487,0.677621,0.067917,0.493773,0.11228,0.883605,0,-1.46311,0.969181,0.910079,0.0308192,0.0591014,0.302487,0.0117767,0.437633,0.00028682,0.0456155
