"OptionSet","Exploit","Refine","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","3.9789999999999995E-13","7.36E-07","3","All",1,0,1,0.5,1,1,1,1,0.725104,0.488399,,,0.539508,,,,,0.174724,0.108376,0.177392,0.729044,10.5901,9.3216,19.9117,0.0883044,1000.1,999.171,0.0883044,0.235355,0.0827228,0.318078,0.181547,0.0609661,0,0.0883044,0,0.539508,0.71242,0.174724,0.108376,0,0.5,0,9.972E-06,1,1,0,0,0.539508,0.174724,0.108376,0.0480654,0.129326
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","3.9789999999999995E-13","7.36E-07","3","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","3.9789999999999995E-13","7.36E-07","3","DisputeArises",1,0,1,0.5,1,1,1,1,0.725104,0.488399,,,0.539508,,,,,0.174724,0.108376,0.177392,0.729044,10.5901,9.3216,19.9117,0.0883044,1000.1,999.171,0.0883044,0.235355,0.0827228,0.318078,0.181547,0.0609661,0,0.0883044,0,0.539508,0.71242,0.174724,0.108376,0,0.5,0,9.972E-06,1,1,0,0,0.539508,0.174724,0.108376,0.0480654,0.129326
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","3.9789999999999995E-13","7.36E-07","3","PFiles",1,0,1,0.5,1,1,1,1,0.725104,0.488399,,,0.539508,,,,,0.174724,0.108376,0.177392,0.729044,10.5901,9.3216,19.9117,0.0883044,1000.1,999.171,0.0883044,0.235355,0.0827228,0.318078,0.181547,0.0609661,0,0.0883044,0,0.539508,0.71242,0.174724,0.108376,0,0.5,0,9.972E-06,1,1,0,0,0.539508,0.174724,0.108376,0.0480654,0.129326
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","3.9789999999999995E-13","7.36E-07","3","DAnswers",1,0,1,0.5,1,1,1,1,0.725104,0.488399,,,0.539508,,,,,0.174724,0.108376,0.177392,0.729044,10.5901,9.3216,19.9117,0.0883044,1000.1,999.171,0.0883044,0.235355,0.0827228,0.318078,0.181547,0.0609661,0,0.0883044,0,0.539508,0.71242,0.174724,0.108376,0,0.5,0,9.972E-06,1,1,0,0,0.539508,0.174724,0.108376,0.0480654,0.129326
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","3.9789999999999995E-13","7.36E-07","3","Litigated",1,0,1,0.5,1,1,1,1,0.725104,0.488399,,,0.539508,,,,,0.174724,0.108376,0.177392,0.729044,10.5901,9.3216,19.9117,0.0883044,1000.1,999.171,0.0883044,0.235355,0.0827228,0.318078,0.181547,0.0609661,0,0.0883044,0,0.539508,0.71242,0.174724,0.108376,0,0.5,0,9.972E-06,1,1,0,0,0.539508,0.174724,0.108376,0.0480654,0.129326
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","3.9789999999999995E-13","7.36E-07","3","Not Litigated",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","3.9789999999999995E-13","7.36E-07","3","Settles",0.5395,0,0.539508,0.502255,1,1,1,1,0.662689,0.76215,,,1,,,,,0,0,0,,10.6749,9.25008,19.925,0.075,1000.12,999.2,0.075,0.268488,0.0624927,0.330981,0.203103,0.0166809,0,0.075,0,1,0.71242,0,0,0,0.505976,0,-1.75719,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","3.9789999999999995E-13","7.36E-07","3","Tried",0.1774,0,0.177392,0.64442,1,1,1,1,0.95,0.05,,,0,,,,,0,0,1,0.729044,10.7228,9.12724,19.85,0.15,1000.09,998.567,0.15,0.307558,0.126391,0.433949,0.245017,0.154829,0,0.15,0,0,,0,0,0,0.688697,0,3.99217,1,1,0,0,0,0,0,0.270956,0.729044
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","3.9789999999999995E-13","7.36E-07","3","PWins",0.1293,0,0.129326,0.723755,1,1,1,1,0.95,0.05,,,0,,,,,0,0,1,1,11.075,8.775,19.85,0.15,1000.16,998.024,0.15,0.421865,0,0.421865,0.336079,0,0,0.15,0,0,,0,0,0,0.803135,0,4.48044,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","3.9789999999999995E-13","7.36E-07","3","DWins",0.0481,0,0.0480654,0.43096,1,1,1,1,0.95,0.05,,,0,,,,,0,0,1,0,9.775,10.075,19.85,0.15,999.894,1000.03,0.15,0,0.466463,0.466463,0,0.571417,0,0.15,0,0,,0,0,0,0.380786,0,2.67841,1,1,0,0,0,0,0,1,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","3.9789999999999995E-13","7.36E-07","3","Abandoned",0.2831,0,0.2831,0.405209,1,1,1,1,0.703128,0.24141,,,0,,,,,0.61718,0.38282,0,,10.3453,9.57968,19.925,0.075,1000.05,999.494,0.075,0.126969,0.0939127,0.220882,0.100699,0.0865463,0,0.075,0,0,,0.61718,0.38282,0,0.370374,0,0.847233,1,1,0,0,0,0.61718,0.38282,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","3.9789999999999995E-13","7.36E-07","3","Rounds1",1,0,1,0.5,1,1,1,1,0.725104,0.488399,,,0.539508,,,,,0.174724,0.108376,0.177392,0.729044,10.5901,9.3216,19.9117,0.0883044,1000.1,999.171,0.0883044,0.235355,0.0827228,0.318078,0.181547,0.0609661,0,0.0883044,0,0.539508,0.71242,0.174724,0.108376,0,0.5,0,9.972E-06,1,1,0,0,0.539508,0.174724,0.108376,0.0480654,0.129326
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","3.9789999999999995E-13","7.36E-07","3","PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","3.9789999999999995E-13","7.36E-07","3","PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","3.9789999999999995E-13","7.36E-07","3","PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","3.9789999999999995E-13","7.36E-07","3","PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","3.9789999999999995E-13","7.36E-07","3","PrePrimary5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","3.9789999999999995E-13","7.36E-07","3","PrePrimary6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","3.9789999999999995E-13","7.36E-07","3","PrePrimary7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","3.9789999999999995E-13","7.36E-07","3","PrePrimary8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","3.9789999999999995E-13","7.36E-07","3","PrePrimary9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","3.9789999999999995E-13","7.36E-07","3","PrePrimary10",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","3.9789999999999995E-13","7.36E-07","3","Truly Liable",0.5,0,0.5,0.722394,1,1,1,1,0.906017,0.610099,,,0.545956,,,,,0.0453094,0.164396,0.244338,0.850186,10.8501,9.05654,19.9067,0.0933254,1000.14,998.778,0.0933254,0.0529047,0.165446,0.21835,0.0107477,0.121932,0,0.0933254,0,0.545956,0.913991,0.0453094,0.164396,0,1,0,1.19155,1,1,0,0,0.545956,0.0453094,0.164396,0.0366053,0.207733
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","3.9789999999999995E-13","7.36E-07","3","Truly Not Liable",0.5,0,0.5,0.277606,1,1,1,1,0.544191,0.366699,,,0.533061,,,,,0.304138,0.0523564,0.110445,0.46104,10.3301,9.58666,19.9167,0.0832834,1000.06,999.564,0.0832834,0.417805,0,0.417805,0.352347,0,0,0.0832834,0,0.533061,0.505972,0.304138,0.0523564,0,0,0,-1.19153,1,1,0,0,0.533061,0.304138,0.0523564,0.0595255,0.0509196
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","3.9789999999999995E-13","7.36E-07","3","AllCount",2966,0,2966,0.5,2966,2966,2966,2966,0.725104,0.488399,,,1600.18,,,,,518.23,321.444,526.143,860.271,10.5901,9.3216,19.9117,0.0883044,1000.1,999.171,0.0883044,0.235355,0.0827228,0.318078,0.181547,0.0609661,0,0.0883044,0,1600.18,0.71242,518.23,321.444,0,1483,0,9.972E-06,2966,2966,0,0,1600.18,518.23,321.444,142.562,383.582
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","3.9789999999999995E-13","7.36E-07","3","Liability Strength1",0.1159,0,0.115871,0.05,1,1,1,1,0.24316,0.251555,,,0.72625,,,,,0.27346,5.07923E-05,0.000239,4.91828E-6,10.1277,9.79731,19.925,0.0750179,1000.03,999.87,0.0750179,0.197562,0.0221269,0.219689,0.0904737,0.0206149,0,0.0750179,0,0.72625,0.227418,0.27346,5.07923E-05,0,0.0253652,0,-2.21327,1,1,0,0,0.72625,0.27346,5.07923E-05,0.00023857,1.1734E-9
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","3.9789999999999995E-13","7.36E-07","3","Liability Strength2",0.1102,0,0.110235,0.15,1,1,1,1,0.387839,0.295831,,,0.561412,,,,,0.433133,0.00111176,0.004343,0.00024933,10.1717,9.75299,19.9247,0.0753257,1000.04,999.82,0.0753257,0.233661,0.0458162,0.279477,0.132792,0.0423646,0,0.0753257,0,0.561412,0.372079,0.433133,0.00111176,0,0.0553128,0,-1.95894,1,1,0,0,0.561412,0.433133,0.00111176,0.00434163,1.0828E-6
