"OptionSet","Exploit","Refine","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.705E-13","3","3","All",1,0,1,0.5,1,0.917984,1,1,0.775093,0.556847,,,0.452822,,,,,0.179394,0.186899,0.098869,0.695683,10.6203,9.22103,19.8413,0.158679,1000.1,999.027,0.158679,0.317102,0.0855047,0.402607,0.251872,0.0513833,0,0.158679,0,0.452822,0.786857,0.179394,0.186899,0,0.5,0,9.972E-06,1,0.917984,0,0.0820165,0.452822,0.179394,0.186899,0.0300875,0.0687813
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.705E-13","3","3","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.705E-13","3","3","DisputeArises",1,0,1,0.5,1,0.917984,1,1,0.775093,0.556847,,,0.452822,,,,,0.179394,0.186899,0.098869,0.695683,10.6203,9.22103,19.8413,0.158679,1000.1,999.027,0.158679,0.317102,0.0855047,0.402607,0.251872,0.0513833,0,0.158679,0,0.452822,0.786857,0.179394,0.186899,0,0.5,0,9.972E-06,1,0.917984,0,0.0820165,0.452822,0.179394,0.186899,0.0300875,0.0687813
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.705E-13","3","3","PFiles",1,0,1,0.5,1,0.917984,1,1,0.775093,0.556847,,,0.452822,,,,,0.179394,0.186899,0.098869,0.695683,10.6203,9.22103,19.8413,0.158679,1000.1,999.027,0.158679,0.317102,0.0855047,0.402607,0.251872,0.0513833,0,0.158679,0,0.452822,0.786857,0.179394,0.186899,0,0.5,0,9.972E-06,1,0.917984,0,0.0820165,0.452822,0.179394,0.186899,0.0300875,0.0687813
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.705E-13","3","3","DAnswers",0.918,0,0.917984,0.481384,1,1,1,1,0.775093,0.556847,,,0.493279,,,,,0.195422,0.203598,0.107702,0.695683,10.5931,9.24077,19.8338,0.166155,1000.1,999.046,0.166155,0.323528,0.0880861,0.411614,0.252471,0.0555947,0,0.166155,0,0.493279,0.786857,0.195422,0.203598,0,0.477233,0,0.230251,1,1,0,0,0.493279,0.195422,0.203598,0.0327756,0.0749265
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.705E-13","3","3","Litigated",0.918,0,0.917984,0.481384,1,1,1,1,0.775093,0.556847,,,0.493279,,,,,0.195422,0.203598,0.107702,0.695683,10.5931,9.24077,19.8338,0.166155,1000.1,999.046,0.166155,0.323528,0.0880861,0.411614,0.252471,0.0555947,0,0.166155,0,0.493279,0.786857,0.195422,0.203598,0,0.477233,0,0.230251,1,1,0,0,0.493279,0.195422,0.203598,0.0327756,0.0749265
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.705E-13","3","3","Not Litigated",0.082,0,0.0820165,0.708367,1,0,1,1,,,,,0,,,,,0,0,0,,10.925,9,19.925,0.075,1000.16,998.808,0.075,0.245174,0.056612,0.301786,0.245174,0.0042459,0,0.075,0,0,,0,0,0,0.754826,0,-2.57701,1,0,0,1,0,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.705E-13","3","3","Settles",0.4528,0,0.452822,0.486038,1,1,1,1,0.753887,0.819827,,,1,,,,,0,0,0,,10.7119,9.13814,19.85,0.15,1000.14,999.076,0.15,0.403106,0.0802433,0.483349,0.308086,0.0198289,0,0.15,0,1,0.786857,0,0,0,0.477693,0,-1.67452,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.705E-13","3","3","Tried",0.0989,0,0.0988687,0.623253,1,1,1,1,0.95,0.144283,,,0,,,,,0,0,1,0.695683,10.6337,9.06626,19.7,0.3,1000.05,998.107,0.3,0.40833,0.155572,0.563901,0.355865,0.213911,0,0.3,0,0,,0,0,0,0.661377,0,4.78033,1,1,0,0,0,0,0,0.304317,0.695683
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.705E-13","3","3","PWins",0.0688,0,0.0687813,0.709729,1,1,1,1,0.95,0.147513,,,0,,,,,0,0,1,1,11.075,8.625,19.7,0.3,1000.16,997.268,0.3,0.586948,0,0.586948,0.511534,0,0,0.3,0,0,,0,0,0,0.788052,0,5.35293,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.705E-13","3","3","DWins",0.0301,0,0.0300875,0.425565,1,1,1,1,0.95,0.136901,,,0,,,,,0,0,1,0,9.625,10.075,19.7,0.3,999.792,1000.03,0.3,0,0.511216,0.511216,0,0.702922,0,0.3,0,0,,0,0,0,0.371793,0,3.47134,1,1,0,0,0,0,0,1,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.705E-13","3","3","Abandoned",0.3663,0,0.366293,0.437337,1,1,1,1,0.754098,0.343101,,,0,,,,,0.489755,0.510245,0,,10.4352,9.41476,19.85,0.15,1000.07,999.263,0.15,0.202263,0.079566,0.281829,0.15581,0.0570772,0,0.15,0,0,,0.489755,0.510245,0,0.42696,0,1.35684,1,1,0,0,0,0.489755,0.510245,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.705E-13","3","3","Rounds1",0.918,0,0.917984,0.481384,1,1,1,1,0.775093,0.556847,,,0.493279,,,,,0.195422,0.203598,0.107702,0.695683,10.5931,9.24077,19.8338,0.166155,1000.1,999.046,0.166155,0.323528,0.0880861,0.411614,0.252471,0.0555947,0,0.166155,0,0.493279,0.786857,0.195422,0.203598,0,0.477233,0,0.230251,1,1,0,0,0.493279,0.195422,0.203598,0.0327756,0.0749265
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.705E-13","3","3","PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.705E-13","3","3","PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.705E-13","3","3","PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.705E-13","3","3","PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.705E-13","3","3","PrePrimary5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.705E-13","3","3","PrePrimary6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.705E-13","3","3","PrePrimary7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.705E-13","3","3","PrePrimary8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.705E-13","3","3","PrePrimary9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.705E-13","3","3","PrePrimary10",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.705E-13","3","3","Truly Liable",0.5,0,0.5,0.722394,1,0.876184,1,1,0.907809,0.654577,,,0.432619,,,,,0.03483,0.277955,0.130779,0.828928,10.8371,9.00255,19.8397,0.160331,1000.14,998.655,0.160331,0.0708748,0.171009,0.241884,0.0170425,0.102767,0,0.160331,0,0.432619,0.907019,0.03483,0.277955,0,1,0,1.19155,1,0.876184,0,0.123816,0.432619,0.03483,0.277955,0.0223726,0.108406
