"OptionSet","Exploit","Refine","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.25,0.25","1.1369999999999999E-13","1.127","3","All",1,0,1,0.499999,1,1,1,1,0.528776,0.472866,,,0.907896,,,,,0.0176683,0.0177324,0.050546,0.49973,10.4218,9.42059,19.8424,0.157582,1000.07,999.347,0.157582,0.164717,0.157273,0.32199,0.108858,0.105377,0,0.157582,0,0.907896,0.500672,0.0207469,0.020811,0.00615722,0.5,0,-3.36759E-06,1,1,0,0,0.907896,0.0176683,0.0177324,0.0252865,0.0252592
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.25,0.25","1.1369999999999999E-13","1.127","3","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.25,0.25","1.1369999999999999E-13","1.127","3","DisputeArises",1,0,1,0.499999,1,1,1,1,0.528776,0.472866,,,0.907896,,,,,0.0176683,0.0177324,0.050546,0.49973,10.4218,9.42059,19.8424,0.157582,1000.07,999.347,0.157582,0.164717,0.157273,0.32199,0.108858,0.105377,0,0.157582,0,0.907896,0.500672,0.0207469,0.020811,0.00615722,0.5,0,-3.36759E-06,1,1,0,0,0.907896,0.0176683,0.0177324,0.0252865,0.0252592
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.25,0.25","1.1369999999999999E-13","1.127","3","PFiles",1,0,1,0.499999,1,1,1,1,0.528776,0.472866,,,0.907896,,,,,0.0176683,0.0177324,0.050546,0.49973,10.4218,9.42059,19.8424,0.157582,1000.07,999.347,0.157582,0.164717,0.157273,0.32199,0.108858,0.105377,0,0.157582,0,0.907896,0.500672,0.0207469,0.020811,0.00615722,0.5,0,-3.36759E-06,1,1,0,0,0.907896,0.0176683,0.0177324,0.0252865,0.0252592
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.25,0.25","1.1369999999999999E-13","1.127","3","DAnswers",1,0,1,0.499999,1,1,1,1,0.528776,0.472866,,,0.907896,,,,,0.0176683,0.0177324,0.050546,0.49973,10.4218,9.42059,19.8424,0.157582,1000.07,999.347,0.157582,0.164717,0.157273,0.32199,0.108858,0.105377,0,0.157582,0,0.907896,0.500672,0.0207469,0.020811,0.00615722,0.5,0,-3.36759E-06,1,1,0,0,0.907896,0.0176683,0.0177324,0.0252865,0.0252592
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.25,0.25","1.1369999999999999E-13","1.127","3","Litigated",1,0,1,0.499999,1,1,1,1,0.528776,0.472866,,,0.907896,,,,,0.0176683,0.0177324,0.050546,0.49973,10.4218,9.42059,19.8424,0.157582,1000.07,999.347,0.157582,0.164717,0.157273,0.32199,0.108858,0.105377,0,0.157582,0,0.907896,0.500672,0.0207469,0.020811,0.00615722,0.5,0,-3.36759E-06,1,1,0,0,0.907896,0.0176683,0.0177324,0.0252865,0.0252592
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.25,0.25","1.1369999999999999E-13","1.127","3","Not Litigated",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.25,0.25","1.1369999999999999E-13","1.127","3","Settles",0.9079,0,0.907896,0.500007,1,1,1,1,0.492839,0.508505,,,1,,,,,0,0,0,,10.4257,9.42433,19.85,0.15,1000.08,999.402,0.15,0.14206,0.141401,0.283461,0.0763664,0.0756127,0,0.15,0,1,0.500672,0,0,0,0.500012,0,-0.0129553,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.25,0.25","1.1369999999999999E-13","1.127","3","Tried",0.0505,0,0.0505457,0.499892,1,1,1,1,0.881589,0.123465,,,0,,,,,0,0,1,0.49973,10.3496,9.35043,19.7,0.3,999.948,998.423,0.3,0.46009,0.341189,0.801279,0.548097,0.494725,0,0.3,0,0,,0,0,0,0.499821,0,0.16932,1,1,0,0,0,0,0,0.50027,0.49973
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.25,0.25","1.1369999999999999E-13","1.127","3","PWins",0.0253,0,0.0252592,0.517744,1,1,1,1,0.882569,0.124679,,,0,,,,,0,0,1,1,11.15,8.55,19.7,0.3,1000.17,996.796,0.3,0.920677,0,0.920677,1.09679,0,0,0.3,0,0,,0,0,0,0.529323,0,0.168872,1,1,0,0,0,0,0,0,1
