"OptionSet","Exploit","Refine","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","POffer1Action1","DOffer1Action1","POffer1Action2","DOffer1Action2","POffer1Action3","DOffer1Action3","POffer1Action4","DOffer1Action4","POffer1Action5","DOffer1Action5","POffer1Action6","DOffer1Action6","POffer1Action7","DOffer1Action7","POffer1Action8","DOffer1Action8","POffer1Action9","DOffer1Action9","POffer1Action10","DOffer1Action10","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","PLiabilitySignal6","PLiabilitySignal7","PLiabilitySignal8","PLiabilitySignal9","PLiabilitySignal10","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","DLiabilitySignal6","DLiabilitySignal7","DLiabilitySignal8","DLiabilitySignal9","DLiabilitySignal10","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"Specification-DirectBinaryStateSignalsModerateRiskAversion__Cost-1__Fee-British","1.1369999999999999E-13","5.499E-08","1998","All",1,0,1,0.499999,0.815307,0.500383,1,1,0.642487,0.310789,,,0,0.448663,0,0.0372,0,0,0,0,0,0,0.723027,0.514137,0,0,0.0626677,0,0.0576918,0,0.156614,0,0.150068,,,,,0.211722,0.107197,0.031396,0.548943,10.3958,9.39742,19.7932,0.206772,1000.06,999.27,0.206772,0.138899,0.119664,0.258563,0.0804804,0.0569959,0,0.206772,0,0,0,0,0,0.150068,0.55,0.211722,0.107197,0,0.499998,0,2.78829E-05,0.11592,0.11026,0.10021,0.08998,0.08363,0.08363,0.08998,0.10021,0.11026,0.11592,0.115916,0.110263,0.100214,0.0899811,0.0836291,0.0836291,0.0899811,0.100214,0.110263,0.11591,0.815307,0.500383,0.184693,0.314924,0.150068,0.211722,0.107197,0.0141612,0.0172344
"Specification-DirectBinaryStateSignalsModerateRiskAversion__Cost-1__Fee-British","1.1369999999999999E-13","5.499E-08","1998","NoDispute",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Specification-DirectBinaryStateSignalsModerateRiskAversion__Cost-1__Fee-British","1.1369999999999999E-13","5.499E-08","1998","DisputeArises",1,0,1,0.499999,0.815307,0.500383,1,1,0.642487,0.310789,,,0,0.448663,0,0.0372,0,0,0,0,0,0,0.723027,0.514137,0,0,0.0626677,0,0.0576918,0,0.156614,0,0.150068,,,,,0.211722,0.107197,0.031396,0.548943,10.3958,9.39742,19.7932,0.206772,1000.06,999.27,0.206772,0.138899,0.119664,0.258563,0.0804804,0.0569959,0,0.206772,0,0,0,0,0,0.150068,0.55,0.211722,0.107197,0,0.499998,0,2.78829E-05,0.11592,0.11026,0.10021,0.08998,0.08363,0.08363,0.08998,0.10021,0.11026,0.11592,0.115916,0.110263,0.100214,0.0899811,0.0836291,0.0836291,0.0899811,0.100214,0.110263,0.11591,0.815307,0.500383,0.184693,0.314924,0.150068,0.211722,0.107197,0.0141612,0.0172344
"Specification-DirectBinaryStateSignalsModerateRiskAversion__Cost-1__Fee-British","1.1369999999999999E-13","5.499E-08","1998","PFiles",0.8153,0,1,0.552509,1,0.613736,1,1,0.642487,0.310789,,,0,0.448663,0,0.0372,0,0,0,0,0,0,0.723027,0.514137,0,0,0.0626677,0,0.0576918,0,0.156614,0,0.184064,,,,,0.259684,0.131481,0.038508,0.548943,10.4855,9.26091,19.7464,0.253613,1000.08,999.105,0.253613,0.170364,0.138526,0.30889,0.0987118,0.061661,0,0.253613,0,0,0,0,0,0.184064,0.55,0.259684,0.131481,0,0.605017,0,0.467696,0,0.0508847,0.122911,0.110363,0.102575,0.102575,0.110363,0.122911,0.135237,0.14218,0.0927998,0.0896595,0.084057,0.0797143,0.0801136,0.0871441,0.100248,0.116371,0.130866,0.139027,1,0.613736,0,0.386264,0.184064,0.259684,0.131481,0.0173692,0.0211385
"Specification-DirectBinaryStateSignalsModerateRiskAversion__Cost-1__Fee-British","1.1369999999999999E-13","5.499E-08","1998","DAnswers",0.5004,0,1,0.441509,1,1,1,1,0.642487,0.310789,,,0,0.448663,0,0.0372,0,0,0,0,0,0,0.723027,0.514137,0,0,0.0626677,0,0.0576918,0,0.156614,0,0.299907,,,,,0.42312,0.21423,0.062743,0.548943,10.2561,9.42512,19.6812,0.318823,1000.03,999.292,0.318823,0.250997,0.135293,0.38629,0.134249,0.0869058,0,0.318823,0,0,0,0,0,0.299907,0.55,0.42312,0.21423,0,0.383017,0,1.64093,0,0.0768772,0.178726,0.148976,0.122118,0.103047,0.0932828,0.0910773,0.0925475,0.0933484,0.151205,0.146088,0.13696,0.129884,0.130534,0.14199,0.16334,0,0,0,1,1,0,0,0.299907,0.42312,0.21423,0.0283007,0.0344424
"Specification-DirectBinaryStateSignalsModerateRiskAversion__Cost-1__Fee-British","1.1369999999999999E-13","5.499E-08","1998","Litigated",0.5004,0,1,0.441509,1,1,1,1,0.642487,0.310789,,,0,0.448663,0,0.0372,0,0,0,0,0,0,0.723027,0.514137,0,0,0.0626677,0,0.0576918,0,0.156614,0,0.299907,,,,,0.42312,0.21423,0.062743,0.548943,10.2561,9.42512,19.6812,0.318823,1000.03,999.292,0.318823,0.250997,0.135293,0.38629,0.134249,0.0869058,0,0.318823,0,0,0,0,0,0.299907,0.55,0.42312,0.21423,0,0.383017,0,1.64093,0,0.0768772,0.178726,0.148976,0.122118,0.103047,0.0932828,0.0910773,0.0925475,0.0933484,0.151205,0.146088,0.13696,0.129884,0.130534,0.14199,0.16334,0,0,0,1,1,0,0,0.299907,0.42312,0.21423,0.0283007,0.0344424
"Specification-DirectBinaryStateSignalsModerateRiskAversion__Cost-1__Fee-British","1.1369999999999999E-13","5.499E-08","1998","Not Litigated",0.4996,0,1,0.558579,0.63033,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,10.5358,9.36967,19.9055,0.0945495,1000.1,999.249,0.0945495,0.026629,0.104012,0.130641,0.026629,0.02704,0,0.0945495,0,0,0,0,0,0,,0,0,0,0.617158,0,-1.64339,0.232018,0.143694,0.0215737,0.030894,0.0450827,0.0641833,0.0866721,0.109357,0.128,0.138526,0.0805732,0.0743828,0.0634121,0.0500173,0.0366519,0.0251791,0.0165098,0.200582,0.220695,0.231997,0.63033,0,0.36967,0.63033,0,0,0,0,0
"Specification-DirectBinaryStateSignalsModerateRiskAversion__Cost-1__Fee-British","1.1369999999999999E-13","5.499E-08","1998","Settles",0.1501,0,1,0.456754,1,1,1,1,0.55,0.55,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,,,,,0,0,0,,10.4,9.3,19.7,0.3,1000.1,999.43,0.3,0.410544,0.248105,0.658649,0.287381,0.148863,0,0.3,0,0,0,0,0,1,0.55,0,0,0,0.413509,0,-0.831492,0,0.0813305,0.198029,0.180421,0.171408,0.175739,0.193072,0,0,0,0,0,0,0.199009,0.285154,0.25976,0.256077,0,0,0,1,1,0,0,1,0,0,0,0
"Specification-DirectBinaryStateSignalsModerateRiskAversion__Cost-1__Fee-British","1.1369999999999999E-13","5.499E-08","1998","Tried",0.0314,0,1,0.530692,1,1,1,1,0.870675,0.0640805,,,0,0.859195,0,0.140805,0,0,0,0,0,0,0,0,0,0,0.282007,0,0.229237,0,0.488756,0,0,,,,,0,0,1,0.548943,10.2783,9.12169,19.4,0.6,999.893,997.59,0.6,0.373814,0.0910225,0.464836,0.295405,0.145636,0,0.6,0,0,0,0,0,0,,0,0,0,0.561384,0,6.33153,0,0,0,0,0,0,0,0.409851,0.320457,0.269692,0.205732,0.255575,0.343342,0.195351,0,0,0,0,0,0,1,1,0,0,0,0,0,0.451057,0.548943
"Specification-DirectBinaryStateSignalsModerateRiskAversion__Cost-1__Fee-British","1.1369999999999999E-13","5.499E-08","1998","PWins",0.0172,0,1,0.709515,1,1,1,1,0.886694,0.0692503,,,0,0.807497,0,0.192503,0,0,0,0,0,0,0,0,0,0,0.214576,0,0.203906,0,0.581517,0,0,,,,,0,0,1,1,11,8.4,19.4,0.6,1000.16,995.609,0.6,0.680971,0,0.680971,0.538135,0,0,0.6,0,0,0,0,0,0,,0,0,0,0.919029,0,6.2332,0,0,0,0,0,0,0,0.311852,0.337011,0.351138,0.120854,0.219276,0.392795,0.267075,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
