"OptionSet","Exploit","Refine","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","All",1,0,1,0.500004,1,1,1,1,0.729072,0.590315,,,0.744581,,,,,0.102731,0,0.152688,0.720324,10.6088,9.30471,19.9135,0.0864516,1000.11,999.198,0.0864516,0.263348,0.0983318,0.361679,0.207941,0.0583947,0,0.0864516,0,0.744581,0.714474,0.102731,0,0,0.500004,0,1.79226E-05,1,1,0,0,0.744581,0.102731,0,0.0427032,0.109985
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","DisputeArises",1,0,1,0.500004,1,1,1,1,0.729072,0.590315,,,0.744581,,,,,0.102731,0,0.152688,0.720324,10.6088,9.30471,19.9135,0.0864516,1000.11,999.198,0.0864516,0.263348,0.0983318,0.361679,0.207941,0.0583947,0,0.0864516,0,0.744581,0.714474,0.102731,0,0,0.500004,0,1.79226E-05,1,1,0,0,0.744581,0.102731,0,0.0427032,0.109985
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","PFiles",1,0,1,0.500004,1,1,1,1,0.729072,0.590315,,,0.744581,,,,,0.102731,0,0.152688,0.720324,10.6088,9.30471,19.9135,0.0864516,1000.11,999.198,0.0864516,0.263348,0.0983318,0.361679,0.207941,0.0583947,0,0.0864516,0,0.744581,0.714474,0.102731,0,0,0.500004,0,1.79226E-05,1,1,0,0,0.744581,0.102731,0,0.0427032,0.109985
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","DAnswers",1,0,1,0.500004,1,1,1,1,0.729072,0.590315,,,0.744581,,,,,0.102731,0,0.152688,0.720324,10.6088,9.30471,19.9135,0.0864516,1000.11,999.198,0.0864516,0.263348,0.0983318,0.361679,0.207941,0.0583947,0,0.0864516,0,0.744581,0.714474,0.102731,0,0,0.500004,0,1.79226E-05,1,1,0,0,0.744581,0.102731,0,0.0427032,0.109985
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","Litigated",1,0,1,0.500004,1,1,1,1,0.729072,0.590315,,,0.744581,,,,,0.102731,0,0.152688,0.720324,10.6088,9.30471,19.9135,0.0864516,1000.11,999.198,0.0864516,0.263348,0.0983318,0.361679,0.207941,0.0583947,0,0.0864516,0,0.744581,0.714474,0.102731,0,0,0.500004,0,1.79226E-05,1,1,0,0,0.744581,0.102731,0,0.0427032,0.109985
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","Not Litigated",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","Settles",0.7446,0,0.744581,0.504027,1,1,1,1,0.670437,0.758511,,,1,,,,,0,0,0,,10.677,9.24803,19.925,0.075,1000.13,999.215,0.075,0.285351,0.0806319,0.365983,0.226983,0.0199277,0,0.075,0,1,0.714474,0,0,0,0.509074,0,-0.513393,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","Tried",0.1527,0,0.152688,0.636983,1,1,1,1,0.9,0.1,,,0,,,,,0,0,1,0.720324,10.7114,9.13858,19.85,0.15,1000.09,998.584,0.15,0.312234,0.133644,0.445879,0.254201,0.163714,0,0.15,0,0,,0,0,0,0.67926,0,2.18102,1,1,0,0,0,0,0,0.279676,0.720324
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","PWins",0.11,0,0.109985,0.716246,1,1,1,1,0.9,0.1,,,0,,,,,0,0,1,1,11.075,8.775,19.85,0.15,1000.16,998.024,0.15,0.433464,0,0.433464,0.352897,0,0,0.15,0,0,,0,0,0,0.791536,0,2.41599,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","DWins",0.0427,0,0.0427032,0.432836,1,1,1,1,0.9,0.1,,,0,,,,,0,0,1,0,9.775,10.075,19.85,0.15,999.894,1000.03,0.15,0,0.477854,0.477854,0,0.585371,0,0.15,0,0,,0,0,0,0.390085,0,1.57585,1,1,0,0,0,0,0,1,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","Abandoned",0.1027,0,0.102731,0.26725,1,1,1,1,0.9,0.1,,,0,,,,,1,0,0,,9.9625,9.9625,19.925,0.075,999.985,999.985,0.075,0.031206,0.174134,0.20534,0.00117023,0.180664,0,0.075,0,0,,1,0,0,0.16784,0,0.479536,1,1,0,0,0,1,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","Rounds1",1,0,1,0.500004,1,1,1,1,0.729072,0.590315,,,0.744581,,,,,0.102731,0,0.152688,0.720324,10.6088,9.30471,19.9135,0.0864516,1000.11,999.198,0.0864516,0.263348,0.0983318,0.361679,0.207941,0.0583947,0,0.0864516,0,0.744581,0.714474,0.102731,0,0,0.500004,0,1.79226E-05,1,1,0,0,0.744581,0.102731,0,0.0427032,0.109985
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","PrePrimary5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","PrePrimary6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","PrePrimary7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","PrePrimary8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","PrePrimary9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","PrePrimary10",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","Truly Liable",0.5,0,0.500004,0.716729,1,1,1,1,0.879962,0.694836,,,0.758087,,,,,0.0344843,0,0.207428,0.839388,10.8164,9.09305,19.9094,0.0905571,1000.14,998.897,0.0905571,0.0391754,0.196662,0.235837,0.00881447,0.116788,0,0.0905571,0,0.758087,0.879111,0.0344843,0,0,1,0,0.584825,1,1,0,0,0.758087,0.0344843,0,0.0333155,0.174113
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","Truly Not Liable",0.5,0,0.499996,0.283275,1,1,1,1,0.578179,0.485792,,,0.731074,,,,,0.170978,0,0.097947,0.468172,10.4013,9.51638,19.9177,0.0823461,1000.07,999.5,0.0823461,0.487524,0,0.487524,0.407071,0,0,0.0823461,0,0.731074,0.543752,0.170978,0,0,0,0,-0.5848,1,1,0,0,0.731074,0.170978,0,0.0520912,0.0458562
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","AllCount",310,0,310,0.500004,310,310,310,310,0.729072,0.590315,,,230.82,,,,,31.8465,0,47.3334,86.4389,10.6088,9.30471,19.9135,0.0864516,1000.11,999.198,0.0864516,0.263348,0.0983318,0.361679,0.207941,0.0583947,0,0.0864516,0,230.82,0.714474,31.8465,0,0,155.001,0,1.79226E-05,310,310,0,0,230.82,31.8465,0,13.238,34.0954
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","Liability Strength1",0.2261,0,0.226109,0.1,1,1,1,1,0.250857,0.392458,,,0.880367,,,,,0.118615,0,0.001018,3.76612E-5,10.2242,9.70077,19.9249,0.0750763,1000.05,999.79,0.0750763,0.287341,0.0310074,0.318348,0.149947,0.0267237,0,0.0750763,0,0.880367,0.297423,0.118615,0,0,0.0399657,0,-1.04554,1,1,0,0,0.880367,0.118615,0,0.0010179,3.8337E-8
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","Liability Strength2",0.1902,0,0.190218,0.3,1,1,1,1,0.773985,0.494088,,,0.572535,,,,,0.346856,0,0.080609,0.0227808,10.3701,9.54888,19.919,0.0810457,1000.06,999.533,0.0810457,0.379639,0.106788,0.486427,0.32552,0.100351,0,0.0810457,0,0.572535,0.734111,0.346856,0,0,0.169489,0,-0.595585,1,1,0,0,0.572535,0.346856,0,0.0787726,0.0018363
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","Liability Strength3",0.1673,0,0.167336,0.5,1,1,1,1,0.89892,0.600124,,,0.625661,,,,,0.0589647,0,0.315375,0.5,10.6707,9.23063,19.9013,0.0986531,1000.1,999.048,0.0986531,0.408336,0.170557,0.578893,0.39683,0.156296,0,0.0986531,0,0.625661,0.898814,0.0589647,0,0,0.5,0,-1.30481E-05,1,1,0,0,0.625661,0.0589647,0,0.157687,0.157687
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","Liability Strength4",0.1902,0,0.19022,0.7,1,1,1,1,0.9,0.696463,,,0.745579,,,,,0.000343838,0,0.254077,0.977219,10.9087,8.99729,19.9059,0.0940558,1000.15,998.742,0.0940558,0.216419,0.0913266,0.307746,0.184654,0.019228,0,0.0940558,0,0.745579,0.9,0.000343838,0,0,0.830511,0,0.595594,1,1,0,0,0.745579,0.000343838,0,0.00578808,0.248289
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","Liability Strength5",0.2261,0,0.226117,0.9,1,1,1,1,0.9,0.772558,,,0.840698,,,,,5.43562E-08,0,0.159302,0.999962,10.8963,9.01671,19.9131,0.0869477,1000.16,998.819,0.0869477,0.0737072,0.110983,0.18469,0.0468261,0.0152679,0,0.0869477,0,0.840698,0.9,5.43562E-08,0,0,0.960034,0,1.04558,1,1,0,0,0.840698,5.43562E-08,0,5.99951E-6,0.159296
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","PLiabilitySignal1",0.2137,0,0.21366,0.12847,1,1,1,1,0.1,0.406928,,,1,,,,,0,0,0,,10.216,9.70904,19.925,0.075,1000.06,999.825,0.075,0.27307,0.0451187,0.318189,0.114748,0.037013,0,0.075,0,1,0.253464,0,0,0,0.0586162,0,-1.28736,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","PLiabilitySignal2",0.1989,0,0.19889,0.284476,1,1,1,1,0.9,0.486784,,,0.48348,,,,,0.51652,0,0,,10.3976,9.52737,19.925,0.075,1000.07,999.494,0.075,0.375759,0.103675,0.479434,0.337768,0.0952045,0,0.075,0,0.48348,0.9,0.51652,0,0,0.186556,0,-0.57544,1,1,0,0,0.48348,0.51652,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","PLiabilitySignal3",0.1749,0,0.17489,0.5,1,1,1,1,0.9,0.598392,,,0.62299,,,,,0,0,0.37701,0.443833,10.67,9.22669,19.8967,0.103276,1000.1,999.033,0.103276,0.38591,0.138559,0.52447,0.370887,0.120947,0,0.103276,0,0.62299,0.9,0,0,0,0.500001,0,-2E-05,1,1,0,0,0.62299,0,0,0.209681,0.167329
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","PLiabilitySignal4",0.1989,0,0.19889,0.715524,1,1,1,1,0.9,0.699624,,,0.74953,,,,,0,0,0.25047,0.883269,10.8777,9.0285,19.9062,0.0937852,1000.15,998.792,0.0937852,0.214527,0.104141,0.318667,0.186829,0.0351812,0,0.0937852,0,0.74953,0.9,0,0,0,0.813444,0,0.57544,1,1,0,0,0.74953,0,0,0.0292375,0.221232
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","PLiabilitySignal5",0.2137,0,0.21367,0.871529,1,1,1,1,0.9,0.761704,,,0.82713,,,,,0,0,0.17287,0.994121,10.8979,9.01412,19.912,0.0879652,1000.16,998.809,0.0879653,0.0941148,0.108235,0.20235,0.0665635,0.0159203,0,0.0879653,0,0.82713,0.9,0,0,0,0.941384,0,1.2874,1,1,0,0,0.82713,0,0,0.00101622,0.171854
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","DLiabilitySignal1",0.1748,0,0.17483,0.318054,1,1,1,1,0.584591,0.1,,,0.394261,,,,,0.281776,0,0.323963,0.676171,10.226,9.67475,19.9007,0.0992972,1000.03,999.543,0.0992972,0.159683,0.114906,0.274589,0.0912807,0.126322,0,0.0992972,0,0.394261,0.1,0.281776,0,0,0.274484,0,1.16183,1,1,0,0,0.394261,0.281776,0,0.104908,0.219054
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","DLiabilitySignal2",0.2123,0,0.212276,0.402082,1,1,1,1,0.663484,0.1,,,0.295645,,,,,0.251878,0,0.452477,0.74636,10.3462,9.54482,19.8911,0.108936,1000.05,999.315,0.108936,0.188765,0.117877,0.306641,0.119313,0.131257,0,0.108936,0,0.295645,0.1,0.251878,0,0,0.378,0,0.548339,1,1,0,0,0.295645,0.251878,0,0.114766,0.337711
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","DLiabilitySignal3",0.2258,0,0.225786,0.500003,1,1,1,1,0.740417,0.9,,,1,,,,,0,0,0,,10.7827,9.14229,19.925,0.075,1000.15,999.104,0.075,0.393827,0.0736232,0.46745,0.328944,0.0127423,0,0.075,0,1,0.820208,0,0,0,0.500004,0,1.86726E-05,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","DLiabilitySignal4",0.2123,0,0.212278,0.597924,1,1,1,1,0.80385,0.9,,,1,,,,,0,0,0,,10.8144,9.11058,19.925,0.075,1000.15,999.05,0.075,0.309464,0.0886972,0.398162,0.265987,0.0139004,0,0.075,0,1,0.851925,0,0,0,0.622007,0,-0.548304,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","DLiabilitySignal5",0.1748,0,0.174831,0.681953,1,1,1,1,0.847743,0.9,,,1,,,,,0,0,0,,10.8364,9.08863,19.925,0.075,1000.15,999.014,0.075,0.233066,0.101635,0.334701,0.205463,0.0149824,0,0.075,0,1,0.873872,0,0,0,0.725526,0,-1.16178,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","MutOptLiability4",0.0114,0,0.0114228,0.85186,1,1,1,1,0.9,0.1,,,0,,,,,0,0,1,0.993109,11.066,8.78396,19.85,0.15,1000.16,998.038,0.15,0.293535,0.0064008,0.299936,0.151901,0.00784098,0,0.15,0,0,,0,0,0,0.928248,0,4,1,1,0,0,0,0,0,0.00689138,0.993109
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","MutOptLiability3",0.0433,0,0.0432513,0.7847,1,1,1,1,0.9,0.1,,,0,,,,,0,0,1,0.942609,11.0004,8.84961,19.85,0.15,1000.15,998.139,0.15,0.32003,0.0381368,0.358167,0.204237,0.0467176,0,0.15,0,0,,0,0,0,0.865798,0,3,1,1,0,0,0,0,0,0.0573906,0.942609
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","MutOptLiability2",0.1046,0,0.104599,0.708425,1,1,1,1,0.9,0.444489,,,0.430611,,,,,0,0,0.569389,0.674435,10.7425,9.13979,19.8823,0.117704,1000.11,998.803,0.117704,0.208199,0.143348,0.351547,0.183409,0.115144,0,0.117704,0,0.430611,0.9,0,0,0,0.762825,0,2,1,1,0,0,0.430611,0,0,0.185373,0.384016
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","MutOptLiability1",0.1968,0,0.196824,0.604704,1,1,1,1,0.9,0.54346,,,0.554325,,,,,0.25029,0,0.195385,0.460368,10.5417,9.36865,19.9103,0.0896539,1000.09,999.25,0.0896539,0.124836,0.157173,0.282009,0.114516,0.111394,0,0.0896539,0,0.554325,0.9,0.25029,0,0,0.622923,0,1,1,1,0,0,0.554325,0.25029,0,0.105436,0.0899491
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","MutOptLiability0",0.2878,0,0.287812,0.500001,1,1,1,1,0.708406,0.559787,,,0.814227,,,,,0.185773,0,0,,10.5037,9.42129,19.925,0.075,1000.09,999.391,0.075,0.14958,0.108372,0.257953,0.110131,0.0549818,0,0.075,0,0.814227,0.664692,0.185773,0,0,0.500002,0,0,1,1,0,0,0.814227,0.185773,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,2","0","NaN","0","MutOptLiability-1",0.1968,0,0.196821,0.3953,1,1,1,1,0.644912,0.644912,,,1,,,,,0,0,0,,10.6074,9.31759,19.925,0.075,1000.11,999.28,0.075,0.343433,0.0663837,0.409817,0.288893,0.0227543,0,0.075,0,1,0.644912,0,0,0,0.377082,0,-1,1,1,0,0,1,0,0,0,0
