Equilibrium Type,OptionSetName,Specification,Signal Structure,Information Level,Party Signal Sigma,Court Signal Sigma,Costs Multiplier,Fee Shifting Multiplier,Fee Regime,Risk Aversion,CARA Alpha,Fee Shifting Rule,Relative Costs,Filing and Answering,Allow Abandon and Defaults,Probability Truly Liable,Noise to Produce Case Strength,Issue,Proportion of Costs at Beginning,Liability Signal Shaping,Damages Signal Shaping,Number of Signals,Number of Court Signals,Number of Offers,Quality Distribution,Quality-Truth Link,Integration Method,Quadrature Order,Detailed Signal Reporting,Fee Shifting Trigger,Fees After Nonanswer,Signal Owner,Signal Index,Signal Probability,P Filing Probability,D Answering Probability Unconditional,D Answering Probability Conditional on Filing,Reaches Bargaining Probability,P Offer Mean,D Offer Mean,Offer-Overlap Acceptance Conditional on Reaching Bargaining,P Abandonment Probability Unconditional,P Abandonment Probability Conditional on Reaching Bargaining,D Default Probability Unconditional,D Default Probability Conditional on Reaching Bargaining,Mutual Give-Up Probability Before 50/50 Allocation,Settlement Probability Unconditional,Settlement Probability Conditional on Reaching Bargaining,Trial Probability Unconditional,Trial Probability Conditional on Reaching Bargaining,P Trial Win Probability Unconditional,P Trial Loss Probability Unconditional,P Offer 1 Action 1,D Offer 1 Action 1,P Offer 1 Action 2,D Offer 1 Action 2,P Offer 1 Action 3,D Offer 1 Action 3,P Offer 1 Action 4,D Offer 1 Action 4,P Offer 1 Action 5,D Offer 1 Action 5,P Offer 1 Action 6,D Offer 1 Action 6,P Offer 1 Action 7,D Offer 1 Action 7,P Offer 1 Action 8,D Offer 1 Action 8,P Offer 1 Action 9,D Offer 1 Action 9,P Offer 1 Action 10,D Offer 1 Action 10
Only Eq,Specification-Baseline__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,Baseline,Continuous merits,1x,0.2000000000,0.2000000000,0.25,1,British,Risk Neutral,0,English,1,Endogenous,true,0.5,N/A,Liability,0.5,Identity,Identity,10,2,10,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),Gauss-Legendre,64,true,Trial and unilateral exit,true,Defendant,1,0.080500000000000002,1,1,1,1,0.525393,0.050000000000000003,0.471786,0,0,0,0,0,0.471786,0.471786,0.528214,0.528214,0.062682799999999997,0.46553099999999997,0.47178599999999998,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52821399999999996,0
Only Eq,Specification-Baseline__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,Baseline,Continuous merits,1x,0.2000000000,0.2000000000,0.25,1,British,Risk Neutral,0,English,1,Endogenous,true,0.5,N/A,Liability,0.5,Identity,Identity,10,2,10,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),Gauss-Legendre,64,true,Trial and unilateral exit,true,Defendant,10,0.080399999999999999,1,1,1,1,0.94533199999999995,0.94999999999999996,1,0,0,0,0,0,1,1,0,0,0,0,0.0051869300000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99481299999999995,1
Only Eq,Specification-Baseline__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,Baseline,Continuous merits,1x,0.2000000000,0.2000000000,0.25,1,British,Risk Neutral,0,English,1,Endogenous,true,0.5,N/A,Liability,0.5,Identity,Identity,10,2,10,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),Gauss-Legendre,64,true,Trial and unilateral exit,true,Defendant,2,0.097699999999999995,1,1,1,1,0.579175,0.050000000000000003,0.412028,0,0,0,0,0,0.412028,0.412028,0.587972,0.587972,0.10172,0.48625200000000002,0.41202800000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58797200000000005,0
Only Eq,Specification-Baseline__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,Baseline,Continuous merits,1x,0.2000000000,0.2000000000,0.25,1,British,Risk Neutral,0,English,1,Endogenous,true,0.5,N/A,Liability,0.5,Identity,Identity,10,2,10,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),Gauss-Legendre,64,true,Trial and unilateral exit,true,Defendant,3,0.1062,1,1,1,1,0.64744699999999999,0.050000000000000003,0.33617,0,0,0,0,0,0.33617,0.33617,0.66383,0.66383,0.16711400000000001,0.49671599999999999,0.33617000000000002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66383000000000003,0
Only Eq,Specification-Baseline__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,Baseline,Continuous merits,1x,0.2000000000,0.2000000000,0.25,1,British,Risk Neutral,0,English,1,Endogenous,true,0.5,N/A,Liability,0.5,Identity,Identity,10,2,10,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),Gauss-Legendre,64,true,Trial and unilateral exit,true,Defendant,4,0.1081,1,1,1,1,0.72552899999999998,0.050000000000000003,0.249412,0,0,0,0,0,0.249412,0.249412,0.750588,0.750588,0.26734400000000003,0.48324400000000001,0.24941199999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75058800000000003,0
Only Eq,Specification-Baseline__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,Baseline,Continuous merits,1x,0.2000000000,0.2000000000,0.25,1,British,Risk Neutral,0,English,1,Endogenous,true,0.5,N/A,Liability,0.5,Identity,Identity,10,2,10,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),Gauss-Legendre,64,true,Trial and unilateral exit,true,Defendant,5,0.1076,1,1,1,1,0.80211200000000005,0.050000000000000003,0.16432,0,0,0,0,0,0.16432,0.16432,0.83568,0.83568,0.40098600000000001,0.43469400000000002,0.16431999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83567999999999998,0
Only Eq,Specification-Baseline__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,Baseline,Continuous merits,1x,0.2000000000,0.2000000000,0.25,1,British,Risk Neutral,0,English,1,Endogenous,true,0.5,N/A,Liability,0.5,Identity,Identity,10,2,10,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),Gauss-Legendre,64,true,Trial and unilateral exit,true,Defendant,6,0.1076,1,1,1,1,0.86421400000000004,0.050000000000000003,0.0953177,0,0,0,0,0,0.0953177,0.0953177,0.904682,0.904682,0.55016600000000004,0.35451700000000003,0.095317700000000005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90468199999999999,0
Only Eq,Specification-Baseline__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,Baseline,Continuous merits,1x,0.2000000000,0.2000000000,0.25,1,British,Risk Neutral,0,English,1,Endogenous,true,0.5,N/A,Liability,0.5,Identity,Identity,10,2,10,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),Gauss-Legendre,64,true,Trial and unilateral exit,true,Defendant,7,0.1081,1,1,1,1,0.90556999999999999,0.050000000000000003,0.0493665,0,0,0,0,0,0.0493665,0.0493665,0.950634,0.950634,0.68771599999999999,0.26291700000000001,0.049366500000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95063399999999998,0
Only Eq,Specification-Baseline__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,Baseline,Continuous merits,1x,0.2000000000,0.2000000000,0.25,1,British,Risk Neutral,0,English,1,Endogenous,true,0.5,N/A,Liability,0.5,Identity,Identity,10,2,10,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),Gauss-Legendre,64,true,Trial and unilateral exit,true,Defendant,8,0.1062,1,1,1,1,0.92872100000000002,0.050000000000000003,0.0236436,0,0,0,0,0,0.0236436,0.0236436,0.976356,0.976356,0.79405700000000001,0.18229999999999999,0.023643600000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976356,0
Only Eq,Specification-Baseline__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,Baseline,Continuous merits,1x,0.2000000000,0.2000000000,0.25,1,British,Risk Neutral,0,English,1,Endogenous,true,0.5,N/A,Liability,0.5,Identity,Identity,10,2,10,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),Gauss-Legendre,64,true,Trial and unilateral exit,true,Defendant,9,0.097699999999999995,1,1,1,1,0.94012200000000001,0.94999999999999996,1,0,0,0,0,0,1,1,0,0,0,0,0.0109751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98902500000000004,1
