Equilibrium Type,Allow Abandon and Defaults,CARA Alpha,Costs Multiplier,Court Signal Sigma,Damages Signal Shaping,Detailed Signal Reporting,Fee Regime,Fee Shifting Multiplier,Fee Shifting Rule,Filing and Answering,Information Level,Integration Method,Issue,Liability Signal Shaping,Noise to Produce Case Strength,Number of Court Signals,Number of Offers,Number of Signals,Party Signal Sigma,Probability Truly Liable,Proportion of Costs at Beginning,Quadrature Order,Quality Distribution,Quality-Truth Link,Relative Costs,Risk Aversion,Signal Structure,Specification,Filter,GroupName,OptionSetName,Exploitability,Calculation Time,P Files,D Answers,P Offer,D Offer,Trial,P Win Probability,P Wealth,D Wealth,Total Wealth,Wealth Loss,P Welfare,D Welfare,Pre-Dispute Social Welfare Loss,Social Welfare Loss,Opportunity Cost,Harm Cost,Truly Liable Harm Cost,Truly Not Liable Harm Cost,Expenditures,Defendant Excess Net Monetary Burden,Plaintiff Net Recovery Shortfall,Value If Settled,No Suit,No Answer,Settles,P Abandons,D Defaults,Mutual Give-Up Probability Before 50/50 Allocation,P Loses,P Wins,Appropriation,Reaches Bargaining,Settlement Unconditional,Settlement Conditional on Reaching Bargaining,Real Litigation Costs,Liability Transfer to Plaintiff,Fee-Shifting Transfer to Plaintiff,Total Net Transfer to Plaintiff,Meritorious-Plaintiff Net Recovery Shortfall,Nonliable-Defendant Net Burden,Liable-Defendant Excess Net Burden Above Damages,Net Outcome Fidelity Loss,Plaintiff shortfall contribution,Nonliable defendant contribution,Liable defendant contribution,Outcome Error Before Legal Costs and Fee Transfers,Gross error meritorious underpayment,Gross error nonliable payment,Comparison Fee Rule,Comparison Family,Fee Shifting Trigger,Fees After Nonanswer
Only Eq,true,0,0.25,0.2000000000,Identity,true,American,0,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,1,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Risk Neutral,Continuous merits,All litigation costs sunk before bargaining,All,,Specification-AllCostsSunk__Cost-0.25__Fee-American,-4.4410000000000002E-15,3,1,1,0.84999800000000003,0.14999899999999999,1,0.49999199999999999,10.425000000000001,9.4250100000000003,19.850000000000001,0.14999999999999999,10.425000000000001,9.4250100000000003,0,0.14999999999999999,0,0,0,0,0.14999999999999999,0.21099300000000001,0.18451999999999999,,0,0,0,0,0,0,0.50000800000000001,0.49999199999999999,0,1,0,0,0.14999999999999999,0.499992,-0,0.499992,0.369046,0.369035,0.0529466,0.395513,0.184523,0.1845175,0.0264733,0.2940405,0.147023,0.1470175,American,all-costs-sunk,,
Only Eq,true,0,0.25,0.2000000000,Identity,true,British,1,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,1,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Risk Neutral,Continuous merits,All litigation costs sunk before bargaining,All,,Specification-AllCostsSunk__Cost-0.25__Fee-British,-6.2170000000000006E-15,4,0.91954999999999998,0.74184600000000001,0.84305799999999997,0.134551,0.74184600000000001,0.45111000000000001,10.438000000000001,9.4374400000000005,19.875399999999999,0.12460499999999999,10.438000000000001,9.4374400000000005,0,0.12460499999999999,0,0,0,0,0.12460499999999999,0.19911000000000001,0.16603299999999999,,0.080449999999999994,0.177704,0,0,0,0,0.407192,0.33465400000000001,0,0.741846,0,0,0.12460499999999999,0.512358,-0.00544035,0.50691765,0.332071,0.332793,0.0654229,0.365143,0.1660355,0.1663965,0.03271145,0.2854576,0.136548,0.1489096,Trial Fee-Shifting,all-costs-sunk,,
Only Eq,true,0,0.5,0.2000000000,Identity,true,American,0,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,1,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Risk Neutral,Continuous merits,All litigation costs sunk before bargaining,All,,Specification-AllCostsSunk__Cost-0.5__Fee-American,0,4,0.82186999999999999,0.64523799999999998,0.85699099999999995,0.14300599999999999,0.64523799999999998,0.49999399999999999,10.375999999999999,9.4039699999999993,19.779900000000001,0.22006600000000001,10.375999999999999,9.4039699999999993,0,0.22006600000000001,0,0,0,0,0.22006600000000001,0.22117200000000001,0.211585,,0.17813000000000001,0.17663200000000001,0,0,0,0,0.32262299999999999,0.32261499999999999,0,0.645238,0,0,0.22006600000000001,0.499247,-0,0.499247,0.423175,0.378228,0.0641123,0.432757,0.2115875,0.189114,0.03205615,0.28219255,0.141471,0.14072155,American,all-costs-sunk,,
Only Eq,true,0,0.5,0.2000000000,Identity,true,British,1,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,1,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Risk Neutral,Continuous merits,All litigation costs sunk before bargaining,All,,Specification-AllCostsSunk__Cost-0.5__Fee-British,-6.2170000000000006E-15,4,0.71569000000000005,0.44122499999999998,0.86871299999999996,0.13128500000000001,0.44122499999999998,0.49999500000000002,10.387700000000001,9.4387399999999992,19.826499999999999,0.173537,10.387700000000001,9.4387399999999992,0,0.173537,0,0,0,0,0.173537,0.20199900000000001,0.19742799999999999,,0.28431000000000001,0.27446500000000001,0,0,0,0,0.22061500000000001,0.22061,0,0.441225,0,0,0.173537,0.495075,-0.00000075,0.49507425,0.394861,0.319489,0.0845049,0.399427,0.1974305,0.1597445,0.04225245,0.2765495,0.140736,0.1358135,Trial Fee-Shifting,all-costs-sunk,,
Only Eq,true,0,1,0.2000000000,Identity,true,American,0,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,1,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Risk Neutral,Continuous merits,All litigation costs sunk before bargaining,All,,Specification-AllCostsSunk__Cost-1__Fee-American,-8.8820000000000011E-16,3,0.71569000000000005,0.34429399999999999,0.85887599999999997,0.097863400000000003,0.34429399999999999,0.43179600000000001,10.305400000000001,9.3766499999999997,19.681999999999999,0.31799500000000003,10.305400000000001,9.3766499999999997,0,0.31799500000000003,0,0,0,0,0.31799500000000003,0.23089699999999999,0.259212,,0.28431000000000001,0.371396,0,0,0,0,0.195629,0.14866499999999999,0,0.344294,0,0,0.31799500000000003,0.520061,-0,0.520061,0.518431,0.408792,0.0529965,0.490109,0.2592155,0.204396,0.02649825,0.2750735,0.127505,0.1475685,American,all-costs-sunk,,
Only Eq,true,0,1,0.2000000000,Identity,true,British,1,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,1,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Risk Neutral,Continuous merits,All litigation costs sunk before bargaining,All,,Specification-AllCostsSunk__Cost-1__Fee-British,2.6650000000000001E-15,4,0.689218,0.26360899999999998,0.71963900000000003,0.050000000000000003,0.203462,0.454872,10.3089,9.4052600000000002,19.714200000000002,0.28584799999999999,10.3089,9.4052600000000002,0,0.28584799999999999,0,0,0,0,0.28584799999999999,0.21674199999999999,0.25185600000000002,0.050000000000000003,0.310782,0.42560999999999999,0.060147399999999997,0,0,0,0.110913,0.092549000000000006,0,0.263609,0.0601474,0.228168992712692,0.28584799999999999,0.52116637,-0.0055092,0.51565717,0.503718,0.367778,0.0657015,0.468598,0.251859,0.183889,0.03285075,0.2756046225,0.127217935,0.1483866875,Trial Fee-Shifting,all-costs-sunk,,
Only Eq,true,0,2,0.2000000000,Identity,true,American,0,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,1,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Risk Neutral,Continuous merits,All litigation costs sunk before bargaining,All,,Specification-AllCostsSunk__Cost-2__Fee-American,8.8820000000000011E-16,4,0.71569000000000005,0.115359,0.83009999999999995,0.050000000000000003,0.115359,0.23330100000000001,10.197800000000001,9.3035399999999999,19.5014,0.49862899999999999,10.197800000000001,9.3035399999999999,0,0.49862899999999999,0,0,0,0,0.49862899999999999,0.26652100000000001,0.34710999999999997,,0.28431000000000001,0.60033099999999995,0,0,0,0,0.088445200000000002,0.026913300000000001,0,0.115359,0,0,0.49862899999999999,0.6272443,-0,0.6272443,0.69423,0.518346,0.0146894,0.613631,0.347115,0.259173,0.0073447,0.294634,0.08369335,0.21094065,American,all-costs-sunk,,
Only Eq,true,0,2,0.2000000000,Identity,true,British,1,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,1,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Risk Neutral,Continuous merits,All litigation costs sunk before bargaining,All,,Specification-AllCostsSunk__Cost-2__Fee-British,0,4,0.58819200000000005,0.108319,0.64142999999999994,0.050000000000000003,0.071180999999999994,0.42231800000000003,10.152200000000001,9.4298500000000001,19.582100000000001,0.41790699999999997,10.152200000000001,9.4298500000000001,0,0.41790699999999997,0,0,0,0,0.41790699999999997,0.19678000000000001,0.36811300000000002,0.050000000000000003,0.41180800000000001,0.47987200000000002,0.037137799999999999,0,0,0,0.041120200000000003,0.0300612,0,0.108319,0.0371378,0.342855824001329,0.41790699999999997,0.51179009,-0.0066354,0.50515469,0.736237,0.353402,0.0401542,0.564893,0.3681185,0.176701,0.0200771,0.2790700225,0.133638445,0.1454315775,Trial Fee-Shifting,all-costs-sunk,,
Only Eq,true,0,4,0.2000000000,Identity,true,American,0,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,1,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Risk Neutral,Continuous merits,All litigation costs sunk before bargaining,All,,Specification-AllCostsSunk__Cost-4__Fee-American,0,3,0,0,,,0,,10,10,20,0,10,10,0,0,0,0,0,0,0,0,0.49999300000000002,,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0.499993,0.5,0,0,0.5,0.5,0,American,all-costs-sunk,,
Only Eq,true,0,4,0.2000000000,Identity,true,British,1,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,1,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Risk Neutral,Continuous merits,All litigation costs sunk before bargaining,All,,Specification-AllCostsSunk__Cost-4__Fee-British,0,4,0,0,,,0,,10,10,20,0,10,10,0,0,0,0,0,0,0,0,0.49999300000000002,,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0.499993,0.5,0,0,0.5,0.5,0,Trial Fee-Shifting,all-costs-sunk,,
Only Eq,true,0,0.25,0.2000000000,Identity,true,American,0,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0.5,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Risk Neutral,Continuous merits,Baseline,All,,Specification-Baseline__Cost-0.25__Fee-American,-8.8820000000000011E-16,3,1,1,0.87759500000000001,0.122403,0.83921100000000004,0.49999199999999999,10.430999999999999,9.4310399999999994,19.862100000000002,0.13794100000000001,10.430999999999999,9.4310399999999994,0,0.13794100000000001,0,0,0,0,0.13794100000000001,0.203185,0.18159400000000001,0.49999300000000002,0,0,0.16078899999999999,0,0,0,0.41961199999999999,0.419599,0,1,0.160789,0.160789,0.13794100000000001,0.499992374477,-0,0.499992374477,0.363193,0.363183,0.0431818,0.384779,0.1815965,0.1815915,0.0215909,0.294218246177,0.14711169584,0.147106550337,American,baseline,,
Only Eq,true,0,0.25,0.2000000000,Identity,true,British,1,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0.5,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Risk Neutral,Continuous merits,Baseline,All,,Specification-Baseline__Cost-0.25__Fee-British,0,4,1,1,0.78968300000000002,0.210309,0.64523799999999998,0.49999399999999999,10.4383,9.4383099999999995,19.8766,0.123393,10.4383,9.4383099999999995,0,0.123393,0,0,0,0,0.123393,0.20179,0.169736,0.49998900000000002,0,0,0.35476200000000002,0,0,0,0.32262299999999999,0.32261499999999999,0,1,0.354762,0.354762,0.123393,0.499992097618,-0.0000006,0.499991497618,0.339476,0.339465,0.0641123,0.371526,0.169738,0.1697325,0.03205615,0.293493508398,0.14674910518,0.146744403218,Trial Fee-Shifting,baseline,,
Only Eq,true,0,0.25,0.2000000000,Identity,true,British,1,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0.5,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Risk Neutral,Continuous merits,Baseline,All,,Specification-Baseline__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,8.8820000000000011E-16,2,1,1,0.78968300000000002,0.210309,0.64523799999999998,0.49999399999999999,10.4383,9.4383099999999995,19.8766,0.123393,10.4383,9.4383099999999995,0,0.123393,0,0,0,0,0.123393,0.20179,0.169736,0.49998900000000002,0,0,0.35476200000000002,0,0,0,0.32262299999999999,0.32261499999999999,0,1,0.354762,0.354762,0.123393,0.499992097618,-0.0000006,0.499991497618,0.339476,0.339465,0.0641123,0.371526,0.169738,0.1697325,0.03205615,0.293493508398,0.14674910518,0.146744403218,Complete Fee-Shifting,baseline,Trial and unilateral exit,true
Only Eq,true,2,0.25,0.2000000000,Identity,true,American,0,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0.5,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,Moderate symmetric risk aversion,All,,Specification-ModerateRiskAversion__Cost-0.25__Fee-American,-3.9789999999999995E-13,3,1,1,0.478323,0.51075499999999996,0.16905800000000001,0.47803899999999999,10.451599999999999,9.4607700000000001,19.912299999999998,0.087679400000000005,1000.09,999.50999999999999,0,0.087679400000000005,0,0,0,0,0.087679400000000005,0.200317,0.200937,0.49892300000000001,0,0,0.83094199999999996,0,0,0,0.088241799999999995,0.080816499999999999,0,1,0.830942,0.830942,0.087679400000000005,0.495392575466,-0,0.495392575466,0.40188,0.393043,0.007586,0.401254,0.20094,0.1965215,0.003793,0.353621522547,0.17911343275,0.174508089797,American,baseline,,
Only Eq,true,2,0.25,0.2000000000,Identity,true,British,1,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0.5,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,Moderate symmetric risk aversion,All,,Specification-ModerateRiskAversion__Cost-0.25__Fee-British,-2.8419999999999999E-13,4,1,1,0.57174199999999997,0.45930599999999999,0.228522,0.50164699999999995,10.456799999999999,9.4510199999999998,19.907900000000001,0.092139200000000004,1000.08,999.375,0,0.092139200000000004,0,0,0,0,0.092139200000000004,0.18406400000000001,0.17013200000000001,0.54220900000000005,0,0,0.69446600000000003,0.0653385,0.0116731,0,0.113885,0.114637,0,1,0.694466,0.694466,0.092139200000000004,0.502855815394,0.0000564,0.502912215394,0.340268,0.346061,0.0220629,0.354196,0.170134,0.1730305,0.01103145,0.301291772242,0.149216292901,0.152075479341,Trial Fee-Shifting,baseline,,
Only Eq,true,2,0.25,0.2000000000,Identity,true,British,1,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0.5,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,Moderate symmetric risk aversion,All,,Specification-ModerateRiskAversion__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,-2.8419999999999999E-13,3,1,1,0.51332,0.47681000000000001,0.173794,0.56606900000000004,10.4436,9.4683899999999994,19.911999999999999,0.088034500000000002,1000.08,999.452,0,0.088034500000000002,0,0,0,0,0.088034500000000002,0.188302,0.19031300000000001,0.50698900000000002,0,0,0.73560800000000004,0.0739027,0.016696,0,0.075414400000000006,0.098379099999999997,0,1,0.735608,0.735608,0.088034500000000002,0.488020264312,-0.00042289875,0.487597365562,0.380631,0.354534,0.0220653,0.378615,0.1903155,0.177267,0.01103265,0.32958077327,0.170779283422,0.158801489848,Complete Fee-Shifting,baseline,Trial and unilateral exit,true
