"OptionSet","Exploit","Refine","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","POffer1Action1","DOffer1Action1","POffer1Action2","DOffer1Action2","POffer1Action3","DOffer1Action3","POffer1Action4","DOffer1Action4","POffer1Action5","DOffer1Action5","POffer1Action6","DOffer1Action6","POffer1Action7","DOffer1Action7","POffer1Action8","DOffer1Action8","POffer1Action9","DOffer1Action9","POffer1Action10","DOffer1Action10","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","PLiabilitySignal6","PLiabilitySignal7","PLiabilitySignal8","PLiabilitySignal9","PLiabilitySignal10","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","DLiabilitySignal6","DLiabilitySignal7","DLiabilitySignal8","DLiabilitySignal9","DLiabilitySignal10","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"Specification-CenterWeightedContinuousMeritsModerateRiskAversion__Cost-2__Fee-British__ExitFees-AllUnilateralExits","-1.705E-13","-5.265E-08","22838","All",1,0,1,0.499998,0.352532,0.352532,1,1,0.539472,0.730465,,,0.456142,0.243928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.543858,0.756072,0.316262,,,,,0.0193058,0.00287101,0.004784,0.68978,10.1055,9.68011,19.7856,0.21439,1000.01,999.502,0.21439,0.126815,0.417226,0.544041,0.110529,0.401449,0,0.21439,0,0,0,0,0,0.316262,0.650447,0.0239601,0.00752531,0.00930862,0.499996,0,-6.95537E-05,0.05628,0.08203,0.10578,0.12337,0.13255,0.13255,0.12337,0.10578,0.08203,0.05626,0.056278,0.0820317,0.105778,0.123371,0.132545,0.132544,0.123369,0.105775,0.0820278,0.0562795,0.352532,0.352532,0.647468,0,0.316262,0.0193058,0.00287101,0.00148422,0.0033002
"Specification-CenterWeightedContinuousMeritsModerateRiskAversion__Cost-2__Fee-British__ExitFees-AllUnilateralExits","-1.705E-13","-5.265E-08","22838","NoDispute",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Specification-CenterWeightedContinuousMeritsModerateRiskAversion__Cost-2__Fee-British__ExitFees-AllUnilateralExits","-1.705E-13","-5.265E-08","22838","DisputeArises",1,0,1,0.499998,0.352532,0.352532,1,1,0.539472,0.730465,,,0.456142,0.243928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.543858,0.756072,0.316262,,,,,0.0193058,0.00287101,0.004784,0.68978,10.1055,9.68011,19.7856,0.21439,1000.01,999.502,0.21439,0.126815,0.417226,0.544041,0.110529,0.401449,0,0.21439,0,0,0,0,0,0.316262,0.650447,0.0239601,0.00752531,0.00930862,0.499996,0,-6.95537E-05,0.05628,0.08203,0.10578,0.12337,0.13255,0.13255,0.12337,0.10578,0.08203,0.05626,0.056278,0.0820317,0.105778,0.123371,0.132545,0.132544,0.123369,0.105775,0.0820278,0.0562795,0.352532,0.352532,0.647468,0,0.316262,0.0193058,0.00287101,0.00148422,0.0033002
"Specification-CenterWeightedContinuousMeritsModerateRiskAversion__Cost-2__Fee-British__ExitFees-AllUnilateralExits","-1.705E-13","-5.265E-08","22838","PFiles",0.3525,0,1,0.588663,1,1,1,1,0.539472,0.730465,,,0.456142,0.243928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.543858,0.756072,0.897116,,,,,0.0547632,0.00814396,0.013572,0.68978,10.2993,9.09259,19.3919,0.608143,1000.03,998.587,0.608143,0.359726,0.442539,0.802265,0.313529,0.397786,0,0.608143,0,0,0,0,0,0.897116,0.650447,0.0679657,0.0213465,0.026405,0.677326,0,1.32642,0,0,0,0,0,0,0.307666,0.300058,0.232688,0.159588,0.00995674,0.0216195,0.0415361,0.0707517,0.106848,0.142718,0.167726,0.171975,0.152152,0.114716,1,1,0,0,0.897116,0.0547632,0.00814396,0.00421018,0.0093614
"Specification-CenterWeightedContinuousMeritsModerateRiskAversion__Cost-2__Fee-British__ExitFees-AllUnilateralExits","-1.705E-13","-5.265E-08","22838","DAnswers",0.3525,0,1,0.588663,1,1,1,1,0.539472,0.730465,,,0.456142,0.243928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.543858,0.756072,0.897116,,,,,0.0547632,0.00814396,0.013572,0.68978,10.2993,9.09259,19.3919,0.608143,1000.03,998.587,0.608143,0.359726,0.442539,0.802265,0.313529,0.397786,0,0.608143,0,0,0,0,0,0.897116,0.650447,0.0679657,0.0213465,0.026405,0.677326,0,1.32642,0,0,0,0,0,0,0.307666,0.300058,0.232688,0.159588,0.00995674,0.0216195,0.0415361,0.0707517,0.106848,0.142718,0.167726,0.171975,0.152152,0.114716,1,1,0,0,0.897116,0.0547632,0.00814396,0.00421018,0.0093614
"Specification-CenterWeightedContinuousMeritsModerateRiskAversion__Cost-2__Fee-British__ExitFees-AllUnilateralExits","-1.705E-13","-5.265E-08","22838","Litigated",0.3525,0,1,0.588663,1,1,1,1,0.539472,0.730465,,,0.456142,0.243928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.543858,0.756072,0.897116,,,,,0.0547632,0.00814396,0.013572,0.68978,10.2993,9.09259,19.3919,0.608143,1000.03,998.587,0.608143,0.359726,0.442539,0.802265,0.313529,0.397786,0,0.608143,0,0,0,0,0,0.897116,0.650447,0.0679657,0.0213465,0.026405,0.677326,0,1.32642,0,0,0,0,0,0,0.307666,0.300058,0.232688,0.159588,0.00995674,0.0216195,0.0415361,0.0707517,0.106848,0.142718,0.167726,0.171975,0.152152,0.114716,1,1,0,0,0.897116,0.0547632,0.00814396,0.00421018,0.0093614
"Specification-CenterWeightedContinuousMeritsModerateRiskAversion__Cost-2__Fee-British__ExitFees-AllUnilateralExits","-1.705E-13","-5.265E-08","22838","Not Litigated",0.6475,0,1,0.451721,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,10,10,20,0,1000,1000,0,0,0.403443,0.403443,0,0.403443,0,0,0,0,0,0,0,0,,0,0,0,0.403443,0,-0.722316,0.0869232,0.126694,0.163375,0.190542,0.204721,0.204721,0.0230249,0,0,0,0.081499,0.114925,0.140757,0.152021,0.146537,0.127005,0.0992169,0.0697299,0.0438469,0.0244619,0,0,1,0,0,0,0,0,0
"Specification-CenterWeightedContinuousMeritsModerateRiskAversion__Cost-2__Fee-British__ExitFees-AllUnilateralExits","-1.705E-13","-5.265E-08","22838","Settles",0.3163,0,1,0.593825,1,1,1,1,0.492392,0.808503,,,0.508453,0.157219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491547,0.842781,1,,,,,0,0,0,,10.3504,9.04955,19.4,0.6,1000.07,998.686,0.6,0.362154,0.419546,0.781701,0.295247,0.322109,0,0.6,0,0,0,0,0,1,0.650447,0,0,0,0.68765,0,0.931246,0,0,0,0,0,0,0.34295,0.291954,0.211411,0.153684,0.00771037,0.0158713,0.0286634,0.0455008,0.0670362,0.159085,0.186962,0.191698,0.169601,0.127872,1,1,0,0,1,0,0,0,0
"Specification-CenterWeightedContinuousMeritsModerateRiskAversion__Cost-2__Fee-British__ExitFees-AllUnilateralExits","-1.705E-13","-5.265E-08","22838","Tried",0.0048,0,1,0.562336,1,1,1,1,0.95,0.05,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,0,0,1,0.68978,10.3175,8.48249,18.8,1.2,999.531,989.646,1.2,1.05835,0.364111,1.42246,1.77736,0.801044,0,1.2,0,0,0,0,0,0,,0,0,0,0.624672,0,6.26468,0,0,0,0,0,0,0,0,0,1,0.0304558,0.0859584,0.212603,0.459777,0.211206,0,0,0,0,0,1,1,0,0,0,0,0,0.31022,0.68978
"Specification-CenterWeightedContinuousMeritsModerateRiskAversion__Cost-2__Fee-British__ExitFees-AllUnilateralExits","-1.705E-13","-5.265E-08","22838","PWins",0.0033,0,1,0.582836,1,1,1,1,0.95,0.05,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,0,0,1,1,11,7.8,18.8,1.2,1000.16,984.99,1.2,1.53433,0,1.53433,2.57671,0,0,1.2,0,0,0,0,0,0,,0,0,0,0.665673,0,6.17316,0,0,0,0,0,0,0,0,0,1,0.0220765,0.0715085,0.198676,0.472976,0.234763,0,0,0,0,0,1,1,0,0,0,0,0,0,1
