"OptionSet","Exploit","Refine","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","0.01679","0.9999","1","All",1,0,1,0.499995,1,1,1,1,0.528832,0.477245,,,0.738695,,,,,0.0226599,0.0798023,0.148308,0.300431,10.5004,9.45516,19.9555,0.0444923,1000.09,999.44,0.0444923,0.168211,0.130936,0.299147,0.115631,0.088337,0,0.0444923,0,0.738695,0.537992,0.0279273,0.0850697,0.0105349,0.499994,0,7.5023E-06,1,1,0,0,0.738695,0.0226599,0.0798023,0.103751,0.0445563
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","0.01679","0.9999","1","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","0.01679","0.9999","1","DisputeArises",1,0,1,0.499995,1,1,1,1,0.528832,0.477245,,,0.738695,,,,,0.0226599,0.0798023,0.148308,0.300431,10.5004,9.45516,19.9555,0.0444923,1000.09,999.44,0.0444923,0.168211,0.130936,0.299147,0.115631,0.088337,0,0.0444923,0,0.738695,0.537992,0.0279273,0.0850697,0.0105349,0.499994,0,7.5023E-06,1,1,0,0,0.738695,0.0226599,0.0798023,0.103751,0.0445563
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","0.01679","0.9999","1","PFiles",1,0,1,0.499995,1,1,1,1,0.528832,0.477245,,,0.738695,,,,,0.0226599,0.0798023,0.148308,0.300431,10.5004,9.45516,19.9555,0.0444923,1000.09,999.44,0.0444923,0.168211,0.130936,0.299147,0.115631,0.088337,0,0.0444923,0,0.738695,0.537992,0.0279273,0.0850697,0.0105349,0.499994,0,7.5023E-06,1,1,0,0,0.738695,0.0226599,0.0798023,0.103751,0.0445563
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","0.01679","0.9999","1","DAnswers",1,0,1,0.499995,1,1,1,1,0.528832,0.477245,,,0.738695,,,,,0.0226599,0.0798023,0.148308,0.300431,10.5004,9.45516,19.9555,0.0444923,1000.09,999.44,0.0444923,0.168211,0.130936,0.299147,0.115631,0.088337,0,0.0444923,0,0.738695,0.537992,0.0279273,0.0850697,0.0105349,0.499994,0,7.5023E-06,1,1,0,0,0.738695,0.0226599,0.0798023,0.103751,0.0445563
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","0.01679","0.9999","1","Litigated",1,0,1,0.499995,1,1,1,1,0.528832,0.477245,,,0.738695,,,,,0.0226599,0.0798023,0.148308,0.300431,10.5004,9.45516,19.9555,0.0444923,1000.09,999.44,0.0444923,0.168211,0.130936,0.299147,0.115631,0.088337,0,0.0444923,0,0.738695,0.537992,0.0279273,0.0850697,0.0105349,0.499994,0,7.5023E-06,1,1,0,0,0.738695,0.0226599,0.0798023,0.103751,0.0445563
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","0.01679","0.9999","1","Not Litigated",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","0.01679","0.9999","1","Settles",0.7387,0,0.738695,0.526372,1,1,1,1,0.481343,0.594641,,,1,,,,,0,0,0,,10.538,9.46201,20,0,1000.11,999.502,0,0.136536,0.131218,0.267754,0.0726472,0.0690206,0,0,0,1,0.537992,0,0,0,0.532674,0,-0.31062,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","0.01679","0.9999","1","Tried",0.1483,0,0.148308,0.343445,1,1,1,1,0.575481,0.137342,,,0,,,,,0,0,1,0.300431,10.1205,9.5795,19.7,0.3,999.973,999.385,0.3,0.234715,0.167837,0.402552,0.198403,0.190394,0,0.3,0,0,,0,0,0,0.30253,0,0.97405,1,1,0,0,0,0,0,0.699569,0.300431
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","0.01679","0.9999","1","PWins",0.0446,0,0.0445563,0.56164,1,1,1,1,0.750037,0.165915,,,0,,,,,0,0,1,1,10.925,8.775,19.7,0.3,1000.16,998.024,0.3,0.638127,0.0440155,0.682142,0.649659,0.00330116,0,0.3,0,0,,0,0,0,0.586873,0,1.52396,1,1,0,0,0,0,0,0,1
