"OptionSet","Exploit","Refine","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.25","2.2739999999999997E-13","0.9973","1","All",1,0,1,0.499995,1,1,1,1,0.519233,0.485369,,,0.787877,,,,,0.0137542,0.0137543,0.184615,0.498724,10.4723,9.46941,19.9417,0.0582692,1000.09,999.476,0.0582692,0.154485,0.147974,0.302459,0.0928872,0.0907583,0,0.0582692,0,0.787877,0.502144,0.0137542,0.0137543,0,0.499994,0,7.5023E-06,1,1,0,0,0.787877,0.0137542,0.0137543,0.092543,0.0920718
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.25","2.2739999999999997E-13","0.9973","1","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.25","2.2739999999999997E-13","0.9973","1","DisputeArises",1,0,1,0.499995,1,1,1,1,0.519233,0.485369,,,0.787877,,,,,0.0137542,0.0137543,0.184615,0.498724,10.4723,9.46941,19.9417,0.0582692,1000.09,999.476,0.0582692,0.154485,0.147974,0.302459,0.0928872,0.0907583,0,0.0582692,0,0.787877,0.502144,0.0137542,0.0137543,0,0.499994,0,7.5023E-06,1,1,0,0,0.787877,0.0137542,0.0137543,0.092543,0.0920718
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.25","2.2739999999999997E-13","0.9973","1","PFiles",1,0,1,0.499995,1,1,1,1,0.519233,0.485369,,,0.787877,,,,,0.0137542,0.0137543,0.184615,0.498724,10.4723,9.46941,19.9417,0.0582692,1000.09,999.476,0.0582692,0.154485,0.147974,0.302459,0.0928872,0.0907583,0,0.0582692,0,0.787877,0.502144,0.0137542,0.0137543,0,0.499994,0,7.5023E-06,1,1,0,0,0.787877,0.0137542,0.0137543,0.092543,0.0920718
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.25","2.2739999999999997E-13","0.9973","1","DAnswers",1,0,1,0.499995,1,1,1,1,0.519233,0.485369,,,0.787877,,,,,0.0137542,0.0137543,0.184615,0.498724,10.4723,9.46941,19.9417,0.0582692,1000.09,999.476,0.0582692,0.154485,0.147974,0.302459,0.0928872,0.0907583,0,0.0582692,0,0.787877,0.502144,0.0137542,0.0137543,0,0.499994,0,7.5023E-06,1,1,0,0,0.787877,0.0137542,0.0137543,0.092543,0.0920718
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.25","2.2739999999999997E-13","0.9973","1","Litigated",1,0,1,0.499995,1,1,1,1,0.519233,0.485369,,,0.787877,,,,,0.0137542,0.0137543,0.184615,0.498724,10.4723,9.46941,19.9417,0.0582692,1000.09,999.476,0.0582692,0.154485,0.147974,0.302459,0.0928872,0.0907583,0,0.0582692,0,0.787877,0.502144,0.0137542,0.0137543,0,0.499994,0,7.5023E-06,1,1,0,0,0.787877,0.0137542,0.0137543,0.092543,0.0920718
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.25","2.2739999999999997E-13","0.9973","1","Not Litigated",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.25","2.2739999999999997E-13","0.9973","1","Settles",0.7879,0,0.787877,0.500202,1,1,1,1,0.452427,0.551861,,,1,,,,,0,0,0,,10.4834,9.47911,19.9625,0.0375,1000.1,999.526,0.0375,0.142933,0.14109,0.284023,0.0737085,0.0714702,0,0.0375,0,1,0.502144,0,0,0,0.50029,0,-0.385868,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.25","2.2739999999999997E-13","0.9973","1","Tried",0.1846,0,0.184615,0.499112,1,1,1,1,0.792304,0.214327,,,0,,,,,0,0,1,0.498724,10.4237,9.42628,19.85,0.15,1000.06,999.279,0.15,0.215946,0.189785,0.405731,0.179999,0.178043,0,0.15,0,0,,0,0,0,0.49873,0,1.52278,1,1,0,0,0,0,0,0.501276,0.498724
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.25","2.2739999999999997E-13","0.9973","1","PWins",0.0921,0,0.0920718,0.641168,1,1,1,1,0.840996,0.268887,,,0,,,,,0,0,1,1,10.925,8.925,19.85,0.15,1000.16,998.585,0.15,0.380529,0.0520853,0.432614,0.356983,0.0039064,0,0.15,0,0,,0,0,0,0.694471,0,1.52411,1,1,0,0,0,0,0,0,1
