"OptionSet","Exploit","Refine","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Timing 0","0.01979","0.9977","1","All",1,0,1,0.499995,1,1,1,1,0.656309,0.607376,,,0.835211,,,,,0.0091005,0.106061,0.027532,0.231374,10.6479,9.34386,19.9917,0.0082597,1000.12,999.351,0.0082597,0.245234,0.0875678,0.332802,0.168599,0.0418817,0,0.0082597,0,0.835211,0.638125,0.0201482,0.117108,0.0220954,0.499994,0,7.5023E-06,1,1,0,0,0.835211,0.0091005,0.106061,0.0211621,0.0063703
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Timing 0","0.01979","0.9977","1","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Timing 0","0.01979","0.9977","1","DisputeArises",1,0,1,0.499995,1,1,1,1,0.656309,0.607376,,,0.835211,,,,,0.0091005,0.106061,0.027532,0.231374,10.6479,9.34386,19.9917,0.0082597,1000.12,999.351,0.0082597,0.245234,0.0875678,0.332802,0.168599,0.0418817,0,0.0082597,0,0.835211,0.638125,0.0201482,0.117108,0.0220954,0.499994,0,7.5023E-06,1,1,0,0,0.835211,0.0091005,0.106061,0.0211621,0.0063703
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Timing 0","0.01979","0.9977","1","PFiles",1,0,1,0.499995,1,1,1,1,0.656309,0.607376,,,0.835211,,,,,0.0091005,0.106061,0.027532,0.231374,10.6479,9.34386,19.9917,0.0082597,1000.12,999.351,0.0082597,0.245234,0.0875678,0.332802,0.168599,0.0418817,0,0.0082597,0,0.835211,0.638125,0.0201482,0.117108,0.0220954,0.499994,0,7.5023E-06,1,1,0,0,0.835211,0.0091005,0.106061,0.0211621,0.0063703
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Timing 0","0.01979","0.9977","1","DAnswers",1,0,1,0.499995,1,1,1,1,0.656309,0.607376,,,0.835211,,,,,0.0091005,0.106061,0.027532,0.231374,10.6479,9.34386,19.9917,0.0082597,1000.12,999.351,0.0082597,0.245234,0.0875678,0.332802,0.168599,0.0418817,0,0.0082597,0,0.835211,0.638125,0.0201482,0.117108,0.0220954,0.499994,0,7.5023E-06,1,1,0,0,0.835211,0.0091005,0.106061,0.0211621,0.0063703
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Timing 0","0.01979","0.9977","1","Litigated",1,0,1,0.499995,1,1,1,1,0.656309,0.607376,,,0.835211,,,,,0.0091005,0.106061,0.027532,0.231374,10.6479,9.34386,19.9917,0.0082597,1000.12,999.351,0.0082597,0.245234,0.0875678,0.332802,0.168599,0.0418817,0,0.0082597,0,0.835211,0.638125,0.0201482,0.117108,0.0220954,0.499994,0,7.5023E-06,1,1,0,0,0.835211,0.0091005,0.106061,0.0211621,0.0063703
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Timing 0","0.01979","0.9977","1","Not Litigated",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Timing 0","0.01979","0.9977","1","Settles",0.8352,0,0.835211,0.508122,1,1,1,1,0.608228,0.668022,,,1,,,,,0,0,0,,10.6381,9.36187,20,0,1000.13,999.414,0,0.218495,0.0915643,0.310059,0.124724,0.0339914,0,0,0,1,0.638125,0,0,0,0.511194,0,-0.282626,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Timing 0","0.01979","0.9977","1","Tried",0.0275,0,0.0275323,0.302549,1,1,1,1,0.9,0.3,,,0,,,,,0,0,1,0.231374,9.9202,9.7798,19.7,0.3,999.83,999.296,0.3,0.235707,0.193664,0.429371,0.296872,0.280813,0,0.3,0,0,,0,0,0,0.233347,0,2.35279,1,1,0,0,0,0,0,0.768626,0.231374
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Timing 0","0.01979","0.9977","1","PWins",0.0064,0,0.00637026,0.455009,1,1,1,1,0.9,0.3,,,0,,,,,0,0,1,1,11.15,8.55,19.7,0.3,1000.17,996.796,0.3,1.01873,0,1.01873,1.28308,0,0,0.3,0,0,,0,0,0,0.431273,0,2.55963,1,1,0,0,0,0,0,0,1
