"OptionSet","Exploit","Refine","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","0.005612","1","0","All",1,0,1,0.500003,1,1,1,1,0.465025,0.465026,,,0.907896,,,,,0,0,0.092104,0.500005,10.4328,9.48527,19.9181,0.0819078,1000.08,999.488,0.0819078,0.130135,0.152854,0.282989,0.0676523,0.0940984,0,0.0819078,0,0.907896,0.471111,0,0,0,0.500004,0,-4.37299E-07,1,1,0,0,0.907896,0,0,0.0460516,0.0460526
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","0.005612","1","0","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","0.005612","1","0","DisputeArises",1,0,1,0.500003,1,1,1,1,0.465025,0.465026,,,0.907896,,,,,0,0,0.092104,0.500005,10.4328,9.48527,19.9181,0.0819078,1000.08,999.488,0.0819078,0.130135,0.152854,0.282989,0.0676523,0.0940984,0,0.0819078,0,0.907896,0.471111,0,0,0,0.500004,0,-4.37299E-07,1,1,0,0,0.907896,0,0,0.0460516,0.0460526
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","0.005612","1","0","PFiles",1,0,1,0.500003,1,1,1,1,0.465025,0.465026,,,0.907896,,,,,0,0,0.092104,0.500005,10.4328,9.48527,19.9181,0.0819078,1000.08,999.488,0.0819078,0.130135,0.152854,0.282989,0.0676523,0.0940984,0,0.0819078,0,0.907896,0.471111,0,0,0,0.500004,0,-4.37299E-07,1,1,0,0,0.907896,0,0,0.0460516,0.0460526
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","0.005612","1","0","DAnswers",1,0,1,0.500003,1,1,1,1,0.465025,0.465026,,,0.907896,,,,,0,0,0.092104,0.500005,10.4328,9.48527,19.9181,0.0819078,1000.08,999.488,0.0819078,0.130135,0.152854,0.282989,0.0676523,0.0940984,0,0.0819078,0,0.907896,0.471111,0,0,0,0.500004,0,-4.37299E-07,1,1,0,0,0.907896,0,0,0.0460516,0.0460526
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","0.005612","1","0","Litigated",1,0,1,0.500003,1,1,1,1,0.465025,0.465026,,,0.907896,,,,,0,0,0.092104,0.500005,10.4328,9.48527,19.9181,0.0819078,1000.08,999.488,0.0819078,0.130135,0.152854,0.282989,0.0676523,0.0940984,0,0.0819078,0,0.907896,0.471111,0,0,0,0.500004,0,-4.37299E-07,1,1,0,0,0.907896,0,0,0.0460516,0.0460526
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","0.005612","1","0","Not Litigated",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","0.005612","1","0","Settles",0.9079,0,0.907896,0.500003,1,1,1,1,0.449797,0.492424,,,1,,,,,0,0,0,,10.4336,9.49139,19.925,0.075,1000.09,999.515,0.075,0.120008,0.148901,0.268909,0.0538177,0.0833822,0,0.075,0,1,0.471111,0,0,0,0.500004,0,-0.118118,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","0.005612","1","0","Tried",0.0921,0,0.0921042,0.500002,1,1,1,1,0.615131,0.194956,,,0,,,,,0,0,1,0.500005,10.425,9.42499,19.85,0.15,1000.06,999.223,0.15,0.229958,0.191818,0.421775,0.204023,0.199731,0,0.15,0,0,,0,0,0,0.500004,0,1.16432,1,1,0,0,0,0,0,0.499995,0.500005
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","0.005612","1","0","PWins",0.0461,0,0.0460526,0.608677,1,1,1,1,0.773937,0.24789,,,0,,,,,0,0,1,1,10.9625,8.8875,19.85,0.15,1000.16,998.46,0.15,0.434486,0.0254255,0.459911,0.407089,0.000953458,0,0.15,0,0,,0,0,0,0.678014,0,1.16434,1,1,0,0,0,0,0,0,1
