"OptionSet","Exploit","Refine","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0.002928","0.9916","1","All",1,0,1,0.500003,1,1,1,1,0.538122,0.430049,,,0.850312,,,,,0.0746663,0.0172543,0.031121,0.737139,10.3899,9.45548,19.8453,0.154668,1000.07,999.393,0.154668,0.147018,0.17363,0.320648,0.0863532,0.123259,0,0.154668,0,0.850312,0.481284,0.0879898,0.0305778,0.0266471,0.500004,0,-4.37299E-07,1,1,0,0,0.850312,0.0746663,0.0172543,0.00818036,0.0229401
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0.002928","0.9916","1","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0.002928","0.9916","1","DisputeArises",1,0,1,0.500003,1,1,1,1,0.538122,0.430049,,,0.850312,,,,,0.0746663,0.0172543,0.031121,0.737139,10.3899,9.45548,19.8453,0.154668,1000.07,999.393,0.154668,0.147018,0.17363,0.320648,0.0863532,0.123259,0,0.154668,0,0.850312,0.481284,0.0879898,0.0305778,0.0266471,0.500004,0,-4.37299E-07,1,1,0,0,0.850312,0.0746663,0.0172543,0.00818036,0.0229401
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0.002928","0.9916","1","PFiles",1,0,1,0.500003,1,1,1,1,0.538122,0.430049,,,0.850312,,,,,0.0746663,0.0172543,0.031121,0.737139,10.3899,9.45548,19.8453,0.154668,1000.07,999.393,0.154668,0.147018,0.17363,0.320648,0.0863532,0.123259,0,0.154668,0,0.850312,0.481284,0.0879898,0.0305778,0.0266471,0.500004,0,-4.37299E-07,1,1,0,0,0.850312,0.0746663,0.0172543,0.00818036,0.0229401
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0.002928","0.9916","1","DAnswers",1,0,1,0.500003,1,1,1,1,0.538122,0.430049,,,0.850312,,,,,0.0746663,0.0172543,0.031121,0.737139,10.3899,9.45548,19.8453,0.154668,1000.07,999.393,0.154668,0.147018,0.17363,0.320648,0.0863532,0.123259,0,0.154668,0,0.850312,0.481284,0.0879898,0.0305778,0.0266471,0.500004,0,-4.37299E-07,1,1,0,0,0.850312,0.0746663,0.0172543,0.00818036,0.0229401
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0.002928","0.9916","1","Litigated",1,0,1,0.500003,1,1,1,1,0.538122,0.430049,,,0.850312,,,,,0.0746663,0.0172543,0.031121,0.737139,10.3899,9.45548,19.8453,0.154668,1000.07,999.393,0.154668,0.147018,0.17363,0.320648,0.0863532,0.123259,0,0.154668,0,0.850312,0.481284,0.0879898,0.0305778,0.0266471,0.500004,0,-4.37299E-07,1,1,0,0,0.850312,0.0746663,0.0172543,0.00818036,0.0229401
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0.002928","0.9916","1","Not Litigated",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0.002928","0.9916","1","Settles",0.8503,0,0.850312,0.498618,1,1,1,1,0.474417,0.48815,,,1,,,,,0,0,0,,10.4063,9.44372,19.85,0.15,1000.08,999.426,0.15,0.132064,0.148175,0.280239,0.0651645,0.0837385,0,0.15,0,1,0.481284,0,0,0,0.497734,0,-0.113032,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0.002928","0.9916","1","Tried",0.0311,0,0.0311205,0.600726,1,1,1,1,0.9,0.1,,,0,,,,,0,0,1,0.737139,10.7294,8.97058,19.7,0.3,1000.05,997.651,0.3,0.53649,0.192382,0.728872,0.538348,0.278954,0,0.3,0,0,,0,0,0,0.665039,0,1.25473,1,1,0,0,0,0,0,0.262861,0.737139
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0.002928","0.9916","1","PWins",0.0229,0,0.0229401,0.635621,1,1,1,1,0.9,0.1,,,0,,,,,0,0,1,1,11.15,8.55,19.7,0.3,1000.17,996.796,0.3,0.7278,0,0.7278,0.730321,0,0,0.3,0,0,,0,0,0,0.7222,0,1.23614,1,1,0,0,0,0,0,0,1
