"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","DWins",0.0243,0,0.0242876,0.428286,1,1,1,1,0.9,0.115521,,,0,,,,,0,0,1,0,9.625,10.075,999.792,1000.03,0.3,0,0.526228,0.526228,0,0.723564,0,0,0,,0,0,0,0.382711,0,1.89582,1,1,0,0,0,0,0,1,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","Abandoned",0.2081,0,0.208132,0.35269,1,1,1,1,0.748568,0.234734,,,0,,,,,0.614441,0.348844,0,,10.2922,9.5578,1000.04,999.461,0.15,0.190335,0.0917943,0.282129,0.143757,0.0801723,0,0,0,,0.632799,0.367201,0.0367147,0.314928,0,0.835882,1,1,0,0,0,0.614441,0.348844,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","Rounds1",0.9924,0,0.992358,0.502167,1,1,1,1,0.761139,0.654754,,,0.717266,,,,,0.12887,0.0731647,0.080699,0.696719,10.6232,9.21467,1000.11,999.073,0.162105,0.324214,0.107,0.431215,0.266507,0.0515368,0,0,0.717266,0.791539,0.12887,0.0731647,0,0.502846,0,0.0029097,1,1,0,0,0.717266,0.12887,0.0731647,0.0244746,0.0562248
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","PrePrimary5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","PrePrimary6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","PrePrimary7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","PrePrimary8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","PrePrimary9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","PrePrimary10",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","Truly Liable",0.5,0,0.500004,0.716729,1,1,1,1,0.870275,0.739603,,,0.763192,,,,,0.0273772,0.101712,0.105716,0.824151,10.793,9.04112,1000.14,998.788,0.165857,0.0403757,0.213515,0.253891,0.0128298,0.103448,0,0,0.763192,0.878794,0.0283784,0.102714,0.00200242,1,0,0.584825,1,1,0,0,0.763192,0.0273772,0.101712,0.0185901,0.0871259
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","Truly Not Liable",0.5,0,0.499996,0.283275,1,1,1,1,0.654124,0.561426,,,0.660377,,,,,0.228395,0.0434983,0.054449,0.4493,10.4504,9.39143,1000.08,999.361,0.158167,0.610815,0,0.610815,0.523832,0,0,0,0.660377,0.690698,0.235035,0.0501387,0.0132807,0,0,-0.5848,1,1,0,0,0.660377,0.228395,0.0434983,0.0299851,0.024464
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","AllCount",1080,0,1080,0.500004,1080,1080,1080,1080,0.7622,0.650515,,,768.728,,,,,138.116,78.4141,86.4894,209.016,10.6217,9.21628,1000.11,999.075,0.162012,0.325593,0.106758,0.432351,0.268329,0.0517243,0,0,768.728,0.791539,142.242,82.5405,8.25283,540.005,0,1.79226E-05,1080,1080,0,0,768.728,138.116,78.4141,26.2306,60.2588
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","Liability Strength1",0.2261,0,0.226109,0.1,1,1,1,1,0.528235,0.478796,,,0.647489,,,,,0.335474,0.000361217,0.000657,3.76612E-5,10.3017,9.54818,1000.06,999.62,0.150099,0.433833,0.0279073,0.46174,0.299696,0.0238095,0,0,0.647489,0.569192,0.343484,0.00837086,0.0160193,0.0399657,0,-1.04554,1,1,0,0,0.647489,0.335474,0.000361217,0.0006567,2.4733E-8
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","Liability Strength2",0.1902,0,0.190218,0.3,1,1,1,1,0.655213,0.570771,,,0.656559,,,,,0.244468,0.0323292,0.04828,0.0227808,10.4135,9.4293,1000.07,999.444,0.157242,0.477507,0.0994268,0.576934,0.386727,0.0837403,0,0,0.656559,0.70037,0.25365,0.0415109,0.0183635,0.169489,0,-0.595585,1,1,0,0,0.656559,0.244468,0.0323292,0.0471799,0.0010999
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","Liability Strength3",0.1673,0,0.167336,0.5,1,1,1,1,0.857517,0.662332,,,0.64866,,,,,0.0328422,0.140844,0.174531,0.5,10.7027,9.12116,1000.11,998.877,0.17618,0.464395,0.151942,0.616337,0.460813,0.119914,0,0,0.64866,0.864982,0.0344036,0.142405,0.00312278,0.5,0,-1.30481E-05,1,1,0,0,0.64866,0.0328422,0.140844,0.0872654,0.0872654
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","Liability Strength4",0.1902,0,0.19022,0.7,1,1,1,1,0.899639,0.742295,,,0.745728,,,,,0.00017533,0.124538,0.129539,0.977219,10.8652,8.96537,1000.15,998.64,0.169431,0.222579,0.119838,0.342417,0.200422,0.0244589,0,0,0.745728,0.89974,0.00018528,0.124548,1.99009E-05,0.830511,0,0.595594,1,1,0,0,0.745728,0.00017533,0.124538,0.002951,0.126588
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","Liability Strength5",0.2261,0,0.226117,0.9,1,1,1,1,0.9,0.803358,,,0.840698,,,,,2.55094E-08,0.0845427,0.074759,0.999962,10.8521,8.98665,1000.15,998.731,0.161214,0.0735001,0.147333,0.220833,0.0520425,0.0251791,0,0,0.840698,0.9,2.72123E-08,0.0845427,3.4059E-09,0.960034,0,1.04558,1,1,0,0,0.840698,2.55094E-08,0.0845427,2.81553E-6,0.0747566
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","PLiabilitySignal1",0.2137,0,0.21366,0.12847,1,1,1,1,0.503283,0.491887,,,0.679674,,,,,0.306896,0,0,,10.3088,9.54116,1000.06,999.618,0.15,0.430704,0.0392478,0.469952,0.294313,0.0323027,0,0,0.679674,0.554856,0.313611,0.00671521,0.0134304,0.0586162,0,-1.28736,1,1,0,0,0.679674,0.306896,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","PLiabilitySignal2",0.1989,0,0.19889,0.284476,1,1,1,1,0.633333,0.563563,,,0.6627,,,,,0.313307,0,0,,10.3973,9.45273,1000.08,999.497,0.15,0.439042,0.106149,0.545191,0.33699,0.0821878,0,0,0.6627,0.69455,0.325304,0.0119965,0.023993,0.186556,0,-0.57544,1,1,0,0,0.6627,0.313307,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","PLiabilitySignal3",0.1749,0,0.17489,0.5,1,1,1,1,0.9,0.660259,,,0.62299,,,,,0,0.166218,0.210792,0.430794,10.7203,9.09804,1000.11,998.819,0.181619,0.46207,0.122047,0.584116,0.464089,0.0916415,0,0,0.62299,0.9,0,0.166218,0,0.500001,0,-2E-05,1,1,0,0,0.62299,0,0.166218,0.119984,0.0908078
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","PLiabilitySignal4",0.1989,0,0.19889,0.715524,1,1,1,1,0.9,0.744468,,,0.74953,,,,,0,0.121922,0.128548,0.875187,10.8461,8.98465,1000.15,998.677,0.169282,0.227087,0.127068,0.354156,0.209091,0.0355976,0,0,0.74953,0.9,0,0.121922,0,0.813444,0,0.57544,1,1,0,0,0.74953,0,0.121922,0.0160444,0.112504
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","PLiabilitySignal5",0.2137,0,0.21367,0.871529,1,1,1,1,0.9,0.794645,,,0.82713,,,,,0,0.090264,0.082606,0.993626,10.8539,8.98369,1000.15,998.718,0.162391,0.0948682,0.143415,0.238283,0.0733435,0.0251274,0,0,0.82713,0.9,0,0.090264,0,0.941384,0,1.2874,1,1,0,0,0.82713,0,0.090264,0.00052653,0.0820795
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","DLiabilitySignal1",0.1748,0,0.17483,0.318054,1,1,1,1,0.66845,0.120553,,,0.0640921,,,,,0.611945,0,0.323963,0.676171,10.1518,9.64956,999.996,999.381,0.198594,0.184168,0.125089,0.309257,0.123618,0.150458,0,0,0.0640921,0.1,0.611945,0,0,0.274484,0,1.16183,1,1,0,0,0.0640921,0.611945,0,0.104908,0.219054
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","DLiabilitySignal2",0.2123,0,0.212276,0.402082,1,1,1,1,0.715545,0.366667,,,0.413076,,,,,0.0984489,0.342035,0.110442,0.74636,10.5587,9.2747,1000.1,999.112,0.166566,0.394278,0.076024,0.470302,0.287082,0.0562297,0,0,0.413076,0.453461,0.116448,0.360034,0.035998,0.378,0,0.548339,1,1,0,0,0.413076,0.0984489,0.342035,0.0280125,0.0824297
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","DLiabilitySignal3",0.2258,0,0.225786,0.500003,1,1,1,1,0.766129,0.9,,,1,,,,,0,0,0,,10.7581,9.09194,1000.14,999.015,0.15,0.428258,0.0951984,0.523456,0.374078,0.0197048,0,0,1,0.833064,0,0,0,0.500004,0,1.86726E-05,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","DLiabilitySignal4",0.2123,0,0.212278,0.597924,1,1,1,1,0.812021,0.9,,,1,,,,,0,0,0,,10.781,9.06899,1000.15,998.968,0.15,0.330396,0.114693,0.445089,0.294031,0.0223651,0,0,1,0.856011,0,0,0,0.622007,0,-0.548304,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","DLiabilitySignal5",0.1748,0,0.174831,0.681953,1,1,1,1,0.847032,0.9,,,1,,,,,0,0,0,,10.7985,9.05148,1000.15,998.931,0.15,0.245201,0.13104,0.376241,0.222491,0.0245202,0,0,1,0.873516,0,0,0,0.725526,0,-1.16178,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","MutOptLiability4",0.0114,0,0.0114228,0.85186,1,1,1,1,0.9,0.120553,,,0,,,,,0,0,1,0.993109,11.065,8.63499,1000.16,997.287,0.3,0.442502,0.0071846,0.449686,0.262306,0.00987879,0,0,0,,0,0,0,0.928248,0,4,1,1,0,0,0,0,0,0.00689138,0.993109
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","MutOptLiability3",0.0433,0,0.0432513,0.7847,1,1,1,1,0.9,0.265738,,,0,,,,,0,0.445921,0.554079,0.900788,10.9284,8.83849,1000.14,998.007,0.233112,0.329105,0.0714785,0.400584,0.244914,0.0576736,0,0,0,,0,0.445921,0,0.865798,0,3,1,1,0,0,0,0,0.445921,0.0549715,0.499107
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","MutOptLiability2",0.1046,0,0.104599,0.708425,1,1,1,1,0.9,0.531671,,,0.430611,,,,,0,0.231828,0.337561,0.525161,10.7002,9.09921,1000.1,998.707,0.200634,0.218183,0.164328,0.382511,0.211946,0.123232,0,0,0.430611,0.9,0,0.231828,0,0.762825,0,2,1,1,0,0,0.430611,0,0.231828,0.160287,0.177274
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","MutOptLiability1",0.1968,0,0.196824,0.604704,1,1,1,1,0.833256,0.600707,,,0.554325,,,,,0.25029,0.147695,0.04769,0.460368,10.5891,9.25373,1000.1,999.101,0.157154,0.184086,0.147245,0.331332,0.171026,0.0797372,0,0,0.554325,0.9,0.25029,0.147695,0,0.622923,0,1,1,1,0,0,0.554325,0.25029,0.147695,0.0257352,0.0219551
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","MutOptLiability0",0.2878,0,0.287812,0.500001,1,1,1,1,0.75545,0.614249,,,0.737515,,,,,0.245904,0,0,,10.5164,9.33363,1000.09,999.281,0.15,0.207347,0.115871,0.323218,0.15836,0.0464066,0,0,0.737515,0.790598,0.254195,0.00829008,0.0165802,0.500002,0,0,1,1,0,0,0.737515,0.245904,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","MutOptLiability-1",0.1968,0,0.196821,0.3953,1,1,1,1,0.710714,0.729942,,,0.945548,,,,,0.0398725,0,0,,10.6254,9.22461,1000.12,999.2,0.15,0.423411,0.0816327,0.505044,0.33795,0.0242441,0,0,0.945548,0.733016,0.0471622,0.00728972,0.0145794,0.377082,0,-1,1,1,0,0,0.945548,0.0398725,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","MutOptLiability-2",0.1046,0,0.104599,0.291583,1,1,1,1,0.647394,0.9,,,1,,,,,0,0,0,,10.6987,9.1513,1000.14,999.138,0.15,0.631323,0.0553874,0.686711,0.53367,0.0152398,0,0,1,0.773697,0,0,0,0.237184,0,-2,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","MutOptLiability-3",0.0433,0,0.0432502,0.215303,1,1,1,1,0.556617,0.9,,,1,,,,,0,0,0,,10.6533,9.19669,1000.13,999.233,0.15,0.692884,0.0439097,0.736794,0.565495,0.0158493,0,0,1,0.728309,0,0,0,0.134204,0,-3,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","MutOptLiability-4",0.0114,0,0.0114201,0.14814,1,1,1,1,0.503283,0.9,,,1,,,,,0,0,0,,10.6266,9.22336,1000.13,999.281,0.15,0.720916,0.0267893,0.747705,0.572267,0.0109585,0,0,1,0.701642,0,0,0,0.0717522,0,-4,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","Truly Liable MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","Truly Liable MutOptLiability4",0.0106,0,0.0106032,0.857361,1,1,1,1,0.9,0.120553,,,0,,,,,0,0,1,0.994371,11.0668,8.63316,1000.16,997.284,0.3,0.372889,0.0077399,0.380629,0.139833,0.0106424,0,0,0,,0,0,0,1,0,4,1,1,0,0,0,0,0,0.00562904,0.994371
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","Truly Liable MutOptLiability3",0.0374,0,0.0374469,0.80448,1,1,1,1,0.9,0.27718,,,0,,,,,0,0.481067,0.518933,0.934862,10.9538,8.81833,1000.15,997.995,0.22784,0.218004,0.082558,0.300562,0.0709276,0.0666132,0,0,0,,0,0.481067,0,1,0,3,1,1,0,0,0,0,0.481067,0.0338022,0.485131
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","Truly Liable MutOptLiability2",0.0798,0,0.079791,0.766998,1,1,1,1,0.9,0.611659,,,0.530023,,,,,0,0.239513,0.230464,0.669589,10.7962,9.01928,1000.13,998.645,0.18457,0.0758321,0.215421,0.291253,0.023048,0.161546,0,0,0.530023,0.9,0,0.239513,0,1,0,2,1,1,0,0,0.530023,0,0.239513,0.0761479,0.154317
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","Truly Liable MutOptLiability1",0.1226,0,0.122606,0.745529,1,1,1,1,0.882913,0.771039,,,0.787767,,,,,0.064076,0.111995,0.036163,0.572887,10.7652,9.0794,1000.13,998.897,0.155424,0.0161685,0.236378,0.252547,0.00354333,0.128005,0,0,0.787767,0.9,0.064076,0.111995,0,1,0,1,1,1,0,0,0.787767,0.064076,0.111995,0.0154456,0.0207172
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","Truly Liable MutOptLiability0",0.1439,0,0.143906,0.735642,1,1,1,1,0.87242,0.8452,,,0.956755,,,,,0.0374233,0,0,,10.7683,9.08174,1000.14,998.954,0.15,0.0002183,0.231742,0.23196,1.63722E-05,0.0928129,0,0,0.956755,0.87833,0.0403339,0.00291061,0.00582123,1,0,0,1,1,0,0,0.956755,0.0374233,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","Truly Liable MutOptLiability-1",0.0742,0,0.0742178,0.627938,1,1,1,1,0.848752,0.874303,,,0.991772,,,,,0.00602506,0,0,,10.7835,9.06649,1000.15,998.949,0.15,8.2615E-5,0.216485,0.216568,6.19614E-06,0.0642941,0,0,0.991772,0.864527,0.00712659,0.00110154,0.00220307,1,0,-1,1,1,0,0,0.991772,0.00602506,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Noise 0.5,2","1.1369999999999999E-13","1792","Truly Liable MutOptLiability-2",0.0248,0,0.0248092,0.479969,1,1,1,1,0.782958,0.9,,,1,,,,,0,0,0,,10.7665,9.08352,1000.15,998.999,0.15,0,0.233521,0.233521,0,0.0642534,0,0,1,0.841479,0,0,0,1,0,-2,1,1,0,0,1,0,0,0,0
