"OptionSet","Exploit","Refine","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","POffer1Action1","DOffer1Action1","POffer1Action2","DOffer1Action2","POffer1Action3","DOffer1Action3","POffer1Action4","DOffer1Action4","POffer1Action5","DOffer1Action5","POffer1Action6","DOffer1Action6","POffer1Action7","DOffer1Action7","POffer1Action8","DOffer1Action8","POffer1Action9","DOffer1Action9","POffer1Action10","DOffer1Action10","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","PLiabilitySignal6","PLiabilitySignal7","PLiabilitySignal8","PLiabilitySignal9","PLiabilitySignal10","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","DLiabilitySignal6","DLiabilitySignal7","DLiabilitySignal8","DLiabilitySignal9","DLiabilitySignal10","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"Specification-Baseline__Cost-2__Fee-British","-1.776E-15","-3.624E-10","283","All",1,0,1,0.499997,0.71569,0.281335,1,1,0.47399,0.05,,,0.469629,1,0,0,0,0,0,0,0,0,0.102657,0,0,0,0,0,0.12281,0,0.304904,0,0.132123,,,,,0.0254714,0.0226936,0.097638,0.508936,10.2721,9.37021,19.6423,0.35769,10.2721,9.37021,0.35769,0.244639,0.270625,0.515265,0.279825,0.268011,0,0.35769,0,0,0,0,0,0.132123,0.05,0.0271762,0.0243985,0.00340972,0.499993,0,-4.60693E-05,0.08045,0.09768,0.10618,0.1081,0.1076,0.1076,0.1081,0.10618,0.09768,0.08043,0.0804506,0.0976783,0.10618,0.108096,0.107602,0.107601,0.108094,0.106176,0.0976736,0.0804476,0.71569,0.281335,0.28431,0.434355,0.132123,0.0254714,0.0226936,0.0479463,0.0496913
"Specification-Baseline__Cost-2__Fee-British","-1.776E-15","-3.624E-10","283","NoDispute",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Specification-Baseline__Cost-2__Fee-British","-1.776E-15","-3.624E-10","283","DisputeArises",1,0,1,0.499997,0.71569,0.281335,1,1,0.47399,0.05,,,0.469629,1,0,0,0,0,0,0,0,0,0.102657,0,0,0,0,0,0.12281,0,0.304904,0,0.132123,,,,,0.0254714,0.0226936,0.097638,0.508936,10.2721,9.37021,19.6423,0.35769,10.2721,9.37021,0.35769,0.244639,0.270625,0.515265,0.279825,0.268011,0,0.35769,0,0,0,0,0,0.132123,0.05,0.0271762,0.0243985,0.00340972,0.499993,0,-4.60693E-05,0.08045,0.09768,0.10618,0.1081,0.1076,0.1076,0.1081,0.10618,0.09768,0.08043,0.0804506,0.0976783,0.10618,0.108096,0.107602,0.107601,0.108094,0.106176,0.0976736,0.0804476,0.71569,0.281335,0.28431,0.434355,0.132123,0.0254714,0.0226936,0.0479463,0.0496913
"Specification-Baseline__Cost-2__Fee-British","-1.776E-15","-3.624E-10","283","PFiles",0.7157,0,1,0.556718,1,0.393097,1,1,0.47399,0.05,,,0.469629,1,0,0,0,0,0,0,0,0,0.102657,0,0,0,0,0,0.12281,0,0.304904,0,0.18461,,,,,0.0355899,0.0317087,0.136424,0.508936,10.3802,9.12002,19.5002,0.499784,10.3802,9.12002,0.499784,0.341823,0.292951,0.634774,0.390986,0.289299,0,0.499784,0,0,0,0,0,0.18461,0.05,0.037972,0.0340908,0.00476424,0.613436,0,0.49401,0,0,0,0.151043,0.150344,0.150344,0.151043,0.14836,0.136484,0.112381,0.0364177,0.0533316,0.0714357,0.0896265,0.107155,0.123099,0.135436,0.140207,0.132584,0.110707,1,0.393097,0,0.606903,0.18461,0.0355899,0.0317087,0.0669931,0.0694313
"Specification-Baseline__Cost-2__Fee-British","-1.776E-15","-3.624E-10","283","DAnswers",0.2813,0,1,0.458264,1,1,1,1,0.47399,0.05,,,0.469629,1,0,0,0,0,0,0,0,0,0.102657,0,0,0,0,0,0.12281,0,0.304904,0,0.469629,,,,,0.0905373,0.0806639,0.34705,0.508936,9.88644,9.30533,19.1918,0.80823,9.88644,9.30533,0.80823,0.469657,0.402041,0.871699,0.594723,0.632988,0,0.80823,0,0,0,0,0,0.469629,0.05,0.0965972,0.0867237,0.0121198,0.416527,0,2.08183,0,0,0,0.282252,0.233297,0.179547,0.129617,0.0877228,0.0553572,0.0322071,0.0926432,0.13567,0.181726,0.228001,0.272592,0.0893673,0,0,0,0,1,1,0,0,0.469629,0.0905373,0.0806639,0.170424,0.176626
"Specification-Baseline__Cost-2__Fee-British","-1.776E-15","-3.624E-10","283","Litigated",0.2813,0,1,0.458264,1,1,1,1,0.47399,0.05,,,0.469629,1,0,0,0,0,0,0,0,0,0.102657,0,0,0,0,0,0.12281,0,0.304904,0,0.469629,,,,,0.0905373,0.0806639,0.34705,0.508936,9.88644,9.30533,19.1918,0.80823,9.88644,9.30533,0.80823,0.469657,0.402041,0.871699,0.594723,0.632988,0,0.80823,0,0,0,0,0,0.469629,0.05,0.0965972,0.0867237,0.0121198,0.416527,0,2.08183,0,0,0,0.282252,0.233297,0.179547,0.129617,0.0877228,0.0553572,0.0322071,0.0926432,0.13567,0.181726,0.228001,0.272592,0.0893673,0,0,0,0,1,1,0,0,0.469629,0.0905373,0.0806639,0.170424,0.176626
"Specification-Baseline__Cost-2__Fee-British","-1.776E-15","-3.624E-10","283","Not Litigated",0.7187,0,1,0.516334,0.604391,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,10.4231,9.39561,19.8187,0.181317,10.4231,9.39561,0.181317,0.156552,0.21918,0.375732,0.156552,0.125134,0,0.181317,0,0,0,0,0,0,,0,0,0,0.532668,0,-0.815038,0.111944,0.135919,0.147746,0.0399249,0.0583932,0.0794351,0.0996767,0.113405,0.114248,0.0993078,0.0756776,0.0828054,0.0766065,0.061157,0.0430135,0.114739,0.150409,0.147741,0.13591,0.11194,0.604391,0,0.395609,0.604391,0,0,0,0,0
"Specification-Baseline__Cost-2__Fee-British","-1.776E-15","-3.624E-10","283","Settles",0.1321,0,1,0.407981,1,1,1,1,0.05,0.05,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,,9.75,9.65,19.4,0.6,9.75,9.65,0.6,0.239413,0.394953,0.634366,0.0837946,0.493692,0,0.6,0,0,0,0,0,1,0.05,0,0,0,0.315963,0,1.05354,0,0,0,0.60101,0.39899,0,0,0,0,0,0.133535,0.177998,0.209036,0.219627,0.208516,0.0512867,0,0,0,0,1,1,0,0,1,0,0,0,0
"Specification-Baseline__Cost-2__Fee-British","-1.776E-15","-3.624E-10","283","Tried",0.0976,0,1,0.50309,1,1,1,1,0.919308,0.05,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306917,0,0.693083,0,0,,,,,0,0,1,0.508936,9.91966,8.88034,18.8,1.2,9.91966,8.88034,1.2,0.811478,0.435599,1.24708,1.41543,0.958317,0,1.2,0,0,0,0,0,0,,0,0,0,0.506181,0,3.54545,0,0,0,0,0,0.306917,0.309797,0.199187,0.11884,0.0652578,0.0589379,0.108529,0.184171,0.290043,0.358319,0,0,0,0,0,1,1,0,0,0,0,0,0.491064,0.508936
"Specification-Baseline__Cost-2__Fee-British","-1.776E-15","-3.624E-10","283","PWins",0.0497,0,1,0.55277,1,1,1,1,0.927426,0.05,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22574,0,0.77426,0,0,,,,,0,0,1,1,11,7.8,18.8,1.2,11,7.8,1.2,1.59446,0,1.59446,2.78116,0,0,1.2,0,0,0,0,0,0,,0,0,0,0.60554,0,3.54525,0,0,0,0,0,0.22574,0.290741,0.22758,0.158331,0.0976076,0.0283043,0.0701063,0.154179,0.302026,0.445384,0,0,0,0,0,1,1,0,0,0,0,0,0,1
