Specification,Costs Multiplier,Number of Offers,American OptionSetName,British OptionSetName,American Exploitability,British Exploitability,Difference (British - American) Exploitability,American Calculation Time,British Calculation Time,Difference (British - American) Calculation Time,American P Files,British P Files,Difference (British - American) P Files,American D Answers,British D Answers,Difference (British - American) D Answers,American P Offer,British P Offer,Difference (British - American) P Offer,American D Offer,British D Offer,Difference (British - American) D Offer,American Trial,British Trial,Difference (British - American) Trial,American P Win Probability,British P Win Probability,Difference (British - American) P Win Probability,American P Wealth,British P Wealth,Difference (British - American) P Wealth,American D Wealth,British D Wealth,Difference (British - American) D Wealth,American Total Wealth,British Total Wealth,Difference (British - American) Total Wealth,American Wealth Loss,British Wealth Loss,Difference (British - American) Wealth Loss,American P Welfare,British P Welfare,Difference (British - American) P Welfare,American D Welfare,British D Welfare,Difference (British - American) D Welfare,American Pre-Dispute Social Welfare Loss,British Pre-Dispute Social Welfare Loss,Difference (British - American) Pre-Dispute Social Welfare Loss,American Social Welfare Loss,British Social Welfare Loss,Difference (British - American) Social Welfare Loss,American Opportunity Cost,British Opportunity Cost,Difference (British - American) Opportunity Cost,American Harm Cost,British Harm Cost,Difference (British - American) Harm Cost,American Truly Liable Harm Cost,British Truly Liable Harm Cost,Difference (British - American) Truly Liable Harm Cost,American Truly Not Liable Harm Cost,British Truly Not Liable Harm Cost,Difference (British - American) Truly Not Liable Harm Cost,American Expenditures,British Expenditures,Difference (British - American) Expenditures,American Defendant Excess Net Monetary Burden,British Defendant Excess Net Monetary Burden,Difference (British - American) Defendant Excess Net Monetary Burden,American Plaintiff Net Recovery Shortfall,British Plaintiff Net Recovery Shortfall,Difference (British - American) Plaintiff Net Recovery Shortfall,American Value If Settled,British Value If Settled,Difference (British - American) Value If Settled,American No Suit,British No Suit,Difference (British - American) No Suit,American No Answer,British No Answer,Difference (British - American) No Answer,American Settles,British Settles,Difference (British - American) Settles,American P Abandons,British P Abandons,Difference (British - American) P Abandons,American D Defaults,British D Defaults,Difference (British - American) D Defaults,American Mutual Give-Up Probability Before 50/50 Allocation,British Mutual Give-Up Probability Before 50/50 Allocation,Difference (British - American) Mutual Give-Up Probability Before 50/50 Allocation,American P Loses,British P Loses,Difference (British - American) P Loses,American P Wins,British P Wins,Difference (British - American) P Wins,American Appropriation,British Appropriation,Difference (British - American) Appropriation,American Reaches Bargaining,British Reaches Bargaining,Difference (British - American) Reaches Bargaining,American Settlement Unconditional,British Settlement Unconditional,Difference (British - American) Settlement Unconditional,American Settlement Conditional on Reaching Bargaining,British Settlement Conditional on Reaching Bargaining,Difference (British - American) Settlement Conditional on Reaching Bargaining,American Real Litigation Costs,British Real Litigation Costs,Difference (British - American) Real Litigation Costs,American Liability Transfer to Plaintiff,British Liability Transfer to Plaintiff,Difference (British - American) Liability Transfer to Plaintiff,American Fee-Shifting Transfer to Plaintiff,British Fee-Shifting Transfer to Plaintiff,Difference (British - American) Fee-Shifting Transfer to Plaintiff,American Total Net Transfer to Plaintiff,British Total Net Transfer to Plaintiff,Difference (British - American) Total Net Transfer to Plaintiff,American Meritorious-Plaintiff Net Recovery Shortfall,British Meritorious-Plaintiff Net Recovery Shortfall,Difference (British - American) Meritorious-Plaintiff Net Recovery Shortfall,American Nonliable-Defendant Net Burden,British Nonliable-Defendant Net Burden,Difference (British - American) Nonliable-Defendant Net Burden,American Liable-Defendant Excess Net Burden Above Damages,British Liable-Defendant Excess Net Burden Above Damages,Difference (British - American) Liable-Defendant Excess Net Burden Above Damages,American Net Outcome Fidelity Loss,British Net Outcome Fidelity Loss,Difference (British - American) Net Outcome Fidelity Loss
Baseline,0.25,10,Specification-Baseline__Cost-0.25__Fee-American,Specification-Baseline__Cost-0.25__Fee-British,-8.8820000000000011E-16,0,0.0000000000000009,286,224,-62,1,1,0,1,1,0,0.87759500000000001,0.78968300000000002,-0.087912,0.122403,0.210309,0.087906,0.83921100000000004,0.64523799999999998,-0.193973,0.49999199999999999,0.49999399999999999,0.000002,10.430999999999999,10.4383,0.0073000000000008,9.4310399999999994,9.4383099999999995,0.0072700000000001,19.862100000000002,19.8766,0.0144999999999982,0.13794100000000001,0.123393,-0.014548,10.430999999999999,10.4383,0.0073000000000008,9.4310399999999994,9.4383099999999995,0.0072700000000001,0,0,0,0.13794100000000001,0.123393,-0.014548,0,0,0,0,0,0,0,0,0,0,0,0,0.13794100000000001,0.123393,-0.014548,0.203185,0.20179,-0.001395,0.18159400000000001,0.169736,-0.011858,0.49999300000000002,0.49998900000000002,-0.000004,0,0,0,0,0,0,0.16078899999999999,0.35476200000000002,0.193973,0,0,0,0,0,0,0,0,0,0.41961199999999999,0.32262299999999999,-0.096989,0.419599,0.32261499999999999,-0.096984,0,0,0,1,1,0,0.160789,0.354762,0.193973,0.160789,0.354762,0.193973,0.13794100000000001,0.123393,-0.014548,0.499992374477,0.499992097618,-0.000000276859,-0,-0.0000006,-0.0000006,0.499992374477,0.499991497618,-0.000000876859,0.363193,0.339476,-0.023717,0.363183,0.339465,-0.023718,0.0431818,0.0641123,0.0209305,0.384779,0.371526,-0.013253
Baseline,0.5,10,Specification-Baseline__Cost-0.5__Fee-American,Specification-Baseline__Cost-0.5__Fee-British,-1.7760000000000001E-15,-1.7760000000000001E-15,0,265,355,90,0.82186999999999999,0.91954999999999998,0.09768,0.64523799999999998,0.636467,-0.008771,0.85699099999999995,0.65636099999999997,-0.20063,0.14300599999999999,0.050000000000000003,-0.093006,0.64523799999999998,0.44122499999999998,-0.204013,0.49999399999999999,0.49999500000000002,0.000001,10.389200000000001,10.4114,0.0221999999999998,9.4039699999999993,9.4057200000000005,0.0017500000000013,19.793199999999999,19.8171,0.0239000000000011,0.206819,0.18288499999999999,-0.023934,10.389200000000001,10.4114,0.0221999999999998,9.4039699999999993,9.4057200000000005,0.0017500000000013,0,0,0,0.206819,0.18288499999999999,-0.023934,0,0,0,0,0,0,0,0,0,0,0,0,0.206819,0.18288499999999999,-0.023934,0.22117200000000001,0.22511400000000001,0.003942,0.20072300000000001,0.17805499999999999,-0.022668,,0.050000000000000003,,0.17813000000000001,0.080449999999999994,-0.09768,0.17663200000000001,0.28308299999999997,0.106451,0,0.195243,0.195243,0,0,0,0,0,0,0,0,0,0.32262299999999999,0.22061500000000001,-0.102008,0.32261499999999999,0.22061,-0.102005,0,0,0,0.645238,0.636467,-0.008771,0,0.195243,0.195243,0,0.306760601885094,0.306760601885094,0.206819,0.18288499999999999,-0.023934,0.499247,0.51345515,0.01420815,-0,-0.00000075,-0.00000075,0.499247,0.5134544,0.0142074,0.401452,0.356114,-0.045338,0.378228,0.36572,-0.012508,0.0641123,0.0845049,0.0203926,0.421895,0.403169,-0.018726
Baseline,1,10,Specification-Baseline__Cost-1__Fee-American,Specification-Baseline__Cost-1__Fee-British,8.8820000000000011E-16,8.8820000000000011E-16,0,221,314,93,0.80894699999999997,0.82186999999999999,0.012923,0.43576799999999999,0.43881500000000001,0.003047,0.67599399999999998,0.52681500000000003,-0.149179,0.050000000000000003,0.050000000000000003,0,0.352327,0.25620500000000002,-0.096122,0.43887399999999999,0.49999700000000002,0.061123,10.357799999999999,10.358599999999999,0.0007999999999999,9.3498099999999997,9.3754600000000003,0.0256500000000006,19.707599999999999,19.734000000000002,0.0264000000000024,0.29240500000000003,0.26596399999999998,-0.026441,10.357799999999999,10.358599999999999,0.0007999999999999,9.3498099999999997,9.3754600000000003,0.0256500000000006,0,0,0,0.29240500000000003,0.26596399999999998,-0.026441,0,0,0,0,0,0,0,0,0,0,0,0,0.29240500000000003,0.26596399999999998,-0.026441,0.24967700000000001,0.24568899999999999,-0.003988,0.21643399999999999,0.20886199999999999,-0.007572,0.050000000000000003,0.050000000000000003,0,0.191053,0.17813000000000001,-0.012923,0.37317899999999998,0.38305499999999998,0.009876,0.083440799999999996,0.18260999999999999,0.0991692,0,0,0,0,0,0,0,0,0,0.19769999999999999,0.12810299999999999,-0.069597,0.15462699999999999,0.12810199999999999,-0.026525,0,0,0,0.435768,0.438815,0.003047,0.0834408,0.18261,0.0991692,0.191479870022581,0.416143477319599,0.224663607297018,0.29240500000000003,0.26596399999999998,-0.026441,0.53197804,0.5202875,-0.01169054,-0,-0.0000003,-0.0000003,0.53197804,0.5202872,-0.0116908400000001,0.432873,0.417729,-0.015144,0.44374,0.396443,-0.047297,0.0556077,0.0949314,0.0393237,0.466111,0.454551,-0.01156
Baseline,1,15,Specification-Baseline__Cost-1__Fee-American__Offers-15,Specification-Baseline__Cost-1__Fee-British__Offers-15,-8.8820000000000011E-16,8.8820000000000011E-16,0.0000000000000018,5,6,1,0.71569000000000005,0.71569000000000005,0,0.34429399999999999,0.34429399999999999,0,0.82730400000000004,0.65074299999999996,-0.176561,0.083605600000000002,0.033333300000000003,-0.0502723,0.34429399999999999,0.25620500000000002,-0.088089,0.43179600000000001,0.49999700000000002,0.068201,10.3611,10.3566,-0.0045000000000002,9.3766499999999997,9.4074899999999992,0.0308399999999995,19.7377,19.764099999999999,0.0263999999999989,0.26228600000000002,0.23585900000000001,-0.026427,10.3611,10.3566,-0.0045000000000002,9.3766499999999997,9.4074899999999992,0.0308399999999995,0,0,0,0.26228600000000002,0.23585900000000001,-0.026427,0,0,0,0,0,0,0,0,0,0,0,0,0.26228600000000002,0.23585900000000001,-0.026427,0.23089699999999999,0.224329,-0.006568,0.216588,0.211864,-0.004724,,0.033333300000000003,,0.28431000000000001,0.28431000000000001,0,0.371396,0.371396,0,0,0.088089600000000004,0.0880896,0,0,0,0,0,0,0,0,0,0.195629,0.12810299999999999,-0.067526,0.14866499999999999,0.12810199999999999,-0.020563,0,0,0,0.344294,0.344294,0,0,0.0880896,0.0880896,0,0.25585575118939,0.25585575118939,0.26228600000000002,0.23585900000000001,-0.026427,0.520061,0.50243431706368,-0.01762668293632,-0,-0.0000003,-0.0000003,0.520061,0.50243401706368,-0.01762698293632,0.433181,0.423734,-0.009447,0.408792,0.353723,-0.055069,0.0529965,0.0949314,0.0419349,0.447485,0.436193,-0.011292
Baseline,2,10,Specification-Baseline__Cost-2__Fee-American,Specification-Baseline__Cost-2__Fee-British,-2.6650000000000001E-15,-1.7760000000000001E-15,0.0000000000000009,348,283,-65,0.71569000000000005,0.71569000000000005,0,0.256193,0.281335,0.025142,0.40551599999999999,0.47399000000000002,0.068474,0.050000000000000003,0.050000000000000003,0,0.118738,0.097638000000000003,-0.0211,0.499996,0.50893600000000006,0.0089400000000001,10.275399999999999,10.2721,-0.0032999999999994,9.3617799999999995,9.3702100000000002,0.0084300000000006,19.6372,19.642299999999999,0.0050999999999988,0.36280800000000002,0.35769000000000001,-0.005118,10.275399999999999,10.2721,-0.0032999999999994,9.3617799999999995,9.3702100000000002,0.0084300000000006,0,0,0,0.36280800000000002,0.35769000000000001,-0.005118,0,0,0,0,0,0,0,0,0,0,0,0,0.36280800000000002,0.35769000000000001,-0.005118,0.23644699999999999,0.244639,0.008192,0.27476499999999998,0.270625,-0.00414,0.050000000000000003,0.050000000000000003,0,0.28431000000000001,0.28431000000000001,0,0.45949699999999999,0.43435499999999999,-0.025142,0.13745499999999999,0.13212299999999999,-0.005332,0,0.02717626,0.02717626,0,0.02439846,0.02439846,0,0.0034097200000000002,0.00340972,0.059369499999999999,0.047946299999999997,-0.0114232,0.059368600000000001,0.049691300000000001,-0.0096773,0,0,0,0.256193,0.281335,0.025142,0.137455,0.132123,-0.005332,0.536529101107368,0.469628734426929,-0.066900366680439,0.36280800000000002,0.35769000000000001,-0.005118,0.52573835,0.51505091,-0.01068744,-0,0.001047,0.001047,0.52573835,0.51609791,-0.00964044,0.549536,0.541258,-0.008278,0.430029,0.407802,-0.022227,0.0428593,0.0814723,0.038613,0.511212,0.515264,0.0040520000000001
Baseline,4,10,Specification-Baseline__Cost-4__Fee-American,Specification-Baseline__Cost-4__Fee-British,-3.5529999999999999E-15,8.442E-07,0.0000008442000036,320,207,-113,0.60758999999999996,0.49998999999999999,-0.1076,0.11798699999999999,0.072609800000000002,-0.0453772,0.305836,0.35752099999999998,0.051685,0.14999999999999999,0.050000000000000003,-0.1,0.01404,0.011403999999999999,-0.002636,0.52934199999999998,0.60118099999999997,0.071839,10.1463,10.1348,-0.0114999999999998,9.4014900000000008,9.50793,0.106439999999999,19.547799999999999,19.642800000000001,0.0950000000000024,0.45219399999999998,0.35724400000000001,-0.09495,10.1463,10.1348,-0.0114999999999998,9.4014900000000008,9.50793,0.106439999999999,0,0,0,0.45219399999999998,0.35724400000000001,-0.09495,0,0,0,0,0,0,0,0,0,0,0,0,0.45219399999999998,0.35724400000000001,-0.09495,0.20647699999999999,0.150231,-0.056246,0.37618699999999999,0.38577499999999998,0.009588,0.14999999999999999,0.050000000000000003,-0.1,0.39240999999999998,0.50000999999999995,0.1076,0.48960300000000001,0.42737999999999998,-0.062223,0.083724400000000004,0.038374400000000003,-0.04535,0.01052335,0.020094885,0.009571535,0.00969918,0.002736745,-0.006962435,0.0037144399999999998,0.0022243699999999998,-0.00149007,0.0066079199999999998,0.0045480499999999997,-0.00205987,0.0074317999999999997,0.0068557999999999996,-0.000576,0,0,0,0.117987,0.0726098,-0.0453772,0.0837244,0.0383744,-0.04535,0.709606990600659,0.528501662310046,-0.181105328290613,0.45219399999999998,0.35724400000000001,-0.09495,0.51929264,0.438891265,-0.080401375,0,0.0027693,0.0027693,0.51929264,0.441660565,-0.077632075,0.752384,0.771561,0.019177,0.394395,0.277569,-0.116826,0.0185535,0.022889,0.0043355,0.582664,0.536006,-0.046658
Center-weighted continuous merits,0.25,10,Specification-CenterWeightedContinuousMerits__Cost-0.25__Fee-American,Specification-CenterWeightedContinuousMerits__Cost-0.25__Fee-British,-1.7760000000000001E-15,1.7760000000000001E-15,0.0000000000000036,125,281,156,1,1,0,1,1,0,0.86233499999999996,0.89934800000000004,0.0370130000000001,0.13766200000000001,0.10065200000000001,-0.03701,1,0.88758700000000001,-0.112413,0.49999399999999999,0.49999399999999999,0,10.425000000000001,10.4292,0.0041999999999991,9.4250100000000003,9.4292200000000008,0.0042100000000005,19.850000000000001,19.8584,0.0083999999999982,0.14999999999999999,0.141569,-0.008431,10.425000000000001,10.4292,0.0041999999999991,9.4250100000000003,9.4292200000000008,0.0042100000000005,0,0,0,0.14999999999999999,0.141569,-0.008431,0,0,0,0,0,0,0,0,0,0,0,0,0.14999999999999999,0.141569,-0.008431,0.242594,0.24904100000000001,0.006447,0.21868299999999999,0.20735000000000001,-0.011333,,0.499998,,0,0,0,0,0,0,0,0.112413,0.112413,0,0,0,0,0,0,0,0,0,0.50000599999999995,0.44379800000000003,-0.0562079999999999,0.49999399999999999,0.44378800000000002,-0.056206,0,0,0,1,1,0,0,0.112413,0.112413,0,0.112413,0.112413,0.14999999999999999,0.141569,-0.008431,0.499994,0.499994275174,0.000000275174,-0,-0.00000075,-0.00000075,0.499994,0.499993525174,-0.000000474826,0.437371,0.414703,-0.022668,0.437362,0.414693,-0.022669,0.0478222,0.0833866,0.0355644,0.461277,0.456391,-0.004886
Center-weighted continuous merits,0.5,10,Specification-CenterWeightedContinuousMerits__Cost-0.5__Fee-American,Specification-CenterWeightedContinuousMerits__Cost-0.5__Fee-British,-2.6650000000000001E-15,0,0.0000000000000027,259,298,39,1,0.86168999999999996,-0.13831,1,0.725387,-0.274613,0.75318300000000005,0.85707,0.103887,0.24681500000000001,0.10441400000000001,-0.142401,0.725387,0.725387,0,0.49999500000000002,0.49999500000000002,0,10.3706,10.380000000000001,0.0094000000000012,9.3705999999999996,9.3922000000000008,0.0216000000000012,19.741199999999999,19.772200000000002,0.0310000000000024,0.25880799999999998,0.22783900000000001,-0.030969,10.3706,10.380000000000001,0.0094000000000012,9.3705999999999996,9.3922000000000008,0.0216000000000012,0,0,0,0.25880799999999998,0.22783900000000001,-0.030969,0,0,0,0,0,0,0,0,0,0,0,0,0.25880799999999998,0.22783900000000001,-0.030969,0.28379700000000002,0.28405900000000001,0.000262,0.25046099999999999,0.22600400000000001,-0.024457,0.49999700000000002,,,0,0.13830999999999999,0.13831,0,0.13630300000000001,0.136303,0.274613,0,-0.274613,0,0,0,0,0,0,0,0,0,0.36269800000000002,0.36269800000000002,0,0.36269000000000001,0.36269000000000001,0,0,0,0,1,0.725387,-0.274613,0.274613,0,-0.274613,0.274613,0,-0.274613,0.25880799999999998,0.22783900000000001,-0.030969,0.499995676161,0.498993,-0.001002676161,-0,-0.0000012,-0.0000012,0.499995676161,0.4989918,-0.001003876161,0.500926,0.452011,-0.048915,0.500918,0.434771,-0.066147,0.0666724,0.133345,0.0666726,0.534258,0.510063,-0.024195
Center-weighted continuous merits,1,10,Specification-CenterWeightedContinuousMerits__Cost-1__Fee-American,Specification-CenterWeightedContinuousMerits__Cost-1__Fee-British,0,-8.8820000000000011E-16,-0.0000000000000009,330,592,262,0.86168999999999996,0.82760299999999998,-0.034087,0.62291600000000003,0.54245299999999996,-0.0804630000000001,0.71531500000000003,0.61001700000000003,-0.105298,0.12634899999999999,0.050000000000000003,-0.076349,0.542597,0.374469,-0.168128,0.48860799999999999,0.53169699999999998,0.043089,10.302,10.3195,0.0175000000000001,9.3125,9.3626900000000006,0.0501900000000006,19.6145,19.682200000000002,0.0677000000000021,0.38546999999999998,0.31784899999999999,-0.067621,10.302,10.3195,0.0175000000000001,9.3125,9.3626900000000006,0.0501900000000006,0,0,0,0.38546999999999998,0.31784899999999999,-0.067621,0,0,0,0,0,0,0,0,0,0,0,0,0.38546999999999998,0.31784899999999999,-0.067621,0.31884600000000002,0.30519800000000002,-0.013648,0.27760299999999999,0.25988,-0.017723,0.14999999999999999,0.050000000000000003,-0.1,0.13830999999999999,0.17239699999999999,0.034087,0.23877399999999999,0.28515000000000001,0.046376,0.058524399999999997,0.16798399999999999,0.1094596,0.0217954,0,-0.0217954,0,0,0,0,0,0,0.27748,0.17536499999999999,-0.102115,0.26511699999999999,0.199104,-0.066013,0,0,0,0.622916,0.542453,-0.0804630000000001,0.0585244,0.167984,0.1094596,0.0939523145977949,0.309674755232251,0.215722440634456,0.38546999999999998,0.31784899999999999,-0.067621,0.51266966,0.4926532,-0.02001646,-0,0.0071217,0.0071217,0.51266966,0.4997749,-0.01289476,0.55521,0.519764,-0.035446,0.542804,0.465433,-0.077371,0.0948842,0.144961,0.0500768,0.596449,0.565078,-0.031371
Center-weighted continuous merits,2,10,Specification-CenterWeightedContinuousMerits__Cost-2__Fee-American,Specification-CenterWeightedContinuousMerits__Cost-2__Fee-British,1.173E-05,5.3290000000000004E-15,-0.0000117299999947,238,343,105,0.75590999999999997,0.75590999999999997,0,0.41631000000000001,0.35230099999999998,-0.064009,0.44987100000000002,0.50104700000000002,0.051176,0.14999999999999999,0.050000000000000003,-0.1,0.18345600000000001,0.152727,-0.030729,0.58072900000000005,0.49999700000000002,-0.080732,10.199400000000001,10.2464,0.0469999999999988,9.3388200000000001,9.3295200000000005,-0.0092999999999996,19.5383,19.575900000000001,0.0376000000000012,0.46173900000000001,0.424099,-0.03764,10.199400000000001,10.2464,0.0469999999999988,9.3388200000000001,9.3295200000000005,-0.0092999999999996,0,0,0,0.46173900000000001,0.424099,-0.03764,0,0,0,0,0,0,0,0,0,0,0,0,0.46173900000000001,0.424099,-0.03764,0.297122,0.31434600000000001,0.017224,0.34406700000000001,0.30705399999999999,-0.037013,0.14999999999999999,0.050000000000000003,-0.1,0.24409,0.24409,0,0.33960000000000001,0.403609,0.064009,0.23263800000000001,0.15742900000000001,-0.075209,0,0.011013245,0.011013245,0.000216939,0.031132145,0.030915206,0,0.0011592900000000001,0.00115929,0.076917700000000006,0.076363799999999996,-0.0005539,0.10653799999999999,0.076363,-0.030175,0,0,0,0.41631,0.352301,-0.064009,0.232638,0.157429,-0.075209,0.558809540967068,0.446859361738968,-0.1119501792281,0.46173900000000001,0.424099,-0.03764,0.481250639,0.518975595,0.037724956,0,-0.00000048,-0.00000048,0.481250639,0.518975115,0.0377244760000001,0.68814,0.614113,-0.074027,0.514753,0.511374,-0.003379,0.079487,0.117315,0.037828,0.641189,0.6214,-0.0197890000000001
Center-weighted continuous merits,4,10,Specification-CenterWeightedContinuousMerits__Cost-4__Fee-American,Specification-CenterWeightedContinuousMerits__Cost-4__Fee-British,0,-1.7760000000000001E-15,-0.0000000000000018,183,216,33,1,0.63253999999999999,-0.36746,0,0.14871899999999999,0.148719,,0.29839199999999999,,,0.050000000000000003,,0,0.021897,0.021897,,0.56110700000000002,,10.4,10.1158,-0.2842,9,9.3891200000000001,0.38912,19.399999999999999,19.504999999999999,0.105,0.59999999999999998,0.49503200000000003,-0.104968,10.4,10.1158,-0.2842,9,9.3891200000000001,0.38912,0,0,0,0.59999999999999998,0.49503200000000003,-0.104968,0,0,0,0,0,0,0,0,0,0,0,0,0.59999999999999998,0.49503200000000003,-0.104968,0.500004,0.252807,-0.247197,0.29999700000000001,0.40317700000000001,0.10318,,0.050000000000000003,,0,0.36746000000000001,0.36746,1,0.483821,-0.516179,0,0.094739599999999993,0.0947396,0,0.02762642,0.02762642,0,0.00445593,0.00445593,0,0.0029518399999999998,0.00295184,0,0.0096105600000000006,0.00961056,0,0.012286699999999999,0.0122867,0,0,0,0,0.148719,0.148719,0,0.0947396,0.0947396,,0.637037634733961,,0.59999999999999998,0.49503200000000003,-0.104968,1,0.50530061,-0.49469939,0,0.003211368,0.003211368,1,0.508511978,-0.491488022,0.6,0.80636,0.20636,1,0.467238,-0.532762,0,0.0383728,0.0383728,0.800001,0.655984,-0.144017
Direct binary-state signals,0.25,10,Specification-DirectBinaryStateSignals__Cost-0.25__Fee-American,Specification-DirectBinaryStateSignals__Cost-0.25__Fee-British,8.8820000000000011E-16,-8.8820000000000011E-16,-0.0000000000000018,207,231,24,1,1,0,1,1,0,0.81049300000000002,0.84567199999999998,0.035179,0.189499,0.15431900000000001,-0.03518,0.93952999999999998,0.76949299999999998,-0.170037,0.5,0.50000199999999995,0.0000019999999999,10.427300000000001,10.4336,0.0062999999999995,9.42727,9.4336500000000001,0.0063800000000001,19.854500000000002,19.8673,0.0127999999999986,0.14546500000000001,0.132712,-0.012753,10.427300000000001,10.4336,0.0062999999999995,9.42727,9.4336500000000001,0.0063800000000001,0,0,0,0.14546500000000001,0.132712,-0.012753,0,0,0,0,0,0,0,0,0,0,0,0,0.14546500000000001,0.132712,-0.012753,0.121818,0.109125,-0.012693,0.090155899999999997,0.057261100000000002,-0.0328948,0.49997200000000003,0.49997999999999998,0.000008,0,0,0,0,0,0,0.060469500000000002,0.23050699999999999,0.1700375,0,0,0,0,0,0,0,0,0,0.46976600000000002,0.384745,-0.085021,0.46976499999999999,0.38474799999999998,-0.085017,0,0,0,1,1,0,0.0604695,0.230507,0.1700375,0.0604695,0.230507,0.1700375,0.14546500000000001,0.132712,-0.012753,0.499998056854,0.49999688986,-0.000001166994,-0,0.000000225,0.000000225,0.499998056854,0.49999711486,-0.000000941994,0.180313,0.114523,-0.06579,0.180312,0.114521,-0.065791,0.0633243,0.103728,0.0404037,0.2119739,0.1663861,-0.0455878
Direct binary-state signals,0.5,10,Specification-DirectBinaryStateSignals__Cost-0.5__Fee-American,Specification-DirectBinaryStateSignals__Cost-0.5__Fee-British,2.6650000000000001E-15,1.7760000000000001E-15,-0.0000000000000009,199,525,326,1,0.96897500000000003,-0.031025,1,0.85341900000000004,-0.146581,0.66248399999999996,0.64495000000000002,-0.0175339999999999,0.14999999999999999,0.22098499999999999,0.070985,0.67361000000000004,0.37248300000000001,-0.301127,0.66871599999999998,0.50000100000000003,-0.168715,10.373900000000001,10.4056,0.031699999999999,9.3750699999999991,9.4018599999999992,0.0267900000000001,19.748999999999999,19.807400000000001,0.0584000000000024,0.25104199999999999,0.192552,-0.05849,10.373900000000001,10.4056,0.031699999999999,9.3750699999999991,9.4018599999999992,0.0267900000000001,0,0,0,0.25104199999999999,0.192552,-0.05849,0,0,0,0,0,0,0,0,0,0,0,0,0.25104199999999999,0.192552,-0.05849,0.18223200000000001,0.128557,-0.053675,0.13958300000000001,0.067938999999999999,-0.071644,0.14999999999999999,0.36958800000000003,0.219588,0,0.031025299999999999,0.0310253,0,0.11555600000000001,0.115556,0.32639000000000001,0.43866500000000003,0.112275,0,0,0,0,0.0422707,0.0422707,0,0,0,0.22315599999999999,0.18624099999999999,-0.036915,0.45045400000000002,0.18624199999999999,-0.264212,0,0,0,1,0.853419,-0.146581,0.32639,0.438665,0.112275,0.32639,0.514008945195736,0.187618945195736,0.25104199999999999,0.192552,-0.05849,0.4994125,0.50619402002,0.00678152002,0,0.00000015,0.00000015,0.4994125,0.50619417002,0.00678167002,0.279167,0.135879,-0.143288,0.235233,0.143439,-0.091794,0.129231,0.113674,-0.015557,0.321815,0.196496,-0.125319
Direct binary-state signals,1,10,Specification-DirectBinaryStateSignals__Cost-1__Fee-American,Specification-DirectBinaryStateSignals__Cost-1__Fee-British,1.7760000000000001E-15,3.5529999999999999E-15,0.0000000000000018,247,323,76,0.79566700000000001,0.806087,0.01042,0.42567700000000003,0.435004,0.009327,0.53169100000000002,0.60351699999999997,0.0718259999999999,0.050000000000000003,0.050000000000000003,0,0.24981800000000001,0.12768599999999999,-0.122132,0.52813299999999996,0.50165300000000002,-0.0264799999999999,10.353899999999999,10.3751,0.0212000000000003,9.3879599999999996,9.4003999999999994,0.0124399999999998,19.741900000000001,19.775500000000001,0.0335999999999999,0.25814700000000002,0.224469,-0.033678,10.353899999999999,10.3751,0.0212000000000003,9.3879599999999996,9.4003999999999994,0.0124399999999998,0,0,0,0.25814700000000002,0.224469,-0.033678,0,0,0,0,0,0,0,0,0,0,0,0,0.25814700000000002,0.224469,-0.033678,0.137127,0.12651200000000001,-0.010615,0.12449300000000001,0.097461900000000004,-0.0270311,0.050000000000000003,0.050000000000000003,0,0.20433299999999999,0.193913,-0.01042,0.36998999999999999,0.37108400000000002,0.001094,0.17585899999999999,0.099016000000000007,-0.076843,0,0.1333198,0.1333198,0,0.074982,0.074982,0,0.0185296,0.0185296,0.117881,0.063631900000000005,-0.0542491,0.131937,0.064054,-0.067883,0,0,0,0.425677,0.435004,0.009327,0.175859,0.099016,-0.076843,0.413127794078609,0.227620895440042,-0.185506898638567,0.25814700000000002,0.224469,-0.033678,0.51071995,0.5150708,0.00435085,0,0.00012663,0.00012663,0.51071995,0.51519743,0.0044774799999999,0.248987,0.194925,-0.054062,0.202149,0.164745,-0.037404,0.0721039,0.0882796,0.0161757,0.26162,0.2239739,-0.0376461
