"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.25,0.25","-1.1369999999999999E-13","593","All",1,0,1,0.499999,1,1,1,1,0.466323,0.466323,,,0.984189,,,,,0,0,0.015811,0.500058,10.3917,9.45592,1000.08,999.458,0.152372,0.139639,0.17094,0.310579,0.065097,0.101672,0,0,0.984189,0.46738,0,0,0,0.5,0,-3.36759E-06,1,1,0,0,0.984189,0,0,0.00790472,0.0079065
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.25,0.25","-1.1369999999999999E-13","593","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.25,0.25","-1.1369999999999999E-13","593","DisputeArises",1,0,1,0.499999,1,1,1,1,0.466323,0.466323,,,0.984189,,,,,0,0,0.015811,0.500058,10.3917,9.45592,1000.08,999.458,0.152372,0.139639,0.17094,0.310579,0.065097,0.101672,0,0,0.984189,0.46738,0,0,0,0.5,0,-3.36759E-06,1,1,0,0,0.984189,0,0,0.00790472,0.0079065
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.25,0.25","-1.1369999999999999E-13","593","PFiles",1,0,1,0.499999,1,1,1,1,0.466323,0.466323,,,0.984189,,,,,0,0,0.015811,0.500058,10.3917,9.45592,1000.08,999.458,0.152372,0.139639,0.17094,0.310579,0.065097,0.101672,0,0,0.984189,0.46738,0,0,0,0.5,0,-3.36759E-06,1,1,0,0,0.984189,0,0,0.00790472,0.0079065
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.25,0.25","-1.1369999999999999E-13","593","DAnswers",1,0,1,0.499999,1,1,1,1,0.466323,0.466323,,,0.984189,,,,,0,0,0.015811,0.500058,10.3917,9.45592,1000.08,999.458,0.152372,0.139639,0.17094,0.310579,0.065097,0.101672,0,0,0.984189,0.46738,0,0,0,0.5,0,-3.36759E-06,1,1,0,0,0.984189,0,0,0.00790472,0.0079065
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.25,0.25","-1.1369999999999999E-13","593","Litigated",1,0,1,0.499999,1,1,1,1,0.466323,0.466323,,,0.984189,,,,,0,0,0.015811,0.500058,10.3917,9.45592,1000.08,999.458,0.152372,0.139639,0.17094,0.310579,0.065097,0.101672,0,0,0.984189,0.46738,0,0,0,0.5,0,-3.36759E-06,1,1,0,0,0.984189,0,0,0.00790472,0.0079065
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.25,0.25","-1.1369999999999999E-13","593","Not Litigated",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.25,0.25","-1.1369999999999999E-13","593","Settles",0.9842,0,0.984189,0.499999,1,1,1,1,0.464149,0.47061,,,1,,,,,0,0,0,,10.3924,9.45762,1000.08,999.464,0.15,0.137266,0.169885,0.307151,0.0624644,0.0997496,0,0,1,0.46738,0,0,0,0.499999,0,-0.0163558,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.25,0.25","-1.1369999999999999E-13","593","Tried",0.0158,0,0.0158113,0.500023,1,1,1,1,0.601669,0.199471,,,0,,,,,0,0,1,0.500058,10.3501,9.34994,1000.04,999.13,0.3,0.287375,0.2366,0.523975,0.228962,0.221324,0,0,0,,0,0,0,0.500038,0,1.01787,1,1,0,0,0,0,0,0.499942,0.500058
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.25,0.25","-1.1369999999999999E-13","593","PWins",0.0079,0,0.00790654,0.606991,1,1,1,1,0.762121,0.252955,,,0,,,,,0,0,1,1,10.85,8.85,1000.15,998.326,0.3,0.473191,0.101521,0.574712,0.442648,0.0152282,0,0,0,,0,0,0,0.676809,0,1.01796,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.25,0.25","-1.1369999999999999E-13","593","DWins",0.0079,0,0.00790472,0.39303,1,1,1,1,0.44118,0.145975,,,0,,,,,0,0,1,0,9.85,9.85,999.935,999.935,0.3,0.101516,0.37171,0.473226,0.0152274,0.427467,0,0,0,,0,0,0,0.323226,0,1.01778,1,1,0,0,0,0,0,1,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.25,0.25","-1.1369999999999999E-13","593","Abandoned",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
