"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","DLiabilitySignal 4",0.1042,0,0.104208,0.334228,1,1,1,1,0.399982,0.25,,,0.720661,,,,,0,0,0.279339,0.517975,10.2019,9.55217,19.754,0.24595,1000.05,999.606,0.24595,0.296637,0.187396,0.484033,0.146803,0.167913,0,0.24595,0,0.720661,0.25,0,0,0,0.279173,0,0.207545,1,1,0,0,0.720661,0,0,0.134648,0.144691
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","DLiabilitySignal 5",0.1008,0,0.100751,0.441373,1,1,1,1,0.481167,0.25,,,0.579651,,,,,0,0,0.420349,0.632015,10.2823,9.46116,19.7435,0.256526,1000.06,999.43,0.256526,0.276867,0.243362,0.52023,0.154986,0.212304,0,0.256526,0,0.579651,0.25,0,0,0,0.420176,0,0.0387763,1,1,0,0,0.579651,0,0,0.154682,0.265667
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","DLiabilitySignal 6",0.1008,0,0.10075,0.558621,1,1,1,1,0.577057,0.75,,,0.80458,,,,,0,0,0.19542,0.841556,10.543,9.21737,19.7603,0.239656,1000.12,999.203,0.239656,0.31658,0.235076,0.551656,0.222991,0.123535,0,0.239656,0,0.80458,0.619385,0,0,0,0.579815,0,-0.0388902,1,1,0,0,0.80458,0,0,0.0309631,0.164457
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","DLiabilitySignal 7",0.1042,0,0.104206,0.665766,1,1,1,1,0.666711,0.75,,,0.706157,,,,,0,0,0.293843,0.885937,10.5966,9.15637,19.753,0.247038,1000.12,999.069,0.247038,0.241243,0.264898,0.506142,0.168344,0.131982,0,0.247038,0,0.706157,0.651102,0,0,0,0.72082,0,-0.207657,1,1,0,0,0.706157,0,0,0.0335164,0.260326
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","DLiabilitySignal 8",0.1068,0,0.106754,0.749735,1,1,1,1,0.735212,0.75,,,0.614239,,,,,0,0.0829503,0.30281,0.916437,10.6527,9.0996,19.7523,0.247711,1000.13,998.951,0.247711,0.187651,0.266928,0.454579,0.125434,0.121275,0,0.247711,0,0.614239,0.677397,0,0.0829503,0,0.821152,0,-0.580993,1,1,0,0,0.614239,0,0.0829503,0.0253037,0.277507
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","DLiabilitySignal 9",0.102,0,0.102024,0.80961,1,1,1,1,0.7812,0.75,,,0.540705,,,,,0,0.459295,0,,10.7235,9.05153,19.775,0.225,1000.14,998.875,0.225,0.147993,0.233113,0.381106,0.0945873,0.0848244,0,0.225,0,0.540705,0.696634,0,0.459295,0,0.883143,0,-1.15802,1,1,0,0,0.540705,0,0.459295,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","DLiabilitySignal 10",0.0863,0,0.0862547,0.850647,1,1,1,1,0.810337,0.75,,,0.486714,,,,,0,0.513286,0,,10.7462,9.02882,19.775,0.225,1000.14,998.823,0.225,0.127091,0.227075,0.354165,0.0736171,0.0780868,0,0.225,0,0.486714,0.709645,0,0.513286,0,0.91905,0,-1.88533,1,1,0,0,0.486714,0,0.513286,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","PDoesntFile",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","P Files",1,0,1,0.499992,1,1,1,1,0.53922,0.460765,,,0.525674,,,,,0.0999989,0.0999879,0.274339,0.499982,10.3772,9.37722,19.7544,0.245575,1000.07,999.333,0.245575,0.225139,0.198852,0.423991,0.129343,0.125796,0,0.245575,0,0.525674,0.500001,0.0999989,0.0999879,0,0.499991,0,-1.85688E-05,1,1,0,0,0.525674,0.0999989,0.0999879,0.137174,0.137164
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","DDoesntAnswer",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","D Answers",1,0,1,0.499992,1,1,1,1,0.53922,0.460765,,,0.525674,,,,,0.0999989,0.0999879,0.274339,0.499982,10.3772,9.37722,19.7544,0.245575,1000.07,999.333,0.245575,0.225139,0.198852,0.423991,0.129343,0.125796,0,0.245575,0,0.525674,0.500001,0.0999989,0.0999879,0,0.499991,0,-1.85688E-05,1,1,0,0,0.525674,0.0999989,0.0999879,0.137174,0.137164
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","Settles1",0.5257,0,0.525674,0.500001,1,1,1,1,0.448135,0.551866,,,1,,,,,0,0,0,,10.3875,9.3875,19.775,0.225,1000.09,999.487,0.225,0.244555,0.244556,0.489111,0.136769,0.136769,0,0.225,0,1,0.500001,0,0,0,0.500001,0,-1.39996,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","DoesntSettle1",0.4743,0,0.474326,0.499982,1,1,1,1,0.640164,0.359802,,,0,,,,,0.210823,0.2108,0.578377,0.499982,10.3658,9.36583,19.7316,0.268378,1000.05,999.162,0.268378,0.203621,0.148201,0.351822,0.121113,0.113635,0,0.268378,0,0,,0.210823,0.2108,0,0.499979,0,1.55147,1,1,0,0,0,0.210823,0.2108,0.289199,0.289178
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","PAbandons1",0.1,0,0.0999989,0.127303,1,1,1,1,0.25,0.0562594,,,0,,,,,1,0,0,,9.8875,9.8875,19.775,0.225,999.953,999.953,0.225,0.10552,0.0690241,0.174544,0.011871,0.0767893,0,0.225,0,0,,1,0,0,0.0620441,0,0.0380268,1,1,0,0,0,1,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","PDoesntAbandon1",0.3743,0,0.374327,0.599541,1,1,1,1,0.744394,0.440892,,,0,,,,,0,0.267114,0.732886,0.499982,10.4936,9.22647,19.72,0.279966,1000.07,998.951,0.279966,0.229828,0.169353,0.399181,0.150296,0.123478,0,0.279966,0,0,,0,0.267114,0,0.61697,0,1.95578,1,1,0,0,0,0,0.267114,0.366456,0.36643
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","DDefaults1",0.1,0,0.0999879,0.872694,1,1,1,1,0.943741,0.75,,,0,,,,,0,1,0,,10.8875,8.8875,19.775,0.225,1000.15,998.46,0.225,0.174546,0.10552,0.280065,0.088662,0.011871,0,0.225,0,0,,0,1,0,0.937954,0,0.0380243,1,1,0,0,0,0,1,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","DDoesntDefault1",0.2743,0,0.274339,0.499985,1,1,1,1,0.671739,0.328231,,,0,,,,,0,0,1,0.499982,10.35,9.35002,19.7,0.3,1000.04,999.13,0.3,0.249977,0.192618,0.442595,0.17276,0.164156,0,0.3,0,0,,0,0,0,0.499982,0,2.65474,1,1,0,0,0,0,0,0.500018,0.499982
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","POrDQuits1",0.2,0,0.199987,0.499978,1,1,1,1,0.596851,0.403111,,,0,,,,,0.500027,0.499973,0,,10.3875,9.38753,19.775,0.225,1000.05,999.207,0.225,0.140031,0.087271,0.227302,0.0502644,0.0443319,0,0.225,0,0,,0.500027,0.499973,0,0.499975,0,0.0380256,1,1,0,0,0,0.500027,0.499973,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","P Loses",0.1372,0,0.137174,0.2937,1,1,1,1,0.503569,0.160065,,,0,,,,,0,0,1,0,9.85,9.85,19.7,0.3,999.935,999.935,0.3,0.114715,0.270517,0.385232,0.0172073,0.311094,0,0.3,0,0,,0,0,0,0.235232,0,2.65475,1,1,0,0,0,0,0,1,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.75","0","3","P Wins",0.1372,0,0.137164,0.706285,1,1,1,1,0.839921,0.49641,,,0,,,,,0,0,1,1,10.85,8.85,19.7,0.3,1000.15,998.326,0.3,0.385249,0.114713,0.499962,0.328324,0.0172069,0,0.3,0,0,,0,0,0,0.764751,0,2.65473,1,1,0,0,0,0,0,0,1
