"OptionSet","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","MutOptLiability-4",0.0376,0,0.0376199,0.500008,1,1,1,1,0.227969,0.774582,,,1,,,,,0,0,0,,10.4825,9.47997,1000.11,999.601,0.0375,0.199673,0.198409,0.398082,0.0949856,0.0982907,0,0,1,0.501275,0,0,0,0.50001,0,-4,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","MutOptLiability-5",0.0266,0,0.0266091,0.500012,1,1,1,1,0.0937886,0.891477,,,1,,,,,0,0,0,,10.4739,9.48862,1000.11,999.659,0.0375,0.238789,0.246173,0.484961,0.11863,0.124572,0,0,1,0.492633,0,0,0,0.500016,0,-5.48925,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","Truly Liable MutOptLiability5",0.0133,0,0.013304,0.640605,1,1,1,1,0.937663,0.133237,,,0,,,,,0,0,1,0.696105,10.6358,9.21419,1000.1,998.924,0.15,0.0783118,0.364187,0.442499,0.00881008,0.377096,0,0,0,,0,0,0,1,0,5.48952,1,1,0,0,0,0,0,0.303895,0.696105
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","Truly Liable MutOptLiability4",0.0188,0,0.0188079,0.676362,1,1,1,1,0.901729,0.309086,,,0,,,,,0,0,1,0.735335,10.678,9.17202,1000.1,998.864,0.15,0.0827252,0.322015,0.40474,0.00930658,0.328599,0,0,0,,0,0,0,1,0,4,1,1,0,0,0,0,0,0.264665,0.735335
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","Truly Liable MutOptLiability3",0.0354,0,0.0353594,0.700226,1,1,1,1,0.872121,0.51776,,,0.354241,,,,,0,0,0.645759,0.708683,10.7197,9.17014,1000.12,998.935,0.110148,0.0514844,0.280287,0.331771,0.00579199,0.265739,0,0,0.354241,0.866759,0,0,0,1,0,3,1,1,0,0,0.354241,0,0,0.18812,0.457639
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","Truly Liable MutOptLiability2",0.057,0,0.0570152,0.721566,1,1,1,1,0.849434,0.651466,,,0.586063,,,,,0,0,0.413937,0.682068,10.7521,9.16381,1000.12,998.974,0.084068,0.0317625,0.247874,0.279636,0.00357328,0.21853,0,0,0.586063,0.863686,0,0,0,1,0,2,1,1,0,0,0.586063,0,0,0.131604,0.282334
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","Truly Liable MutOptLiability1",0.0788,0,0.0788101,0.739391,1,1,1,1,0.828794,0.738257,,,0.752263,,,,,0,0,0.247737,0.659372,10.7748,9.1598,1000.13,999.004,0.0653704,0.018377,0.225171,0.243548,0.00206741,0.182244,0,0,0.752263,0.852365,0,0,0,1,0,1,1,1,0,0,0.752263,0,0,0.0843862,0.163351
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","Truly Liable MutOptLiability0",0.0934,0,0.0933871,0.753321,1,1,1,1,0.80674,0.79571,,,0.95902,,,,,0,0,0.04098,0.697767,10.7787,9.17917,1000.14,999.084,0.0421103,0.0032169,0.221282,0.224499,0.000361902,0.144697,0,0,0.95902,0.803498,0,0,0,1,0,0,1,1,0,0,0.95902,0,0,0.0123856,0.0285947
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","Truly Liable MutOptLiability-1",0.0788,0,0.0788123,0.739395,1,1,1,1,0.753246,0.818727,,,1,,,,,0,0,0,,10.7672,9.19526,1000.14,999.126,0.0375,0,0.232763,0.232763,0,0.141535,0,0,1,0.785987,0,0,0,1,0,-1,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","Truly Liable MutOptLiability-2",0.057,0,0.0570174,0.721573,1,1,1,1,0.672376,0.839957,,,1,,,,,0,0,0,,10.7374,9.22508,1000.13,999.187,0.0375,0,0.262583,0.262583,0,0.152015,0,0,1,0.756167,0,0,0,1,0,-2,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","Truly Liable MutOptLiability-3",0.0354,0,0.0353619,0.700235,1,1,1,1,0.547446,0.862926,,,1,,,,,0,0,0,,10.6864,9.27606,1000.13,999.293,0.0375,0,0.313564,0.313564,0,0.16753,0,0,1,0.705186,0,0,0,1,0,-3,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","Truly Liable MutOptLiability-4",0.0188,0,0.0188103,0.67638,1,1,1,1,0.351335,0.892545,,,1,,,,,0,0,0,,10.6032,9.35931,1000.13,999.461,0.0375,0,0.39681,0.39681,0,0.196577,0,0,1,0.62194,0,0,0,1,0,-4,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","Truly Liable MutOptLiability-5",0.0133,0,0.013305,0.640638,1,1,1,1,0.122709,0.930132,,,1,,,,,0,0,0,,10.5077,9.45483,1000.12,999.624,0.0375,0,0.492329,0.492329,0,0.249137,0,0,1,0.526421,0,0,0,1,0,-5.48919,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","Truly Not Liable MutOptLiability5",0.0133,0,0.0133057,0.359367,1,1,1,1,0.889664,0.0670158,,,0,,,,,0,0,1,0.303856,10.2141,9.63586,1000.02,999.522,0.15,0.364145,0,0.364145,0.377048,0,0,0,0,,0,0,0,0,0,5.48957,1,1,0,0,0,0,0,0.696144,0.303856
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","Truly Not Liable MutOptLiability4",0.0188,0,0.0188092,0.323622,1,1,1,1,0.679082,0.10032,,,0,,,,,0,0,1,0.264647,10.172,9.678,1000.01,999.582,0.15,0.321995,0,0.321995,0.328576,0,0,0,0,,0,0,0,0,0,4,1,1,0,0,0,0,0,0.735353,0.264647
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","Truly Not Liable MutOptLiability3",0.0354,0,0.0353607,0.299765,1,1,1,1,0.473432,0.129923,,,0.354289,,,,,0,0,0.645711,0.291328,10.1701,9.71973,1000.02,999.659,0.110143,0.280274,0,0.280274,0.265724,0,0,0,0.354289,0.133209,0,0,0,0,0,3,1,1,0,0,0.354289,0,0,0.457597,0.188114
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","Truly Not Liable MutOptLiability2",0.057,0,0.0570191,0.27842,1,1,1,1,0.342165,0.152657,,,0.5861,,,,,0,0,0.4139,0.317938,10.1638,9.75214,1000.02,999.716,0.0840638,0.247856,0,0.247856,0.218509,0,0,0,0.5861,0.136292,0,0,0,0,0,2,1,1,0,0,0.5861,0,0,0.282305,0.131595
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","Truly Not Liable MutOptLiability1",0.0788,0,0.0788139,0.260599,1,1,1,1,0.257142,0.173416,,,0.752275,,,,,0,0,0.247725,0.340628,10.1587,9.77593,1000.03,999.762,0.065369,0.22407,0,0.22407,0.181101,0,0,0,0.752275,0.146175,0,0,0,0,0,1,1,1,0,0,0.752275,0,0,0.163343,0.084382
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","Truly Not Liable MutOptLiability0",0.0934,0,0.0933914,0.24667,1,1,1,1,0.20089,0.195668,,,0.972569,,,,,0,0,0.027431,0.44921,10.1697,9.78973,1000.04,999.824,0.0405859,0.21027,0,0.21027,0.130616,0,0,0,0.972569,0.182774,0,0,0,0,0,0,1,1,0,0,0.972569,0,0,0.0151085,0.0123221
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","Truly Not Liable MutOptLiability-1",0.0788,0,0.0788146,0.2606,1,1,1,1,0.178161,0.250009,,,1,,,,,0,0,0,,10.1953,9.76717,1000.04,999.814,0.0375,0.232835,0,0.232835,0.138839,0,0,0,1,0.214085,0,0,0,0,0,-1,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","Truly Not Liable MutOptLiability-2",0.057,0,0.0570189,0.278423,1,1,1,1,0.1571,0.3321,,,1,,,,,0,0,0,,10.2259,9.73665,1000.05,999.8,0.0375,0.26335,0,0.26335,0.148584,0,0,0,1,0.2446,0,0,0,0,0,-2,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","Truly Not Liable MutOptLiability-3",0.0354,0,0.0353621,0.299764,1,1,1,1,0.134213,0.458673,,,1,,,,,0,0,0,,10.2777,9.68481,1000.07,999.78,0.0375,0.315193,0,0.315193,0.1629,0,0,0,1,0.296443,0,0,0,0,0,-3,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","Truly Not Liable MutOptLiability-4",0.0188,0,0.0188096,0.323629,1,1,1,1,0.104597,0.656613,,,1,,,,,0,0,0,,10.3619,9.60064,1000.09,999.742,0.0375,0.399355,0,0.399355,0.189975,0,0,0,1,0.380605,0,0,0,0,0,-4,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","Truly Not Liable MutOptLiability-5",0.0133,0,0.0133041,0.359378,1,1,1,1,0.0648664,0.852819,,,1,,,,,0,0,0,,10.4401,9.52241,1000.11,999.693,0.0375,0.477593,0,0.477593,0.237267,0,0,0,1,0.458843,0,0,0,0,0,-5.48931,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","High Quality",0.3263,0,0.326313,0.854797,1,1,1,1,0.885559,0.87413,,,0.868503,,,,,0,0,0.131497,0.920329,10.8892,9.05848,1000.15,998.915,0.0522934,0.0713873,0.102614,0.174001,0.0582035,0.0322495,0,0,0.868503,0.909848,0,0,0,0.936562,0,-9.10326E-05,1,1,0,0,0.868503,0,0,0.0104765,0.121021
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","High Quality Liable MutOptLiability5",0.0057,0,0.00566071,0.816908,1,1,1,1,0.949629,0.200522,,,0,,,,,0,0,1,0.920295,10.8768,8.97318,1000.14,998.582,0.15,0.176777,0.111627,0.288404,0.101018,0.0900263,0,0,0,,0,0,0,0.919125,0,5.39103,1,1,0,0,0,0,0,0.079705,0.920295
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","High Quality Liable MutOptLiability4",0.0101,0,0.0100852,0.832173,1,1,1,1,0.948673,0.434203,,,0,,,,,0,0,1,0.92809,10.8852,8.9648,1000.14,998.57,0.15,0.171451,0.104694,0.276146,0.0935673,0.0817511,0,0,0,,0,0,0,0.92638,0,4,1,1,0,0,0,0,0,0.0719097,0.92809
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","High Quality Liable MutOptLiability3",0.0213,0,0.0212779,0.842878,1,1,1,1,0.947256,0.705126,,,0.504197,,,,,0,0,0.495803,0.922474,10.9053,9.00138,1000.15,998.736,0.0932779,0.115582,0.0870846,0.202666,0.0768299,0.0458068,0,0,0.504197,0.949845,0,0,0,0.931303,0,3,1,1,0,0,0.504197,0,0,0.0384377,0.457365
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","High Quality Liable MutOptLiability2",0.0374,0,0.0373617,0.85262,1,1,1,1,0.944619,0.834194,,,0.756684,,,,,0,0,0.243316,0.91682,10.9169,9.01827,1000.15,998.818,0.0648731,0.0860478,0.07713,0.163178,0.0665159,0.0263899,0,0,0.756684,0.949686,0,0,0,0.93568,0,2,1,1,0,0,0.756684,0,0,0.0202391,0.223077
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","High Quality Liable MutOptLiability1",0.0549,0,0.0548733,0.860981,1,1,1,1,0.93983,0.896002,,,0.886839,,,,,0,0,0.113161,0.911706,10.9217,9.0281,1000.16,998.862,0.0502307,0.0694376,0.0731202,0.142558,0.0595218,0.0167625,0,0,0.886839,0.947325,0,0,0,0.939353,0,1,1,1,0,0,0.886839,0,0,0.00999152,0.10317
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","High Quality Liable MutOptLiability0",0.0678,0,0.0677849,0.867724,1,1,1,1,0.931457,0.925458,,,0.980623,,,,,0,0,0.019377,0.908713,10.9123,9.04799,1000.16,998.914,0.0396799,0.0561001,0.0818653,0.137965,0.0523141,0.0169161,0,0,0.980623,0.932023,0,0,0,0.942258,0,0,1,1,0,0,0.980623,0,0,0.00176889,0.0176084
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","High Quality Liable MutOptLiability-1",0.0549,0,0.0548755,0.860983,1,1,1,1,0.907906,0.936137,,,1,,,,,0,0,0,,10.9033,9.05923,1000.15,998.941,0.0375,0.0561271,0.0899357,0.146063,0.0530152,0.0189903,0,0,1,0.922022,0,0,0,0.939354,0,-1,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","High Quality Liable MutOptLiability-2",0.0374,0,0.037364,0.852623,1,1,1,1,0.85678,0.942463,,,1,,,,,0,0,0,,10.8809,9.08163,1000.15,998.986,0.0375,0.057825,0.110222,0.168047,0.0533419,0.0270316,0,0,1,0.899621,0,0,0,0.935681,0,-2,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","High Quality Liable MutOptLiability-3",0.0213,0,0.0212802,0.842882,1,1,1,1,0.746472,0.946062,,,1,,,,,0,0,0,,10.8275,9.13498,1000.15,999.091,0.0375,0.0578372,0.159049,0.216886,0.050509,0.0479757,0,0,1,0.846267,0,0,0,0.931305,0,-3,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","High Quality Liable MutOptLiability-4",0.0101,0,0.0100873,0.832178,1,1,1,1,0.50766,0.948044,,,1,,,,,0,0,0,,10.7091,9.2534,1000.14,999.317,0.0375,0.053712,0.268232,0.321944,0.0408993,0.0984516,0,0,1,0.727852,0,0,0,0.926382,0,-4,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","High Quality Liable MutOptLiability-5",0.0057,0,0.00566232,0.816915,1,1,1,1,0.181456,0.949403,,,1,,,,,0,0,0,,10.5467,9.41582,1000.12,999.58,0.0375,0.0466964,0.416113,0.46281,0.027408,0.193575,0,0,1,0.565429,0,0,0,0.919129,0,-5.39076,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","PLiabilitySignal 1",0.0863,0,0.08626,0.149352,1,1,1,1,0.05,0.13248,,,1,,,,,0,0,0,,10.0725,9.89001,1000.02,999.948,0.0375,0.0964901,0.0704875,0.166978,0.0184556,0.0632777,0,0,1,0.09124,0,0,0,0.0809518,0,-1.88523,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","PLiabilitySignal 2",0.102,0,0.10203,0.190383,1,1,1,1,0.05,0.164853,,,1,,,,,0,0,0,,10.0887,9.87382,1000.03,999.938,0.0375,0.102411,0.0974649,0.199875,0.0224144,0.0847581,0,0,1,0.107426,0,0,0,0.116849,0,-1.15786,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","PLiabilitySignal 3",0.1068,0,0.10676,0.250256,1,1,1,1,0.05,0.21916,,,1,,,,,0,0,0,,10.1158,9.84667,1000.03,999.92,0.0375,0.108968,0.141181,0.250149,0.0276773,0.117604,0,0,1,0.13458,0,0,0,0.178836,0,-0.58081,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","PLiabilitySignal 4",0.1042,0,0.10421,0.334236,1,1,1,1,0.05,0.305184,,,1,,,,,0,0,0,,10.1588,9.80366,1000.04,999.892,0.0375,0.113372,0.206683,0.320055,0.033395,0.16308,0,0,1,0.177592,0,0,0,0.279183,0,-0.20768,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","PLiabilitySignal 5",0.1008,0,0.10075,0.441376,1,1,1,1,0.35,0.424654,,,0.55927,,,,,0,0,0.44073,0.224286,10.3454,9.56754,1000.07,999.622,0.0870821,0.203687,0.21377,0.417456,0.141175,0.144284,0,0,0.55927,0.534949,0,0,0,0.42018,0,-0.03883,1,1,0,0,0.55927,0,0,0.34188,0.0988497
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","PLiabilitySignal 6",0.1008,0,0.10075,0.558629,1,1,1,1,0.700972,0.560005,,,0.533331,,,,,0,0,0.466669,0.394417,10.5463,9.36374,1000.09,999.305,0.0900002,0.210579,0.184713,0.395292,0.181262,0.128519,0,0,0.533331,0.770431,0,0,0,0.579827,0,0.03874,1,1,0,0,0.533331,0,0,0.282606,0.184062
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","PLiabilitySignal 7",0.1042,0,0.10421,0.665769,1,1,1,1,0.95,0.681099,,,0.58698,,,,,0,0,0.41302,0.549043,10.7439,9.1721,1000.12,998.997,0.0839648,0.191498,0.119518,0.311016,0.177992,0.0912645,0,0,0.58698,0.95,0,0,0,0.720823,0,0.20759,1,1,0,0,0.58698,0,0,0.186254,0.226766
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","PLiabilitySignal 8",0.1068,0,0.10676,0.749734,1,1,1,1,0.95,0.769419,,,0.70317,,,,,0,0,0.29683,0.664706,10.8335,9.09557,1000.14,998.915,0.0708934,0.148648,0.101526,0.250175,0.135331,0.0621587,0,0,0.70317,0.95,0,0,0,0.821151,0,0.58099,1,1,0,0,0.70317,0,0,0.0995253,0.197305
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","PLiabilitySignal 9",0.102,0,0.10203,0.809608,1,1,1,1,0.95,0.825887,,,0.78321,,,,,0,0,0.21679,0.760514,10.8822,9.0559,1000.15,998.877,0.0618889,0.111995,0.0874938,0.199489,0.0994052,0.0403523,0,0,0.78321,0.95,0,0,0,0.88314,0,1.15804,1,1,0,0,0.78321,0,0,0.0519183,0.164872
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","PLiabilitySignal 10",0.0862,0,0.08624,0.850648,1,1,1,1,0.95,0.859944,,,0.83463,,,,,0,0,0.16537,0.832372,10.9066,9.03728,1000.15,998.862,0.0561041,0.085671,0.078516,0.164187,0.0740803,0.0264653,0,0,0.83463,0.95,0,0,0,0.919048,0,1.88523,1,1,0,0,0.83463,0,0,0.0277207,0.137649
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","DLiabilitySignal 1",0.0863,0,0.0862637,0.149358,1,1,1,1,0.135558,0.05,,,0.834606,,,,,0,0,0.165394,0.167645,10.0373,9.90661,1000.01,999.932,0.0561069,0.0795833,0.0722411,0.151824,0.0265895,0.0725722,0,0,0.834606,0.05,0,0,0,0.080957,0,1.88536,1,1,0,0,0.834606,0,0,0.137667,0.0277276
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","DLiabilitySignal 2",0.102,0,0.102029,0.190386,1,1,1,1,0.169476,0.05,,,0.783232,,,,,0,0,0.216768,0.239475,10.0559,9.88222,1000.01,999.896,0.0618864,0.0899894,0.0967669,0.186756,0.0406294,0.0976896,0,0,0.783232,0.05,0,0,0,0.116854,0,1.15791,1,1,0,0,0.783232,0,0,0.164858,0.0519106
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","DLiabilitySignal 3",0.1068,0,0.106758,0.25026,1,1,1,1,0.226158,0.05,,,0.703188,,,,,0,0,0.296812,0.335291,10.0956,9.83354,1000.01,999.825,0.0708914,0.107357,0.131781,0.239138,0.0628114,0.133431,0,0,0.703188,0.05,0,0,0,0.178843,0,0.580883,1,1,0,0,0.703188,0,0,0.197294,0.0995183
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","DLiabilitySignal 4",0.1042,0,0.104208,0.334228,1,1,1,1,0.315326,0.05,,,0.586989,,,,,0,0,0.413011,0.450952,10.1721,9.74394,1000.03,999.694,0.0839637,0.132406,0.174032,0.306438,0.092713,0.176027,0,0,0.586989,0.05,0,0,0,0.279173,0,0.207545,1,1,0,0,0.586989,0,0,0.226763,0.186248
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","DLiabilitySignal 5",0.1008,0,0.100751,0.441373,1,1,1,1,0.438079,0.393613,,,0.596735,,,,,0,0,0.403265,0.637608,10.3769,9.54018,1000.08,999.515,0.0828673,0.217684,0.201369,0.419054,0.120038,0.172264,0,0,0.596735,0.263259,0,0,0,0.420176,0,0.0387763,1,1,0,0,0.596735,0,0,0.14614,0.257125
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","DLiabilitySignal 6",0.1008,0,0.10075,0.558621,1,1,1,1,0.575522,0.548913,,,0.495868,,,,,0,0,0.504132,0.753369,10.5268,9.37903,1000.1,999.3,0.0942148,0.225481,0.214007,0.439488,0.134145,0.166442,0,0,0.495868,0.372041,0,0,0,0.579815,0,-0.0388902,1,1,0,0,0.495868,0,0,0.124335,0.379797
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","DLiabilitySignal 7",0.1042,0,0.104206,0.665766,1,1,1,1,0.696837,0.95,,,1,,,,,0,0,0,,10.8047,9.15783,1000.15,999.121,0.0375,0.206508,0.11219,0.318698,0.163855,0.0348499,0,0,1,0.823418,0,0,0,0.72082,0,-0.207657,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","DLiabilitySignal 8",0.1068,0,0.106754,0.749735,1,1,1,1,0.783946,0.95,,,1,,,,,0,0,0,,10.8482,9.11428,1000.15,999.044,0.0375,0.141232,0.107455,0.248687,0.118343,0.0288737,0,0,1,0.866973,0,0,0,0.821152,0,-0.580993,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","DLiabilitySignal 9",0.102,0,0.102024,0.80961,1,1,1,1,0.838714,0.95,,,1,,,,,0,0,0,,10.8756,9.08689,1000.15,998.995,0.0375,0.0975873,0.100741,0.198329,0.0853471,0.023335,0,0,1,0.894357,0,0,0,0.883143,0,-1.15802,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","DLiabilitySignal 10",0.0863,0,0.0862547,0.850647,1,1,1,1,0.871175,0.95,,,1,,,,,0,0,0,,10.8918,9.07066,1000.15,998.966,0.0375,0.0706117,0.0947883,0.1654,0.0637157,0.0191522,0,0,1,0.910588,0,0,0,0.91905,0,-1.88533,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","PDoesntFile",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","P Files",1,0,1,0.499992,1,1,1,1,0.505126,0.4942,,,0.797469,,,,,0,0,0.202531,0.503091,10.4688,9.47095,1000.08,999.428,0.0602848,0.138598,0.131775,0.270373,0.0923268,0.0936874,0,0,0.797469,0.497786,0,0,0,0.499991,0,-1.85688E-05,1,1,0,0,0.797469,0,0,0.10064,0.101892
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","DDoesntAnswer",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","D Answers",1,0,1,0.499992,1,1,1,1,0.505126,0.4942,,,0.797469,,,,,0,0,0.202531,0.503091,10.4688,9.47095,1000.08,999.428,0.0602848,0.138598,0.131775,0.270373,0.0923268,0.0936874,0,0,0.797469,0.497786,0,0,0,0.499991,0,-1.85688E-05,1,1,0,0,0.797469,0,0,0.10064,0.101892
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","Settles1",0.7975,0,0.797469,0.499464,1,1,1,1,0.437715,0.557856,,,1,,,,,0,0,0,,10.479,9.48346,1000.09,999.482,0.0375,0.117304,0.118684,0.235988,0.0664504,0.0692706,0,0,1,0.497786,0,0,0,0.499196,0,-0.711015,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0.25","3","DoesntSettle1",0.2025,0,0.202531,0.502072,1,1,1,1,0.77056,0.243553,,,0,,,,,0,0,1,0.503091,10.4283,9.42168,1000.06,999.218,0.15,0.222446,0.18332,0.405766,0.194215,0.189829,0,0,0,,0,0,0,0.50312,0,2.79953,1,1,0,0,0,0,0,0.496909,0.503091
