"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","POffer1Action1","DOffer1Action1","POffer1Action2","DOffer1Action2","POffer1Action3","DOffer1Action3","POffer1Action4","DOffer1Action4","POffer1Action5","DOffer1Action5","POffer1Action6","DOffer1Action6","POffer1Action7","DOffer1Action7","POffer1Action8","DOffer1Action8","POffer1Action9","DOffer1Action9","POffer1Action10","DOffer1Action10","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","PLiabilitySignal6","PLiabilitySignal7","PLiabilitySignal8","PLiabilitySignal9","PLiabilitySignal10","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","DLiabilitySignal6","DLiabilitySignal7","DLiabilitySignal8","DLiabilitySignal9","DLiabilitySignal10","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"Specification-Baseline__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50","2.665E-15","2","All",1,0,1,0.499997,0.60759,0.60759,1,1,0.95,0.587096,,,1.92551E-15,0.388468,0,0,0,0,0,0,0,0,0,0.0332055,0,0,0,0,0,0,1,0.578326,0.351385,,,,,0,0,0.256205,0.499997,10.3323,9.40851,19.7409,0.259138,10.3323,9.40851,0.259138,0.239298,0.231817,0.471115,0.251382,0.235158,0,0.259138,0,0,0,0,0,0.351385,0.95,0,0,0,0.499993,0,-4.60693E-05,0.08045,0.09768,0.10618,0.1081,0.1076,0.1076,0.1081,0.10618,0.09768,0.08043,0.0804506,0.0976783,0.10618,0.108096,0.107602,0.107601,0.108094,0.106176,0.0976736,0.0804476,0.60759,0.60759,0.39241,0,0.351385,0,0,0.128103,0.128102
"Specification-Baseline__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50","2.665E-15","2","NoDispute",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Specification-Baseline__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50","2.665E-15","2","DisputeArises",1,0,1,0.499997,0.60759,0.60759,1,1,0.95,0.587096,,,1.92551E-15,0.388468,0,0,0,0,0,0,0,0,0,0.0332055,0,0,0,0,0,0,1,0.578326,0.351385,,,,,0,0,0.256205,0.499997,10.3323,9.40851,19.7409,0.259138,10.3323,9.40851,0.259138,0.239298,0.231817,0.471115,0.251382,0.235158,0,0.259138,0,0,0,0,0,0.351385,0.95,0,0,0,0.499993,0,-4.60693E-05,0.08045,0.09768,0.10618,0.1081,0.1076,0.1076,0.1081,0.10618,0.09768,0.08043,0.0804506,0.0976783,0.10618,0.108096,0.107602,0.107601,0.108094,0.106176,0.0976736,0.0804476,0.60759,0.60759,0.39241,0,0.351385,0,0,0.128103,0.128102
"Specification-Baseline__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50","2.665E-15","2","PFiles",0.6076,0,1,0.580142,1,1,1,1,0.95,0.587096,,,1.92551E-15,0.388468,0,0,0,0,0,0,0,0,0,0.0332055,0,0,0,0,0,0,1,0.578326,0.578326,,,,,0,0,0.421674,0.499997,10.547,9.0265,19.5735,0.426502,10.547,9.0265,0.426502,0.393847,0.218907,0.612754,0.413736,0.224405,0,0.426502,0,0,0,0,0,0.578326,0.95,0,0,0,0.660284,0,0.63961,0,0,0,1.92551E-15,0.177093,0.177093,0.177916,0.174756,0.160766,0.132375,0.0234686,0.0378764,0.0561787,0.0777536,0.101392,0.125005,0.144972,0.15556,0.15046,0.127334,1,1,0,0,0.578326,0,0,0.210838,0.210836
"Specification-Baseline__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50","2.665E-15","2","DAnswers",0.6076,0,1,0.580142,1,1,1,1,0.95,0.587096,,,1.92551E-15,0.388468,0,0,0,0,0,0,0,0,0,0.0332055,0,0,0,0,0,0,1,0.578326,0.578326,,,,,0,0,0.421674,0.499997,10.547,9.0265,19.5735,0.426502,10.547,9.0265,0.426502,0.393847,0.218907,0.612754,0.413736,0.224405,0,0.426502,0,0,0,0,0,0.578326,0.95,0,0,0,0.660284,0,0.63961,0,0,0,1.92551E-15,0.177093,0.177093,0.177916,0.174756,0.160766,0.132375,0.0234686,0.0378764,0.0561787,0.0777536,0.101392,0.125005,0.144972,0.15556,0.15046,0.127334,1,1,0,0,0.578326,0,0,0.210838,0.210836
"Specification-Baseline__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50","2.665E-15","2","Litigated",0.6076,0,1,0.580142,1,1,1,1,0.95,0.587096,,,1.92551E-15,0.388468,0,0,0,0,0,0,0,0,0,0.0332055,0,0,0,0,0,0,1,0.578326,0.578326,,,,,0,0,0.421674,0.499997,10.547,9.0265,19.5735,0.426502,10.547,9.0265,0.426502,0.393847,0.218907,0.612754,0.413736,0.224405,0,0.426502,0,0,0,0,0,0.578326,0.95,0,0,0,0.660284,0,0.63961,0,0,0,1.92551E-15,0.177093,0.177093,0.177916,0.174756,0.160766,0.132375,0.0234686,0.0378764,0.0561787,0.0777536,0.101392,0.125005,0.144972,0.15556,0.15046,0.127334,1,1,0,0,0.578326,0,0,0.210838,0.210836
"Specification-Baseline__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50","2.665E-15","2","Not Litigated",0.3924,0,1,0.375903,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,10,10,20,0,10,10,0,0,0.251806,0.251806,0,0.251806,0,0,0,0,0,0,0,0,,0,0,0,0.251806,0,-0.99046,0.205015,0.248923,0.270584,0.275477,0,0,0,0,0,0,0.168679,0.190273,0.1836,0.155077,0.117218,0.0806547,0.0509933,0.0297122,0.0159419,0.00785014,0,0,1,0,0,0,0,0,0
"Specification-Baseline__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50","2.665E-15","2","Settles",0.3514,0,1,0.638577,1,1,1,1,0.95,0.95,,,3.32933E-15,2.4915E-15,0,0,0,0,0,0,0,0,0,2.22364E-16,0,0,0,0,0,0,1,1,1,,,,,0,0,0,,10.8,8.9,19.7,0.3,10.8,8.9,0.3,0.322847,0.155431,0.478277,0.277416,0.0310861,0,0.3,0,0,0,0,0,1,0.95,0,0,0,0.777153,0,-0.565888,0,0,0,3.32933E-15,0.0900675,0.130901,0.173183,0.205032,0.212489,0.188327,3.63484E-16,4.67156E-16,5.23434E-16,5.20472E-16,4.64617E-16,3.74275E-16,0.250675,0.268984,0.260164,0.220177,1,1,0,0,1,0,0,0,0
"Specification-Baseline__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50","2.665E-15","2","Tried",0.2562,0,1,0.499999,1,1,1,1,0.95,0.0893735,,,0,0.921253,0,0,0,0,0,0,0,0,0,0.078747,0,0,0,0,0,0,1,0,0,,,,,0,0,1,0.499997,10.2,9.2,19.4,0.6,10.2,9.2,0.6,0.491225,0.305964,0.79719,0.600698,0.489543,0,0.6,0,0,0,0,0,0,,0,0,0,0.499998,0,2.29295,0,0,0,0,0.296449,0.240445,0.184408,0.133232,0.0898281,0.0556376,0.0556558,0.0898239,0.133228,0.184393,0.240451,0.296449,0,0,0,0,1,1,0,0,0,0,0,0.500003,0.499997
"Specification-Baseline__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50","2.665E-15","2","PWins",0.1281,0,1,0.558772,1,1,1,1,0.95,0.0858387,,,0,0.928323,0,0,0,0,0,0,0,0,0,0.0716775,0,0,0,0,0,0,1,0,0,,,,,0,0,1,1,11,8.4,19.4,0.6,11,8.4,0.6,0.982456,0,0.982456,1.2014,0,0,0.6,0,0,0,0,0,0,,0,0,0,0.617544,0,2.29292,0,0,0,0,0.193241,0.208292,0.200964,0.173391,0.133377,0.0907358,0.0205481,0.0462773,0.0930701,0.167839,0.272607,0.399659,0,0,0,0,1,1,0,0,0,0,0,0,1
