"OptionSet","Exploit","Refine","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","All",1,0,1,0.499992,1,1,1,1,0.684455,0.31553,,,0.581216,,,,,0.133498,0.133495,0.109058,0.499997,10.4836,9.48365,19.9673,0.0327173,1000.08,999.394,0.0327173,0.120235,0.112079,0.232314,0.101737,0.0999028,0,0.0327173,0,0.581216,0.499987,0.154865,0.154862,0.0427339,0.499991,0,-1.85688E-05,1,1,0,0,0.581216,0.133498,0.133495,0.0545292,0.0545284
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","DisputeArises",1,0,1,0.499992,1,1,1,1,0.684455,0.31553,,,0.581216,,,,,0.133498,0.133495,0.109058,0.499997,10.4836,9.48365,19.9673,0.0327173,1000.08,999.394,0.0327173,0.120235,0.112079,0.232314,0.101737,0.0999028,0,0.0327173,0,0.581216,0.499987,0.154865,0.154862,0.0427339,0.499991,0,-1.85688E-05,1,1,0,0,0.581216,0.133498,0.133495,0.0545292,0.0545284
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","PFiles",1,0,1,0.499992,1,1,1,1,0.684455,0.31553,,,0.581216,,,,,0.133498,0.133495,0.109058,0.499997,10.4836,9.48365,19.9673,0.0327173,1000.08,999.394,0.0327173,0.120235,0.112079,0.232314,0.101737,0.0999028,0,0.0327173,0,0.581216,0.499987,0.154865,0.154862,0.0427339,0.499991,0,-1.85688E-05,1,1,0,0,0.581216,0.133498,0.133495,0.0545292,0.0545284
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","DAnswers",1,0,1,0.499992,1,1,1,1,0.684455,0.31553,,,0.581216,,,,,0.133498,0.133495,0.109058,0.499997,10.4836,9.48365,19.9673,0.0327173,1000.08,999.394,0.0327173,0.120235,0.112079,0.232314,0.101737,0.0999028,0,0.0327173,0,0.581216,0.499987,0.154865,0.154862,0.0427339,0.499991,0,-1.85688E-05,1,1,0,0,0.581216,0.133498,0.133495,0.0545292,0.0545284
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","Litigated",1,0,1,0.499992,1,1,1,1,0.684455,0.31553,,,0.581216,,,,,0.133498,0.133495,0.109058,0.499997,10.4836,9.48365,19.9673,0.0327173,1000.08,999.394,0.0327173,0.120235,0.112079,0.232314,0.101737,0.0999028,0,0.0327173,0,0.581216,0.499987,0.154865,0.154862,0.0427339,0.499991,0,-1.85688E-05,1,1,0,0,0.581216,0.133498,0.133495,0.0545292,0.0545284
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","Not Litigated",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","Settles",0.5812,0,0.581216,0.499989,1,1,1,1,0.493122,0.506852,,,1,,,,,0,0,0,,10.5,9.50001,20,0,1000.09,999.463,0,0.0804056,0.0804054,0.160811,0.0551101,0.0551115,0,0,0,1,0.499987,0,0,0,0.499987,0,-1.08697,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","Tried",0.1091,0,0.109058,0.499997,1,1,1,1,0.95,0.05,,,0,,,,,0,0,1,0.499997,10.35,9.35,19.7,0.3,1000.03,998.997,0.3,0.30507,0.230291,0.535361,0.270266,0.253441,0,0.3,0,0,,0,0,0,0.499997,0,3.37737,1,1,0,0,0,0,0,0.500003,0.499997
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","PWins",0.0545,0,0.0545284,0.613138,1,1,1,1,0.95,0.05,,,0,,,,,0,0,1,1,10.925,8.775,19.7,0.3,1000.16,998.024,0.3,0.560291,0.0498532,0.610144,0.536797,0.00373899,0,0.3,0,0,,0,0,0,0.664709,0,3.37733,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","DWins",0.0545,0,0.0545292,0.386858,1,1,1,1,0.95,0.05,,,0,,,,,0,0,1,0,9.775,9.925,19.7,0.3,999.894,999.97,0.3,0.0498535,0.410726,0.460579,0.00373901,0.503139,0,0.3,0,0,,0,0,0,0.335286,0,3.37742,1,1,0,0,0,0,0,1,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","Abandoned",0.3097,0,0.309726,0.499996,1,1,1,1,0.95,0.05,,,0,,,,,0.431018,0.431009,0,,10.5,9.5,20,0,1000.08,999.404,0,0.129894,0.129894,0.259787,0.129894,0.129894,0,0,0,0,,0.500005,0.499995,0.137973,0.499996,0,0.850484,1,1,0,0,0,0.431018,0.431009,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","Rounds1",0.9573,0,0.957266,0.499992,1,1,1,1,0.672601,0.327384,,,0.607162,,,,,0.139457,0.139454,0.113926,0.499997,10.4829,9.48292,19.9658,0.0341778,1000.08,999.394,0.0341778,0.114442,0.105922,0.220364,0.0951181,0.0932023,0,0.0341778,0,0.607162,0.499987,0.139457,0.139454,0,0.49999,0,0.0840422,1,1,0,0,0.607162,0.139457,0.139454,0.0569634,0.0569626
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","PrePrimary5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","PrePrimary6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","PrePrimary7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","PrePrimary8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","PrePrimary9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","PrePrimary10",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","Truly Liable",0.5,0,0.499991,0.722392,1,1,1,1,0.881603,0.512673,,,0.581212,,,,,0.0590972,0.207898,0.109059,0.664709,10.7758,9.19145,19.9673,0.0327177,1000.13,999.042,0.0327177,0.0163108,0.224163,0.240474,0.00366993,0.199809,0,0.0327177,0,0.581212,0.839185,0.0804645,0.229265,0.0427345,1,0,-4.93863E-05,1,1,0,0,0.581212,0.0590972,0.207898,0.0365665,0.0724924
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","Truly Not Liable",0.5,0,0.500009,0.277601,1,1,1,1,0.487314,0.118394,,,0.58122,,,,,0.207895,0.0590947,0.109056,0.335286,10.1914,9.77585,19.9673,0.0327169,1000.03,999.746,0.0327169,0.224155,0,0.224155,0.1998,0,0,0.0327169,0,0.58122,0.160807,0.229262,0.0804614,0.0427333,0,0,1.22476E-05,1,1,0,0,0.58122,0.207895,0.0590947,0.0724912,0.0365651
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","AllCount",2580,0,2580,0.499992,2580,2580,2580,2580,0.684455,0.31553,,,1499.54,,,,,344.424,344.417,281.369,499.997,10.4836,9.48365,19.9673,0.0327173,1000.08,999.394,0.0327173,0.120235,0.112079,0.232314,0.101737,0.0999028,0,0.0327173,0,1499.54,0.499987,399.551,399.543,110.254,1289.98,0,-1.85688E-05,2580,2580,0,0,1499.54,344.424,344.417,140.685,140.683
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","Liability Strength1",0.1159,0,0.115877,0.05,1,1,1,1,0.208813,0.050866,,,0.823711,,,,,0.152857,0.000397177,0.02,0.0204164,10.0396,9.95442,19.994,0.0059999,1000.01,999.98,0.0059999,0.0444257,0.0243613,0.068787,0.00491874,0.023501,0,0.0059999,0,0.823711,0.0506184,0.154375,0.00191505,0.00303575,0.0253652,0,8.97708E-06,1,1,0,0,0.823711,0.152857,0.000397177,0.0195914,0.0004083
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","Liability Strength2",0.1102,0,0.110239,0.15,1,1,1,1,0.313721,0.0534554,,,0.708102,,,,,0.228745,0.00248281,0.049103,0.0517848,10.0378,9.94749,19.9853,0.014731,1000.01,999.968,0.014731,0.0496391,0.053223,0.102862,0.0149316,0.0520323,0,0.014731,0,0.708102,0.0531548,0.234529,0.00826607,0.0115665,0.0553128,0,8.94245E-06,1,1,0,0,0.708102,0.228745,0.00248281,0.0465605,0.0025428
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","Liability Strength3",0.1002,0,0.100217,0.25,1,1,1,1,0.453774,0.0622137,,,0.55745,,,,,0.29157,0.012332,0.104109,0.118043,10.057,9.91174,19.9688,0.0312328,1000.01,999.918,0.0312328,0.0783101,0.109757,0.188067,0.0506894,0.109345,0,0.0312328,0,0.55745,0.0658698,0.308839,0.0296012,0.0345385,0.116395,0,1.22897E-05,1,1,0,0,0.55745,0.29157,0.012332,0.09182,0.0122894
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","Liability Strength4",0.09,0,0.0900083,0.35,1,1,1,1,0.611113,0.0870377,,,0.402199,,,,,0.296449,0.0458216,0.180107,0.235625,10.142,9.80398,19.946,0.0540322,1000.02,999.773,0.0540322,0.153391,0.196146,0.349537,0.136198,0.199063,0,0.0540322,0,0.402199,0.124752,0.334161,0.0835331,0.075423,0.228605,0,2.43395E-05,1,1,0,0,0.402199,0.296449,0.0458216,0.137669,0.0424378
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","Liability Strength5",0.0837,0,0.0836696,0.45,1,1,1,1,0.754057,0.143827,,,0.299273,,,,,0.225004,0.121422,0.240876,0.404463,10.3346,9.59318,19.9277,0.0722627,1000.05,999.493,0.0722627,0.252853,0.266189,0.519041,0.244911,0.271776,0,0.0722627,0,0.299273,0.329392,0.281717,0.178135,0.113425,0.400016,0,4.07355E-05,1,1,0,0,0.299273,0.225004,0.121422,0.14345,0.0974254
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","Liability Strength6",0.0837,0,0.0836692,0.55,1,1,1,1,0.856173,0.245938,,,0.29927,,,,,0.121422,0.225006,0.240877,0.595537,10.5932,9.33456,19.9277,0.072263,1000.09,999.162,0.072263,0.285553,0.244085,0.529639,0.276133,0.24294,0,0.072263,0,0.29927,0.670601,0.178135,0.281719,0.113425,0.599984,0,3.58542E-05,1,1,0,0,0.29927,0.121422,0.225006,0.0974258,0.143451
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","Liability Strength7",0.09,0,0.0900068,0.65,1,1,1,1,0.912966,0.388881,,,0.402194,,,,,0.0458221,0.296452,0.180109,0.764375,10.804,9.14199,19.946,0.0540326,1000.13,998.94,0.0540326,0.220041,0.151208,0.371249,0.20444,0.135707,0,0.0540326,0,0.402194,0.87525,0.0835336,0.334164,0.075423,0.771395,0,-8.00279E-06,1,1,0,0,0.402194,0.0458221,0.296452,0.0424381,0.137671
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","Liability Strength8",0.1002,0,0.100213,0.75,1,1,1,1,0.93779,0.546221,,,0.557445,,,,,0.0123324,0.291574,0.10411,0.881957,10.9117,9.05703,19.9688,0.031233,1000.15,998.871,0.031233,0.128012,0.0779873,0.205999,0.113453,0.050617,0,0.031233,0,0.557445,0.934133,0.0296017,0.308843,0.0345386,0.883605,0,-6.53715E-05,1,1,0,0,0.557445,0.0123324,0.291574,0.0122895,0.0918206
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","Liability Strength9",0.1102,0,0.110233,0.85,1,1,1,1,0.946546,0.686275,,,0.708097,,,,,0.00248294,0.228749,0.049104,0.948215,10.9475,9.03778,19.9853,0.0147311,1000.16,998.88,0.0147311,0.0631198,0.0496067,0.112727,0.0542591,0.0149243,0,0.0147311,0,0.708097,0.946846,0.00826631,0.234533,0.0115667,0.944687,0,-9.99377E-05,1,1,0,0,0.708097,0.00248294,0.228749,0.00254282,0.0465607
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","Liability Strength10",0.1159,0,0.115867,0.95,1,1,1,1,0.949135,0.791184,,,0.823707,,,,,0.000397211,0.15286,0.02,0.979584,10.9544,9.03958,19.994,0.00599989,1000.16,998.904,0.00599989,0.0286575,0.044423,0.0730805,0.0244677,0.00491813,0,0.00599989,0,0.823707,0.949382,0.00191515,0.154378,0.00303587,0.974635,0,-0.000104755,1,1,0,0,0.823707,0.000397211,0.15286,0.00040832,0.0195913
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","PLiabilitySignal1",0.0863,0,0.08626,0.149352,1,1,1,1,0.05,0.061601,,,1,,,,,0,0,0,,10.0558,9.9442,20,0,1000.02,999.976,0,0.0497291,0.0748804,0.12461,0.00437481,0.0701245,0,0,0,1,0.0558005,0,0,0,0.0809518,0,-1.88523,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","PLiabilitySignal2",0.102,0,0.10203,0.190383,1,1,1,1,0.05,0.072095,,,1,,,,,0,0,0,,10.061,9.93895,20,0,1000.02,999.973,0,0.0502352,0.106037,0.156272,0.00555057,0.0982499,0,0,0,1,0.0610475,0,0,0,0.116849,0,-1.15786,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","PLiabilitySignal3",0.1068,0,0.10676,0.250256,1,1,1,1,0.05,0.094262,,,1,,,,,0,0,0,,10.0721,9.92787,20,0,1000.02,999.966,0,0.0508882,0.157594,0.208482,0.00745944,0.143563,0,0,0,1,0.072131,0,0,0,0.178836,0,-0.58081,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","PLiabilitySignal4",0.1042,0,0.10421,0.334236,1,1,1,1,0.95,0.13847,,,0.0983,,,,,0.72064,0,0,,10.1839,9.81609,20,0,1000.03,999.788,0,0.0824857,0.177754,0.26024,0.080885,0.174686,0,0,0,0.0983,0.95,0.81117,0.09053,0.18106,0.279183,0,-0.20768,1,1,0,0,0.0983,0.72064,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","PLiabilitySignal5",0.1008,0,0.10075,0.441376,1,1,1,1,0.95,0.215123,,,0.18347,,,,,0.57965,0,0,,10.2927,9.70726,20,0,1000.05,999.664,0,0.0981973,0.225641,0.323838,0.0959792,0.219144,0,0,0,0.18347,0.95,0.69809,0.11844,0.23688,0.42018,0,-0.03883,1,1,0,0,0.18347,0.57965,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","PLiabilitySignal6",0.1008,0,0.10075,0.558629,1,1,1,1,0.95,0.322232,,,0.30248,,,,,0,0.27718,0.42034,0.367981,10.6478,9.22606,19.8739,0.126102,1000.09,999.035,0.126102,0.271347,0.104597,0.375944,0.259876,0.10637,0,0.126102,0,0.30248,0.95,0,0.27718,0,0.579827,0,0.03874,1,1,0,0,0.30248,0,0.27718,0.265663,0.154677
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","PLiabilitySignal7",0.1042,0,0.10421,0.665769,1,1,1,1,0.95,0.438782,,,0.43198,,,,,0,0.28867,0.27935,0.482021,10.791,9.12515,19.9162,0.083805,1000.12,998.927,0.083805,0.218739,0.0859902,0.304729,0.208321,0.0759951,0,0.083805,0,0.43198,0.95,0,0.28867,0,0.720823,0,0.20759,1,1,0,0,0.43198,0,0.28867,0.144698,0.134652
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","PLiabilitySignal8",0.1068,0,0.10676,0.749734,1,1,1,1,0.95,0.540581,,,0.54509,,,,,0,0.27652,0.17839,0.596555,10.8766,9.06988,19.9465,0.053517,1000.14,998.88,0.053517,0.162247,0.0682457,0.230493,0.152226,0.0481596,0,0.053517,0,0.54509,0.95,0,0.27652,0,0.821151,0,0.58099,1,1,0,0,0.54509,0,0.27652,0.0719706,0.106419
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","PLiabilitySignal9",0.102,0,0.10203,0.809608,1,1,1,1,0.95,0.61718,,,0.6302,,,,,0,0.25437,0.11543,0.699702,10.92,9.0454,19.9654,0.034629,1000.15,998.868,0.034629,0.117335,0.0559983,0.173333,0.10796,0.0288597,0,0.034629,0,0.6302,0.95,0,0.25437,0,0.88314,0,1.15804,1,1,0,0,0.6302,0,0.25437,0.0346634,0.0807666
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","PLiabilitySignal10",0.0862,0,0.08624,0.850648,1,1,1,1,0.95,0.670451,,,0.68939,,,,,0,0.23205,0.07856,0.783851,10.9401,9.03632,19.9764,0.023568,1000.15,998.87,0.023568,0.0866343,0.0489437,0.135578,0.0781474,0.0173651,0,0.023568,0,0.68939,0.95,0,0.23205,0,0.919048,0,1.88523,1,1,0,0,0.68939,0,0.23205,0.0169807,0.0615793
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","DLiabilitySignal1",0.0863,0,0.0862637,0.149358,1,1,1,1,0.329563,0.05,,,0.689375,,,,,0.232043,0,0.078582,0.216172,10.0363,9.9401,19.9764,0.0235746,1000.01,999.951,0.0235746,0.0504526,0.075085,0.125538,0.0177089,0.0755521,0,0.0235746,0,0.689375,0.05,0.232043,0,0,0.080957,0,1.88536,1,1,0,0,0.689375,0.232043,0,0.0615949,0.0169873
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","DLiabilitySignal2",0.102,0,0.102029,0.190386,1,1,1,1,0.382802,0.05,,,0.63022,,,,,0.254365,0,0.115415,0.30028,10.0454,9.91998,19.9654,0.0346246,1000.01,999.917,0.0346246,0.059739,0.103186,0.162925,0.0296982,0.104773,0,0.0346246,0,0.63022,0.05,0.254365,0,0,0.116854,0,1.15791,1,1,0,0,0.63022,0.254365,0,0.0807583,0.0346569
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","DLiabilitySignal3",0.1068,0,0.106758,0.25026,1,1,1,1,0.459398,0.05,,,0.545113,,,,,0.276512,0,0.178375,0.403444,10.0699,9.87661,19.9465,0.0535125,1000.01,999.844,0.0535125,0.0774631,0.145242,0.222705,0.0502303,0.148397,0,0.0535125,0,0.545113,0.05,0.276512,0,0,0.178843,0,0.580883,1,1,0,0,0.545113,0.276512,0,0.106411,0.0719644
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","DLiabilitySignal4",0.1042,0,0.104208,0.334228,1,1,1,1,0.561212,0.05,,,0.431987,,,,,0.288674,0,0.279339,0.517975,10.1251,9.79106,19.9162,0.0838017,1000.02,999.702,0.0838017,0.107362,0.199628,0.30699,0.0808018,0.204022,0,0.0838017,0,0.431987,0.05,0.288674,0,0,0.279173,0,0.207545,1,1,0,0,0.431987,0.288674,0,0.134648,0.144691
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","DLiabilitySignal5",0.1008,0,0.100751,0.441373,1,1,1,1,0.677773,0.05,,,0.302474,,,,,0.277177,0,0.420349,0.632015,10.2261,9.64783,19.8739,0.126105,1000.03,999.465,0.126105,0.148588,0.252402,0.40099,0.11627,0.255615,0,0.126105,0,0.302474,0.05,0.277177,0,0,0.420176,0,0.0387763,1,1,0,0,0.302474,0.277177,0,0.154682,0.265667
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","DLiabilitySignal6",0.1008,0,0.10075,0.558621,1,1,1,1,0.784876,0.05,,,0.183471,,,,,0,0.579639,0,,10.7073,9.29274,20,0,1000.12,999.164,0,0.225643,0.0982009,0.323844,0.219146,0.0959828,0,0,0,0.183471,0.05,0.118445,0.698084,0.23689,0.579815,0,-0.0388902,1,1,0,0,0.183471,0,0.579639,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","DLiabilitySignal7",0.1042,0,0.104206,0.665766,1,1,1,1,0.861536,0.05,,,0.0982928,,,,,0,0.72065,0,,10.8161,9.18391,20,0,1000.13,999.031,0,0.177757,0.0824844,0.260242,0.174689,0.0808837,0,0,0,0.0982928,0.05,0.0905284,0.811179,0.181057,0.72082,0,-0.207657,1,1,0,0,0.0982928,0,0.72065,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","DLiabilitySignal8",0.1068,0,0.106754,0.749735,1,1,1,1,0.90572,0.95,,,1,,,,,0,0,0,,10.9279,9.07214,20,0,1000.16,998.976,0,0.157598,0.0508906,0.208489,0.143565,0.00746102,0,0,0,1,0.92786,0,0,0,0.821152,0,-0.580993,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Timing 0","3.9789999999999995E-13","1","2","DLiabilitySignal9",0.102,0,0.102024,0.80961,1,1,1,1,0.927892,0.95,,,1,,,,,0,0,0,,10.9389,9.06105,20,0,1000.16,998.957,0,0.10604,0.0502376,0.156278,0.0982514,0.00555208,0,0,0,1,0.938946,0,0,0,0.883143,0,-1.15802,1,1,0,0,1,0,0,0,0
