"OptionSet","Exploit","Refine","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.25","1.705E-13","1.842E-07","2","All",1,0,1,0.499992,1,1,1,1,0.554231,0.436476,,,0.681033,,,,,0.0504503,0.0677146,0.200802,0.491116,10.4387,9.4411,19.8798,0.12018,1000.08,999.381,0.12018,0.156941,0.145444,0.302385,0.102936,0.101259,0,0.12018,0,0.681033,0.488192,0.0504503,0.0677146,0,0.499991,0,-1.85688E-05,1,1,0,0,0.681033,0.0504503,0.0677146,0.102185,0.098617
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.25","1.705E-13","1.842E-07","2","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.25","1.705E-13","1.842E-07","2","DisputeArises",1,0,1,0.499992,1,1,1,1,0.554231,0.436476,,,0.681033,,,,,0.0504503,0.0677146,0.200802,0.491116,10.4387,9.4411,19.8798,0.12018,1000.08,999.381,0.12018,0.156941,0.145444,0.302385,0.102936,0.101259,0,0.12018,0,0.681033,0.488192,0.0504503,0.0677146,0,0.499991,0,-1.85688E-05,1,1,0,0,0.681033,0.0504503,0.0677146,0.102185,0.098617
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.25","1.705E-13","1.842E-07","2","PFiles",1,0,1,0.499992,1,1,1,1,0.554231,0.436476,,,0.681033,,,,,0.0504503,0.0677146,0.200802,0.491116,10.4387,9.4411,19.8798,0.12018,1000.08,999.381,0.12018,0.156941,0.145444,0.302385,0.102936,0.101259,0,0.12018,0,0.681033,0.488192,0.0504503,0.0677146,0,0.499991,0,-1.85688E-05,1,1,0,0,0.681033,0.0504503,0.0677146,0.102185,0.098617
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.25","1.705E-13","1.842E-07","2","DAnswers",1,0,1,0.499992,1,1,1,1,0.554231,0.436476,,,0.681033,,,,,0.0504503,0.0677146,0.200802,0.491116,10.4387,9.4411,19.8798,0.12018,1000.08,999.381,0.12018,0.156941,0.145444,0.302385,0.102936,0.101259,0,0.12018,0,0.681033,0.488192,0.0504503,0.0677146,0,0.499991,0,-1.85688E-05,1,1,0,0,0.681033,0.0504503,0.0677146,0.102185,0.098617
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.25","1.705E-13","1.842E-07","2","Litigated",1,0,1,0.499992,1,1,1,1,0.554231,0.436476,,,0.681033,,,,,0.0504503,0.0677146,0.200802,0.491116,10.4387,9.4411,19.8798,0.12018,1000.08,999.381,0.12018,0.156941,0.145444,0.302385,0.102936,0.101259,0,0.12018,0,0.681033,0.488192,0.0504503,0.0677146,0,0.499991,0,-1.85688E-05,1,1,0,0,0.681033,0.0504503,0.0677146,0.102185,0.098617
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.25","1.705E-13","1.842E-07","2","Not Litigated",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.25","1.705E-13","1.842E-07","2","Settles",0.681,0,0.681033,0.494907,1,1,1,1,0.44826,0.528124,,,1,,,,,0,0,0,,10.4507,9.47431,19.925,0.075,1000.09,999.474,0.075,0.124963,0.129808,0.254771,0.0684263,0.072277,0,0.075,0,1,0.488192,0,0,0,0.493523,0,-1.03309,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.25","1.705E-13","1.842E-07","2","Tried",0.2008,0,0.200802,0.49372,1,1,1,1,0.781241,0.184466,,,0,,,,,0,0,1,0.491116,10.3411,9.35888,19.7,0.3,1000.04,999.144,0.3,0.280594,0.227244,0.507838,0.218765,0.210708,0,0.3,0,0,,0,0,0,0.491069,0,2.76694,1,1,0,0,0,0,0,0.508884,0.491116
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.25","1.705E-13","1.842E-07","2","PWins",0.0986,0,0.098617,0.633842,1,1,1,1,0.850333,0.254729,,,0,,,,,0,0,1,1,10.85,8.85,19.7,0.3,1000.15,998.326,0.3,0.462821,0.103077,0.565897,0.429167,0.0154615,0,0.3,0,0,,0,0,0,0.687179,0,2.78833,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.25","1.705E-13","1.842E-07","2","DWins",0.1022,0,0.102185,0.35849,1,1,1,1,0.714562,0.116656,,,0,,,,,0,0,1,0,9.85,9.85,19.7,0.3,999.935,999.935,0.3,0.104729,0.347076,0.451805,0.0157094,0.399137,0,0.3,0,0,,0,0,0,0.301805,0,2.74631,1,1,0,0,0,0,0,1,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.25","1.705E-13","1.842E-07","2","Abandoned",0.1182,0,0.118165,0.53996,1,1,1,1,0.779221,0.336526,,,0,,,,,0.426948,0.573052,0,,10.5356,9.38945,19.925,0.075,1000.09,999.249,0.075,0.131118,0.0965519,0.227669,0.104996,0.0823004,0,0.075,0,0,,0.426948,0.573052,0,0.552426,0,1.25202,1,1,0,0,0,0.426948,0.573052,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.25","1.705E-13","1.842E-07","2","Rounds1",1,0,1,0.499992,1,1,1,1,0.554231,0.436476,,,0.681033,,,,,0.0504503,0.0677146,0.200802,0.491116,10.4387,9.4411,19.8798,0.12018,1000.08,999.381,0.12018,0.156941,0.145444,0.302385,0.102936,0.101259,0,0.12018,0,0.681033,0.488192,0.0504503,0.0677146,0,0.499991,0,-1.85688E-05,1,1,0,0,0.681033,0.0504503,0.0677146,0.102185,0.098617
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.25","1.705E-13","1.842E-07","2","PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.25","1.705E-13","1.842E-07","2","PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.25","1.705E-13","1.842E-07","2","PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.25","1.705E-13","1.842E-07","2","PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.25","1.705E-13","1.842E-07","2","PrePrimary5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.25","1.705E-13","1.842E-07","2","PrePrimary6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.25","1.705E-13","1.842E-07","2","PrePrimary7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.25","1.705E-13","1.842E-07","2","PrePrimary8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Moderately Risk Averse Timing 0.25","1.705E-13","1.842E-07","2","PrePrimary9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
