"Fee Regime","Requested Priors","Attempted Solves","Inexact Attempts","Exact Attempts","Verified Recoveries","Distinct Reported Strategy Profiles","Minimum P Files","Mean P Files","Maximum P Files","Range P Files","Standard Deviation P Files","Coefficient of Variation P Files","Minimum D Answers","Mean D Answers","Maximum D Answers","Range D Answers","Standard Deviation D Answers","Coefficient of Variation D Answers","Minimum P Offer","Mean P Offer","Maximum P Offer","Range P Offer","Standard Deviation P Offer","Coefficient of Variation P Offer","Minimum D Offer","Mean D Offer","Maximum D Offer","Range D Offer","Standard Deviation D Offer","Coefficient of Variation D Offer","Minimum Settles","Mean Settles","Maximum Settles","Range Settles","Standard Deviation Settles","Coefficient of Variation Settles","Minimum P Abandons (Mutual Give-Up Allocated)","Mean P Abandons (Mutual Give-Up Allocated)","Maximum P Abandons (Mutual Give-Up Allocated)","Range P Abandons (Mutual Give-Up Allocated)","Standard Deviation P Abandons (Mutual Give-Up Allocated)","Coefficient of Variation P Abandons (Mutual Give-Up Allocated)","Minimum D Defaults (Mutual Give-Up Allocated)","Mean D Defaults (Mutual Give-Up Allocated)","Maximum D Defaults (Mutual Give-Up Allocated)","Range D Defaults (Mutual Give-Up Allocated)","Standard Deviation D Defaults (Mutual Give-Up Allocated)","Coefficient of Variation D Defaults (Mutual Give-Up Allocated)","Minimum Mutual Give-Up Probability Before 50/50 Allocation","Mean Mutual Give-Up Probability Before 50/50 Allocation","Maximum Mutual Give-Up Probability Before 50/50 Allocation","Range Mutual Give-Up Probability Before 50/50 Allocation","Standard Deviation Mutual Give-Up Probability Before 50/50 Allocation","Coefficient of Variation Mutual Give-Up Probability Before 50/50 Allocation","Minimum Trial","Mean Trial","Maximum Trial","Range Trial","Standard Deviation Trial","Coefficient of Variation Trial","Minimum P Loses","Mean P Loses","Maximum P Loses","Range P Loses","Standard Deviation P Loses","Coefficient of Variation P Loses","Minimum P Wins","Mean P Wins","Maximum P Wins","Range P Wins","Standard Deviation P Wins","Coefficient of Variation P Wins","Minimum Expenditures","Mean Expenditures","Maximum Expenditures","Range Expenditures","Standard Deviation Expenditures","Coefficient of Variation Expenditures","Minimum Meritorious-Plaintiff Net Recovery Shortfall","Mean Meritorious-Plaintiff Net Recovery Shortfall","Maximum Meritorious-Plaintiff Net Recovery Shortfall","Range Meritorious-Plaintiff Net Recovery Shortfall","Standard Deviation Meritorious-Plaintiff Net Recovery Shortfall","Coefficient of Variation Meritorious-Plaintiff Net Recovery Shortfall","Minimum Nonliable-Defendant Net Burden","Mean Nonliable-Defendant Net Burden","Maximum Nonliable-Defendant Net Burden","Range Nonliable-Defendant Net Burden","Standard Deviation Nonliable-Defendant Net Burden","Coefficient of Variation Nonliable-Defendant Net Burden","Minimum Liable-Defendant Excess Net Burden Above Damages","Mean Liable-Defendant Excess Net Burden Above Damages","Maximum Liable-Defendant Excess Net Burden Above Damages","Range Liable-Defendant Excess Net Burden Above Damages","Standard Deviation Liable-Defendant Excess Net Burden Above Damages","Coefficient of Variation Liable-Defendant Excess Net Burden Above Damages","Minimum Defendant Excess Net Monetary Burden","Mean Defendant Excess Net Monetary Burden","Maximum Defendant Excess Net Monetary Burden","Range Defendant Excess Net Monetary Burden","Standard Deviation Defendant Excess Net Monetary Burden","Coefficient of Variation Defendant Excess Net Monetary Burden","Minimum Plaintiff Net Recovery Shortfall","Mean Plaintiff Net Recovery Shortfall","Maximum Plaintiff Net Recovery Shortfall","Range Plaintiff Net Recovery Shortfall","Standard Deviation Plaintiff Net Recovery Shortfall","Coefficient of Variation Plaintiff Net Recovery Shortfall","Minimum Net Outcome Fidelity Loss","Mean Net Outcome Fidelity Loss","Maximum Net Outcome Fidelity Loss","Range Net Outcome Fidelity Loss","Standard Deviation Net Outcome Fidelity Loss","Coefficient of Variation Net Outcome Fidelity Loss","Minimum Total Wealth","Mean Total Wealth","Maximum Total Wealth","Range Total Wealth","Standard Deviation Total Wealth","Coefficient of Variation Total Wealth","Minimum Exploitability","Mean Exploitability","Maximum Exploitability","Range Exploitability","Standard Deviation Exploitability","Coefficient of Variation Exploitability"
"American","50","99","49","50","50","21","0.80894699999999997","0.80894700000000008","0.80894699999999997","0","1.1102230246251565E-16","1.3724298682424887E-16","0.43576799999999999","0.4357680000000001","0.43576799999999999","0","1.1102230246251565E-16","2.5477387615087759E-16","0.647455","0.68433871428571424","0.73962499999999998","0.092169999999999974","0.025592382118313939","0.037397244352931659","0.050000000000000003","0.05000000000000001","0.050000000000000003","0","6.9388939039072284E-18","1.3877787807814454E-16","0.083440799999999996","0.083440799999999996","0.083440799999999996","0","0","0","0","0","0","0","0","","0","0","0","0","0","","0","0","0","0","0","","0.352327","0.35232699999999989","0.352327","0","1.1102230246251565E-16","3.151115369032623E-16","0.19769999999999999","0.19770000000000007","0.19769999999999999","0","8.3266726846886741E-17","4.2117717170908805E-16","0.15462699999999999","0.15462700000000001","0.15462699999999999","0","2.7755575615628914E-17","1.7950018829589212E-16","0.29240500000000003","0.29240500000000014","0.29240500000000003","0","1.1102230246251565E-16","3.796867442845218E-16","0.43287300000000001","0.43287299999999995","0.43287300000000001","0","5.5511151231257827E-17","1.2823888584240143E-16","0.44374000000000002","0.44374000000000002","0.44374000000000002","0","0","0","0.055607700000000003","0.055607700000000003","0.055607700000000003","0","0","0","0.24967700000000001","0.24967700000000007","0.24967700000000001","0","5.5511151231257827E-17","2.2233185768516046E-16","0.21643399999999999","0.21643399999999996","0.21643399999999999","0","2.7755575615628914E-17","1.2824036711250967E-16","0.466111","0.46611099999999989","0.466111","0","1.1102230246251565E-16","2.3818854835546827E-16","19.707599999999999","19.707600000000006","19.707599999999999","0","7.1054273576010019E-15","3.605424992186263E-16","0","1.0150285714285714E-15","2.6650000000000001E-15","2.6650000000000001E-15","6.3014269369863276E-16","0.62081276472026536"
"British","50","99","49","50","50","11","0.82186999999999999","0.82186999999999988","0.82186999999999999","0","1.1102230246251565E-16","1.3508499210643493E-16","0.43881500000000001","0.43881500000000001","0.43881500000000001","0","0","0","0.50083299999999997","0.52415590909090914","0.55816200000000005","0.057329000000000074","0.017157515456152139","0.032733610665402903","0.050000000000000003","0.049999999999999996","0.050000000000000003","0","6.9388939039072284E-18","1.3877787807814457E-16","0.18260999999999999","0.18260999999999997","0.18260999999999999","0","2.7755575615628914E-17","1.51993733177969E-16","0","0","0","0","0","","0","0","0","0","0","","0","0","0","0","0","","0.25620500000000002","0.25620500000000002","0.25620500000000002","0","0","0","0.12810299999999999","0.12810300000000002","0.12810299999999999","0","2.7755575615628914E-17","2.1666608600601789E-16","0.12810199999999999","0.12810199999999997","0.12810199999999999","0","2.7755575615628914E-17","2.1666777736201559E-16","0.26596399999999998","0.26596399999999992","0.26596399999999998","0","5.5511151231257827E-17","2.087167858479262E-16","0.41772900000000002","0.41772900000000007","0.41772900000000002","0","5.5511151231257827E-17","1.3288795183302528E-16","0.39644299999999999","0.39644300000000005","0.39644299999999999","0","5.5511151231257827E-17","1.4002303289819172E-16","0.094931399999999999","0.094931399999999985","0.094931399999999999","0","1.3877787807814457E-17","1.4618753971619991E-16","0.24568899999999999","0.24568900000000002","0.24568899999999999","0","2.7755575615628914E-17","1.1297036340914291E-16","0.20886199999999999","0.20886199999999991","0.20886199999999999","0","8.3266726846886741E-17","3.9866862735627726E-16","0.45455099999999998","0.45455100000000004","0.45455099999999998","0","5.5511151231257827E-17","1.2212304280764495E-16","19.734000000000002","19.734000000000005","19.734000000000002","0","3.5527136788005009E-15","1.8003008405799634E-16","0","8.074545454545458E-16","8.8820000000000011E-16","8.8820000000000011E-16","2.5533954706923225E-16",""
