"OptionSet","Exploit","Refine","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 4,4","0.05866","0.9978","66","All",1,0,1,0.499999,0.230459,0.0491286,1,1,0.483665,0.318792,,,0.0209017,,,,,0.00807827,0.00577689,0.009133,0.494573,10.0586,9.76273,19.8213,0.178712,1000,999.639,0.178712,0.125139,0.470097,0.595236,0.132753,0.461162,0,0.178712,0,0.0209017,0.386136,0.0106978,0.00839642,0.00523907,0.499999,0,-5.093E-05,0.230459,0.0491286,0.769541,0.181331,0.0209017,0.00807827,0.00577689,0.0046159,0.0045168
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 4,4","0.05866","0.9978","66","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 4,4","0.05866","0.9978","66","DisputeArises",1,0,1,0.499999,0.230459,0.0491286,1,1,0.483665,0.318792,,,0.0209017,,,,,0.00807827,0.00577689,0.009133,0.494573,10.0586,9.76273,19.8213,0.178712,1000,999.639,0.178712,0.125139,0.470097,0.595236,0.132753,0.461162,0,0.178712,0,0.0209017,0.386136,0.0106978,0.00839642,0.00523907,0.499999,0,-5.093E-05,0.230459,0.0491286,0.769541,0.181331,0.0209017,0.00807827,0.00577689,0.0046159,0.0045168
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 4,4","0.05866","0.9978","66","PFiles",0.2305,0,0.230459,0.499999,1,0.213177,1,1,0.483665,0.318792,,,0.0906959,,,,,0.0350529,0.0250668,0.039628,0.494573,10.2541,8.97044,19.2245,0.77546,1000.01,998.432,0.77546,0.542999,0.370249,0.913247,0.576035,0.33148,0,0.77546,0,0.0906959,0.386136,0.0464195,0.0364334,0.0227332,0.499999,0,-5.093E-05,1,0.213177,0,0.786823,0.0906959,0.0350529,0.0250668,0.0200291,0.019599
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 4,4","0.05866","0.9978","66","DAnswers",0.0491,0,0.0491286,0.503145,1,1,1,1,0.483665,0.318792,,,0.425449,,,,,0.164431,0.117587,0.185893,0.494573,9.71559,8.86134,18.5769,1.42307,999.685,997.046,1.42307,0.697807,0.63187,1.32968,0.852778,0.891985,0,1.42307,0,0.425449,0.386136,0.217751,0.170907,0.10664,0.503892,0,-0.115056,1,1,0,0,0.425449,0.164431,0.117587,0.0939554,0.0919377
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 4,4","0.05866","0.9978","66","Litigated",0.0491,0,0.0491286,0.503145,1,1,1,1,0.483665,0.318792,,,0.425449,,,,,0.164431,0.117587,0.185893,0.494573,9.71559,8.86134,18.5769,1.42307,999.685,997.046,1.42307,0.697807,0.63187,1.32968,0.852778,0.891985,0,1.42307,0,0.425449,0.386136,0.217751,0.170907,0.10664,0.503892,0,-0.115056,1,1,0,0,0.425449,0.164431,0.117587,0.0939554,0.0919377
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 4,4","0.05866","0.9978","66","Not Litigated",0.9509,0,0.950871,0.499837,0.1907,0,1,1,,,,,0,,,,,0,0,0,,10.0763,9.8093,19.8856,0.11442,1000.02,999.773,0.11442,0.0955511,0.461739,0.55729,0.0955511,0.438903,0,0.11442,0,0,,0,0,0,0.499798,0,0.00589102,0.1907,0,0.8093,0.1907,0,0,0,0,0
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 4,4","0.05866","0.9978","66","Settles",0.0209,0,0.0209017,0.51226,1,1,1,1,0.293027,0.479245,,,1,,,,,0,0,0,,9.78614,9.01386,18.8,1.2,999.873,998.698,1.2,0.521344,0.623814,1.14516,0.506358,0.78026,0,1.2,0,1,0.386136,0,0,0,0.515174,0,-0.460611,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 4,4","0.05866","0.9978","66","Tried",0.0091,0,0.00913267,0.471103,1,1,1,1,0.59028,0.154382,,,0,,,,,0,0,1,0.494573,9.29457,8.30543,17.6,2.4,999.009,991.631,2.4,1.23034,0.771483,2.00182,1.97196,1.39747,0,2.4,0,0,,0,0,0,0.464233,0,1.32479,1,1,0,0,0,0,0,0.505427,0.494573
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 4,4","0.05866","0.9978","66","PWins",0.0045,0,0.00451677,0.504171,1,1,1,1,0.590486,0.154908,,,0,,,,,0,0,1,1,9.8,7.8,17.6,2.4,999.908,984.99,2.4,1.69486,0.606172,2.30103,3.12251,0.727406,0,2.4,0,0,,0,0,0,0.505143,0,1.31979,1,1,0,0,0,0,0,0,1
