Only changed decisions reached in both actual endpoint equilibria are displayed. Newly/no-longer reached histories are recorded in JSON, never assigned a fictitious endpoint strategy. Adjacent signal rows are combined only when their endpoint policies, allocations, flags, and intermediate reach patterns agree within 1e-6. Direct changes the fee rule or risk preferences first, holding the opponent's original strategy. Entry, offers, and exit then average marginal replacements across all six orders using all eight subsets. Each hybrid reoptimizes the entire focal-player strategy; this is not the fixed-current-strategy misalignment measure and not an observed adjustment process. Primary tie selection preserves original probability on optimal actions. Low/high tie alternatives and unvisited-opponent completion stresses identify sensitivity, not exhaustive bounds. When the all-target-opponent selected best response does not reproduce the actual target action or mix, the residual is retained in JSON and the publication row is marked Selection-dependent. No arbitrary residual is forced into the four categories. Defined, reconciled rows add exactly before display rounding. Intermediate histories with positive opponent-and-chance reach have conditional continuation policies even if the response would not reach them; they carry a double dagger. Probability contributions use percentage points. Only wholly pure offer comparisons use monetary grid values; mixed comparisons use separate action probabilities. This direct-first, tie-convention-conditional accounting is a selected-equilibrium diagnostic, not uniquely identified causal shares.

Fee shifting: American to British; Both players remain moderately risk averse; costs 1
P File (%); signal 0.05-0.15: 100 -> 0; direct=0, entry=0, offers=-100, exit=0; selection residual=0; tie-sensitive=False, completion-sensitive=False, undefined=False.
P File (%); signal 0.25: 100 -> 0; direct=0, entry=0, offers=-100, exit=0; selection residual=0; tie-sensitive=False, completion-sensitive=True, undefined=False.
P Commit to abandon (%); signal 0.35: 0 -> 100; direct=0, entry=-33.3333, offers=16.6667, exit=16.6667; selection residual=100; tie-sensitive=True, completion-sensitive=True, undefined=False.
P Commit to abandon (%); signal 0.45: 0 -> 100; direct=0, entry=-16.6667, offers=83.3333, exit=33.3333; selection residual=0; tie-sensitive=True, completion-sensitive=True, undefined=False.
P Commit to abandon (%); signal 0.55: 0 -> 100; direct=0, entry=0, offers=100, exit=0; selection residual=0; tie-sensitive=True, completion-sensitive=True, undefined=False.
P Commit to abandon (%); signal 0.65: 0 -> 91.352; direct=100, entry=-33.3333, offers=16.6667, exit=-83.3333; selection residual=91.352; tie-sensitive=True, completion-sensitive=True, undefined=False.
P Demand / continue; signal 0.65: 0.85 -> 0.65; direct=-0.7, entry=0.0166667, offers=-0.0333333, exit=0.716667; selection residual=-0.2; tie-sensitive=True, completion-sensitive=True, undefined=False.
P Demand / continue; signal 0.95: 0.85 -> 0.95; direct=0, entry=-0.0333333, offers=-0.0833333, exit=0.116667; selection residual=0.1; tie-sensitive=True, completion-sensitive=True, undefined=False.
P Demand 0.75 (%) / continue; signal 0.75: 0 -> 43.081; direct=0, entry=0, offers=0, exit=0; selection residual=43.081; tie-sensitive=False, completion-sensitive=False, undefined=False.
P Demand 0.85 (%) / continue; signal 0.75: 100 -> 56.919; direct=0, entry=-50, offers=0, exit=50; selection residual=-43.081; tie-sensitive=True, completion-sensitive=True, undefined=False.
P Demand 0.85 (%) / continue; signal 0.85: 100 -> 1.00405; direct=0, entry=16.6667, offers=-33.3333, exit=16.6667; selection residual=-98.996; tie-sensitive=True, completion-sensitive=True, undefined=False.
P Demand 0.95 (%) / continue; signal 0.85: 0 -> 98.996; direct=0, entry=-16.6667, offers=-16.6667, exit=33.3333; selection residual=98.996; tie-sensitive=True, completion-sensitive=True, undefined=False.
D Answer (%); signal 0.75: 100 -> 19.008; direct=0, entry=0, offers=-50, exit=50; selection residual=-80.992; tie-sensitive=True, completion-sensitive=True, undefined=False.
D Answer (%); signal 0.85: 100 -> 0; direct=0, entry=0, offers=-100, exit=0; selection residual=0; tie-sensitive=False, completion-sensitive=True, undefined=False.
D Answer (%); signal 0.95: 100 -> 0; direct=0, entry=0, offers=-100, exit=0; selection residual=0; tie-sensitive=False, completion-sensitive=False, undefined=False.
D Commit to default (%); signal 0.45: 0 -> 100; direct=0, entry=33.3333, offers=83.3333, exit=-16.6667; selection residual=0; tie-sensitive=True, completion-sensitive=True, undefined=False.
D Commit to default (%); signal 0.55-0.65: 0 -> 100; direct=0, entry=0, offers=100, exit=0; selection residual=0; tie-sensitive=True, completion-sensitive=True, undefined=False.
D Commit to default (%); signal 0.75: 0 -> 100; direct=0, entry=0, offers=100, exit=0; selection residual=0; tie-sensitive=True, completion-sensitive=True, undefined=False.
D Offer / continue; signal 0.05: 0.15 -> 0.05; direct=0, entry=0.0333333, offers=0.0833333, exit=-0.116667; selection residual=-0.1; tie-sensitive=True, completion-sensitive=True, undefined=False.
D Offer / continue; signal 0.15: 0.15 -> 0.05; direct=0, entry=0.0333333, offers=0.183333, exit=-0.216667; selection residual=-0.1; tie-sensitive=True, completion-sensitive=True, undefined=False.
D Offer / continue; signal 0.25: 0.15 -> 0.05; direct=0, entry=0.216667, offers=0.166667, exit=-0.383333; selection residual=-0.1; tie-sensitive=True, completion-sensitive=True, undefined=False.
D Offer 0.15 (%) / continue; signal 0.35: 100 -> 40.3669; direct=-100, entry=16.6667, offers=16.6667, exit=66.6667; selection residual=-59.6331; tie-sensitive=True, completion-sensitive=True, undefined=False.
D Offer 0.25 (%) / continue; signal 0.35: 0 -> 59.6331; direct=0, entry=-33.3333, offers=16.6667, exit=16.6667; selection residual=59.6331; tie-sensitive=False, completion-sensitive=True, undefined=False.
Histories omitted because reach changes:
  P P Abandons, signal 0.05, exit : no longer reached; no comparable target action
  P P Abandons, signal 0.15, exit : no longer reached; no comparable target action
  P P Abandons, signal 0.25, exit : no longer reached; no comparable target action
  P P Offer, signal 0.05, exit 2: no longer reached; no comparable target action
  P P Offer, signal 0.15, exit 2: no longer reached; no comparable target action
  P P Offer, signal 0.25, exit 2: no longer reached; no comparable target action
  P P Offer, signal 0.35, exit 1: newly reached; no comparable original action
  P P Offer, signal 0.35, exit 2: no longer reached; no comparable target action
  P P Offer, signal 0.45, exit 1: newly reached; no comparable original action
  P P Offer, signal 0.45, exit 2: no longer reached; no comparable target action
  P P Offer, signal 0.55, exit 1: newly reached; no comparable original action
  P P Offer, signal 0.55, exit 2: no longer reached; no comparable target action
  P P Offer, signal 0.65, exit 1: newly reached; no comparable original action
  D D Defaults, signal 0.85, exit : no longer reached; no comparable target action
  D D Defaults, signal 0.95, exit : no longer reached; no comparable target action
  D D Offer, signal 0.45, exit 1: newly reached; no comparable original action
  D D Offer, signal 0.45, exit 2: no longer reached; no comparable target action
  D D Offer, signal 0.55, exit 1: newly reached; no comparable original action
  D D Offer, signal 0.55, exit 2: no longer reached; no comparable target action
  D D Offer, signal 0.65, exit 1: newly reached; no comparable original action
  D D Offer, signal 0.65, exit 2: no longer reached; no comparable target action
  D D Offer, signal 0.75, exit 1: newly reached; no comparable original action
  D D Offer, signal 0.75, exit 2: no longer reached; no comparable target action
  D D Offer, signal 0.85, exit 2: no longer reached; no comparable target action
  D D Offer, signal 0.95, exit 2: no longer reached; no comparable target action

