"OptionSetName","Risk Aversion","CARA Alpha","Fee Rule","Specification","Fee Regime","Offers","Party Signals","Court Signals","Requested Priors","Attempted Solves","Inexact Attempts","Exact Attempts","Verified Recoveries","Distinct Reported Strategy Profiles","Equilibrium","Equilibrium Recovery Count","Recovery Share of Verified Recoveries","Verification Status","Distinctness Criterion","Exploitability","Original Report Exploitability","Calculation Seconds","P Files","D Answers","P Offer","D Offer","Settles","P Abandons (Mutual Give-Up Allocated)","D Defaults (Mutual Give-Up Allocated)","Mutual Give-Up Probability Before 50/50 Allocation","Trial","P Loses","P Wins","Expenditures","Meritorious-Plaintiff Net Recovery Shortfall","Nonliable-Defendant Net Burden","Liable-Defendant Excess Net Burden Above Damages","Defendant Excess Net Monetary Burden","Plaintiff Net Recovery Shortfall","Net Outcome Fidelity Loss","Total Wealth","Source File","Plaintiff shortfall contribution","Nonliable defendant contribution","Liable defendant contribution","Outcome Error Before Legal Costs and Fee Transfers","Real Litigation Costs","Does Not File","Does Not Answer"
"Specification-Baseline__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50","Risk Neutral","0","Complete Fee-Shifting","Baseline","British","10","10","2","50","91","49","42","50","15","2","1","0.02","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","3.5527136788005009E-15","1.7760000000000001E-15","9618","0.60758999999999996","0.60758999999999996","0.94999999999999996","0.59784000000000004","0.351385","0","0","0","0.25620500000000002","0.12810299999999999","0.12810199999999999","0.25913799999999998","0.46364","0.32904499999999998","0.14954799999999999","0.23929800000000001","0.231817","0.47111500000000001","19.7409","CS004ME Specification-Baseline__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50 -Eq2.csv","0.23182","0.16452249999999999","0.074773999999999993","0.28484209999999999","0.25913799999999998","0.39240999999999998","0"
"Specification-Baseline__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50","Risk Neutral","0","Complete Fee-Shifting","Baseline","British","10","10","2","50","91","49","42","50","15","3","1","0.02","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","5.3290705182007514E-15","1.7760000000000001E-15","9618","0.60758999999999996","0.60758999999999996","0.94999999999999996","0.59576399999999996","0.351385","0","0","0","0.25620500000000002","0.12810299999999999","0.12810199999999999","0.25913799999999998","0.46364","0.32904499999999998","0.14954799999999999","0.23929800000000001","0.231817","0.47111500000000001","19.7409","CS004ME Specification-Baseline__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50 -Eq3.csv","0.23182","0.16452249999999999","0.074773999999999993","0.28484209999999999","0.25913799999999998","0.39240999999999998","0"
"Specification-Baseline__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50","Risk Neutral","0","Complete Fee-Shifting","Baseline","British","10","10","2","50","91","49","42","50","15","4","1","0.02","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","5.3290705182007514E-15","1.7760000000000001E-15","9618","0.60758999999999996","0.60758999999999996","0.94999999999999996","0.59475100000000003","0.351385","0","0","0","0.25620500000000002","0.12810299999999999","0.12810199999999999","0.25913799999999998","0.46364","0.32904499999999998","0.14954799999999999","0.23929800000000001","0.231817","0.47111500000000001","19.7409","CS004ME Specification-Baseline__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50 -Eq4.csv","0.23182","0.16452249999999999","0.074773999999999993","0.28484209999999999","0.25913799999999998","0.39240999999999998","0"
"Specification-Baseline__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50","Risk Neutral","0","Complete Fee-Shifting","Baseline","British","10","10","2","50","91","49","42","50","15","5","1","0.02","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","5.3290705182007514E-15","1.7760000000000001E-15","9618","0.60758999999999996","0.60758999999999996","0.94999999999999996","0.58709599999999995","0.351385","0","0","0","0.25620500000000002","0.12810299999999999","0.12810199999999999","0.25913799999999998","0.46364","0.32904499999999998","0.14954799999999999","0.23929800000000001","0.231817","0.47111500000000001","19.7409","CS004ME Specification-Baseline__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50 -Eq5.csv","0.23182","0.16452249999999999","0.074773999999999993","0.28484209999999999","0.25913799999999998","0.39240999999999998","0"
"Specification-Baseline__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50","Risk Neutral","0","Complete Fee-Shifting","Baseline","British","10","10","2","50","91","49","42","50","15","6","1","0.02","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","3.5527136788005009E-15","1.7760000000000001E-15","9619","0.60758999999999996","0.60758999999999996","0.94999999999999996","0.58357899999999996","0.351385","0","0","0","0.25620500000000002","0.12810299999999999","0.12810199999999999","0.25913799999999998","0.46364","0.32904499999999998","0.14954799999999999","0.23929800000000001","0.231817","0.47111500000000001","19.7409","CS004ME Specification-Baseline__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50 -Eq6.csv","0.23182","0.16452249999999999","0.074773999999999993","0.28484209999999999","0.25913799999999998","0.39240999999999998","0"
"Specification-Baseline__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50","Risk Neutral","0","Complete Fee-Shifting","Baseline","British","10","10","2","50","91","49","42","50","15","7","1","0.02","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","3.5527136788005009E-15","1.7760000000000001E-15","9619","0.60758999999999996","0.60758999999999996","0.94999999999999996","0.57766899999999999","0.351385","0","0","0","0.25620500000000002","0.12810299999999999","0.12810199999999999","0.25913799999999998","0.46364","0.32904499999999998","0.14954799999999999","0.23929800000000001","0.231817","0.47111500000000001","19.7409","CS004ME Specification-Baseline__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50 -Eq7.csv","0.23182","0.16452249999999999","0.074773999999999993","0.28484209999999999","0.25913799999999998","0.39240999999999998","0"
"Specification-Baseline__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50","Risk Neutral","0","Complete Fee-Shifting","Baseline","British","10","10","2","50","91","49","42","50","15","8","1","0.02","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","5.3290705182007514E-15","8.8820000000000011E-16","9619","0.60758999999999996","0.60758999999999996","0.94999999999999996","0.57860900000000004","0.351385","0","0","0","0.25620500000000002","0.12810299999999999","0.12810199999999999","0.25913799999999998","0.46364","0.32904499999999998","0.14954799999999999","0.23929800000000001","0.231817","0.47111500000000001","19.7409","CS004ME Specification-Baseline__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50 -Eq8.csv","0.23182","0.16452249999999999","0.074773999999999993","0.28484209999999999","0.25913799999999998","0.39240999999999998","0"
"Specification-Baseline__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50","Risk Neutral","0","Complete Fee-Shifting","Baseline","British","10","10","2","50","91","49","42","50","15","9","1","0.02","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","3.5527136788005009E-15","1.7760000000000001E-15","9619","0.60758999999999996","0.60758999999999996","0.94999999999999996","0.580148","0.351385","0","0","0","0.25620500000000002","0.12810299999999999","0.12810199999999999","0.25913799999999998","0.46364","0.32904499999999998","0.14954799999999999","0.23929800000000001","0.231817","0.47111500000000001","19.7409","CS004ME Specification-Baseline__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50 -Eq9.csv","0.23182","0.16452249999999999","0.074773999999999993","0.28484209999999999","0.25913799999999998","0.39240999999999998","0"
"Specification-Baseline__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50","Risk Neutral","0","Complete Fee-Shifting","Baseline","British","10","10","2","50","91","49","42","50","15","10","14","0.28000000000000003","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","3.5527136788005009E-15","8.8820000000000011E-16","9619","0.60758999999999996","0.60758999999999996","0.94999999999999996","0.59313300000000002","0.351385","0","0","0","0.25620500000000002","0.12810299999999999","0.12810199999999999","0.25913799999999998","0.46364","0.32904499999999998","0.14954799999999999","0.23929800000000001","0.231817","0.47111500000000001","19.7409","CS004ME Specification-Baseline__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50 -Eq10.csv","0.23182","0.16452249999999999","0.074773999999999993","0.28484209999999999","0.25913799999999998","0.39240999999999998","0"
"Specification-Baseline__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50","Risk Neutral","0","Complete Fee-Shifting","Baseline","British","10","10","2","50","91","49","42","50","15","11","7","0.14000000000000001","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","3.5527136788005009E-15","8.8820000000000011E-16","9619","0.60758999999999996","0.60758999999999996","0.94999999999999996","0.60342300000000004","0.351385","0","0","0","0.25620500000000002","0.12810299999999999","0.12810199999999999","0.25913799999999998","0.46364","0.32904499999999998","0.14954799999999999","0.23929800000000001","0.231817","0.47111500000000001","19.7409","CS004ME Specification-Baseline__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50 -Eq11.csv","0.23182","0.16452249999999999","0.074773999999999993","0.28484209999999999","0.25913799999999998","0.39240999999999998","0"
"Specification-Baseline__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50","Risk Neutral","0","Complete Fee-Shifting","Baseline","British","10","10","2","50","91","49","42","50","15","12","5","0.10000000000000001","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","3.5527136788005009E-15","1.7760000000000001E-15","9619","0.60758999999999996","0.60758999999999996","0.94999999999999996","0.57049399999999995","0.351385","0","0","0","0.25620500000000002","0.12810299999999999","0.12810199999999999","0.25913799999999998","0.46364","0.32904499999999998","0.14954799999999999","0.23929800000000001","0.231817","0.47111500000000001","19.7409","CS004ME Specification-Baseline__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50 -Eq12.csv","0.23182","0.16452249999999999","0.074773999999999993","0.28484209999999999","0.25913799999999998","0.39240999999999998","0"
"Specification-Baseline__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50","Risk Neutral","0","Complete Fee-Shifting","Baseline","British","10","10","2","50","91","49","42","50","15","13","3","0.059999999999999998","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","3.5527136788005009E-15","1.7760000000000001E-15","9620","0.60758999999999996","0.60758999999999996","0.94999999999999996","0.595495","0.351385","0","0","0","0.25620500000000002","0.12810299999999999","0.12810199999999999","0.25913799999999998","0.46364","0.32904499999999998","0.14954799999999999","0.23929800000000001","0.231817","0.47111500000000001","19.7409","CS004ME Specification-Baseline__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50 -Eq13.csv","0.23182","0.16452249999999999","0.074773999999999993","0.28484209999999999","0.25913799999999998","0.39240999999999998","0"
"Specification-Baseline__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50","Risk Neutral","0","Complete Fee-Shifting","Baseline","British","10","10","2","50","91","49","42","50","15","14","2","0.040000000000000001","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","3.5527136788005009E-15","1.7760000000000001E-15","9620","0.60758999999999996","0.60758999999999996","0.94999999999999996","0.60224900000000003","0.351385","0","0","0","0.25620500000000002","0.12810299999999999","0.12810199999999999","0.25913799999999998","0.46364","0.32904499999999998","0.14954799999999999","0.23929800000000001","0.231817","0.47111500000000001","19.7409","CS004ME Specification-Baseline__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50 -Eq14.csv","0.23182","0.16452249999999999","0.074773999999999993","0.28484209999999999","0.25913799999999998","0.39240999999999998","0"
"Specification-Baseline__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50","Risk Neutral","0","Complete Fee-Shifting","Baseline","British","10","10","2","50","91","49","42","50","15","15","1","0.02","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","3.5527136788005009E-15","8.8820000000000011E-16","9620","0.60758999999999996","0.60758999999999996","0.94999999999999996","0.60762700000000003","0.351385","0","0","0","0.25620500000000002","0.12810299999999999","0.12810199999999999","0.25913799999999998","0.46364","0.32904499999999998","0.14954799999999999","0.23929800000000001","0.231817","0.47111500000000001","19.7409","CS004ME Specification-Baseline__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50 -Eq15.csv","0.23182","0.16452249999999999","0.074773999999999993","0.28484209999999999","0.25913799999999998","0.39240999999999998","0"
"Specification-Baseline__Cost-1__Fee-British__Starts-50","Risk Neutral","0","Trial Fee-Shifting","Baseline","British","10","10","2","50","99","49","50","50","11","1","18","0.35999999999999999","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","5.3290705182007514E-15","8.8820000000000011E-16","18257","0.82186999999999999","0.43881500000000001","0.52681500000000003","0.050000000000000003","0.18260999999999999","0","0","0","0.25620500000000002","0.12810299999999999","0.12810199999999999","0.26596399999999998","0.41772900000000002","0.39644299999999999","0.094931399999999999","0.24568899999999999","0.20886199999999999","0.45455099999999998","19.734000000000002","CS004ME Specification-Baseline__Cost-1__Fee-British__Starts-50 -Eq1.csv","0.20886450000000001","0.19822149999999999","0.0474657","0.27742565749999998","0.26596399999999998","0.17813000000000001","0.38305499999999998"
"Specification-Baseline__Cost-1__Fee-British__Starts-50","Risk Neutral","0","Trial Fee-Shifting","Baseline","British","10","10","2","50","99","49","50","50","11","2","12","0.23999999999999999","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","5.3290705182007514E-15","8.8820000000000011E-16","18258","0.82186999999999999","0.43881500000000001","0.54412400000000005","0.050000000000000003","0.18260999999999999","0","0","0","0.25620500000000002","0.12810299999999999","0.12810199999999999","0.26596399999999998","0.41772900000000002","0.39644299999999999","0.094931399999999999","0.24568899999999999","0.20886199999999999","0.45455099999999998","19.734000000000002","CS004ME Specification-Baseline__Cost-1__Fee-British__Starts-50 -Eq2.csv","0.20886450000000001","0.19822149999999999","0.0474657","0.27742565749999998","0.26596399999999998","0.17813000000000001","0.38305499999999998"
"Specification-Baseline__Cost-1__Fee-British__Starts-50","Risk Neutral","0","Trial Fee-Shifting","Baseline","British","10","10","2","50","99","49","50","50","11","3","5","0.10000000000000001","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","5.3290705182007514E-15","8.8820000000000011E-16","18258","0.82186999999999999","0.43881500000000001","0.54085399999999995","0.050000000000000003","0.18260999999999999","0","0","0","0.25620500000000002","0.12810299999999999","0.12810199999999999","0.26596399999999998","0.41772900000000002","0.39644299999999999","0.094931399999999999","0.24568899999999999","0.20886199999999999","0.45455099999999998","19.734000000000002","CS004ME Specification-Baseline__Cost-1__Fee-British__Starts-50 -Eq3.csv","0.20886450000000001","0.19822149999999999","0.0474657","0.27742565749999998","0.26596399999999998","0.17813000000000001","0.38305499999999998"
"Specification-Baseline__Cost-1__Fee-British__Starts-50","Risk Neutral","0","Trial Fee-Shifting","Baseline","British","10","10","2","50","99","49","50","50","11","4","3","0.059999999999999998","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","5.3290705182007514E-15","8.8820000000000011E-16","18258","0.82186999999999999","0.43881500000000001","0.55816200000000005","0.050000000000000003","0.18260999999999999","0","0","0","0.25620500000000002","0.12810299999999999","0.12810199999999999","0.26596399999999998","0.41772900000000002","0.39644299999999999","0.094931399999999999","0.24568899999999999","0.20886199999999999","0.45455099999999998","19.734000000000002","CS004ME Specification-Baseline__Cost-1__Fee-British__Starts-50 -Eq4.csv","0.20886450000000001","0.19822149999999999","0.0474657","0.27742565749999998","0.26596399999999998","0.17813000000000001","0.38305499999999998"
"Specification-Baseline__Cost-1__Fee-British__Starts-50","Risk Neutral","0","Trial Fee-Shifting","Baseline","British","10","10","2","50","99","49","50","50","11","5","1","0.02","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","3.5527136788005009E-15","8.8820000000000011E-16","18258","0.82186999999999999","0.43881500000000001","0.51278299999999999","0.050000000000000003","0.18260999999999999","0","0","0","0.25620500000000002","0.12810299999999999","0.12810199999999999","0.26596399999999998","0.41772900000000002","0.39644299999999999","0.094931399999999999","0.24568899999999999","0.20886199999999999","0.45455099999999998","19.734000000000002","CS004ME Specification-Baseline__Cost-1__Fee-British__Starts-50 -Eq5.csv","0.20886450000000001","0.19822149999999999","0.0474657","0.27742565749999998","0.26596399999999998","0.17813000000000001","0.38305499999999998"
"Specification-Baseline__Cost-1__Fee-British__Starts-50","Risk Neutral","0","Trial Fee-Shifting","Baseline","British","10","10","2","50","99","49","50","50","11","6","2","0.040000000000000001","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","5.3290705182007514E-15","8.8820000000000011E-16","18259","0.82186999999999999","0.43881500000000001","0.53335699999999997","0.050000000000000003","0.18260999999999999","0","0","0","0.25620500000000002","0.12810299999999999","0.12810199999999999","0.26596399999999998","0.41772900000000002","0.39644299999999999","0.094931399999999999","0.24568899999999999","0.20886199999999999","0.45455099999999998","19.734000000000002","CS004ME Specification-Baseline__Cost-1__Fee-British__Starts-50 -Eq6.csv","0.20886450000000001","0.19822149999999999","0.0474657","0.27742565749999998","0.26596399999999998","0.17813000000000001","0.38305499999999998"
"Specification-Baseline__Cost-1__Fee-British__Starts-50","Risk Neutral","0","Trial Fee-Shifting","Baseline","British","10","10","2","50","99","49","50","50","11","7","5","0.10000000000000001","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","5.3290705182007514E-15","8.8820000000000011E-16","18259","0.82186999999999999","0.43881500000000001","0.51604899999999998","0.050000000000000003","0.18260999999999999","0","0","0","0.25620500000000002","0.12810299999999999","0.12810199999999999","0.26596399999999998","0.41772900000000002","0.39644299999999999","0.094931399999999999","0.24568899999999999","0.20886199999999999","0.45455099999999998","19.734000000000002","CS004ME Specification-Baseline__Cost-1__Fee-British__Starts-50 -Eq7.csv","0.20886450000000001","0.19822149999999999","0.0474657","0.27742565749999998","0.26596399999999998","0.17813000000000001","0.38305499999999998"
"Specification-Baseline__Cost-1__Fee-British__Starts-50","Risk Neutral","0","Trial Fee-Shifting","Baseline","British","10","10","2","50","99","49","50","50","11","8","1","0.02","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","5.3290705182007514E-15","8.8820000000000011E-16","18259","0.82186999999999999","0.43881500000000001","0.505301","0.050000000000000003","0.18260999999999999","0","0","0","0.25620500000000002","0.12810299999999999","0.12810199999999999","0.26596399999999998","0.41772900000000002","0.39644299999999999","0.094931399999999999","0.24568899999999999","0.20886199999999999","0.45455099999999998","19.734000000000002","CS004ME Specification-Baseline__Cost-1__Fee-British__Starts-50 -Eq8.csv","0.20886450000000001","0.19822149999999999","0.0474657","0.27742565749999998","0.26596399999999998","0.17813000000000001","0.38305499999999998"
"Specification-Baseline__Cost-1__Fee-British__Starts-50","Risk Neutral","0","Trial Fee-Shifting","Baseline","British","10","10","2","50","99","49","50","50","11","9","1","0.02","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","5.3290705182007514E-15","8.8820000000000011E-16","18259","0.82186999999999999","0.43881500000000001","0.51352100000000001","0.050000000000000003","0.18260999999999999","0","0","0","0.25620500000000002","0.12810299999999999","0.12810199999999999","0.26596399999999998","0.41772900000000002","0.39644299999999999","0.094931399999999999","0.24568899999999999","0.20886199999999999","0.45455099999999998","19.734000000000002","CS004ME Specification-Baseline__Cost-1__Fee-British__Starts-50 -Eq9.csv","0.20886450000000001","0.19822149999999999","0.0474657","0.27742565749999998","0.26596399999999998","0.17813000000000001","0.38305499999999998"
"Specification-Baseline__Cost-1__Fee-British__Starts-50","Risk Neutral","0","Trial Fee-Shifting","Baseline","British","10","10","2","50","99","49","50","50","11","10","1","0.02","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","5.3290705182007514E-15","0","18259","0.82186999999999999","0.43881500000000001","0.50083299999999997","0.050000000000000003","0.18260999999999999","0","0","0","0.25620500000000002","0.12810299999999999","0.12810199999999999","0.26596399999999998","0.41772900000000002","0.39644299999999999","0.094931399999999999","0.24568899999999999","0.20886199999999999","0.45455099999999998","19.734000000000002","CS004ME Specification-Baseline__Cost-1__Fee-British__Starts-50 -Eq10.csv","0.20886450000000001","0.19822149999999999","0.0474657","0.27742565749999998","0.26596399999999998","0.17813000000000001","0.38305499999999998"
"Specification-Baseline__Cost-1__Fee-British__Starts-50","Risk Neutral","0","Trial Fee-Shifting","Baseline","British","10","10","2","50","99","49","50","50","11","11","1","0.02","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","5.3290705182007514E-15","8.8820000000000011E-16","18259","0.82186999999999999","0.43881500000000001","0.51391600000000004","0.050000000000000003","0.18260999999999999","0","0","0","0.25620500000000002","0.12810299999999999","0.12810199999999999","0.26596399999999998","0.41772900000000002","0.39644299999999999","0.094931399999999999","0.24568899999999999","0.20886199999999999","0.45455099999999998","19.734000000000002","CS004ME Specification-Baseline__Cost-1__Fee-British__Starts-50 -Eq11.csv","0.20886450000000001","0.19822149999999999","0.0474657","0.27742565749999998","0.26596399999999998","0.17813000000000001","0.38305499999999998"
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50","Moderately Risk Averse","2","Complete Fee-Shifting","Moderate symmetric risk aversion","British","10","10","2","50","99","49","50","35","7","1","23","0.65714285714285714","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","0","-3.9789999999999995E-13","95930","0.71569000000000005","0.71569000000000005","0.62108600000000003","0.68110700000000002","0.638652","0.035644839999999997","0.00637128","0.0030930799999999998","0.035021999999999998","0.0153435","0.019678000000000001","0.225213","0.481489","0.33273200000000003","0.075003600000000004","0.20387","0.24074100000000001","0.44461099999999998","19.774799999999999","CS004ME Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50 -Eq1.csv","0.2407445","0.16636600000000001","0.037501800000000002","0.29756028222099995","0.225213","0.28431000000000001","0"
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50","Moderately Risk Averse","2","Complete Fee-Shifting","Moderate symmetric risk aversion","British","10","10","2","50","99","49","50","35","7","2","1","0.028571428571428571","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","2.2737367544323206E-13","0.1065","95930","1","1","0.48543399999999998","0.61455700000000002","0.95899500000000004","0","0.020009800000000001","0","0.020996000000000001","0.012089300000000001","0.0089061999999999995","0.30629899999999999","0.47305700000000001","0.59051799999999999","0.012506099999999999","0.30151600000000001","0.23652500000000001","0.53804099999999999","19.6937","CS004ME Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50 -Eq2.csv","0.2365285","0.29525899999999999","0.0062530499999999996","0.380120960259","0.30629899999999999","0","0"
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50","Moderately Risk Averse","2","Complete Fee-Shifting","Moderate symmetric risk aversion","British","10","10","2","50","99","49","50","35","7","3","1","0.028571428571428571","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","2.2737367544323206E-13","0.10580000000000001","95931","1","1","0.44804100000000002","0.57531600000000005","0.94917600000000002","0.0085255550000000006","0.015022165000000001","0.0025859300000000002","0.027276000000000002","0.0147303","0.012546","0.30818299999999998","0.49587199999999998","0.52462799999999998","0.0134815","0.26905800000000002","0.24793299999999999","0.51699099999999998","19.691800000000001","CS004ME Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50 -Eq3.csv","0.24793599999999999","0.26231399999999999","0.0067407500000000002","0.35818257076900006","0.30818299999999998","0","0"
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50","Moderately Risk Averse","2","Complete Fee-Shifting","Moderate symmetric risk aversion","British","10","10","2","50","99","49","50","35","7","4","3","0.085714285714285715","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","1.1368683772161603E-13","0.13389999999999999","95931","1","1","0.50439500000000004","0.60577000000000003","0.93057900000000005","0.0052499550000000006","0.033206044999999997","0.0026964900000000002","0.030964999999999999","0.0181259","0.0128395","0.30929000000000001","0.42065000000000002","0.55285399999999996","0.077073000000000003","0.31496600000000002","0.21032200000000001","0.52528799999999998","19.6907","CS004ME Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50 -Eq4.csv","0.21032500000000001","0.27642699999999998","0.038536500000000001","0.33474332640400001","0.30929000000000001","0","0"
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50","Moderately Risk Averse","2","Complete Fee-Shifting","Moderate symmetric risk aversion","British","10","10","2","50","99","49","50","35","7","5","3","0.085714285714285715","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","2.2737367544323206E-13","0.11609999999999999","95931","0.71569000000000005","0.71569000000000005","0.57793499999999998","0.62341400000000002","0.63836300000000001","0.050433400000000003","0","0","0.026894000000000001","0.0105185","0.016375000000000001","0.222775","0.545983","0.30739899999999998","0.0126734","0.16003800000000001","0.27298800000000001","0.43302600000000002","19.777200000000001","CS004ME Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50 -Eq5.csv","0.2729915","0.15369949999999999","0.0063366999999999998","0.31805000794799998","0.222775","0.28431000000000001","0"
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50","Moderately Risk Averse","2","Complete Fee-Shifting","Moderate symmetric risk aversion","British","10","10","2","50","99","49","50","35","7","6","3","0.085714285714285715","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","2.2737367544323206E-13","0.10639999999999999","95931","0.71569000000000005","0.71569000000000005","0.57793499999999998","0.62341400000000002","0.63836300000000001","0.050433400000000003","0","0","0.026894000000000001","0.0105185","0.016375000000000001","0.222775","0.545983","0.30739899999999998","0.0126734","0.16003800000000001","0.27298800000000001","0.43302600000000002","19.777200000000001","CS004ME Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50 -Eq6.csv","0.2729915","0.15369949999999999","0.0063366999999999998","0.31805000794799998","0.222775","0.28431000000000001","0"
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50","Moderately Risk Averse","2","Complete Fee-Shifting","Moderate symmetric risk aversion","British","10","10","2","50","99","49","50","35","7","7","1","0.028571428571428571","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","0","0.12189999999999999","95931","0.71569000000000005","0.71569000000000005","0.53902899999999998","0.57443200000000005","0.64303699999999997","0.051658799999999998","0","0","0.020993999999999999","0.0089060900000000002","0.012087799999999999","0.22100500000000001","0.59582800000000002","0.29582900000000001","0.0090591000000000005","0.152446","0.29791000000000001","0.45035599999999998","19.779","CS004ME Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50 -Eq7.csv","0.29791400000000001","0.1479145","0.0045295500000000002","0.33795112300999997","0.22100500000000001","0.28431000000000001","0"
"Specification-ModerateRiskAversion__Cost-1__Fee-British__Starts-50","Moderately Risk Averse","2","Trial Fee-Shifting","Moderate symmetric risk aversion","British","10","10","2","50","99","49","50","50","19","1","10","0.20000000000000001","Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors","0","-5.1160000000000006E-13","78908","0.71569000000000005","0.46029799999999998","0.64347299999999996","0.37725999999999998","0.171876","0.156779","0.108919","0","0.022724999999999999","0.0099090099999999993","0.012815500000000001","0.18321599999999999","0.44775399999999999","0.32814300000000002","0.033502499999999998","0.18082500000000001","0.22387399999999999","0.40469900000000003","19.816800000000001","CS004ME Specification-ModerateRiskAversion__Cost-1__Fee-British__Starts-50 -Eq1.csv","0.22387699999999999","0.16407150000000001","0.016751249999999999","0.28612207499999998","0.18321599999999999","0.28431000000000001","0.25539200000000001"
