"OptionSet","Exploit","Refine","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1.5 Moderately Risk Averse Timing 0.25","0.0004883","0.979","1","All",1,0,1,0.499995,1,1,1,1,0.527046,0.45851,,,0.829038,,,,,0.000867123,0.000850478,0.169242,0.509395,10.4665,9.47699,19.9435,0.0565397,1000.08,999.438,0.0565397,0.150944,0.145331,0.296275,0.0999005,0.103406,0,0.0565397,0,0.829038,0.491312,0.000868577,0.000851932,2.90737E-06,0.499994,0,7.5023E-06,1,1,0,0,0.829038,0.000867123,0.000850478,0.0830308,0.0862109
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1.5 Moderately Risk Averse Timing 0.25","0.0004883","0.979","1","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1.5 Moderately Risk Averse Timing 0.25","0.0004883","0.979","1","DisputeArises",1,0,1,0.499995,1,1,1,1,0.527046,0.45851,,,0.829038,,,,,0.000867123,0.000850478,0.169242,0.509395,10.4665,9.47699,19.9435,0.0565397,1000.08,999.438,0.0565397,0.150944,0.145331,0.296275,0.0999005,0.103406,0,0.0565397,0,0.829038,0.491312,0.000868577,0.000851932,2.90737E-06,0.499994,0,7.5023E-06,1,1,0,0,0.829038,0.000867123,0.000850478,0.0830308,0.0862109
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1.5 Moderately Risk Averse Timing 0.25","0.0004883","0.979","1","PFiles",1,0,1,0.499995,1,1,1,1,0.527046,0.45851,,,0.829038,,,,,0.000867123,0.000850478,0.169242,0.509395,10.4665,9.47699,19.9435,0.0565397,1000.08,999.438,0.0565397,0.150944,0.145331,0.296275,0.0999005,0.103406,0,0.0565397,0,0.829038,0.491312,0.000868577,0.000851932,2.90737E-06,0.499994,0,7.5023E-06,1,1,0,0,0.829038,0.000867123,0.000850478,0.0830308,0.0862109
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1.5 Moderately Risk Averse Timing 0.25","0.0004883","0.979","1","DAnswers",1,0,1,0.499995,1,1,1,1,0.527046,0.45851,,,0.829038,,,,,0.000867123,0.000850478,0.169242,0.509395,10.4665,9.47699,19.9435,0.0565397,1000.08,999.438,0.0565397,0.150944,0.145331,0.296275,0.0999005,0.103406,0,0.0565397,0,0.829038,0.491312,0.000868577,0.000851932,2.90737E-06,0.499994,0,7.5023E-06,1,1,0,0,0.829038,0.000867123,0.000850478,0.0830308,0.0862109
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1.5 Moderately Risk Averse Timing 0.25","0.0004883","0.979","1","Litigated",1,0,1,0.499995,1,1,1,1,0.527046,0.45851,,,0.829038,,,,,0.000867123,0.000850478,0.169242,0.509395,10.4665,9.47699,19.9435,0.0565397,1000.08,999.438,0.0565397,0.150944,0.145331,0.296275,0.0999005,0.103406,0,0.0565397,0,0.829038,0.491312,0.000868577,0.000851932,2.90737E-06,0.499994,0,7.5023E-06,1,1,0,0,0.829038,0.000867123,0.000850478,0.0830308,0.0862109
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1.5 Moderately Risk Averse Timing 0.25","0.0004883","0.979","1","Not Litigated",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1.5 Moderately Risk Averse Timing 0.25","0.0004883","0.979","1","Settles",0.829,0,0.829038,0.498609,1,1,1,1,0.450303,0.532321,,,1,,,,,0,0,0,,10.4726,9.48994,19.9625,0.0375,1000.09,999.511,0.0375,0.129981,0.136681,0.266662,0.0721918,0.0789464,0,0.0375,0,1,0.491312,0,0,0,0.498083,0,-0.287558,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1.5 Moderately Risk Averse Timing 0.25","0.0004883","0.979","1","Tried",0.1692,0,0.169242,0.506773,1,1,1,1,0.9,0.1,,,0,,,,,0,0,1,0.509395,10.4365,9.41349,19.85,0.15,1000.04,999.08,0.15,0.25331,0.187313,0.440623,0.234881,0.222435,0,0.15,0,0,,0,0,0,0.509335,0,1.39942,1,1,0,0,0,0,0,0.490605,0.509395
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 1.5 Moderately Risk Averse Timing 0.25","0.0004883","0.979","1","PWins",0.0862,0,0.0862109,0.63655,1,1,1,1,0.9,0.1,,,0,,,,,0,0,1,1,11.0375,8.8125,19.85,0.15,1000.16,998.181,0.15,0.497275,0,0.497275,0.461097,0,0,0.15,0,0,,0,0,0,0.690225,0,1.40151,1,1,0,0,0,0,0,0,1
