"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","DWins",0.1476,0,0.147568,0.470958,1,1,1,1,0.646652,0.387926,,,0,,,,,0,0,1,0,9.55,10.15,999.728,1000.05,0.3,0,0.672873,0.672873,0,0.975666,0,0,0,,0,0,0,0.46405,0,0.142774,1,1,0,0,0,0,0,1,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","Abandoned",0.0399,0,0.0398778,0.460135,1,1,1,1,0.723806,0.419115,,,0,,,,,1,0,0,,9.925,9.925,999.97,999.97,0.15,0.0412008,0.484455,0.525656,0.00309006,0.520789,0,0,0,,1,0,0,0.450656,0,-1.45627,1,1,0,0,0,1,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","Rounds1",1,0,1,0.499999,1,1,1,1,0.49919,0.500937,,,0.664554,,,,,0.0398778,0,0.295568,0.50073,10.3754,9.43024,1000.05,999.262,0.194335,0.321932,0.313472,0.635404,0.267647,0.283706,0,0,0.664554,0.488238,0.0398778,0,0,0.499999,0,-5.093E-05,1,1,0,0,0.664554,0.0398778,0,0.147568,0.148
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","PrePrimary5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","PrePrimary6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","PrePrimary7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","PrePrimary8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","PrePrimary9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","PrePrimary10",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","Truly Liable",0.5,0,0.499999,0.716725,1,1,1,1,0.499362,0.500937,,,0.665643,,,,,0.0359424,0,0.298415,0.541047,10.3973,9.40796,1000.06,999.217,0.194762,0.0726554,0.626945,0.699601,0.0326949,0.567413,0,0,0.665643,0.489524,0.0359424,0,0,1,0,-5.36997E-05,1,1,0,0,0.665643,0.0359424,0,0.136958,0.161456
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","Truly Not Liable",0.5,0,0.500001,0.283274,1,1,1,1,0.499018,0.500937,,,0.663465,,,,,0.0438132,0,0.292722,0.45963,10.3536,9.45252,1000.05,999.307,0.193908,0.571207,0,0.571207,0.502597,0,0,0,0.663465,0.486947,0.0438132,0,0,0,0,-4.81604E-05,1,1,0,0,0.663465,0.0438132,0,0.158178,0.134544
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","AllCount",5400,0,5400,0.499999,5400,5400,5400,5400,0.49919,0.500937,,,3588.59,,,,,215.34,0,1596.07,1051.53,10.3754,9.43024,1000.05,999.262,0.194335,0.321932,0.313472,0.635404,0.267647,0.283706,0,0,3588.59,0.488238,215.34,0,0,2699.99,0,-5.093E-05,5400,5400,0,0,3588.59,215.34,0,796.869,799.2
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","Liability Strength1",0.2261,0,0.226111,0.1,1,1,1,1,0.498869,0.500937,,,0.662527,,,,,0.0472032,0,0.29027,0.424951,10.3354,9.47107,1000.04,999.344,0.19354,0.534044,0.0273012,0.561345,0.459937,0.0257987,0,0,0.662527,0.485832,0.0472032,0,0,0.0399657,0,-4.54703E-05,1,1,0,0,0.662527,0.0472032,0,0.166919,0.12335
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","Liability Strength2",0.1902,0,0.190222,0.3,1,1,1,1,0.499032,0.500937,,,0.663558,,,,,0.043478,0,0.292964,0.462263,10.355,9.45104,1000.05,999.304,0.193945,0.485869,0.112762,0.59863,0.423686,0.105218,0,0,0.663558,0.487058,0.043478,0,0,0.169489,0,-4.85835E-05,1,1,0,0,0.663558,0.043478,0,0.157538,0.135427
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","Liability Strength3",0.1673,0,0.167337,0.5,1,1,1,1,0.499194,0.500937,,,0.664578,,,,,0.0397916,0,0.295631,0.5,10.3751,9.43052,1000.05,999.262,0.194345,0.329084,0.323519,0.652603,0.280821,0.297703,0,0,0.664578,0.488266,0.0397916,0,0,0.5,0,-5.13747E-05,1,1,0,0,0.664578,0.0397916,0,0.147815,0.147815
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","Liability Strength4",0.1902,0,0.190221,0.7,1,1,1,1,0.499352,0.500937,,,0.665576,,,,,0.0361846,0,0.29824,0.537737,10.3955,9.40974,1000.06,999.221,0.194736,0.163484,0.522004,0.685488,0.12175,0.473096,0,0,0.665576,0.489445,0.0361846,0,0,0.830511,0,-5.37558E-05,1,1,0,0,0.665576,0.0361846,0,0.137865,0.160374
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","Liability Strength5",0.2261,0,0.226109,0.9,1,1,1,1,0.499505,0.500937,,,0.666541,,,,,0.0326945,0,0.300764,0.575049,10.4159,9.38895,1000.06,999.179,0.195115,0.099906,0.58563,0.685536,0.0570713,0.522084,0,0,0.666541,0.490583,0.0326945,0,0,0.960034,0,-5.56574E-05,1,1,0,0,0.666541,0.0326945,0,0.12781,0.172954
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","PLiabilitySignal1",0.1893,0,0.18934,0.446233,1,1,1,1,0.496509,0.500937,,,0.647625,,,,,0.101061,0,0.251313,0.489902,10.3306,9.48167,1000.05,999.359,0.187697,0.323595,0.290941,0.614536,0.262747,0.2654,0,0,0.647625,0.467683,0.101061,0,0,0.433456,0,-1.9682,1,1,0,0,0.647625,0.101061,0,0.128194,0.123119
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","PLiabilitySignal2",0.2053,0,0.20525,0.472959,1,1,1,1,0.496509,0.500937,,,0.647625,,,,,0.101061,0,0.251313,0.494922,10.3326,9.47965,1000.05,999.355,0.187697,0.308799,0.312695,0.621495,0.249673,0.285008,0,0,0.647625,0.467683,0.101061,0,0,0.466522,0,-0.98403,1,1,0,0,0.647625,0.101061,0,0.126933,0.12438
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","PLiabilitySignal3",0.2108,0,0.21084,0.499999,1,1,1,1,0.500937,0.500937,,,0.675588,,,,,0,0,0.324412,0.5,10.4014,9.39994,1000.05,999.205,0.198662,0.342115,0.301928,0.644044,0.290892,0.272297,0,0,0.675588,0.50108,0,0,0,0.499999,0,2E-05,1,1,0,0,0.675588,0,0,0.162206,0.162206
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","PLiabilitySignal4",0.2053,0,0.20525,0.527042,1,1,1,1,0.500937,0.500937,,,0.675588,,,,,0,0,0.324412,0.505079,10.404,9.3973,1000.05,999.199,0.198662,0.325206,0.321569,0.646775,0.274649,0.289694,0,0,0.675588,0.50108,0,0,0,0.533479,0,0.98399,1,1,0,0,0.675588,0,0,0.160559,0.163854
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","PLiabilitySignal5",0.1893,0,0.18932,0.553768,1,1,1,1,0.500937,0.500937,,,0.675588,,,,,0,0,0.324412,0.510098,10.4066,9.3947,1000.06,999.194,0.198662,0.308478,0.340925,0.649404,0.258554,0.306816,0,0,0.675588,0.50108,0,0,0,0.566545,0,1.96816,1,1,0,0,0.675588,0,0,0.15893,0.165482
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","DLiabilitySignal1",0.1893,0,0.189334,0.446232,1,1,1,1,0.499147,0.500937,,,0.664284,,,,,0.0408537,0,0.294862,0.490615,10.37,9.43577,1000.05,999.273,0.194229,0.353545,0.272856,0.626402,0.297019,0.247485,0,0,0.664284,0.487918,0.0408537,0,0,0.433455,0,1.96815,1,1,0,0,0.664284,0.0408537,0,0.150198,0.144664
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","DLiabilitySignal2",0.2052,0,0.205244,0.472957,1,1,1,1,0.499169,0.500937,,,0.664418,,,,,0.0403688,0,0.295213,0.495645,10.3727,9.43302,1000.05,999.267,0.194282,0.337867,0.293079,0.630946,0.28248,0.26554,0,0,0.664418,0.488077,0.0403688,0,0,0.466519,0,0.983948,1,1,0,0,0.664418,0.0403688,0,0.148892,0.146321
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","DLiabilitySignal3",0.2108,0,0.210838,0.499999,1,1,1,1,0.49919,0.500937,,,0.664554,,,,,0.0398772,0,0.295569,0.500727,10.3754,9.43024,1000.05,999.262,0.194335,0.321961,0.313513,0.635474,0.267701,0.283763,0,0,0.664554,0.488238,0.0398772,0,0,0.499999,0,-3.99984E-05,1,1,0,0,0.664554,0.0398772,0,0.14757,0.147999
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","DLiabilitySignal4",0.2052,0,0.205244,0.527041,1,1,1,1,0.499212,0.500937,,,0.66469,,,,,0.0393863,0,0.295924,0.5058,10.3781,9.42746,1000.05,999.256,0.194389,0.306024,0.333904,0.639928,0.252865,0.301926,0,0,0.66469,0.488399,0.0393863,0,0,0.533478,0,-0.984028,1,1,0,0,0.66469,0.0393863,0,0.146246,0.149678
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","DLiabilitySignal5",0.1893,0,0.189339,0.553766,1,1,1,1,0.499233,0.500937,,,0.664823,,,,,0.0389033,0,0.296273,0.510805,10.3808,9.42472,1000.05,999.251,0.194441,0.290256,0.353999,0.644255,0.238158,0.319803,0,0,0.664823,0.488557,0.0389033,0,0,0.566543,0,-1.96823,1,1,0,0,0.664823,0.0389033,0,0.144935,0.151338
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","MutOptLiability4",0.0347,0,0.0346626,0.5,1,1,1,1,0.500937,0.500937,,,0.675588,,,,,0,0,0.324412,0.5,10.4014,9.39994,1000.05,999.205,0.198662,0.342142,0.301968,0.64411,0.290943,0.272354,0,0,0.675588,0.50108,0,0,0,0.5,0,4,1,1,0,0,0.675588,0,0,0.162206,0.162206
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","MutOptLiability3",0.0764,0,0.076426,0.499998,1,1,1,1,0.500937,0.500937,,,0.675588,,,,,0,0,0.324412,0.5,10.4014,9.39994,1000.05,999.205,0.198662,0.342129,0.301946,0.644075,0.290917,0.272323,0,0,0.675588,0.50108,0,0,0,0.499998,0,3,1,1,0,0,0.675588,0,0,0.162206,0.162206
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","MutOptLiability2",0.1216,0,0.121607,0.499998,1,1,1,1,0.500937,0.500937,,,0.675588,,,,,0,0,0.324412,0.5,10.4014,9.39994,1000.05,999.205,0.198662,0.342106,0.301913,0.64402,0.290874,0.272275,0,0,0.675588,0.50108,0,0,0,0.499998,0,2,1,1,0,0,0.675588,0,0,0.162206,0.162206
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","MutOptLiability1",0.1656,0,0.165556,0.499999,1,1,1,1,0.499881,0.500937,,,0.668915,,,,,0.024115,0,0.30697,0.500848,10.3859,9.41806,1000.05,999.239,0.196045,0.329233,0.308069,0.637301,0.275778,0.278328,0,0,0.668915,0.493365,0.024115,0,0,0.499998,0,1,1,1,0,0,0.668915,0.024115,0,0.153225,0.153745
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","MutOptLiability0",0.2035,0,0.203477,0.499999,1,1,1,1,0.499207,0.500937,,,0.664661,,,,,0.0394913,0,0.295848,0.501402,10.376,9.42963,1000.05,999.261,0.194377,0.321068,0.312044,0.633112,0.266216,0.28223,0,0,0.664661,0.488365,0.0394913,0,0,0.499999,0,0,1,1,0,0,0.664661,0.0394913,0,0.147509,0.148339
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","MutOptLiability-1",0.1656,0,0.165562,0.5,1,1,1,1,0.498723,0.500937,,,0.661606,,,,,0.0505305,0,0.287863,0.50124,10.3686,9.4382,1000.05,999.277,0.193179,0.316112,0.316028,0.63214,0.260772,0.286214,0,0,0.661606,0.484735,0.0505305,0,0,0.5,0,-1,1,1,0,0,0.661606,0.0505305,0,0.143575,0.144289
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","MutOptLiability-2",0.1216,0,0.121609,0.499999,1,1,1,1,0.497963,0.500937,,,0.656803,,,,,0.0678897,0,0.275307,0.500876,10.357,9.45173,1000.05,999.302,0.191296,0.308425,0.322415,0.63084,0.252369,0.292588,0,0,0.656803,0.478959,0.0678897,0,0,0.499999,0,-2,1,1,0,0,0.656803,0.0678897,0,0.137412,0.137895
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","MutOptLiability-3",0.0764,0,0.076432,0.500001,1,1,1,1,0.496509,0.500937,,,0.647625,,,,,0.101061,0,0.251313,0.5,10.3347,9.47761,1000.05,999.351,0.187697,0.293806,0.334706,0.628511,0.23641,0.304838,0,0,0.647625,0.467683,0.101061,0,0,0.500001,0,-3,1,1,0,0,0.647625,0.101061,0,0.125657,0.125657
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","MutOptLiability-4",0.0347,0,0.0346682,0.5,1,1,1,1,0.496509,0.500937,,,0.647625,,,,,0.101061,0,0.251313,0.5,10.3347,9.47761,1000.05,999.351,0.187697,0.293817,0.334721,0.628538,0.236432,0.30486,0,0,0.647625,0.467683,0.101061,0,0,0.5,0,-4,1,1,0,0,0.647625,0.101061,0,0.125657,0.125657
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","Truly Liable MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","Truly Liable MutOptLiability4",0.0173,0,0.0173313,0.714945,1,1,1,1,0.500937,0.500937,,,0.675588,,,,,0,0,0.324412,0.540382,10.4224,9.37898,1000.06,999.162,0.198662,0.078888,0.603936,0.682824,0.0354996,0.544708,0,0,0.675588,0.50108,0,0,0,1,0,4,1,1,0,0,0.675588,0,0,0.149106,0.175307
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","Truly Liable MutOptLiability3",0.0382,0,0.0382128,0.71541,1,1,1,1,0.500937,0.500937,,,0.675588,,,,,0,0,0.324412,0.540469,10.4224,9.37893,1000.06,999.162,0.198662,0.0789008,0.603895,0.682796,0.0355053,0.544648,0,0,0.675588,0.50108,0,0,0,1,0,3,1,1,0,0,0.675588,0,0,0.149077,0.175335
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","Truly Liable MutOptLiability2",0.0608,0,0.0608033,0.716156,1,1,1,1,0.500937,0.500937,,,0.675588,,,,,0,0,0.324412,0.540609,10.4225,9.37886,1000.06,999.162,0.198662,0.0789212,0.603829,0.682751,0.0355145,0.544553,0,0,0.675588,0.50108,0,0,0,1,0,2,1,1,0,0,0.675588,0,0,0.149032,0.17538
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","Truly Liable MutOptLiability1",0.0828,0,0.0827777,0.717143,1,1,1,1,0.500089,0.500937,,,0.670228,,,,,0.0193688,0,0.310403,0.541162,10.4091,9.39438,1000.06,999.191,0.19656,0.0755902,0.61614,0.69173,0.0340156,0.556659,0,0,0.670228,0.494896,0.0193688,0,0,1,0,1,1,1,0,0,0.670228,0.0193688,0,0.142425,0.167978
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","Truly Liable MutOptLiability0",0.1017,0,0.101738,0.718318,1,1,1,1,0.499538,0.500937,,,0.666752,,,,,0.0319348,0,0.301314,0.54163,10.4004,9.40441,1000.06,999.21,0.195197,0.0734402,0.62409,0.69753,0.0330481,0.564461,0,0,0.666752,0.49083,0.0319348,0,0,1,0,0,1,1,0,0,0.666752,0.0319348,0,0.138113,0.163201
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","Truly Liable MutOptLiability-1",0.0828,0,0.0827811,0.717144,1,1,1,1,0.499008,0.500937,,,0.663407,,,,,0.0440228,0,0.29257,0.541358,10.3917,9.41441,1000.06,999.229,0.193886,0.0712734,0.632056,0.70333,0.032073,0.572427,0,0,0.663407,0.486879,0.0440228,0,0,1,0,-1,1,1,0,0,0.663407,0.0440228,0,0.134185,0.158385
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","Truly Liable MutOptLiability-2",0.0608,0,0.0608045,0.716157,1,1,1,1,0.498155,0.500937,,,0.65802,,,,,0.0634928,0,0.278487,0.541022,10.3778,9.43046,1000.06,999.259,0.191773,0.0678005,0.644832,0.712633,0.0305102,0.585178,0,0,0.65802,0.48043,0.0634928,0,0,1,0,-2,1,1,0,0,0.65802,0.0634928,0,0.12782,0.150668
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","1.1369999999999999E-13","479","Truly Liable MutOptLiability-3",0.0382,0,0.0382161,0.715411,1,1,1,1,0.496509,0.500937,,,0.647625,,,,,0.101061,0,0.251313,0.54047,10.351,9.46134,1000.05,999.318,0.187697,0.0611223,0.669409,0.730532,0.027505,0.609674,0,0,0.647625,0.467683,0.101061,0,0,1,0,-3,1,1,0,0,0.647625,0.101061,0,0.115486,0.135827
