"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","1.1369999999999999E-13","1485","Liability Strength2",0.1902,0,0.190218,0.3,0.158867,0.149714,1,1,0.331062,0.149167,,,0.069326,,,,,0.0595936,0.00120018,0.016766,0.0227808,9.97026,9.92711,999.981,999.945,0.102634,0.0607117,0.17453,0.235242,0.034354,0.182895,0,0,0.069326,0.155736,0.0610076,0.00261417,0.00282798,0.169489,0,-1.53781E-05,0.158867,0.149714,0.841133,0.00915347,0.069326,0.0595936,0.00120018,0.016384,0.0003819
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","1.1369999999999999E-13","1485","Liability Strength3",0.1673,0,0.167335,0.5,0.841344,0.503903,1,1,0.422741,0.334346,,,0.271898,,,,,0.0556065,0.0732406,0.049399,0.5,10.2817,9.28508,1000.04,999.094,0.433214,0.380509,0.359148,0.739657,0.359094,0.340579,0,0,0.271898,0.318747,0.0824855,0.10012,0.053758,0.5,0,-4.97292E-07,0.841344,0.503903,0.158656,0.337441,0.271898,0.0556065,0.0732406,0.0246997,0.0246997
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","1.1369999999999999E-13","1485","Liability Strength4",0.1902,0,0.190221,0.7,0.99865,0.108915,1,1,0.758392,0.413732,,,0.0226889,,,,,0.000649233,0.0680302,0.014039,0.977219,10.682,8.97732,1000.14,998.694,0.340693,0.198554,0.264114,0.462668,0.189379,0.0928806,0,0,0.0226889,0.553335,0.00240296,0.0697839,0.00350746,0.830511,0,5.97832E-06,0.99865,0.108915,0.00135035,0.889734,0.0226889,0.000649233,0.0680302,0.00031983,0.0137196
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","1.1369999999999999E-13","1485","Liability Strength5",0.2261,0,0.226116,0.9,1,0.00280087,1,1,0.850226,0.481745,,,0.000536747,,,,,1.42422E-06,0.00160602,0.000653,0.999962,10.6997,8.99906,1000.14,998.804,0.301232,0.0409065,0.288294,0.329201,0.040433,0.086655,0,0,0.00053675,0.820484,3.16804E-06,0.00160776,3.48762E-06,0.960034,0,9.28151E-06,1,0.00280087,3.39261E-07,0.997199,0.000536747,1.42422E-06,0.00160602,2.46001E-8,0.0006532
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","1.1369999999999999E-13","1485","PLiabilitySignal1",0.2137,0,0.213662,0.128471,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,1000,1000,0,0,0.0586168,0.0586168,0,0.0586168,0,0,0,,0,0,0,0.0586168,0,-0.306047,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","1.1369999999999999E-13","1485","PLiabilitySignal2",0.1989,0,0.19889,0.284475,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,1000,1000,0,0,0.186555,0.186555,0,0.186555,0,0,0,,0,0,0,0.186555,0,0.03544,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","1.1369999999999999E-13","1485","PLiabilitySignal3",0.1749,0,0.17489,0.500002,1,0.573431,1,1,0.326736,0.283966,,,0.34267,,,,,0.119127,0.0221698,0.032343,0.248625,10.2694,9.23913,1000.03,999.154,0.491435,0.361044,0.317841,0.678886,0.302297,0.288492,0,0,0.34267,0.27371,0.147687,0.0507306,0.0571215,0.500003,0,-2E-05,1,0.573431,0,0.426569,0.34267,0.119127,0.0221698,0.0243016,0.0080412
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","1.1369999999999999E-13","1485","PLiabilitySignal4",0.1989,0,0.19889,0.715525,1,0.152384,1,1,0.835679,0.370589,,,0.0146307,,,,,0.000490218,0.0960866,0.040113,0.615591,10.6684,8.96179,1000.13,998.627,0.369783,0.228396,0.261214,0.48961,0.229013,0.0988075,0,0,0.0146307,0.788463,0.00102216,0.0966186,0.00106388,0.813445,0,-0.03544,1,0.152384,0,0.847616,0.0146307,0.000490218,0.0960866,0.0154197,0.0246931
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","1.1369999999999999E-13","1485","PLiabilitySignal5",0.2137,0,0.21367,0.871529,1,0.0183358,1,1,0.854613,0.41988,,,0.00203872,,,,,0,0.0131045,0.003193,0.946549,10.6985,8.99406,1000.14,998.783,0.307416,0.0646022,0.283606,0.348208,0.0628391,0.0859048,0,0,0.00203872,0.831323,0,0.0131045,0,0.941383,0,0.30605,1,0.0183358,0,0.981664,0.00203872,0,0.0131045,0.00017064,0.0030219
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","1.1369999999999999E-13","1485","DLiabilitySignal1",0.2137,0,0.213659,0.128469,0.0245418,0.0245418,1,1,0.334071,0.1,,,0.0100604,,,,,0.0112642,0,0.003217,0.0584401,9.99287,9.99048,999.996,999.994,0.0166553,0.0078554,0.0598329,0.0676883,0.00339158,0.0614983,0,0,0.0100604,0.1,0.0112642,0,0,0.0586148,0,0.306023,0.0245418,0.0245418,0.975458,0,0.0100604,0.0112642,0,0.00302911,0.000188
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","1.1369999999999999E-13","1485","DLiabilitySignal2",0.1989,0,0.198893,0.284477,0.216857,0.216857,1,1,0.380693,0.121766,,,0.0855936,,,,,0.0861105,0,0.045153,0.375296,9.94876,9.89403,999.969,999.879,0.157206,0.0711846,0.202363,0.273548,0.0464353,0.226621,0,0,0.0855936,0.121707,0.0861105,0,0,0.186558,0,-0.0354206,0.216857,0.216857,0.783143,0,0.0855936,0.0861105,0,0.0282072,0.0169457
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","1.1369999999999999E-13","1485","DLiabilitySignal3",0.1749,0,0.174888,0.5,0.749959,0.482016,1,1,0.497168,0.410638,,,0.248332,,,,,0.00784462,0.143579,0.02412,0.743613,10.3197,9.2962,1000.06,999.043,0.384065,0.336007,0.308228,0.644235,0.310308,0.25583,0,0,0.248332,0.376223,0.0369147,0.172649,0.0581402,0.5,0,2.76634E-06,0.749959,0.482016,0.250041,0.267942,0.248332,0.00784462,0.143579,0.00618416,0.0179363
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","1.1369999999999999E-13","1485","DLiabilitySignal4",0.1989,0,0.198895,0.715524,0.977024,0.00924628,1,1,0.740027,0.523249,,,0.00337528,,,,,0.000131433,0.00340751,0.002163,0.966433,10.6818,9.02104,1000.14,998.825,0.297179,0.177342,0.25365,0.430992,0.17655,0.0853996,0,0,0.00337528,0.645611,0.000215779,0.00349185,0.000168692,0.813443,0,0.0354331,0.977024,0.00924628,0.0229761,0.967778,0.00337528,0.000131433,0.00340751,7.26175E-5,0.0020908
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","1.1369999999999999E-13","1485","DLiabilitySignal5",0.2137,0,0.213666,0.87153,0.999646,0,1,1,,,,,0,,,,,0,0,0,,10.6998,9.00035,1000.14,998.808,0.299894,0.0585008,0.282583,0.341084,0.0585008,0.0849422,0,0,0,,0,0,0,0.941385,0,-0.30603,0.999646,0,0.000353721,0.999646,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","1.1369999999999999E-13","1485","MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","1.1369999999999999E-13","1485","MutOptLiability4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","1.1369999999999999E-13","1485","MutOptLiability3",0.0002,0,0.000152499,0.500939,1,1,1,1,0.845229,0.110979,,,0.00136409,,,,,0.00720544,0,0.99143,0.504452,9.90284,8.9023,999.837,997.59,1.19486,0.663535,0.466558,1.13009,0.661743,0.544343,0,0,0.00136409,0.1,0.00720544,0,0,0.50155,0,3,1,1,0,0,0.00136409,0.00720544,0,0.491301,0.50013
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","1.1369999999999999E-13","1485","MutOptLiability2",0.0148,0,0.0148296,0.500009,1,0.875476,1,1,0.637933,0.187017,,,0.166798,,,,,0.166529,0.172501,0.369648,0.486474,10.098,9.11757,999.942,998.486,0.784431,0.449943,0.338353,0.788296,0.394731,0.350605,0,0,0.166798,0.192131,0.166529,0.172501,0,0.500015,0,2,1,0.875476,0,0.124524,0.166798,0.166529,0.172501,0.189824,0.179824
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","1.1369999999999999E-13","1485","MutOptLiability1",0.1868,0,0.18677,0.500006,0.706473,0.341941,1,1,0.528531,0.237131,,,0.105885,,,,,0.0915162,0.101349,0.042079,0.468477,10.2844,9.37583,1000.04,999.173,0.339772,0.191343,0.239482,0.430825,0.160913,0.178186,0,0,0.105885,0.215481,0.0920723,0.101905,0.00111207,0.500007,0,1,0.706473,0.341941,0.293527,0.364532,0.105885,0.0915162,0.101349,0.0223659,0.019713
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","1.1369999999999999E-13","1485","MutOptLiability0",0.5965,0,0.596498,0.500003,0.57329,0.0958059,1,1,0.335243,0.412521,,,0.0682885,,,,,0.00225497,0.00719017,0.001368,0.651875,10.3453,9.45313,1000.07,999.352,0.201549,0.103337,0.206455,0.309793,0.09662,0.119952,0,0,0.0682885,0.348559,0.0106072,0.0155424,0.0167045,0.500004,0,0,0.57329,0.0958059,0.42671,0.477484,0.0682885,0.00225497,0.00719017,0.00047615,0.0008916
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","1.1369999999999999E-13","1485","MutOptLiability-1",0.1868,0,0.186767,0.499999,0.499999,0.00195396,1,1,0.326736,0.523249,,,0.00155866,,,,,0.000124948,6.46985E-05,4.685E-5,0.753866,10.3489,9.50051,1000.07,999.405,0.150614,0.0927986,0.215795,0.308593,0.0926978,0.130535,0,0,0.00155866,0.429048,0.000204348,0.000144099,0.0001588,0.499999,0,-1,0.499999,0.00195396,0.500001,0.498045,0.00155866,0.000124948,6.46985E-05,1.15311E-5,3.5318E-5
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","1.1369999999999999E-13","1485","MutOptLiability-2",0.0148,0,0.0148311,0.500018,0.348575,0,1,1,,,,,0,,,,,0,0,0,,10.244,9.65143,1000.05,999.584,0.104572,0.0599459,0.297989,0.357935,0.0599459,0.237377,0,0,0,,0,0,0,0.500029,0,-2,0.348575,0,0.651425,0.348575,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","1.1369999999999999E-13","1485","MutOptLiability-3",0.0002,0,0.000152495,0.499063,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,1000,1000,0,0,0.498454,0.498454,0,0.498454,0,0,0,,0,0,0,0.498454,0,-3,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","1.1369999999999999E-13","1485","MutOptLiability-4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","1.1369999999999999E-13","1485","MutOptLiability-5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","1.1369999999999999E-13","1485","Truly Liable MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","1.1369999999999999E-13","1485","Truly Liable MutOptLiability4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","1.1369999999999999E-13","1485","Truly Liable MutOptLiability3",7.6E-5,0,7.6486E-05,0.571414,1,1,1,1,0.848552,0.114798,,,0.000881095,,,,,0.00465413,0,0.994465,0.671738,10.0698,8.73355,999.927,996.925,1.19668,0.400812,0.930231,1.33104,0.240487,1.08532,0,0,0.0008811,0.1,0.00465413,0,0,1,0,3,1,1,0,0,0.000881095,0.00465413,0,0.326445,0.66802
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","1.1369999999999999E-13","1485","Truly Liable MutOptLiability2",0.0074,0,0.00741501,0.601903,1,0.793788,1,1,0.767678,0.25348,,,0.0854485,,,,,0.0601046,0.285663,0.362572,0.568815,10.3233,8.92101,1000.01,998.039,0.755679,0.214039,0.676685,0.890724,0.100816,0.701189,0,0,0.0854485,0.397608,0.0601046,0.285663,0,1,0,2,1,0.793788,0,0.206212,0.0854485,0.0601046,0.285663,0.156336,0.206236
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","1.1369999999999999E-13","1485","Truly Liable MutOptLiability1",0.0934,0,0.0933861,0.693517,0.947954,0.318253,1,1,0.622044,0.291001,,,0.0793502,,,,,0.0594095,0.137635,0.040354,0.647814,10.521,9.07488,1000.09,998.752,0.404074,0.0594732,0.478957,0.53843,0.0222811,0.356367,0,0,0.0793502,0.2937,0.0601612,0.138387,0.00150355,1,0,1,0.947954,0.318253,0.0520462,0.629701,0.0793502,0.0594095,0.137635,0.0142121,0.0261419
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.5,0.5","1.1369999999999999E-13","1485","Truly Liable MutOptLiability0",0.2983,0,0.298251,0.73705,0.918851,0.0968527,1,1,0.340656,0.413718,,,0.0685677,,,,,0.00225803,0.00765483,0.001664,0.728919,10.5871,9.1072,1000.12,998.939,0.305709,0.0057381,0.412908,0.418646,0.0019073,0.239901,0,0,0.0685677,0.350415,0.0106123,0.0160091,0.0167086,1,0,0,0.918851,0.0968527,0.0811494,0.821998,0.0685677,0.00225803,0.00765483,0.00045095,0.0012126
