"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","POffer1Action1","DOffer1Action1","POffer1Action2","DOffer1Action2","POffer1Action3","DOffer1Action3","POffer1Action4","DOffer1Action4","POffer1Action5","DOffer1Action5","POffer1Action6","DOffer1Action6","POffer1Action7","DOffer1Action7","POffer1Action8","DOffer1Action8","POffer1Action9","DOffer1Action9","POffer1Action10","DOffer1Action10","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","PLiabilitySignal6","PLiabilitySignal7","PLiabilitySignal8","PLiabilitySignal9","PLiabilitySignal10","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","DLiabilitySignal6","DLiabilitySignal7","DLiabilitySignal8","DLiabilitySignal9","DLiabilitySignal10","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"Specification-CenterWeightedContinuousMerits__Cost-4__Fee-British__ExitFees-AllUnilateralExits","0","493","All",1,0,1,0.499998,0.418344,0.418344,1,1,0.95,0.843255,,,0,0.118605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.881395,0.368726,,,,,0.0114943,0,0.038123,0.473725,10.0852,9.36707,19.4522,0.547761,10.0852,9.36707,0.547761,0.370739,0.427151,0.797891,0.506766,0.449868,0,0.547761,0,0,0,0,0,0.368726,0.95,0.0114943,0,0,0.499996,0,-6.95537E-05,0.05628,0.08203,0.10578,0.12337,0.13255,0.13255,0.12337,0.10578,0.08203,0.05626,0.056278,0.0820317,0.105778,0.123371,0.132545,0.132544,0.123369,0.105775,0.0820278,0.0562795,0.418344,0.418344,0.581656,0,0.368726,0.0114943,0,0.0200634,0.01806
"Specification-CenterWeightedContinuousMerits__Cost-4__Fee-British__ExitFees-AllUnilateralExits","0","493","NoDispute",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Specification-CenterWeightedContinuousMerits__Cost-4__Fee-British__ExitFees-AllUnilateralExits","0","493","DisputeArises",1,0,1,0.499998,0.418344,0.418344,1,1,0.95,0.843255,,,0,0.118605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.881395,0.368726,,,,,0.0114943,0,0.038123,0.473725,10.0852,9.36707,19.4522,0.547761,10.0852,9.36707,0.547761,0.370739,0.427151,0.797891,0.506766,0.449868,0,0.547761,0,0,0,0,0,0.368726,0.95,0.0114943,0,0,0.499996,0,-6.95537E-05,0.05628,0.08203,0.10578,0.12337,0.13255,0.13255,0.12337,0.10578,0.08203,0.05626,0.056278,0.0820317,0.105778,0.123371,0.132545,0.132544,0.123369,0.105775,0.0820278,0.0562795,0.418344,0.418344,0.581656,0,0.368726,0.0114943,0,0.0200634,0.01806
"Specification-CenterWeightedContinuousMerits__Cost-4__Fee-British__ExitFees-AllUnilateralExits","0","493","PFiles",0.4183,0,1,0.578759,1,1,1,1,0.95,0.843255,,,0,0.118605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.881395,0.881395,,,,,0.0274757,0,0.091129,0.473725,10.2036,8.48706,18.6906,1.30936,10.2036,8.48706,1.30936,0.886208,0.483393,1.3696,1.21136,0.537695,0,1.30936,0,0,0,0,0,0.881395,0.95,0.0274757,0,0,0.657518,0,1.16582,0,0,0,0,0,0.121679,0.294901,0.252854,0.196083,0.134483,0.0128323,0.0263684,0.048062,0.0779699,0.112685,0.144834,0.164747,0.164454,0.142427,0.105621,1,1,0,0,0.881395,0.0274757,0,0.0479591,0.0431703
"Specification-CenterWeightedContinuousMerits__Cost-4__Fee-British__ExitFees-AllUnilateralExits","0","493","DAnswers",0.4183,0,1,0.578759,1,1,1,1,0.95,0.843255,,,0,0.118605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.881395,0.881395,,,,,0.0274757,0,0.091129,0.473725,10.2036,8.48706,18.6906,1.30936,10.2036,8.48706,1.30936,0.886208,0.483393,1.3696,1.21136,0.537695,0,1.30936,0,0,0,0,0,0.881395,0.95,0.0274757,0,0,0.657518,0,1.16582,0,0,0,0,0,0.121679,0.294901,0.252854,0.196083,0.134483,0.0128323,0.0263684,0.048062,0.0779699,0.112685,0.144834,0.164747,0.164454,0.142427,0.105621,1,1,0,0,0.881395,0.0274757,0,0.0479591,0.0431703
"Specification-CenterWeightedContinuousMerits__Cost-4__Fee-British__ExitFees-AllUnilateralExits","0","493","Litigated",0.4183,0,1,0.578759,1,1,1,1,0.95,0.843255,,,0,0.118605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.881395,0.881395,,,,,0.0274757,0,0.091129,0.473725,10.2036,8.48706,18.6906,1.30936,10.2036,8.48706,1.30936,0.886208,0.483393,1.3696,1.21136,0.537695,0,1.30936,0,0,0,0,0,0.881395,0.95,0.0274757,0,0,0.657518,0,1.16582,0,0,0,0,0,0.121679,0.294901,0.252854,0.196083,0.134483,0.0128323,0.0263684,0.048062,0.0779699,0.112685,0.144834,0.164747,0.164454,0.142427,0.105621,1,1,0,0,0.881395,0.0274757,0,0.0479591,0.0431703
"Specification-CenterWeightedContinuousMerits__Cost-4__Fee-British__ExitFees-AllUnilateralExits","0","493","Not Litigated",0.5817,0,1,0.44335,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,10,10,20,0,10,10,0,0,0.386701,0.386701,0,0.386701,0,0,0,0,0,0,0,0,,0,0,0,0.386701,0,-0.838607,0.0967582,0.141028,0.18186,0.212101,0.227884,0.140368,0,0,0,0,0.0875255,0.122066,0.14729,0.156025,0.146829,0.123706,0.0936084,0.0635711,0.0385873,0.0207915,0,0,1,0,0,0,0,0,0
"Specification-CenterWeightedContinuousMerits__Cost-4__Fee-British__ExitFees-AllUnilateralExits","0","493","Settles",0.3687,0,1,0.591874,1,1,1,1,0.95,0.95,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,0,0,0,,10.35,8.45,18.8,1.2,10.35,8.45,1.2,0.866251,0.444437,1.31069,0.966627,0.288884,0,1.2,0,0,0,0,0,1,0.95,0,0,0,0.683749,0,0.712583,0,0,0,0,0,0.10688,0.282457,0.257231,0.20752,0.145912,0,0,0,0.0529018,0.127849,0.164323,0.186916,0.186584,0.161592,0.119834,1,1,0,0,1,0,0,0,0
"Specification-CenterWeightedContinuousMerits__Cost-4__Fee-British__ExitFees-AllUnilateralExits","0","493","Tried",0.0381,0,1,0.49159,1,1,1,1,0.95,0.05,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,0,0,1,0.473725,9.21066,8.38934,17.6,2.4,9.21066,8.38934,2.4,1.34642,0.744382,2.0908,3.94364,2.5309,0,2.4,0,0,0,0,0,0,,0,0,0,0.483181,0,4.90314,0,0,0,0,0,0,0.504175,0.286756,0.144583,0.0644859,0.0990475,0.213937,0.408741,0.278275,0,0,0,0,0,0,1,1,0,0,0,0,0,0.526275,0.473725
"Specification-CenterWeightedContinuousMerits__Cost-4__Fee-British__ExitFees-AllUnilateralExits","0","493","PWins",0.0181,0,1,0.528901,1,1,1,1,0.95,0.05,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,0,0,1,1,11,6.6,17.6,2.4,11,6.6,2.4,2.8422,0,2.8422,8.32474,0,0,2.4,0,0,0,0,0,0,,0,0,0,0.557803,0,4.90148,0,0,0,0,0,0,0.439404,0.297949,0.174497,0.0881492,0.0691695,0.182733,0.417113,0.330983,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
