"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","POffer1Action1","DOffer1Action1","POffer1Action2","DOffer1Action2","POffer1Action3","DOffer1Action3","POffer1Action4","DOffer1Action4","POffer1Action5","DOffer1Action5","POffer1Action6","DOffer1Action6","POffer1Action7","DOffer1Action7","POffer1Action8","DOffer1Action8","POffer1Action9","DOffer1Action9","POffer1Action10","DOffer1Action10","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","PLiabilitySignal6","PLiabilitySignal7","PLiabilitySignal8","PLiabilitySignal9","PLiabilitySignal10","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","DLiabilitySignal6","DLiabilitySignal7","DLiabilitySignal8","DLiabilitySignal9","DLiabilitySignal10","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"Specification-CenterWeightedContinuousMerits__Cost-1__Fee-American","0","3","All",1,0,1,0.499998,0.86169,0.622916,1,1,0.715315,0.126349,,,0,0.236508,0.157284,0.763492,0,0,0,0,0,0,0,0,0,0,0.350134,0,0.388319,0,0.104264,0,0.0585244,,,,,0.0217954,0,0.542597,0.488608,10.302,9.3125,19.6145,0.38547,10.302,9.3125,0.38547,0.318846,0.277603,0.596448,0.281994,0.265945,0,0.38547,0,0,0,0,0,0.0585244,0.15,0.0217954,0,0,0.499996,0,-6.95537E-05,0.05628,0.08203,0.10578,0.12337,0.13255,0.13255,0.12337,0.10578,0.08203,0.05626,0.056278,0.0820317,0.105778,0.123371,0.132545,0.132544,0.123369,0.105775,0.0820278,0.0562795,0.86169,0.622916,0.13831,0.238774,0.0585244,0.0217954,0,0.27748,0.265117
"Specification-CenterWeightedContinuousMerits__Cost-1__Fee-American","0","3","NoDispute",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Specification-CenterWeightedContinuousMerits__Cost-1__Fee-American","0","3","DisputeArises",1,0,1,0.499998,0.86169,0.622916,1,1,0.715315,0.126349,,,0,0.236508,0.157284,0.763492,0,0,0,0,0,0,0,0,0,0,0.350134,0,0.388319,0,0.104264,0,0.0585244,,,,,0.0217954,0,0.542597,0.488608,10.302,9.3125,19.6145,0.38547,10.302,9.3125,0.38547,0.318846,0.277603,0.596448,0.281994,0.265945,0,0.38547,0,0,0,0,0,0.0585244,0.15,0.0217954,0,0,0.499996,0,-6.95537E-05,0.05628,0.08203,0.10578,0.12337,0.13255,0.13255,0.12337,0.10578,0.08203,0.05626,0.056278,0.0820317,0.105778,0.123371,0.132545,0.132544,0.123369,0.105775,0.0820278,0.0562795,0.86169,0.622916,0.13831,0.238774,0.0585244,0.0217954,0,0.27748,0.265117
"Specification-CenterWeightedContinuousMerits__Cost-1__Fee-American","0","3","PFiles",0.8617,0,1,0.51935,1,0.722901,1,1,0.715315,0.126349,,,0,0.236508,0.157284,0.763492,0,0,0,0,0,0,0,0,0,0,0.350134,0,0.388319,0,0.104264,0,0.0679182,,,,,0.0252938,0,0.629689,0.488608,10.3505,9.20215,19.5527,0.447342,10.3505,9.20215,0.447342,0.370024,0.28061,0.650634,0.327257,0.267081,0,0.447342,0,0,0,0,0,0.0679182,0.15,0.0252938,0,0,0.538699,0,0.321258,0,0,0.122759,0.143172,0.153826,0.153826,0.143172,0.122759,0.0951966,0.0652903,0.0411621,0.0652891,0.0916872,0.115804,0.133155,0.140319,0.135484,0.118919,0.0935143,0.0646662,1,0.722901,0,0.277099,0.0679182,0.0252938,0,0.322018,0.307671
"Specification-CenterWeightedContinuousMerits__Cost-1__Fee-American","0","3","DAnswers",0.6229,0,1,0.485564,1,1,1,1,0.715315,0.126349,,,0,0.236508,0.157284,0.763492,0,0,0,0,0,0,0,0,0,0,0.350134,0,0.388319,0,0.104264,0,0.0939523,,,,,0.0349894,0,0.871058,0.488608,10.159,9.27964,19.4387,0.561318,10.159,9.27964,0.561318,0.402607,0.347062,0.749669,0.343448,0.363291,0,0.561318,0,0,0,0,0,0.0939523,0.15,0.0349894,0,0,0.471128,0,1.02538,0,0,0.157284,0.174934,0.1752,0.159141,0.131265,0.0979131,0.0654787,0.0387849,0.0569402,0.0903155,0.126832,0.160194,0.184196,0.194105,0.187417,0,0,0,1,1,0,0,0.0939523,0.0349894,0,0.445453,0.425606
"Specification-CenterWeightedContinuousMerits__Cost-1__Fee-American","0","3","Litigated",0.6229,0,1,0.485564,1,1,1,1,0.715315,0.126349,,,0,0.236508,0.157284,0.763492,0,0,0,0,0,0,0,0,0,0,0.350134,0,0.388319,0,0.104264,0,0.0939523,,,,,0.0349894,0,0.871058,0.488608,10.159,9.27964,19.4387,0.561318,10.159,9.27964,0.561318,0.402607,0.347062,0.749669,0.343448,0.363291,0,0.561318,0,0,0,0,0,0.0939523,0.15,0.0349894,0,0,0.471128,0,1.02538,0,0,0.157284,0.174934,0.1752,0.159141,0.131265,0.0979131,0.0654787,0.0387849,0.0569402,0.0903155,0.126832,0.160194,0.184196,0.194105,0.187417,0,0,0,1,1,0,0,0.0939523,0.0349894,0,0.445453,0.425606
"Specification-CenterWeightedContinuousMerits__Cost-1__Fee-American","0","3","Not Litigated",0.3771,0,1,0.523842,0.633211,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,10.5382,9.36679,19.905,0.0949817,10.5382,9.36679,0.0949817,0.180478,0.16286,0.343338,0.180478,0.105136,0,0.0949817,0,0,0,0,0,0,,0,0,0,0.547683,0,-1.69403,0.149251,0.217538,0.0206997,0.0381904,0.0620949,0.0886236,0.110328,0.118776,0.109372,0.0851277,0.0551841,0.0683474,0.0709987,0.0625434,0.047222,0.03085,0.0175654,0.280507,0.217532,0.149249,0.633211,0,0.366789,0.633211,0,0,0,0,0
"Specification-CenterWeightedContinuousMerits__Cost-1__Fee-American","0","3","Settles",0.0585,0,1,0.431635,1,1,1,1,0.15,0.15,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,,10,9.7,19.7,0.3,10,9.7,0.3,0.191019,0.363271,0.55429,0.0573056,0.363271,0,0.3,0,0,0,0,0,1,0.15,0,0,0,0.363271,0,-1.97677,0,0,1,0,0,0,0,0,0,0,0,0,0.0912137,0.307899,0.266689,0.201296,0.132902,0,0,0,1,1,0,0,1,0,0,0,0
"Specification-CenterWeightedContinuousMerits__Cost-1__Fee-American","0","3","Tried",0.5426,0,1,0.495882,1,1,1,1,0.798997,0.126865,,,0,0.231349,0.0325373,0.768651,0,0,0,0,0,0,0,0,0,0,0.401964,0,0.445801,0,0.119698,0,0,,,,,0,0,1,0.488608,10.1886,9.21139,19.4,0.6,10.1886,9.21139,0.6,0.437064,0.347846,0.78491,0.387426,0.364765,0,0.6,0,0,0,0,0,0,,0,0,0,0.491765,0,1.35161,0,0,0.0325373,0.200829,0.201135,0.182698,0.150696,0.112407,0.0751715,0.0445261,0.0538627,0.0879315,0.12286,0.150697,0.182697,0.201127,0.200825,0,0,0,1,1,0,0,0,0,0,0.511392,0.488608
"Specification-CenterWeightedContinuousMerits__Cost-1__Fee-American","0","3","PWins",0.2651,0,1,0.548244,1,1,1,1,0.832669,0.137718,,,0,0.122819,0.00998884,0.877181,0,0,0,0,0,0,0,0,0,0,0.289839,0,0.51372,0,0.186452,0,0,,,,,0,0,1,1,10.7,8.7,19.4,0.6,10.7,8.7,0.6,0.703512,0.178946,0.882459,0.73562,0.0536839,0,0.6,0,0,0,0,0,0,,0,0,0,0.596488,0,1.35919,0,0,0.00998884,0.12723,0.162609,0.182181,0.178649,0.15289,0.11363,0.0728221,0.0205212,0.0440352,0.0811256,0.129771,0.191734,0.249027,0.283786,0,0,0,1,1,0,0,0,0,0,0,1
"Specification-CenterWeightedContinuousMerits__Cost-1__Fee-American","0","3","DWins",0.2775,0,1,0.445854,1,1,1,1,0.766826,0.116496,,,0,0.335044,0.0540812,0.664956,0,0,0,0,0,0,0,0,0,0,0.509092,0,0.38091,0,0.055917,0,0,,,,,0,0,1,0,9.7,9.7,19.4,0.6,9.7,9.7,0.6,0.182488,0.50922,0.691707,0.0547463,0.661985,0,0.6,0,0,0,0,0,0,,0,0,0,0.391707,0,1.34437,0,0,0.0540812,0.271149,0.237944,0.183193,0.123989,0.0737278,0.038426,0.017491,0.0857186,0.129872,0.162734,0.170691,0.174063,0.155361,0.121561,0,0,0,1,1,0,0,0,0,0,1,0
"Specification-CenterWeightedContinuousMerits__Cost-1__Fee-American","0","3","Abandoned",0.0218,0,1,0.373495,1,1,1,1,0.15,0.05,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,0,0,,9.85,9.85,19.7,0.3,9.85,9.85,0.3,0.112952,0.284038,0.39699,0.0169427,0.326644,0,0.3,0,0,0,0,0,0,,1,0,0,0.24699,0,0.965076,0,0,1,0,0,0,0,0,0,0,0.28645,0.392176,0.321374,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"Specification-CenterWeightedContinuousMerits__Cost-1__Fee-American","0","3","Rounds1",0.6229,0,1,0.485564,1,1,1,1,0.715315,0.126349,,,0,0.236508,0.157284,0.763492,0,0,0,0,0,0,0,0,0,0,0.350134,0,0.388319,0,0.104264,0,0.0939523,,,,,0.0349894,0,0.871058,0.488608,10.159,9.27964,19.4387,0.561318,10.159,9.27964,0.561318,0.402607,0.347062,0.749669,0.343448,0.363291,0,0.561318,0,0,0,0,0,0.0939523,0.15,0.0349894,0,0,0.471128,0,1.02538,0,0,0.157284,0.174934,0.1752,0.159141,0.131265,0.0979131,0.0654787,0.0387849,0.0569402,0.0903155,0.126832,0.160194,0.184196,0.194105,0.187417,0,0,0,1,1,0,0,0.0939523,0.0349894,0,0.445453,0.425606
"Specification-CenterWeightedContinuousMerits__Cost-1__Fee-American","0","3","PrePrimary1",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Specification-CenterWeightedContinuousMerits__Cost-1__Fee-American","0","3","PrePrimary2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Specification-CenterWeightedContinuousMerits__Cost-1__Fee-American","0","3","PrePrimary3",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
