Costs Multiplier,Fee Regime,Number of Offers,Baseline Specification,Comparison Specification,Baseline OptionSetName,Comparison OptionSetName,Baseline Exploitability,Comparison Exploitability,Difference (Comparison - Baseline) Exploitability,Baseline Calculation Time,Comparison Calculation Time,Difference (Comparison - Baseline) Calculation Time,Baseline P Files,Comparison P Files,Difference (Comparison - Baseline) P Files,Baseline D Answers,Comparison D Answers,Difference (Comparison - Baseline) D Answers,Baseline P Offer,Comparison P Offer,Difference (Comparison - Baseline) P Offer,Baseline D Offer,Comparison D Offer,Difference (Comparison - Baseline) D Offer,Baseline Trial,Comparison Trial,Difference (Comparison - Baseline) Trial,Baseline P Win Probability,Comparison P Win Probability,Difference (Comparison - Baseline) P Win Probability,Baseline P Wealth,Comparison P Wealth,Difference (Comparison - Baseline) P Wealth,Baseline D Wealth,Comparison D Wealth,Difference (Comparison - Baseline) D Wealth,Baseline Total Wealth,Comparison Total Wealth,Difference (Comparison - Baseline) Total Wealth,Baseline Wealth Loss,Comparison Wealth Loss,Difference (Comparison - Baseline) Wealth Loss,Baseline P Welfare,Comparison P Welfare,Difference (Comparison - Baseline) P Welfare,Baseline D Welfare,Comparison D Welfare,Difference (Comparison - Baseline) D Welfare,Baseline Pre-Dispute Social Welfare Loss,Comparison Pre-Dispute Social Welfare Loss,Difference (Comparison - Baseline) Pre-Dispute Social Welfare Loss,Baseline Social Welfare Loss,Comparison Social Welfare Loss,Difference (Comparison - Baseline) Social Welfare Loss,Baseline Opportunity Cost,Comparison Opportunity Cost,Difference (Comparison - Baseline) Opportunity Cost,Baseline Harm Cost,Comparison Harm Cost,Difference (Comparison - Baseline) Harm Cost,Baseline Truly Liable Harm Cost,Comparison Truly Liable Harm Cost,Difference (Comparison - Baseline) Truly Liable Harm Cost,Baseline Truly Not Liable Harm Cost,Comparison Truly Not Liable Harm Cost,Difference (Comparison - Baseline) Truly Not Liable Harm Cost,Baseline Expenditures,Comparison Expenditures,Difference (Comparison - Baseline) Expenditures,Baseline Defendant Excess Net Monetary Burden,Comparison Defendant Excess Net Monetary Burden,Difference (Comparison - Baseline) Defendant Excess Net Monetary Burden,Baseline Plaintiff Net Recovery Shortfall,Comparison Plaintiff Net Recovery Shortfall,Difference (Comparison - Baseline) Plaintiff Net Recovery Shortfall,Baseline Value If Settled,Comparison Value If Settled,Difference (Comparison - Baseline) Value If Settled,Baseline No Suit,Comparison No Suit,Difference (Comparison - Baseline) No Suit,Baseline No Answer,Comparison No Answer,Difference (Comparison - Baseline) No Answer,Baseline Settles,Comparison Settles,Difference (Comparison - Baseline) Settles,Baseline P Abandons,Comparison P Abandons,Difference (Comparison - Baseline) P Abandons,Baseline D Defaults,Comparison D Defaults,Difference (Comparison - Baseline) D Defaults,Baseline Mutual Give-Up Probability Before 50/50 Allocation,Comparison Mutual Give-Up Probability Before 50/50 Allocation,Difference (Comparison - Baseline) Mutual Give-Up Probability Before 50/50 Allocation,Baseline P Loses,Comparison P Loses,Difference (Comparison - Baseline) P Loses,Baseline P Wins,Comparison P Wins,Difference (Comparison - Baseline) P Wins,Baseline Appropriation,Comparison Appropriation,Difference (Comparison - Baseline) Appropriation,Baseline Reaches Bargaining,Comparison Reaches Bargaining,Difference (Comparison - Baseline) Reaches Bargaining,Baseline Settlement Unconditional,Comparison Settlement Unconditional,Difference (Comparison - Baseline) Settlement Unconditional,Baseline Settlement Conditional on Reaching Bargaining,Comparison Settlement Conditional on Reaching Bargaining,Difference (Comparison - Baseline) Settlement Conditional on Reaching Bargaining,Baseline Real Litigation Costs,Comparison Real Litigation Costs,Difference (Comparison - Baseline) Real Litigation Costs,Baseline Liability Transfer to Plaintiff,Comparison Liability Transfer to Plaintiff,Difference (Comparison - Baseline) Liability Transfer to Plaintiff,Baseline Fee-Shifting Transfer to Plaintiff,Comparison Fee-Shifting Transfer to Plaintiff,Difference (Comparison - Baseline) Fee-Shifting Transfer to Plaintiff,Baseline Total Net Transfer to Plaintiff,Comparison Total Net Transfer to Plaintiff,Difference (Comparison - Baseline) Total Net Transfer to Plaintiff,Baseline Meritorious-Plaintiff Net Recovery Shortfall,Comparison Meritorious-Plaintiff Net Recovery Shortfall,Difference (Comparison - Baseline) Meritorious-Plaintiff Net Recovery Shortfall,Baseline Nonliable-Defendant Net Burden,Comparison Nonliable-Defendant Net Burden,Difference (Comparison - Baseline) Nonliable-Defendant Net Burden,Baseline Liable-Defendant Excess Net Burden Above Damages,Comparison Liable-Defendant Excess Net Burden Above Damages,Difference (Comparison - Baseline) Liable-Defendant Excess Net Burden Above Damages,Baseline Net Outcome Fidelity Loss,Comparison Net Outcome Fidelity Loss,Difference (Comparison - Baseline) Net Outcome Fidelity Loss
0.5,American,10,Baseline,All litigation costs avoidable at bargaining plus moderate risk aversion,Specification-Baseline__Cost-0.5__Fee-American,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.5__Fee-American,-1.7760000000000001E-15,-3.4110000000000003E-13,-0.0000000000003393,7,1176,1169,0.82186999999999999,1,0.17813,0.64523799999999998,1,0.354762,0.85699099999999995,0.49999300000000002,-0.356998,0.14300599999999999,0.49999500000000002,0.356989,0.64523799999999998,0.118738,-0.5265,0.49999399999999999,0.499996,0.000002,10.389200000000001,10.482200000000001,0.093,9.4039699999999993,9.4822000000000006,0.0782300000000014,19.793199999999999,19.964400000000001,0.171200000000002,0.206819,0.035621399999999998,-0.1711976,10.389200000000001,1000.1,989.7108,9.4039699999999993,999.51599999999996,990.11203,0,0,0,0.206819,0.035621399999999998,-0.1711976,0,0,0,0,0,0,0,0,0,0,0,0,0.206819,0.035621399999999998,-0.1711976,0.22117200000000001,0.18614600000000001,-0.035026,0.20072300000000001,0.180788,-0.019935,,0.49999300000000002,,0.17813000000000001,0,-0.17813,0.17663200000000001,0,-0.176632,0,0.88126199999999999,0.881262,0,0,0,0,0,0,0,0,0,0.32262299999999999,0.059369499999999999,-0.2632535,0.32261499999999999,0.059368600000000001,-0.2632464,0,0,0,0.645238,1,0.354762,0,0.881262,0.881262,0,0.881262,0.881262,0.206819,0.035621399999999998,-0.1711976,0.499247,0.499993431166,0.000746431166,-0,-0,0,0.499247,0.499993431166,0.000746431166,0.401452,0.361581,-0.039871,0.378228,0.361572,-0.016656,0.0641123,0.0107148,-0.0533975,0.421895,0.366934,-0.054961
0.5,American,10,Baseline,All litigation costs sunk before bargaining,Specification-Baseline__Cost-0.5__Fee-American,Specification-AllCostsSunk__Cost-0.5__Fee-American,-1.7760000000000001E-15,0,0.0000000000000018,7,3,-4,0.82186999999999999,0.82186999999999999,0,0.64523799999999998,0.64523799999999998,0,0.85699099999999995,0.85699099999999995,0,0.14300599999999999,0.14300599999999999,0,0.64523799999999998,0.64523799999999998,0,0.49999399999999999,0.49999399999999999,0,10.389200000000001,10.375999999999999,-0.0132000000000012,9.4039699999999993,9.4039699999999993,0,19.793199999999999,19.779900000000001,-0.0132999999999974,0.206819,0.22006600000000001,0.013247,10.389200000000001,10.375999999999999,-0.0132000000000012,9.4039699999999993,9.4039699999999993,0,0,0,0,0.206819,0.22006600000000001,0.013247,0,0,0,0,0,0,0,0,0,0,0,0,0.206819,0.22006600000000001,0.013247,0.22117200000000001,0.22117200000000001,0,0.20072300000000001,0.211585,0.010862,,,,0.17813000000000001,0.17813000000000001,0,0.17663200000000001,0.17663200000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32262299999999999,0.32262299999999999,0,0.32261499999999999,0.32261499999999999,0,0,0,0,0.645238,0.645238,0,0,0,0,0,0,0,0.206819,0.22006600000000001,0.013247,0.499247,0.499247,0,-0,-0,0,0.499247,0.499247,0,0.401452,0.423175,0.021723,0.378228,0.378228,0,0.0641123,0.0641123,0,0.421895,0.432757,0.010862
0.5,American,10,Baseline,All litigation costs sunk before bargaining plus moderate risk aversion,Specification-Baseline__Cost-0.5__Fee-American,Specification-AllCostsSunkModerateRiskAversion__Cost-0.5__Fee-American,-1.7760000000000001E-15,0,0.0000000000000018,7,5638,5631,0.82186999999999999,0.99800900000000003,0.176139,0.64523799999999998,0.91756400000000005,0.272326,0.85699099999999995,0.51297700000000002,-0.344014,0.14300599999999999,0.38671899999999998,0.243713,0.64523799999999998,0.41919200000000001,-0.226046,0.49999399999999999,0.498307,-0.001687,10.389200000000001,10.3523,-0.036900000000001,9.4039699999999993,9.3603500000000004,-0.0436199999999989,19.793199999999999,19.712700000000002,-0.0804999999999971,0.206819,0.28733599999999998,0.080517,10.389200000000001,1000.0700000000001,989.6808,9.4039699999999993,999.30700000000002,989.90303,0,0,0,0.206819,0.28733599999999998,0.080517,0,0,0,0,0,0,0,0,0,0,0,0,0.206819,0.28733599999999998,0.080517,0.22117200000000001,0.26259700000000002,0.041425,0.20072300000000001,0.240228,0.039505,,0.426761,,0.17813000000000001,0.0019911600000000001,-0.17613884,0.17663200000000001,0.0804449,-0.0961871,0,0.49837199999999998,0.498372,0,0,0,0,0,0,0,0,0,0.32262299999999999,0.21030599999999999,-0.112317,0.32261499999999999,0.20888599999999999,-0.113729,0,0,0,0.645238,0.917564,0.272326,0,0.498372,0.498372,0,0.543146854061406,0.543146854061406,0.206819,0.28733599999999998,0.080517,0.499247,0.502016633092,0.002769633092,-0,-0,0,0.499247,0.502016633092,0.002769633092,0.401452,0.480462,0.07901,0.378228,0.480295,0.102067,0.0641123,0.0448931,-0.0192192,0.421895,0.502825,0.0809299999999999
0.5,American,10,Baseline,Center-weighted continuous merits,Specification-Baseline__Cost-0.5__Fee-American,Specification-CenterWeightedContinuousMerits__Cost-0.5__Fee-American,-1.7760000000000001E-15,-2.6650000000000001E-15,-0.0000000000000009,7,4,-3,0.82186999999999999,1,0.17813,0.64523799999999998,1,0.354762,0.85699099999999995,0.75318300000000005,-0.103808,0.14300599999999999,0.24681500000000001,0.103809,0.64523799999999998,0.725387,0.080149,0.49999399999999999,0.49999500000000002,0.000001,10.389200000000001,10.3706,-0.0186000000000011,9.4039699999999993,9.3705999999999996,-0.0333699999999997,19.793199999999999,19.741199999999999,-0.0519999999999996,0.206819,0.25880799999999998,0.051989,10.389200000000001,10.3706,-0.0186000000000011,9.4039699999999993,9.3705999999999996,-0.0333699999999997,0,0,0,0.206819,0.25880799999999998,0.051989,0,0,0,0,0,0,0,0,0,0,0,0,0.206819,0.25880799999999998,0.051989,0.22117200000000001,0.28379700000000002,0.062625,0.20072300000000001,0.25046099999999999,0.049738,,0.49999700000000002,,0.17813000000000001,0,-0.17813,0.17663200000000001,0,-0.176632,0,0.274613,0.274613,0,0,0,0,0,0,0,0,0,0.32262299999999999,0.36269800000000002,0.040075,0.32261499999999999,0.36269000000000001,0.040075,0,0,0,0.645238,1,0.354762,0,0.274613,0.274613,0,0.274613,0.274613,0.206819,0.25880799999999998,0.051989,0.499247,0.499995676161,0.000748676161,-0,-0,0,0.499247,0.499995676161,0.000748676161,0.401452,0.500926,0.099474,0.378228,0.500918,0.12269,0.0641123,0.0666724,0.0025601,0.421895,0.534258,0.112363
0.5,American,10,Baseline,Center-weighted continuous merits plus moderate risk aversion,Specification-Baseline__Cost-0.5__Fee-American,Specification-CenterWeightedContinuousMeritsModerateRiskAversion__Cost-0.5__Fee-American,-1.7760000000000001E-15,-3.4110000000000003E-13,-0.0000000000003393,7,454,447,0.82186999999999999,1,0.17813,0.64523799999999998,1,0.354762,0.85699099999999995,0.49972,-0.357271,0.14300599999999999,0.473584,0.330578,0.64523799999999998,0.19542200000000001,-0.449816,0.49999399999999999,0.45680500000000002,-0.043189,10.389200000000001,10.4086,0.0193999999999992,9.4039699999999993,9.4120399999999993,0.00807,19.793199999999999,19.820699999999999,0.0274999999999999,0.206819,0.179313,-0.027506,10.389200000000001,1000.09,989.7008,9.4039699999999993,999.46400000000006,990.06003,0,0,0,0.206819,0.179313,-0.027506,0,0,0,0,0,0,0,0,0,0,0,0,0.206819,0.179313,-0.027506,0.22117200000000001,0.264982,0.04381,0.20072300000000001,0.254496,0.053773,,0.47322999999999998,,0.17813000000000001,0,-0.17813,0.17663200000000001,0,-0.176632,0,0.750892,0.750892,0,0,0,0,0.0536868,0.0536868,0,0,0,0.32262299999999999,0.106152,-0.216471,0.32261499999999999,0.089269500000000002,-0.2333455,0,0,0,0.645238,1,0.354762,0,0.750892,0.750892,0,0.750892,0.750892,0.206819,0.179313,-0.027506,0.499247,0.49830092116,-0.00094607884,-0,-0,0,0.499247,0.49830092116,-0.00094607884,0.401452,0.508997,0.107545,0.378228,0.50727,0.129042,0.0641123,0.0226901,-0.0414222,0.421895,0.519478,0.097583
0.5,American,10,Baseline,Direct binary-state signals,Specification-Baseline__Cost-0.5__Fee-American,Specification-DirectBinaryStateSignals__Cost-0.5__Fee-American,-1.7760000000000001E-15,2.6650000000000001E-15,0.0000000000000044,7,3,-4,0.82186999999999999,1,0.17813,0.64523799999999998,1,0.354762,0.85699099999999995,0.66248399999999996,-0.194507,0.14300599999999999,0.14999999999999999,0.006994,0.64523799999999998,0.67361000000000004,0.0283720000000001,0.49999399999999999,0.66871599999999998,0.168722,10.389200000000001,10.373900000000001,-0.0152999999999999,9.4039699999999993,9.3750699999999991,-0.0289000000000001,19.793199999999999,19.748999999999999,-0.0442,0.206819,0.25104199999999999,0.044223,10.389200000000001,10.373900000000001,-0.0152999999999999,9.4039699999999993,9.3750699999999991,-0.0289000000000001,0,0,0,0.206819,0.25104199999999999,0.044223,0,0,0,0,0,0,0,0,0,0,0,0,0.206819,0.25104199999999999,0.044223,0.22117200000000001,0.18223200000000001,-0.03894,0.20072300000000001,0.13958300000000001,-0.06114,,0.14999999999999999,,0.17813000000000001,0,-0.17813,0.17663200000000001,0,-0.176632,0,0.32639000000000001,0.32639,0,0,0,0,0,0,0,0,0,0.32262299999999999,0.22315599999999999,-0.099467,0.32261499999999999,0.45045400000000002,0.127839,0,0,0,0.645238,1,0.354762,0,0.32639,0.32639,0,0.32639,0.32639,0.206819,0.25104199999999999,0.044223,0.499247,0.4994125,0.0001655,-0,0,0,0.499247,0.4994125,0.0001655,0.401452,0.279167,-0.122285,0.378228,0.235233,-0.142995,0.0641123,0.129231,0.0651187,0.421895,0.321815,-0.10008
0.5,American,10,Baseline,Direct binary-state signals plus moderate risk aversion,Specification-Baseline__Cost-0.5__Fee-American,Specification-DirectBinaryStateSignalsModerateRiskAversion__Cost-0.5__Fee-American,-1.7760000000000001E-15,0,0.0000000000000018,7,3253,3246,0.82186999999999999,1,0.17813,0.64523799999999998,1,0.354762,0.85699099999999995,0.5,-0.356991,0.14300599999999999,0.499998,0.356992,0.64523799999999998,0.12701599999999999,-0.518222,0.49999399999999999,0.5,0.000006,10.389200000000001,10.4155,0.0262999999999991,9.4039699999999993,9.4154699999999991,0.0114999999999998,19.793199999999999,19.8309,0.037700000000001,0.206819,0.16905200000000001,-0.037767,10.389200000000001,1000.08,989.6908,9.4039699999999993,999.42600000000004,990.02203,0,0,0,0.206819,0.16905200000000001,-0.037767,0,0,0,0,0,0,0,0,0,0,0,0,0.206819,0.16905200000000001,-0.037767,0.22117200000000001,0.15276400000000001,-0.068408,0.20072300000000001,0.144202,-0.056521,,0.49999900000000003,,0.17813000000000001,0,-0.17813,0.17663200000000001,0,-0.176632,0,0.87298399999999998,0.872984,0,0,0,0,0,0,0,0,0,0.32262299999999999,0.063508099999999998,-0.2591149,0.32261499999999999,0.063508200000000001,-0.2591068,0,0,0,0.645238,1,0.354762,0,0.872984,0.872984,0,0.872984,0.872984,0.206819,0.16905200000000001,-0.037767,0.499247,0.499999327016,0.000752327016,-0,0,0,0.499247,0.499999327016,0.000752327016,0.401452,0.288404,-0.113048,0.378228,0.288405,-0.089823,0.0641123,0.0171218,-0.0469905,0.421895,0.296966,-0.124929
0.5,American,10,Baseline,High noise,Specification-Baseline__Cost-0.5__Fee-American,Specification-HighNoise__Cost-0.5__Fee-American,-1.7760000000000001E-15,1.7760000000000001E-15,0.0000000000000036,7,3,-4,0.82186999999999999,1,0.17813,0.64523799999999998,1,0.354762,0.85699099999999995,0.84999999999999998,-0.006991,0.14300599999999999,0.14999999999999999,0.006994,0.64523799999999998,1,0.354762,0.49999399999999999,0.49999700000000002,0.000003,10.389200000000001,10.35,-0.039200000000001,9.4039699999999993,9.3499999999999996,-0.0539699999999996,19.793199999999999,19.699999999999999,-0.0931999999999995,0.206819,0.29999999999999999,0.093181,10.389200000000001,10.35,-0.039200000000001,9.4039699999999993,9.3499999999999996,-0.0539699999999996,0,0,0,0.206819,0.29999999999999999,0.093181,0,0,0,0,0,0,0,0,0,0,0,0,0.206819,0.29999999999999999,0.093181,0.22117200000000001,0.31786599999999998,0.096694,0.20072300000000001,0.27248699999999998,0.071764,,,,0.17813000000000001,0,-0.17813,0.17663200000000001,0,-0.176632,0,0,0,0,0,0,0,0,0,0,0,0,0.32262299999999999,0.50000299999999998,0.17738,0.32261499999999999,0.49999700000000002,0.177382,0,0,0,0.645238,1,0.354762,0,0,0,0,0,0,0.206819,0.29999999999999999,0.093181,0.499247,0.499997,0.00075,-0,-0,0,0.499247,0.499997,0.00075,0.401452,0.544979,0.143527,0.378228,0.544976,0.166748,0.0641123,0.0907531,0.0266408,0.421895,0.590353,0.168458
0.5,American,10,Baseline,High noise plus moderate risk aversion,Specification-Baseline__Cost-0.5__Fee-American,Specification-HighNoiseModerateRiskAversion__Cost-0.5__Fee-American,-1.7760000000000001E-15,-5.6840000000000001E-14,-0.0000000000000551,7,495,488,0.82186999999999999,1,0.17813,0.64523799999999998,1,0.354762,0.85699099999999995,0.34999999999999998,-0.506991,0.14300599999999999,0.34999999999999998,0.206994,0.64523799999999998,0,-0.645238,0.49999399999999999,,,10.389200000000001,10.275,-0.1142,9.4039699999999993,9.5749999999999993,0.17103,19.793199999999999,19.850000000000001,0.0568000000000026,0.206819,0.14999999999999999,-0.056819,10.389200000000001,1000.08,989.6908,9.4039699999999993,999.75,990.34603,0,0,0,0.206819,0.14999999999999999,-0.056819,0,0,0,0,0,0,0,0,0,0,0,0,0.206819,0.14999999999999999,-0.056819,0.22117200000000001,0.212502,-0.00867,0.20072300000000001,0.36249700000000001,0.161774,,0.34999999999999998,,0.17813000000000001,0,-0.17813,0.17663200000000001,0,-0.176632,0,1,1,0,0,0,0,0,0,0,0,0,0.32262299999999999,0,-0.322623,0.32261499999999999,0,-0.322615,0,0,0,0.645238,1,0.354762,0,1,1,0,1,1,0.206819,0.14999999999999999,-0.056819,0.499247,0.35,-0.149247,-0,0,0,0.499247,0.35,-0.149247,0.401452,0.725,0.323548,0.378228,0.425,0.046772,0.0641123,0,-0.0641123,0.421895,0.574999,0.153104
0.5,American,10,Baseline,Low noise,Specification-Baseline__Cost-0.5__Fee-American,Specification-LowNoise__Cost-0.5__Fee-American,-1.7760000000000001E-15,3.5529999999999999E-15,0.0000000000000053,7,3,-4,0.82186999999999999,0.70091999999999999,-0.12095,0.64523799999999998,0.301873,-0.343365,0.85699099999999995,0.80849499999999996,-0.048496,0.14300599999999999,0.084581600000000007,-0.0584244,0.64523799999999998,0.301873,-0.343365,0.49999399999999999,0.38208500000000001,-0.117909,10.389200000000001,10.4392,0.0499999999999989,9.4039699999999993,9.4403299999999994,0.0363600000000002,19.793199999999999,19.8795,0.0863000000000014,0.206819,0.12049,-0.086329,10.389200000000001,10.4392,0.0499999999999989,9.4039699999999993,9.4403299999999994,0.0363600000000002,0,0,0,0.206819,0.12049,-0.086329,0,0,0,0,0,0,0,0,0,0,0,0,0.206819,0.12049,-0.086329,0.22117200000000001,0.17021600000000001,-0.050956,0.20072300000000001,0.16519800000000001,-0.035525,,,,0.17813000000000001,0.29908000000000001,0.12095,0.17663200000000001,0.39904699999999999,0.222415,0,0,0,0,0,0,0,0,0,0,0,0,0.32262299999999999,0.186532,-0.136091,0.32261499999999999,0.115341,-0.207274,0,0,0,0.645238,0.301873,-0.343365,0,0,0,0,0,0,0.206819,0.12049,-0.086329,0.499247,0.514388,0.015141,-0,-0,0,0.499247,0.514388,0.015141,0.401452,0.33039,-0.071062,0.378228,0.321176,-0.057052,0.0641123,0.0192601,-0.0448522,0.421895,0.335414,-0.086481
0.5,American,10,Baseline,Low noise plus moderate risk aversion,Specification-Baseline__Cost-0.5__Fee-American,Specification-LowNoiseModerateRiskAversion__Cost-0.5__Fee-American,-1.7760000000000001E-15,5.6840000000000001E-14,0.0000000000000586,7,3,-4,0.82186999999999999,0.70091999999999999,-0.12095,0.64523799999999998,0.50563100000000005,-0.139607,0.85699099999999995,0.65730299999999997,-0.199688,0.14300599999999999,0.45752599999999999,0.31452,0.64523799999999998,0.10799400000000001,-0.537244,0.49999399999999999,0.500004,0.00001,10.389200000000001,10.4221,0.0328999999999997,9.4039699999999993,9.47119,0.0672200000000007,19.793199999999999,19.8933,0.100100000000001,0.206819,0.10668999999999999,-0.100129,10.389200000000001,1000.08,989.6908,9.4039699999999993,999.40099999999995,989.99703,0,0,0,0.206819,0.10668999999999999,-0.100129,0,0,0,0,0,0,0,0,0,0,0,0,0.206819,0.10668999999999999,-0.100129,0.22117200000000001,0.15673599999999999,-0.064436,0.20072300000000001,0.18085000000000001,-0.019873,,0.62892300000000001,,0.17813000000000001,0.29908000000000001,0.12095,0.17663200000000001,0.19528899999999999,0.018657,0,0.268986,0.268986,0,0.0643248,0.0643248,0,0.0643268,0.0643268,0,0,0,0.32262299999999999,0.053996299999999997,-0.2686267,0.32261499999999999,0.053997299999999998,-0.2686177,0,0,0,0.645238,0.505631,-0.139607,0,0.268986,0.268986,0,0.531980831871463,0.531980831871463,0.206819,0.10668999999999999,-0.100129,0.499247,0.482784582078,-0.016462417922,-0,0,0,0.499247,0.482784582078,-0.016462417922,0.401452,0.361693,-0.039759,0.378228,0.293692,-0.084536,0.0641123,0.0197838,-0.0443285,0.421895,0.337586,-0.084309
0.5,American,10,Baseline,Moderate symmetric risk aversion,Specification-Baseline__Cost-0.5__Fee-American,Specification-ModerateRiskAversion__Cost-0.5__Fee-American,-1.7760000000000001E-15,0,0.0000000000000018,7,3,-4,0.82186999999999999,1,0.17813,0.64523799999999998,1,0.354762,0.85699099999999995,0.52543099999999998,-0.33156,0.14300599999999999,0.46428599999999998,0.32128,0.64523799999999998,0.21979499999999999,-0.425443,0.49999399999999999,0.55049499999999996,0.050501,10.389200000000001,10.419700000000001,0.0305,9.4039699999999993,9.3973099999999992,-0.0066600000000001,19.793199999999999,19.817,0.0238000000000014,0.206819,0.18296899999999999,-0.02385,10.389200000000001,1000.08,989.6908,9.4039699999999993,999.36500000000001,989.96103,0,0,0,0.206819,0.18296899999999999,-0.02385,0,0,0,0,0,0,0,0,0,0,0,0,0.206819,0.18296899999999999,-0.02385,0.22117200000000001,0.23754800000000001,0.016376,0.20072300000000001,0.20832700000000001,0.007604,,0.44723800000000002,,0.17813000000000001,0,-0.17813,0.17663200000000001,0,-0.176632,0,0.70553500000000002,0.705535,0,0,0,0,0.0746696,0.0746696,0,0,0,0.32262299999999999,0.098799100000000001,-0.2238239,0.32261499999999999,0.12099600000000001,-0.201619,0,0,0,0.645238,1,0.354762,0,0.705535,0.705535,0,0.705535,0.705535,0.206819,0.18296899999999999,-0.02385,0.499247,0.51120766233,0.01196066233,-0,0,0,0.499247,0.51120766233,0.01196066233,0.401452,0.416659,0.015207,0.378228,0.436512,0.058284,0.0641123,0.0385788,-0.0255335,0.421895,0.445875,0.02398
0.5,American,10,Baseline,Polarized continuous merits,Specification-Baseline__Cost-0.5__Fee-American,Specification-PolarizedContinuousMerits__Cost-0.5__Fee-American,-1.7760000000000001E-15,8.8820000000000011E-16,0.0000000000000027,7,3,-4,0.82186999999999999,0.77736000000000005,-0.0445099999999999,0.64523799999999998,0.45335799999999998,-0.19188,0.85699099999999995,0.84228800000000004,-0.0147029999999999,0.14300599999999999,0.053464600000000001,-0.0895414,0.64523799999999998,0.45335799999999998,-0.19188,0.49999399999999999,0.41726999999999997,-0.082724,10.389200000000001,10.4209,0.031699999999999,9.4039699999999993,9.4188200000000002,0.0148500000000009,19.793199999999999,19.839700000000001,0.0465000000000018,0.206819,0.16030700000000001,-0.046512,10.389200000000001,10.4209,0.031699999999999,9.4039699999999993,9.4188200000000002,0.0148500000000009,0,0,0,0.206819,0.16030700000000001,-0.046512,0,0,0,0,0,0,0,0,0,0,0,0,0.206819,0.16030700000000001,-0.046512,0.22117200000000001,0.165932,-0.05524,0.20072300000000001,0.14530599999999999,-0.055417,,,,0.17813000000000001,0.22264,0.04451,0.17663200000000001,0.32400200000000001,0.14737,0,0,0,0,0,0,0,0,0,0,0,0,0.32262299999999999,0.264185,-0.058438,0.32261499999999999,0.18917200000000001,-0.133443,0,0,0,0.645238,0.453358,-0.19188,0,0,0,0,0,0,0.206819,0.16030700000000001,-0.046512,0.499247,0.513174,0.013927,-0,-0,0,0.499247,0.513174,0.013927,0.401452,0.290613,-0.110839,0.378228,0.294034,-0.084194,0.0641123,0.0378305,-0.0262818,0.421895,0.311238,-0.110657
0.5,American,10,Baseline,Polarized continuous merits plus moderate risk aversion,Specification-Baseline__Cost-0.5__Fee-American,Specification-PolarizedContinuousMeritsModerateRiskAversion__Cost-0.5__Fee-American,-1.7760000000000001E-15,0,0.0000000000000018,7,1383,1376,0.82186999999999999,0.89071999999999996,0.06885,0.64523799999999998,0.78151099999999996,0.136273,0.85699099999999995,0.558585,-0.298406,0.14300599999999999,0.447741,0.304735,0.64523799999999998,0.15816,-0.487078,0.49999399999999999,0.50201700000000005,0.0020230000000001,10.389200000000001,10.4206,0.0313999999999997,9.4039699999999993,9.4302700000000002,0.0263000000000009,19.793199999999999,19.850899999999999,0.0577000000000005,0.206819,0.149141,-0.057678,10.389200000000001,1000.0700000000001,989.6808,9.4039699999999993,999.351,989.94703,0,0,0,0.206819,0.149141,-0.057678,0,0,0,0,0,0,0,0,0,0,0,0,0.206819,0.149141,-0.057678,0.22117200000000001,0.16234000000000001,-0.058832,0.20072300000000001,0.15604899999999999,-0.044674,,0.51873400000000003,,0.17813000000000001,0.10928,-0.06885,0.17663200000000001,0.109209,-0.067423,0,0.530393,0.530393,0,0.0574468,0.0574468,0,0.0355101,0.0355101,0,0,0,0.32262299999999999,0.078761300000000006,-0.2438617,0.32261499999999999,0.079399200000000003,-0.2432158,0,0,0,0.645238,0.781511,0.136273,0,0.530393,0.530393,0,0.678676307819084,0.678676307819084,0.206819,0.149141,-0.057678,0.499247,0.499251182462,0.000004182462,-0,0,0,0.499247,0.499251182462,0.000004182462,0.401452,0.312098,-0.089354,0.378228,0.295736,-0.082492,0.0641123,0.0289434,-0.0351689,0.421895,0.318389,-0.103506
