Equilibrium Type,Allow Abandon and Defaults,CARA Alpha,Costs Multiplier,Court Signal Sigma,Damages Signal Shaping,Detailed Signal Reporting,Fee Regime,Fee Shifting Multiplier,Fee Shifting Rule,Filing and Answering,Information Level,Integration Method,Issue,Liability Signal Shaping,Noise to Produce Case Strength,Number of Court Signals,Number of Offers,Number of Signals,Party Signal Sigma,Probability Truly Liable,Proportion of Costs at Beginning,Quadrature Order,Quality Distribution,Quality-Truth Link,Relative Costs,Risk Aversion,Signal Structure,Specification,Filter,GroupName,OptionSetName,Exploitability,Calculation Time,P Files,D Answers,P Offer,D Offer,Trial,P Win Probability,P Wealth,D Wealth,Total Wealth,Wealth Loss,P Welfare,D Welfare,Pre-Dispute Social Welfare Loss,Social Welfare Loss,Opportunity Cost,Harm Cost,Truly Liable Harm Cost,Truly Not Liable Harm Cost,Expenditures,Defendant Excess Net Monetary Burden,Plaintiff Net Recovery Shortfall,Value If Settled,No Suit,No Answer,Settles,P Abandons,D Defaults,Mutual Give-Up Probability Before 50/50 Allocation,P Loses,P Wins,Appropriation
Only Eq,true,2,0.25,0.2000000000,Identity,true,American,0,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,All,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-American,-1.1369999999999999E-13,643,1,1,0.53570399999999996,0.47455799999999998,0.21979899999999999,0.449492,10.472300000000001,9.4947400000000002,19.966999999999999,0.032969900000000003,1000.09,999.524,0,0.032969900000000003,0,0,0,0,0.032969900000000003,0.175428,0.180758,0.55274800000000002,0,0,0.70553200000000005,0.0746689,0,0,0.121001,0.098797999999999997,0
Only Eq,true,2,0.25,0.2000000000,Identity,true,American,0,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,Dispute Arises,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-American,-1.1369999999999999E-13,643,1,1,0.53570399999999996,0.47455799999999998,0.21979899999999999,0.449492,10.472300000000001,9.4947400000000002,19.966999999999999,0.032969900000000003,1000.09,999.524,0,0.032969900000000003,0,0,0,0,0.032969900000000003,0.175428,0.180758,0.55274800000000002,0,0,0.70553200000000005,0.0746689,0,0,0.121001,0.098797999999999997,0
Only Eq,true,2,0.25,0.2000000000,Identity,true,American,0,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,Not Litigated,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-American,-1.1369999999999999E-13,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Only Eq,true,2,0.25,0.2000000000,Identity,true,American,0,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,Litigated,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-American,-1.1369999999999999E-13,643,1,1,0.53570399999999996,0.47455799999999998,0.21979899999999999,0.449492,10.472300000000001,9.4947400000000002,19.966999999999999,0.032969900000000003,1000.09,999.524,0,0.032969900000000003,0,0,0,0,0.032969900000000003,0.175428,0.180758,0.55274800000000002,0,0,0.70553200000000005,0.0746689,0,0,0.121001,0.098797999999999997,0
Only Eq,true,2,0.25,0.2000000000,Identity,true,American,0,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,Settles,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-American,-1.1369999999999999E-13,643,1,1,0.50420600000000004,0.60128999999999999,0,,10.5527,9.4472500000000004,20,0,1000.11,999.529,0,0,0,0,0,0,0,0.17643800000000001,0.16708300000000001,0.55274800000000002,0,0,1,0,0,0,0,0,0
Only Eq,true,2,0.25,0.2000000000,Identity,true,American,0,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,Tried,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-American,-1.1369999999999999E-13,643,1,1,0.66592399999999996,0.21198800000000001,1,0.449492,10.374499999999999,9.4755099999999999,19.850000000000001,0.14999999999999999,1000.05,999.34699999999998,0,0.14999999999999999,0,0,0,0,0.14999999999999999,0.23178099999999999,0.21660399999999999,,0,0,0,0,0,0,0.550508,0.449492,0
Only Eq,true,2,0.25,0.2000000000,Identity,true,American,0,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,P Loses,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-American,-1.1369999999999999E-13,643,1,1,0.58879300000000001,0.13681499999999999,1,0,9.9250000000000007,9.9250000000000007,19.850000000000001,0.14999999999999999,999.97000000000003,999.97000000000003,0,0.14999999999999999,0,0,0,0,0.14999999999999999,0.050201599999999999,0.35544399999999998,,0,0,0,0,0,0,1,0,0
Only Eq,true,2,0.25,0.2000000000,Identity,true,American,0,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,P Wins,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-American,-1.1369999999999999E-13,643,1,1,0.76039000000000001,0.30405399999999999,1,1,10.925000000000001,8.9250000000000007,19.850000000000001,0.14999999999999999,1000.16,998.58500000000004,0,0.14999999999999999,0,0,0,0,0.14999999999999999,0.45416699999999999,0.0465625,,0,0,0,0,0,0,0,1,0
Only Eq,true,2,0.25,0.2000000000,Identity,true,American,0,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,Truly Liable,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-American,-1.1369999999999999E-13,643,1,1,0.65882099999999999,0.62302199999999996,0.20269400000000001,0.60522699999999996,10.638500000000001,9.3311200000000003,19.9696,0.0304041,1000.12,999.34699999999998,0,0.0304041,0,0,0,0,0.0304041,0.0092006999999999992,0.36152099999999998,0.692519,0,0,0.76677300000000004,0.0305334,0,0,0.080018000000000006,0.12267599999999999,0
Only Eq,true,2,0.25,0.2000000000,Identity,true,American,0,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,Truly Not Liable,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-American,-1.1369999999999999E-13,643,1,1,0.41259000000000001,0.32609700000000003,0.236904,0.31624999999999998,10.306100000000001,9.6583500000000004,19.964500000000001,0.035535600000000001,1000.0599999999999,999.70100000000002,0,0.035535600000000001,0,0,0,0,0.035535600000000001,0.34165000000000001,0,0.386411,0,0,0.64429199999999998,0.118803,0,0,0.16198299999999999,0.074920899999999999,0
