Equilibrium Type,Allow Abandon and Defaults,CARA Alpha,Costs Multiplier,Court Signal Sigma,Damages Signal Shaping,Detailed Signal Reporting,Fee Regime,Fee Shifting Multiplier,Fee Shifting Rule,Filing and Answering,Information Level,Integration Method,Issue,Liability Signal Shaping,Noise to Produce Case Strength,Number of Court Signals,Number of Offers,Number of Signals,Party Signal Sigma,Probability Truly Liable,Proportion of Costs at Beginning,Quadrature Order,Quality Distribution,Quality-Truth Link,Relative Costs,Risk Aversion,Signal Structure,Specification,Filter,GroupName,OptionSetName,Signal Probability,P Files,D Answers,P Offer,D Offer,Settles,P Abandons,D Defaults,Mutual Give-Up Probability Before 50/50 Allocation,Trial,P Loses,P Wins,P Offer 1 Action 1,D Offer 1 Action 1,P Offer 1 Action 2,D Offer 1 Action 2,P Offer 1 Action 3,D Offer 1 Action 3,P Offer 1 Action 4,D Offer 1 Action 4,P Offer 1 Action 5,D Offer 1 Action 5,P Offer 1 Action 6,D Offer 1 Action 6,P Offer 1 Action 7,D Offer 1 Action 7,P Offer 1 Action 8,D Offer 1 Action 8,P Offer 1 Action 9,D Offer 1 Action 9,P Offer 1 Action 10,D Offer 1 Action 10
Only Eq,true,2,0.25,0.2000000000,Identity,true,American,0,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,PLiabilitySignal1,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-American,0.080399999999999999,1,1,0.050000000000000003,0.16955400000000001,1,0,0,0,0,0,0,1,0.73940399999999995,0,0,0,0,0,0,0,0.222306,0,0,0,0,0,0,0,0.038289999999999998,0,0
Only Eq,true,2,0.25,0.2000000000,Identity,true,American,0,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,PLiabilitySignal2,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-American,0.097699999999999995,1,1,0.050000000000000003,0.20511799999999999,1,0,0,0,0,0,0,1,0.67624499999999999,0,0,0,0,0,0,0,0.25971499999999997,0,0,0,0,0,0,0,0.06404,0,0
Only Eq,true,2,0.25,0.2000000000,Identity,true,American,0,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,PLiabilitySignal3,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-American,0.1062,1,1,0.45000000000000001,0.258878,0.41238599999999997,0.587614,0,0,0,0,0,0,0.58761399999999997,0,0,0,0,0,0,1,0.30257600000000001,0,0,0,0,0,0,0,0.10981,0,0
Only Eq,true,2,0.25,0.2000000000,Identity,true,American,0,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,PLiabilitySignal4,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-American,0.1081,1,1,0.45000000000000001,0.334395,0.52587700000000004,0.113562,0,0,0.36056199999999999,0.302479,0.058083099999999999,0,0.47412300000000002,0,0,0,0,0,0,1,0.34076699999999999,0,0,0,0,0,0,0,0.18511,0,0
Only Eq,true,2,0.25,0.2000000000,Identity,true,American,0,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,PLiabilitySignal5,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-American,0.1076,1,1,0.45000000000000001,0.42852000000000001,0.65217099999999995,0,0,0,0.347829,0.270036,0.077793600000000004,0,0.347829,0,0,0,0,0,0,1,0.358041,0,0,0,0,0,0,0,0.29413,0,0
Only Eq,true,2,0.25,0.2000000000,Identity,true,American,0,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,PLiabilitySignal6,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-American,0.1076,1,1,0.45000000000000001,0.528999,0.77001699999999995,0,0,0,0.22998299999999999,0.16042999999999999,0.069552900000000001,0,0.22998299999999999,0,0,0,0,0,0,1,0.34253699999999998,0,0,0,0,0,0,0,0.42748000000000003,0,0
Only Eq,true,2,0.25,0.2000000000,Identity,true,American,0,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,PLiabilitySignal7,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-American,0.1081,1,1,0.84999999999999998,0.61972499999999997,0.56294,0,0,0,0.43706,0.19891200000000001,0.238148,0,0.138628,0,0,0,0,0,0,0,0.29843199999999998,0,0,0,0,0,0,1,0.56294,0,0
Only Eq,true,2,0.25,0.2000000000,Identity,true,American,0,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,PLiabilitySignal8,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-American,0.1062,1,1,0.84999999999999998,0.68995499999999998,0.67852000000000001,0,0,0,0.32147999999999999,0.112291,0.20918900000000001,0,0.0786332,0,0,0,0,0,0,0,0.24284700000000001,0,0,0,0,0,0,1,0.67852000000000001,0,0
Only Eq,true,2,0.25,0.2000000000,Identity,true,American,0,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,PLiabilitySignal9,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-American,0.097699999999999995,1,1,0.84999999999999998,0.73821400000000004,0.76439000000000001,0,0,0,0.23561000000000001,0.060693799999999999,0.17491599999999999,0,0.0438558,0,0,0,0,0,0,0,0.19175400000000001,0,0,0,0,0,0,1,0.76439000000000001,0,0
Only Eq,true,2,0.25,0.2000000000,Identity,true,American,0,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,PLiabilitySignal10,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-American,0.080399999999999999,1,1,0.84999999999999998,0.76906600000000003,0.82277,0,0,0,0.17723,0.032714199999999999,0.14451600000000001,0,0.025106,0,0,0,0,0,0,0,0.15212400000000001,0,0,0,0,0,0,1,0.82277,0,0
