Specification,Costs Multiplier,Number of Offers,American OptionSetName,British OptionSetName,American Exploitability,British Exploitability,Difference (British - American) Exploitability,American Calculation Time,British Calculation Time,Difference (British - American) Calculation Time,American P Files,British P Files,Difference (British - American) P Files,American D Answers,British D Answers,Difference (British - American) D Answers,American P Offer,British P Offer,Difference (British - American) P Offer,American D Offer,British D Offer,Difference (British - American) D Offer,American Trial,British Trial,Difference (British - American) Trial,American P Win Probability,British P Win Probability,Difference (British - American) P Win Probability,American P Wealth,British P Wealth,Difference (British - American) P Wealth,American D Wealth,British D Wealth,Difference (British - American) D Wealth,American Total Wealth,British Total Wealth,Difference (British - American) Total Wealth,American Wealth Loss,British Wealth Loss,Difference (British - American) Wealth Loss,American P Welfare,British P Welfare,Difference (British - American) P Welfare,American D Welfare,British D Welfare,Difference (British - American) D Welfare,American Pre-Dispute Social Welfare Loss,British Pre-Dispute Social Welfare Loss,Difference (British - American) Pre-Dispute Social Welfare Loss,American Social Welfare Loss,British Social Welfare Loss,Difference (British - American) Social Welfare Loss,American Opportunity Cost,British Opportunity Cost,Difference (British - American) Opportunity Cost,American Harm Cost,British Harm Cost,Difference (British - American) Harm Cost,American Truly Liable Harm Cost,British Truly Liable Harm Cost,Difference (British - American) Truly Liable Harm Cost,American Truly Not Liable Harm Cost,British Truly Not Liable Harm Cost,Difference (British - American) Truly Not Liable Harm Cost,American Expenditures,British Expenditures,Difference (British - American) Expenditures,American Defendant Excess Net Monetary Burden,British Defendant Excess Net Monetary Burden,Difference (British - American) Defendant Excess Net Monetary Burden,American Plaintiff Net Recovery Shortfall,British Plaintiff Net Recovery Shortfall,Difference (British - American) Plaintiff Net Recovery Shortfall,American Value If Settled,British Value If Settled,Difference (British - American) Value If Settled,American No Suit,British No Suit,Difference (British - American) No Suit,American No Answer,British No Answer,Difference (British - American) No Answer,American Settles,British Settles,Difference (British - American) Settles,American P Abandons,British P Abandons,Difference (British - American) P Abandons,American D Defaults,British D Defaults,Difference (British - American) D Defaults,American Mutual Give-Up Probability Before 50/50 Allocation,British Mutual Give-Up Probability Before 50/50 Allocation,Difference (British - American) Mutual Give-Up Probability Before 50/50 Allocation,American P Loses,British P Loses,Difference (British - American) P Loses,American P Wins,British P Wins,Difference (British - American) P Wins,American Appropriation,British Appropriation,Difference (British - American) Appropriation,American Reaches Bargaining,British Reaches Bargaining,Difference (British - American) Reaches Bargaining,American Settlement Unconditional,British Settlement Unconditional,Difference (British - American) Settlement Unconditional,American Settlement Conditional on Reaching Bargaining,British Settlement Conditional on Reaching Bargaining,Difference (British - American) Settlement Conditional on Reaching Bargaining,American Real Litigation Costs,British Real Litigation Costs,Difference (British - American) Real Litigation Costs,American Liability Transfer to Plaintiff,British Liability Transfer to Plaintiff,Difference (British - American) Liability Transfer to Plaintiff,American Fee-Shifting Transfer to Plaintiff,British Fee-Shifting Transfer to Plaintiff,Difference (British - American) Fee-Shifting Transfer to Plaintiff,American Total Net Transfer to Plaintiff,British Total Net Transfer to Plaintiff,Difference (British - American) Total Net Transfer to Plaintiff,American Meritorious-Plaintiff Net Recovery Shortfall,British Meritorious-Plaintiff Net Recovery Shortfall,Difference (British - American) Meritorious-Plaintiff Net Recovery Shortfall,American Nonliable-Defendant Net Burden,British Nonliable-Defendant Net Burden,Difference (British - American) Nonliable-Defendant Net Burden,American Liable-Defendant Excess Net Burden Above Damages,British Liable-Defendant Excess Net Burden Above Damages,Difference (British - American) Liable-Defendant Excess Net Burden Above Damages,American Net Outcome Fidelity Loss,British Net Outcome Fidelity Loss,Difference (British - American) Net Outcome Fidelity Loss
Baseline,4,10,Specification-Baseline__Cost-4__Fee-American,Specification-Baseline__Cost-4__Fee-British,-3.5529999999999999E-15,8.442E-07,0.0000008442000036,3,5,2,0.60758999999999996,0.49998999999999999,-0.1076,0.11798699999999999,0.072609800000000002,-0.0453772,0.305836,0.35752099999999998,0.051685,0.14999999999999999,0.050000000000000003,-0.1,0.01404,0.011403999999999999,-0.002636,0.52934199999999998,0.60118099999999997,0.071839,10.1463,10.1348,-0.0114999999999998,9.4014900000000008,9.50793,0.106439999999999,19.547799999999999,19.642800000000001,0.0950000000000024,0.45219399999999998,0.35724400000000001,-0.09495,10.1463,10.1348,-0.0114999999999998,9.4014900000000008,9.50793,0.106439999999999,0,0,0,0.45219399999999998,0.35724400000000001,-0.09495,0,0,0,0,0,0,0,0,0,0,0,0,0.45219399999999998,0.35724400000000001,-0.09495,0.20647699999999999,0.150231,-0.056246,0.37618699999999999,0.38577499999999998,0.009588,0.14999999999999999,0.050000000000000003,-0.1,0.39240999999999998,0.50000999999999995,0.1076,0.48960300000000001,0.42737999999999998,-0.062223,0.083724400000000004,0.038374400000000003,-0.04535,0.01052335,0.020094885,0.009571535,0.00969918,0.002736745,-0.006962435,0.0037144399999999998,0.0022243699999999998,-0.00149007,0.0066079199999999998,0.0045480499999999997,-0.00205987,0.0074317999999999997,0.0068557999999999996,-0.000576,0,0,0,0.117987,0.0726098,-0.0453772,0.0837244,0.0383744,-0.04535,0.709606990600659,0.528501662310046,-0.181105328290613,0.45219399999999998,0.35724400000000001,-0.09495,0.51929264,0.438891265,-0.080401375,0,0.0027693,0.0027693,0.51929264,0.441660565,-0.077632075,0.752384,0.771561,0.019177,0.394395,0.277569,-0.116826,0.0185535,0.022889,0.0043355,0.582664,0.536006,-0.046658
Center-weighted continuous merits plus moderate risk aversion,0.25,10,Specification-CenterWeightedContinuousMeritsModerateRiskAversion__Cost-0.25__Fee-American,Specification-CenterWeightedContinuousMeritsModerateRiskAversion__Cost-0.25__Fee-British,-5.6840000000000001E-14,-2.8419999999999999E-13,-0.0000000000002274,518,403,-115,1,1,0,1,1,0,0.50633700000000004,0.44765199999999999,-0.058685,0.51874200000000004,0.529941,0.011199,0.19653100000000001,0.118645,-0.077886,0.386882,0.43432300000000001,0.047441,10.4602,10.436999999999999,-0.023200000000001,9.4500200000000003,9.4791000000000007,0.0290800000000004,19.910299999999999,19.9161,0.0058000000000007,0.089739799999999995,0.083898399999999998,-0.0058414,1000.1,1000.09,-0.0099999999999909,999.54999999999995,999.56700000000001,0.0170000000000528,0,0,0,0.089739799999999995,0.083898399999999998,-0.0058414,0,0,0,0,0,0,0,0,0,0,0,0,0.089739799999999995,0.083898399999999998,-0.0058414,0.24548800000000001,0.224853,-0.020635,0.23574999999999999,0.241142,0.005392,0.53402799999999995,0.50776500000000002,-0.0262629999999999,0,0,0,0,0,0,0.80346899999999999,0.84406999999999999,0.040601,0,0.0372849,0.0372849,0,0,0,0,0,0,0.12049700000000001,0.067114699999999999,-0.0533823,0.076034099999999993,0.051530100000000002,-0.024504,0,0,0,1,1,0,0.803469,0.84407,0.040601,0.803469,0.84407,0.040601,0.089739799999999995,0.083898399999999998,-0.0058414,0.505109043132,0.48011930355,-0.024989739582,-0,-0.001168845,-0.001168845,0.505109043132,0.47895045855,-0.026158584582,0.471504,0.482287,0.010783,0.48425,0.440978,-0.043272,0.0067212,0.0087243,0.0020031,0.481238,0.465995,-0.015243
Center-weighted continuous merits plus moderate risk aversion,0.5,10,Specification-CenterWeightedContinuousMeritsModerateRiskAversion__Cost-0.5__Fee-American,Specification-CenterWeightedContinuousMeritsModerateRiskAversion__Cost-0.5__Fee-British,-3.4110000000000003E-13,1.7050000000000001E-13,0.0000000000005116,454,24743,24289,1,1,0,1,1,0,0.49972,0.49999300000000002,0.000273,0.473584,0.53717700000000002,0.063593,0.19542200000000001,0.12706700000000001,-0.068355,0.45680500000000002,0.48407299999999998,0.027268,10.4086,10.4305,0.0219000000000005,9.4120399999999993,9.4004899999999996,-0.0115499999999997,19.820699999999999,19.8309,0.0102000000000011,0.179313,0.16905999999999999,-0.010253,1000.09,1000.08,-0.0099999999999909,999.46400000000006,999.37900000000002,-0.0850000000000364,0,0,0,0.179313,0.16905999999999999,-0.010253,0,0,0,0,0,0,0,0,0,0,0,0,0.179313,0.16905999999999999,-0.010253,0.264982,0.25637700000000002,-0.008605,0.254496,0.23068,-0.023816,0.47322999999999998,0.52133799999999997,0.048108,0,0,0,0,0,0,0.750892,0.87099400000000005,0.120102,0,0.00193853,0.00193853,0.0536868,0,-0.0536868,0,0,0,0.106152,0.065557599999999994,-0.0405944,0.089269500000000002,0.061509899999999999,-0.0277596,0,0,0,1,1,0,0.750892,0.870994,0.120102,0.750892,0.870994,0.120102,0.179313,0.16905999999999999,-0.010253,0.49830092116,0.515592169972,0.0172912488119999,-0,-0.000607155,-0.000607155,0.49830092116,0.514985014972,0.016684093812,0.508997,0.461364,-0.047633,0.50727,0.491729,-0.015541,0.0226901,0.0210207,-0.0016694,0.519478,0.487057,-0.032421
Center-weighted continuous merits plus moderate risk aversion,1,10,Specification-CenterWeightedContinuousMeritsModerateRiskAversion__Cost-1__Fee-American,Specification-CenterWeightedContinuousMeritsModerateRiskAversion__Cost-1__Fee-British,-2.2739999999999997E-13,-3.4110000000000003E-13,-0.0000000000001137,1765,2323,558,1,0.86168999999999996,-0.13831,1,0.634463,-0.365537,0.46177400000000002,0.64668999999999999,0.184916,0.59450999999999998,0.35449900000000001,-0.240011,0.055962999999999999,0.046455000000000003,-0.009508,0.54664299999999999,0.51017299999999999,-0.03647,10.371,10.3803,0.0092999999999996,9.3122299999999996,9.3813800000000001,0.0691500000000005,19.683199999999999,19.761600000000001,0.078400000000002,0.31678899999999999,0.23835999999999999,-0.078429,1000.09,1000.0599999999999,-0.0300000000000864,999.38800000000003,999.24300000000005,-0.144999999999982,0,0,0,0.31678899999999999,0.23835999999999999,-0.078429,0,0,0,0,0,0,0,0,0,0,0,0,0.31678899999999999,0.23835999999999999,-0.078429,0.324519,0.26032899999999998,-0.06419,0.28974499999999997,0.24116199999999999,-0.048583,0.52635699999999996,0.55000000000000004,0.0236430000000001,0,0.13830999999999999,0.13831,0,0.22722700000000001,0.227227,0.94006100000000004,0.21927099999999999,-0.72079,0,0.224066,0.224066,0.00397649,0.144671,0.14069451,0,0,0,0.025371000000000001,0.022755000000000001,-0.002616,0.030591500000000001,0.023700200000000001,-0.0068913,0,0,0,1,0.634463,-0.365537,0.940061,0.219271,-0.72079,0.940061,0.345600925507082,-0.594460074492918,0.31678899999999999,0.23835999999999999,-0.078429,0.529375677777,0.51619725,-0.013178427777,0,0.00028356,0.00028356,0.529375677777,0.51648081,-0.012894867777,0.579494,0.482328,-0.097166,0.637215,0.475808,-0.161407,0.0118166,0.0448467,0.0330301,0.614264,0.501491,-0.112773
Center-weighted continuous merits plus moderate risk aversion,2,10,Specification-CenterWeightedContinuousMeritsModerateRiskAversion__Cost-2__Fee-American,Specification-CenterWeightedContinuousMeritsModerateRiskAversion__Cost-2__Fee-British,2.8419999999999999E-13,2.2739999999999997E-13,-0.0000000000000568,4140,1125,-3015,0.63253999999999999,0.86168999999999996,0.22915,0.17068900000000001,0.50617100000000004,0.335482,0.39048899999999998,0.49573299999999998,0.105244,0.050000000000000003,0.40936,0.35936,0.037071,0.0053080000000000002,-0.031763,0.50853700000000002,0.44048599999999999,-0.068051,10.3025,10.327299999999999,0.024799999999999,9.4343199999999996,9.2591099999999997,-0.17521,19.736799999999999,19.586500000000001,-0.150299999999998,0.26321099999999997,0.41354299999999999,0.150332,1000.05,1000.0599999999999,0.0099999999999909,999.29600000000005,999.12599999999998,-0.170000000000073,0,0,0,0.26321099999999997,0.41354299999999999,0.150332,0,0,0,0,0,0,0,0,0,0,0,0,0.26321099999999997,0.41354299999999999,0.150332,0.21894,0.331376,0.112436,0.29158200000000001,0.28136899999999998,-0.010213,0.050000000000000003,0.45000000000000001,0.4,0.36746000000000001,0.13830999999999999,-0.22915,0.46185100000000001,0.35551899999999997,-0.106332,0.097511600000000004,0.33541300000000002,0.2379014,0.018333055,0.0864197,0.068086645,0.017772755,0.0790305,0.061257745,0.0050559100000000003,0,-0.00505591,0.018219200000000001,0.0029700799999999999,-0.01524912,0.0188522,0.0023381999999999999,-0.016514,0,0,0,0.170689,0.506171,0.335482,0.0975116,0.335413,0.2379014,0.571282273608727,0.662647603280314,0.0913653296715871,0.26321099999999997,0.41354299999999999,0.150332,0.503351535,0.58782355,0.084472015,0,-0.000379128,-0.000379128,0.503351535,0.587444422,0.0840928870000001,0.583168,0.562742,-0.0204260000000001,0.418739,0.630192,0.211453,0.0191373,0.0325546,0.0134173,0.510522,0.612745,0.102223
Center-weighted continuous merits plus moderate risk aversion,4,10,Specification-CenterWeightedContinuousMeritsModerateRiskAversion__Cost-4__Fee-American,Specification-CenterWeightedContinuousMeritsModerateRiskAversion__Cost-4__Fee-British,0,1.1369999999999999E-13,0.0000000000001137,1069,498,-571,0,1,1,0,0,0,,,,,,,0,0,0,,,,10,10.4,0.4,10,9,-1,20,19.399999999999999,-0.600000000000001,0,0.59999999999999998,0.6,1000,1000.1,0.100000000000023,1000,998.80799999999999,-1.19200000000001,0,0,0,0,0.59999999999999998,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59999999999999998,0.6,0,0.500004,0.500004,0.499996,0.29999700000000001,-0.199999,,,,1,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0.59999999999999998,0.6,0,1,1,0,0,0,0,1,1,1,0.6,-0.4,0,1,1,0,0,0,0.499996,0.800001,0.300005
Center-weighted continuous merits,0.25,10,Specification-CenterWeightedContinuousMerits__Cost-0.25__Fee-American,Specification-CenterWeightedContinuousMerits__Cost-0.25__Fee-British,-1.7760000000000001E-15,1.7760000000000001E-15,0.0000000000000036,3,5,2,1,1,0,1,1,0,0.86233499999999996,0.89934800000000004,0.0370130000000001,0.13766200000000001,0.10065200000000001,-0.03701,1,0.88758700000000001,-0.112413,0.49999399999999999,0.49999399999999999,0,10.425000000000001,10.4292,0.0041999999999991,9.4250100000000003,9.4292200000000008,0.0042100000000005,19.850000000000001,19.8584,0.0083999999999982,0.14999999999999999,0.141569,-0.008431,10.425000000000001,10.4292,0.0041999999999991,9.4250100000000003,9.4292200000000008,0.0042100000000005,0,0,0,0.14999999999999999,0.141569,-0.008431,0,0,0,0,0,0,0,0,0,0,0,0,0.14999999999999999,0.141569,-0.008431,0.242594,0.24904100000000001,0.006447,0.21868299999999999,0.20735000000000001,-0.011333,,0.499998,,0,0,0,0,0,0,0,0.112413,0.112413,0,0,0,0,0,0,0,0,0,0.50000599999999995,0.44379800000000003,-0.0562079999999999,0.49999399999999999,0.44378800000000002,-0.056206,0,0,0,1,1,0,0,0.112413,0.112413,0,0.112413,0.112413,0.14999999999999999,0.141569,-0.008431,0.499994,0.499994275174,0.000000275174,-0,-0.00000075,-0.00000075,0.499994,0.499993525174,-0.000000474826,0.437371,0.414703,-0.022668,0.437362,0.414693,-0.022669,0.0478222,0.0833866,0.0355644,0.461277,0.456391,-0.004886
Center-weighted continuous merits,0.5,10,Specification-CenterWeightedContinuousMerits__Cost-0.5__Fee-American,Specification-CenterWeightedContinuousMerits__Cost-0.5__Fee-British,-2.6650000000000001E-15,0,0.0000000000000027,4,7,3,1,0.86168999999999996,-0.13831,1,0.725387,-0.274613,0.75318300000000005,0.85707,0.103887,0.24681500000000001,0.10441400000000001,-0.142401,0.725387,0.725387,0,0.49999500000000002,0.49999500000000002,0,10.3706,10.380000000000001,0.0094000000000012,9.3705999999999996,9.3922000000000008,0.0216000000000012,19.741199999999999,19.772200000000002,0.0310000000000024,0.25880799999999998,0.22783900000000001,-0.030969,10.3706,10.380000000000001,0.0094000000000012,9.3705999999999996,9.3922000000000008,0.0216000000000012,0,0,0,0.25880799999999998,0.22783900000000001,-0.030969,0,0,0,0,0,0,0,0,0,0,0,0,0.25880799999999998,0.22783900000000001,-0.030969,0.28379700000000002,0.28405900000000001,0.000262,0.25046099999999999,0.22600400000000001,-0.024457,0.49999700000000002,,,0,0.13830999999999999,0.13831,0,0.13630300000000001,0.136303,0.274613,0,-0.274613,0,0,0,0,0,0,0,0,0,0.36269800000000002,0.36269800000000002,0,0.36269000000000001,0.36269000000000001,0,0,0,0,1,0.725387,-0.274613,0.274613,0,-0.274613,0.274613,0,-0.274613,0.25880799999999998,0.22783900000000001,-0.030969,0.499995676161,0.498993,-0.001002676161,-0,-0.0000012,-0.0000012,0.499995676161,0.4989918,-0.001003876161,0.500926,0.452011,-0.048915,0.500918,0.434771,-0.066147,0.0666724,0.133345,0.0666726,0.534258,0.510063,-0.024195
Center-weighted continuous merits,1,10,Specification-CenterWeightedContinuousMerits__Cost-1__Fee-American,Specification-CenterWeightedContinuousMerits__Cost-1__Fee-British,0,-8.8820000000000011E-16,-0.0000000000000009,4,3,-1,0.86168999999999996,0.82760299999999998,-0.034087,0.62291600000000003,0.54245299999999996,-0.0804630000000001,0.71531500000000003,0.61001700000000003,-0.105298,0.12634899999999999,0.050000000000000003,-0.076349,0.542597,0.374469,-0.168128,0.48860799999999999,0.53169699999999998,0.043089,10.302,10.3195,0.0175000000000001,9.3125,9.3626900000000006,0.0501900000000006,19.6145,19.682200000000002,0.0677000000000021,0.38546999999999998,0.31784899999999999,-0.067621,10.302,10.3195,0.0175000000000001,9.3125,9.3626900000000006,0.0501900000000006,0,0,0,0.38546999999999998,0.31784899999999999,-0.067621,0,0,0,0,0,0,0,0,0,0,0,0,0.38546999999999998,0.31784899999999999,-0.067621,0.31884600000000002,0.30519800000000002,-0.013648,0.27760299999999999,0.25988,-0.017723,0.14999999999999999,0.050000000000000003,-0.1,0.13830999999999999,0.17239699999999999,0.034087,0.23877399999999999,0.28515000000000001,0.046376,0.058524399999999997,0.16798399999999999,0.1094596,0.0217954,0,-0.0217954,0,0,0,0,0,0,0.27748,0.17536499999999999,-0.102115,0.26511699999999999,0.199104,-0.066013,0,0,0,0.622916,0.542453,-0.0804630000000001,0.0585244,0.167984,0.1094596,0.0939523145977949,0.309674755232251,0.215722440634456,0.38546999999999998,0.31784899999999999,-0.067621,0.51266966,0.4926532,-0.02001646,-0,0.0071217,0.0071217,0.51266966,0.4997749,-0.01289476,0.55521,0.519764,-0.035446,0.542804,0.465433,-0.077371,0.0948842,0.144961,0.0500768,0.596449,0.565078,-0.031371
Center-weighted continuous merits,2,10,Specification-CenterWeightedContinuousMerits__Cost-2__Fee-American,Specification-CenterWeightedContinuousMerits__Cost-2__Fee-British,1.173E-05,5.3290000000000004E-15,-0.0000117299999947,5,3,-2,0.75590999999999997,0.75590999999999997,0,0.41631000000000001,0.35230099999999998,-0.064009,0.44987100000000002,0.50104700000000002,0.051176,0.14999999999999999,0.050000000000000003,-0.1,0.18345600000000001,0.152727,-0.030729,0.58072900000000005,0.49999700000000002,-0.080732,10.199400000000001,10.2464,0.0469999999999988,9.3388200000000001,9.3295200000000005,-0.0092999999999996,19.5383,19.575900000000001,0.0376000000000012,0.46173900000000001,0.424099,-0.03764,10.199400000000001,10.2464,0.0469999999999988,9.3388200000000001,9.3295200000000005,-0.0092999999999996,0,0,0,0.46173900000000001,0.424099,-0.03764,0,0,0,0,0,0,0,0,0,0,0,0,0.46173900000000001,0.424099,-0.03764,0.297122,0.31434600000000001,0.017224,0.34406700000000001,0.30705399999999999,-0.037013,0.14999999999999999,0.050000000000000003,-0.1,0.24409,0.24409,0,0.33960000000000001,0.403609,0.064009,0.23263800000000001,0.15742900000000001,-0.075209,0,0.011013245,0.011013245,0.000216939,0.031132145,0.030915206,0,0.0011592900000000001,0.00115929,0.076917700000000006,0.076363799999999996,-0.0005539,0.10653799999999999,0.076363,-0.030175,0,0,0,0.41631,0.352301,-0.064009,0.232638,0.157429,-0.075209,0.558809540967068,0.446859361738968,-0.1119501792281,0.46173900000000001,0.424099,-0.03764,0.481250639,0.518975595,0.037724956,0,-0.00000048,-0.00000048,0.481250639,0.518975115,0.0377244760000001,0.68814,0.614113,-0.074027,0.514753,0.511374,-0.003379,0.079487,0.117315,0.037828,0.641189,0.6214,-0.0197890000000001
Center-weighted continuous merits,4,10,Specification-CenterWeightedContinuousMerits__Cost-4__Fee-American,Specification-CenterWeightedContinuousMerits__Cost-4__Fee-British,0,-1.7760000000000001E-15,-0.0000000000000018,4,3,-1,1,0.63253999999999999,-0.36746,0,0.14871899999999999,0.148719,,0.29839199999999999,,,0.050000000000000003,,0,0.021897,0.021897,,0.56110700000000002,,10.4,10.1158,-0.2842,9,9.3891200000000001,0.38912,19.399999999999999,19.504999999999999,0.105,0.59999999999999998,0.49503200000000003,-0.104968,10.4,10.1158,-0.2842,9,9.3891200000000001,0.38912,0,0,0,0.59999999999999998,0.49503200000000003,-0.104968,0,0,0,0,0,0,0,0,0,0,0,0,0.59999999999999998,0.49503200000000003,-0.104968,0.500004,0.252807,-0.247197,0.29999700000000001,0.40317700000000001,0.10318,,0.050000000000000003,,0,0.36746000000000001,0.36746,1,0.483821,-0.516179,0,0.094739599999999993,0.0947396,0,0.02762642,0.02762642,0,0.00445593,0.00445593,0,0.0029518399999999998,0.00295184,0,0.0096105600000000006,0.00961056,0,0.012286699999999999,0.0122867,0,0,0,0,0.148719,0.148719,0,0.0947396,0.0947396,,0.637037634733961,,0.59999999999999998,0.49503200000000003,-0.104968,1,0.50530061,-0.49469939,0,0.003211368,0.003211368,1,0.508511978,-0.491488022,0.6,0.80636,0.20636,1,0.467238,-0.532762,0,0.0383728,0.0383728,0.800001,0.655984,-0.144017
Direct binary-state signals plus moderate risk aversion,0.25,10,Specification-DirectBinaryStateSignalsModerateRiskAversion__Cost-0.25__Fee-American,Specification-DirectBinaryStateSignalsModerateRiskAversion__Cost-0.25__Fee-British,-1.1369999999999999E-13,1.1369999999999999E-13,0.0000000000002274,635,554,-81,1,1,0,1,1,0,0.45818500000000001,0.5,0.041815,0.54181299999999999,0.499998,-0.041815,0.061839999999999999,0.12701599999999999,0.065176,0.500004,0.5,-0.000004,10.4602,10.457700000000001,-0.0024999999999995,9.4601799999999994,9.4577399999999994,-0.00244,19.920400000000001,19.915500000000002,-0.0048999999999992,0.079638,0.084526199999999996,0.0048882,1000.1,1000.09,-0.0099999999999909,999.56799999999998,999.47500000000002,-0.0929999999999609,0,0,0,0.079638,0.084526199999999996,0.0048882,0,0,0,0,0,0,0,0,0,0,0,0,0.079638,0.084526199999999996,0.0048882,0.176179,0.127834,-0.048345,0.174093,0.119272,-0.054821,0.49999900000000003,0.49999900000000003,0,0,0,0,0,0,0,0.93815999999999999,0.87298399999999998,-0.065176,0,0,0,0,0,0,0,0,0,0.030919599999999998,0.063508099999999998,0.0325885,0.030920099999999999,0.063508200000000001,0.0325881,0,0,0,1,1,0,0.93816,0.872984,-0.065176,0.93816,0.872984,-0.065176,0.079638,0.084526199999999996,0.0048882,0.49999916184,0.499999327016,0.000000165176,0,0.0000000075,0.0000000075,0.49999916184,0.499999334516,0.000000172676,0.348188,0.238546,-0.109642,0.348188,0.238546,-0.109642,0.004168,0.0171218,0.0129538,0.350272,0.247106,-0.103166
Direct binary-state signals plus moderate risk aversion,0.5,10,Specification-DirectBinaryStateSignalsModerateRiskAversion__Cost-0.5__Fee-American,Specification-DirectBinaryStateSignalsModerateRiskAversion__Cost-0.5__Fee-British,0,0,0,3253,605,-2648,1,1,0,1,1,0,0.5,0.5,0,0.499998,0.499998,0,0.12701599999999999,0.061839999999999999,-0.065176,0.5,0.500004,0.000004,10.4155,10.420400000000001,0.004900000000001,9.4154699999999991,9.4203600000000005,0.0048900000000014,19.8309,19.840699999999998,0.0097999999999985,0.16905200000000001,0.159276,-0.009776,1000.08,1000.08,0,999.42600000000004,999.41700000000003,-0.0090000000000146,0,0,0,0.16905200000000001,0.159276,-0.009776,0,0,0,0,0,0,0,0,0,0,0,0,0.16905200000000001,0.159276,-0.009776,0.15276400000000001,0.150917,-0.001847,0.144202,0.140572,-0.00363,0.49999900000000003,0.49999900000000003,0,0,0,0,0,0,0,0.87298399999999998,0.87298399999999998,0,0,0.03258891,0.03258891,0,0.03258771,0.03258771,0,0.0067138199999999997,0.00671382,0.063508099999999998,0.030919599999999998,-0.0325885,0.063508200000000001,0.030920099999999999,-0.0325881,0,0,0,1,1,0,0.872984,0.872984,0,0.872984,0.872984,0,0.16905200000000001,0.159276,-0.009776,0.499999327016,0.499998937016,-0.00000039,0,0.000000075,0.000000075,0.499999327016,0.499999012016,-0.000000315,0.288404,0.281145,-0.007259,0.288405,0.281144,-0.007261,0.0171218,0.0206882,0.0035664,0.296966,0.291489,-0.005477
Direct binary-state signals plus moderate risk aversion,1,10,Specification-DirectBinaryStateSignalsModerateRiskAversion__Cost-1__Fee-American,Specification-DirectBinaryStateSignalsModerateRiskAversion__Cost-1__Fee-British,-5.6840000000000001E-14,1.1369999999999999E-13,0.0000000000001705,857,1998,1141,1,0.815307,-0.184693,1,0.50038300000000002,-0.499617,0.45000000000000001,0.64248700000000003,0.192487,0.50017599999999995,0.31078899999999998,-0.189387,0.061839999999999999,0.031396,-0.030444,0.500004,0.54894299999999996,0.048939,10.3057,10.395799999999999,0.0900999999999996,9.3757000000000001,9.3974200000000003,0.0217200000000002,19.6814,19.793199999999999,0.111799999999999,0.318552,0.20677200000000001,-0.11178,1000.0700000000001,1000.0599999999999,-0.0100000000001046,999.41099999999994,999.26999999999998,-0.140999999999963,0,0,0,0.318552,0.20677200000000001,-0.11178,0,0,0,0,0,0,0,0,0,0,0,0,0.318552,0.20677200000000001,-0.11178,0.20074800000000001,0.13889899999999999,-0.061849,0.227384,0.11966400000000001,-0.10772,0.47760200000000003,0.55000000000000004,0.072398,0,0.184693,0.184693,0,0.31492399999999998,0.314924,0.90892799999999996,0.15006800000000001,-0.75886,0.029232,0.211722,0.18249,0,0.107197,0.107197,0,0,0,0.030919599999999998,0.014161200000000001,-0.0167584,0.030920099999999999,0.0172344,-0.0136857,0,0,0,1,0.500383,-0.499617,0.908928,0.150068,-0.75886,0.908928,0.299906271795804,-0.609021728204196,0.318552,0.20677200000000001,-0.11178,0.465025930656,0.5218928,0.056866869344,0,0.00092196,0.00092196,0.465025930656,0.52281476,0.057788829344,0.45477,0.23933,-0.21544,0.384823,0.228441,-0.156382,0.0166722,0.0493562,0.032684,0.428132,0.258563,-0.169569
