Costs Multiplier,Fee Regime,Number of Offers,Baseline Specification,Comparison Specification,Baseline OptionSetName,Comparison OptionSetName,Baseline Exploitability,Comparison Exploitability,Difference (Comparison - Baseline) Exploitability,Baseline Calculation Time,Comparison Calculation Time,Difference (Comparison - Baseline) Calculation Time,Baseline P Files,Comparison P Files,Difference (Comparison - Baseline) P Files,Baseline D Answers,Comparison D Answers,Difference (Comparison - Baseline) D Answers,Baseline P Offer,Comparison P Offer,Difference (Comparison - Baseline) P Offer,Baseline D Offer,Comparison D Offer,Difference (Comparison - Baseline) D Offer,Baseline Trial,Comparison Trial,Difference (Comparison - Baseline) Trial,Baseline P Win Probability,Comparison P Win Probability,Difference (Comparison - Baseline) P Win Probability,Baseline P Wealth,Comparison P Wealth,Difference (Comparison - Baseline) P Wealth,Baseline D Wealth,Comparison D Wealth,Difference (Comparison - Baseline) D Wealth,Baseline Total Wealth,Comparison Total Wealth,Difference (Comparison - Baseline) Total Wealth,Baseline Wealth Loss,Comparison Wealth Loss,Difference (Comparison - Baseline) Wealth Loss,Baseline P Welfare,Comparison P Welfare,Difference (Comparison - Baseline) P Welfare,Baseline D Welfare,Comparison D Welfare,Difference (Comparison - Baseline) D Welfare,Baseline Pre-Dispute Social Welfare Loss,Comparison Pre-Dispute Social Welfare Loss,Difference (Comparison - Baseline) Pre-Dispute Social Welfare Loss,Baseline Social Welfare Loss,Comparison Social Welfare Loss,Difference (Comparison - Baseline) Social Welfare Loss,Baseline Opportunity Cost,Comparison Opportunity Cost,Difference (Comparison - Baseline) Opportunity Cost,Baseline Harm Cost,Comparison Harm Cost,Difference (Comparison - Baseline) Harm Cost,Baseline Truly Liable Harm Cost,Comparison Truly Liable Harm Cost,Difference (Comparison - Baseline) Truly Liable Harm Cost,Baseline Truly Not Liable Harm Cost,Comparison Truly Not Liable Harm Cost,Difference (Comparison - Baseline) Truly Not Liable Harm Cost,Baseline Expenditures,Comparison Expenditures,Difference (Comparison - Baseline) Expenditures,Baseline Defendant Excess Net Monetary Burden,Comparison Defendant Excess Net Monetary Burden,Difference (Comparison - Baseline) Defendant Excess Net Monetary Burden,Baseline Plaintiff Net Recovery Shortfall,Comparison Plaintiff Net Recovery Shortfall,Difference (Comparison - Baseline) Plaintiff Net Recovery Shortfall,Baseline Value If Settled,Comparison Value If Settled,Difference (Comparison - Baseline) Value If Settled,Baseline No Suit,Comparison No Suit,Difference (Comparison - Baseline) No Suit,Baseline No Answer,Comparison No Answer,Difference (Comparison - Baseline) No Answer,Baseline Settles,Comparison Settles,Difference (Comparison - Baseline) Settles,Baseline P Abandons,Comparison P Abandons,Difference (Comparison - Baseline) P Abandons,Baseline D Defaults,Comparison D Defaults,Difference (Comparison - Baseline) D Defaults,Baseline Mutual Give-Up Probability Before 50/50 Allocation,Comparison Mutual Give-Up Probability Before 50/50 Allocation,Difference (Comparison - Baseline) Mutual Give-Up Probability Before 50/50 Allocation,Baseline P Loses,Comparison P Loses,Difference (Comparison - Baseline) P Loses,Baseline P Wins,Comparison P Wins,Difference (Comparison - Baseline) P Wins,Baseline Appropriation,Comparison Appropriation,Difference (Comparison - Baseline) Appropriation,Baseline Reaches Bargaining,Comparison Reaches Bargaining,Difference (Comparison - Baseline) Reaches Bargaining,Baseline Settlement Unconditional,Comparison Settlement Unconditional,Difference (Comparison - Baseline) Settlement Unconditional,Baseline Settlement Conditional on Reaching Bargaining,Comparison Settlement Conditional on Reaching Bargaining,Difference (Comparison - Baseline) Settlement Conditional on Reaching Bargaining,Baseline Real Litigation Costs,Comparison Real Litigation Costs,Difference (Comparison - Baseline) Real Litigation Costs,Baseline Liability Transfer to Plaintiff,Comparison Liability Transfer to Plaintiff,Difference (Comparison - Baseline) Liability Transfer to Plaintiff,Baseline Fee-Shifting Transfer to Plaintiff,Comparison Fee-Shifting Transfer to Plaintiff,Difference (Comparison - Baseline) Fee-Shifting Transfer to Plaintiff,Baseline Total Net Transfer to Plaintiff,Comparison Total Net Transfer to Plaintiff,Difference (Comparison - Baseline) Total Net Transfer to Plaintiff,Baseline Meritorious-Plaintiff Net Recovery Shortfall,Comparison Meritorious-Plaintiff Net Recovery Shortfall,Difference (Comparison - Baseline) Meritorious-Plaintiff Net Recovery Shortfall,Baseline Nonliable-Defendant Net Burden,Comparison Nonliable-Defendant Net Burden,Difference (Comparison - Baseline) Nonliable-Defendant Net Burden,Baseline Liable-Defendant Excess Net Burden Above Damages,Comparison Liable-Defendant Excess Net Burden Above Damages,Difference (Comparison - Baseline) Liable-Defendant Excess Net Burden Above Damages,Baseline Net Outcome Fidelity Loss,Comparison Net Outcome Fidelity Loss,Difference (Comparison - Baseline) Net Outcome Fidelity Loss
0.25,British,10,Baseline,All litigation costs avoidable at bargaining,Specification-Baseline__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,Specification-AllCostsAvoidable__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,8.8820000000000011E-16,-1.7760000000000001E-15,-0.0000000000000027,3,278,275,1,1,0,1,1,0,0.78968300000000002,0.78968300000000002,0,0.210309,0.210309,0,0.64523799999999998,0.64523799999999998,0,0.49999399999999999,0.49999399999999999,0,10.4383,10.451599999999999,0.0132999999999992,9.4383099999999995,9.4516200000000001,0.0133100000000006,19.8766,19.903199999999998,0.0265999999999984,0.123393,0.096785700000000002,-0.0266073,10.4383,10.451599999999999,0.0132999999999992,9.4383099999999995,9.4516200000000001,0.0133100000000006,0,0,0,0.123393,0.096785700000000002,-0.0266073,0,0,0,0,0,0,0,0,0,0,0,0,0.123393,0.096785700000000002,-0.0266073,0.20179,0.19513800000000001,-0.006652,0.169736,0.16308400000000001,-0.006652,0.49998900000000002,0.49998900000000002,0,0,0,0,0,0,0,0.35476200000000002,0.35476200000000002,0,0,0,0,0,0,0,0,0,0,0.32262299999999999,0.32262299999999999,0,0.32261499999999999,0.32261499999999999,0,0,0,0,1,1,0,0.354762,0.354762,0,0.354762,0.354762,0,0.123393,0.096785700000000002,-0.0266073,0.499992097618,0.499992097618,0,-0.0000006,-0.0000006,0,0.499991497618,0.499991497618,0,0.339476,0.326173,-0.013303,0.339465,0.326161,-0.013304,0.0641123,0.0641123,0,0.371526,0.358222,-0.013304
0.25,British,10,Baseline,All litigation costs avoidable at bargaining plus moderate risk aversion,Specification-Baseline__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,8.8820000000000011E-16,-2.2739999999999997E-13,-0.0000000000002283,3,2068,2065,1,1,0,1,1,0,0.78968300000000002,0.54626200000000003,-0.243421,0.210309,0.443604,0.233295,0.64523799999999998,0.20985999999999999,-0.435378,0.49999399999999999,0.512521,0.012527,10.4383,10.478899999999999,0.0405999999999995,9.4383099999999995,9.4895700000000005,0.051260000000001,19.8766,19.968499999999999,0.091899999999999,0.123393,0.031478899999999997,-0.0919141,10.4383,1000.08,989.6417,9.4383099999999995,999.423,989.98469,0,0,0,0.123393,0.031478899999999997,-0.0919141,0,0,0,0,0,0,0,0,0,0,0,0,0.123393,0.031478899999999997,-0.0919141,0.20179,0.16242899999999999,-0.039361,0.169736,0.15796499999999999,-0.011771,0.49998900000000002,0.49718000000000001,-0.002809,0,0,0,0,0,0,0.35476200000000002,0.75654900000000003,0.401787,0,0.0229963,0.0229963,0,0.0105951,0.0105951,0,0,0,0.32262299999999999,0.102302,-0.220321,0.32261499999999999,0.107557,-0.215058,0,0,0,1,1,0,0.354762,0.756549,0.401787,0.354762,0.756549,0.401787,0.123393,0.031478899999999997,-0.0919141,0.499992097618,0.49429313182,-0.005698965798,-0.0000006,0.000394125,0.000394725,0.499991497618,0.49468725682,-0.005304240798,0.339476,0.315935,-0.023541,0.339465,0.304754,-0.034711,0.0641123,0.0200992,-0.0440131,0.371526,0.320394,-0.051132
0.25,British,10,Baseline,All litigation costs sunk before bargaining,Specification-Baseline__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,Specification-AllCostsSunk__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,8.8820000000000011E-16,4.4410000000000002E-15,0.0000000000000036,3,257,254,1,0.82186999999999999,-0.17813,1,0.82186999999999999,-0.17813,0.78968300000000002,0.94999999999999996,0.160317,0.210309,0.21071999999999999,0.000411,0.64523799999999998,0.74184000000000005,0.0966020000000001,0.49999399999999999,0.54887600000000003,0.048882,10.4383,10.427,-0.0113000000000003,9.4383099999999995,9.4497099999999996,0.0114000000000001,19.8766,19.8767,0.0000999999999998,0.123393,0.123281,-0.000112,10.4383,10.427,-0.0113000000000003,9.4383099999999995,9.4497099999999996,0.0114000000000001,0,0,0,0.123393,0.123281,-0.000112,0,0,0,0,0,0,0,0,0,0,0,0,0.123393,0.123281,-0.000112,0.20179,0.199432,-0.002358,0.169736,0.17507300000000001,0.005337,0.49998900000000002,0.94999999999999996,0.450011,0,0.17813000000000001,0.17813,0,0,0,0.35476200000000002,0.080030299999999999,-0.2747317,0,0,0,0,0,0,0,0,0,0.32262299999999999,0.33466099999999999,0.012038,0.32261499999999999,0.40717799999999998,0.084563,0,0,0,1,0.82187,-0.17813,0.354762,0.0800303,-0.2747317,0.354762,0.0973758623626608,-0.257386137637339,0.123393,0.123281,-0.000112,0.499992097618,0.483206785,-0.016785312618,-0.0000006,0.005438775,0.005439375,0.499991497618,0.48864556,-0.011345937618,0.339476,0.35015,0.010674,0.339465,0.310496,-0.028969,0.0641123,0.0883657,0.0242534,0.371526,0.374505,0.002979
0.25,British,10,Baseline,All litigation costs sunk before bargaining plus moderate risk aversion,Specification-Baseline__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,Specification-AllCostsSunkModerateRiskAversion__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,8.8820000000000011E-16,-5.1160000000000006E-13,-0.0000000000005125,3,518,515,1,1,0,1,1,0,0.78968300000000002,0.52156100000000005,-0.268122,0.210309,0.42504599999999998,0.214737,0.64523799999999998,0.32891199999999998,-0.316326,0.49999399999999999,0.54188899999999995,0.041895,10.4383,10.4085,-0.0297999999999998,9.4383099999999995,9.4414999999999996,0.00319,19.8766,19.850000000000001,-0.0265999999999984,0.123393,0.14999999999999999,0.026607,10.4383,1000.0700000000001,989.6317,9.4383099999999995,999.38499999999999,989.94669,0,0,0,0.123393,0.14999999999999999,0.026607,0,0,0,0,0,0,0,0,0,0,0,0,0.123393,0.14999999999999999,0.026607,0.20179,0.20883199999999999,0.007042,0.169736,0.20407600000000001,0.03434,0.49998900000000002,0.45179900000000001,-0.04819,0,0,0,0,0,0,0.35476200000000002,0.67108800000000002,0.316326,0,0,0,0,0,0,0,0,0,0.32262299999999999,0.15067800000000001,-0.171945,0.32261499999999999,0.178234,-0.144381,0,0,0,1,1,0,0.354762,0.671088,0.316326,0.354762,0.671088,0.316326,0.123393,0.14999999999999999,0.026607,0.499992097618,0.481430887312,-0.018561210306,-0.0000006,0.0020667,0.0020673,0.499991497618,0.483497587312,-0.016493910306,0.339476,0.408157,0.068681,0.339465,0.375157,0.035692,0.0641123,0.0425025,-0.0216098,0.371526,0.412908,0.041382
0.25,British,10,Baseline,Center-weighted continuous merits,Specification-Baseline__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,Specification-CenterWeightedContinuousMerits__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,8.8820000000000011E-16,0,-0.0000000000000009,3,342,339,1,1,0,1,1,0,0.78968300000000002,0.89934800000000004,0.109665,0.210309,0.10065200000000001,-0.109657,0.64523799999999998,0.88758700000000001,0.242349,0.49999399999999999,0.49999399999999999,0,10.4383,10.4292,-0.0091000000000001,9.4383099999999995,9.4292200000000008,-0.0090899999999987,19.8766,19.8584,-0.0182000000000002,0.123393,0.141569,0.018176,10.4383,10.4292,-0.0091000000000001,9.4383099999999995,9.4292200000000008,-0.0090899999999987,0,0,0,0.123393,0.141569,0.018176,0,0,0,0,0,0,0,0,0,0,0,0,0.123393,0.141569,0.018176,0.20179,0.24904100000000001,0.047251,0.169736,0.20735000000000001,0.037614,0.49998900000000002,0.499998,0.000009,0,0,0,0,0,0,0.35476200000000002,0.112413,-0.242349,0,0,0,0,0,0,0,0,0,0.32262299999999999,0.44379800000000003,0.121175,0.32261499999999999,0.44378800000000002,0.121173,0,0,0,1,1,0,0.354762,0.112413,-0.242349,0.354762,0.112413,-0.242349,0.123393,0.141569,0.018176,0.499992097618,0.499994275174,0.000002177556,-0.0000006,-0.00000075,-0.00000015,0.499991497618,0.499993525174,0.000002027556,0.339476,0.414703,0.075227,0.339465,0.414693,0.075228,0.0641123,0.0833866,0.0192743,0.371526,0.456391,0.084865
0.25,British,10,Baseline,Center-weighted continuous merits plus moderate risk aversion,Specification-Baseline__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,Specification-CenterWeightedContinuousMeritsModerateRiskAversion__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,8.8820000000000011E-16,1.7050000000000001E-13,0.0000000000001696,3,413,410,1,1,0,1,1,0,0.78968300000000002,0.48172799999999999,-0.307955,0.210309,0.55850599999999995,0.348197,0.64523799999999998,0.11057500000000001,-0.534663,0.49999399999999999,0.40420499999999998,-0.095789,10.4383,10.4649,0.0266000000000002,9.4383099999999995,9.4518199999999997,0.0135100000000001,19.8766,19.916699999999999,0.0400999999999989,0.123393,0.083293099999999995,-0.0400999,10.4383,1000.1,989.6617,9.4383099999999995,999.55100000000004,990.11269,0,0,0,0.123393,0.083293099999999995,-0.0400999,0,0,0,0,0,0,0,0,0,0,0,0,0.123393,0.083293099999999995,-0.0400999,0.20179,0.24271999999999999,0.04093,0.169736,0.23182,0.062084,0.49998900000000002,0.53837500000000005,0.038386,0,0,0,0,0,0,0.35476200000000002,0.86265400000000003,0.507892,0,0.0267719,0.0267719,0,0,0,0,0,0,0.32262299999999999,0.065879800000000002,-0.2567432,0.32261499999999999,0.0446948,-0.2779202,0,0,0,1,1,0,0.354762,0.862654,0.507892,0.354762,0.862654,0.507892,0.123393,0.083293099999999995,-0.0400999,0.499992097618,0.50912614725,0.009134049632,-0.0000006,-0.00259282125,-0.00259222125,0.499991497618,0.506533326,0.006541828382,0.339476,0.463645,0.124169,0.339465,0.477843,0.138378,0.0641123,0.0075933,-0.056519,0.371526,0.47454,0.103014
0.25,British,10,Baseline,Direct binary-state signals,Specification-Baseline__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,Specification-DirectBinaryStateSignals__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,8.8820000000000011E-16,-2.6650000000000001E-15,-0.0000000000000036,3,316,313,1,1,0,1,1,0,0.78968300000000002,0.84567199999999998,0.055989,0.210309,0.15431900000000001,-0.05599,0.64523799999999998,0.76949299999999998,0.124255,0.49999399999999999,0.50000199999999995,0.000008,10.4383,10.4336,-0.0046999999999997,9.4383099999999995,9.4336500000000001,-0.0046599999999994,19.8766,19.8673,-0.0092999999999996,0.123393,0.132712,0.009319,10.4383,10.4336,-0.0046999999999997,9.4383099999999995,9.4336500000000001,-0.0046599999999994,0,0,0,0.123393,0.132712,0.009319,0,0,0,0,0,0,0,0,0,0,0,0,0.123393,0.132712,0.009319,0.20179,0.109125,-0.092665,0.169736,0.057261100000000002,-0.1124749,0.49998900000000002,0.49997999999999998,-0.000009,0,0,0,0,0,0,0.35476200000000002,0.23050699999999999,-0.124255,0,0,0,0,0,0,0,0,0,0.32262299999999999,0.384745,0.062122,0.32261499999999999,0.38474799999999998,0.062133,0,0,0,1,1,0,0.354762,0.230507,-0.124255,0.354762,0.230507,-0.124255,0.123393,0.132712,0.009319,0.499992097618,0.49999688986,0.000004792242,-0.0000006,0.000000225,0.000000825,0.499991497618,0.49999711486,0.000005617242,0.339476,0.114523,-0.224953,0.339465,0.114521,-0.224944,0.0641123,0.103728,0.0396157,0.371526,0.1663861,-0.2051399
0.25,British,10,Baseline,Direct binary-state signals plus moderate risk aversion,Specification-Baseline__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,Specification-DirectBinaryStateSignalsModerateRiskAversion__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,8.8820000000000011E-16,2.2739999999999997E-13,0.0000000000002265,3,1233,1230,1,1,0,1,1,0,0.78968300000000002,0.5,-0.289683,0.210309,0.499998,0.289689,0.64523799999999998,0.12701599999999999,-0.518222,0.49999399999999999,0.5,0.000006,10.4383,10.457700000000001,0.019400000000001,9.4383099999999995,9.4577399999999994,0.0194299999999998,19.8766,19.915500000000002,0.0389000000000017,0.123393,0.084526199999999996,-0.0388668,10.4383,1000.09,989.6517,9.4383099999999995,999.47500000000002,990.03669,0,0,0,0.123393,0.084526199999999996,-0.0388668,0,0,0,0,0,0,0,0,0,0,0,0,0.123393,0.084526199999999996,-0.0388668,0.20179,0.127834,-0.073956,0.169736,0.119272,-0.050464,0.49998900000000002,0.49999900000000003,0.00001,0,0,0,0,0,0,0.35476200000000002,0.87298399999999998,0.518222,0,0,0,0,0,0,0,0,0,0.32262299999999999,0.063508099999999998,-0.2591149,0.32261499999999999,0.063508200000000001,-0.2591068,0,0,0,1,1,0,0.354762,0.872984,0.518222,0.354762,0.872984,0.518222,0.123393,0.084526199999999996,-0.0388668,0.499992097618,0.499999327016,0.000007229398,-0.0000006,0.0000000075,0.0000006075,0.499991497618,0.499999334516,0.000007836898,0.339476,0.238546,-0.10093,0.339465,0.238546,-0.100919,0.0641123,0.0171218,-0.0469905,0.371526,0.247106,-0.12442
0.25,British,10,Baseline,High noise,Specification-Baseline__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,Specification-HighNoise__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,8.8820000000000011E-16,2.6650000000000001E-15,0.0000000000000018,3,202,199,1,1,0,1,1,0,0.78968300000000002,0.86736599999999997,0.0776829999999999,0.210309,0.132632,-0.077677,0.64523799999999998,1,0.354762,0.49999399999999999,0.49999700000000002,0.000003,10.4383,10.425000000000001,-0.0132999999999992,9.4383099999999995,9.4250000000000007,-0.0133099999999988,19.8766,19.850000000000001,-0.0265999999999984,0.123393,0.14999999999999999,0.026607,10.4383,10.425000000000001,-0.0132999999999992,9.4383099999999995,9.4250000000000007,-0.0133099999999988,0,0,0,0.123393,0.14999999999999999,0.026607,0,0,0,0,0,0,0,0,0,0,0,0,0.123393,0.14999999999999999,0.026607,0.20179,0.27248899999999998,0.070699,0.169736,0.22711100000000001,0.057375,0.49998900000000002,,,0,0,0,0,0,0,0.35476200000000002,0,-0.354762,0,0,0,0,0,0,0,0,0,0.32262299999999999,0.50000299999999998,0.17738,0.32261499999999999,0.49999700000000002,0.177382,0,0,0,1,1,0,0.354762,0,-0.354762,0.354762,0,-0.354762,0.123393,0.14999999999999999,0.026607,0.499992097618,0.499997,0.000004902382,-0.0000006,-0.00000045,0.00000015,0.499991497618,0.49999655,0.000005052382,0.339476,0.454226,0.11475,0.339465,0.454222,0.114757,0.0641123,0.0907531,0.0266408,0.371526,0.4996,0.128074
0.25,British,10,Baseline,High noise plus moderate risk aversion,Specification-Baseline__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,Specification-HighNoiseModerateRiskAversion__Cost-0.25__Fee-British__ExitFees-AllUnilateralExits,8.8820000000000011E-16,-1.1369999999999999E-13,-0.0000000000001146,3,473,470,1,1,0,1,1,0,0.78968300000000002,0.34999999999999998,-0.439683,0.210309,0.34999999999999998,0.139691,0.64523799999999998,0,-0.645238,0.49999399999999999,,,10.4383,10.3125,-0.1258,9.4383099999999995,9.6125000000000007,0.174190000000001,19.8766,19.925000000000001,0.0484000000000009,0.123393,0.074999999999999997,-0.048393,10.4383,1000.09,989.6517,9.4383099999999995,999.78200000000004,990.34369,0,0,0,0.123393,0.074999999999999997,-0.048393,0,0,0,0,0,0,0,0,0,0,0,0,0.123393,0.074999999999999997,-0.048393,0.20179,0.19375200000000001,-0.008038,0.169736,0.34374700000000002,0.174011,0.49998900000000002,0.34999999999999998,-0.149989,0,0,0,0,0,0,0.35476200000000002,1,0.645238,0,0,0,0,0,0,0,0,0,0.32262299999999999,0,-0.322623,0.32261499999999999,0,-0.322615,0,0,0,1,1,0,0.354762,1,0.645238,0.354762,1,0.645238,0.123393,0.074999999999999997,-0.048393,0.499992097618,0.35,-0.149992097618,-0.0000006,0,0.0000006,0.499991497618,0.35,-0.149991497618,0.339476,0.6875,0.348024,0.339465,0.3875,0.048035,0.0641123,0,-0.0641123,0.371526,0.537499,0.165973
