"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","POffer1Action1","DOffer1Action1","POffer1Action2","DOffer1Action2","POffer1Action3","DOffer1Action3","POffer1Action4","DOffer1Action4","POffer1Action5","DOffer1Action5","POffer1Action6","DOffer1Action6","POffer1Action7","DOffer1Action7","POffer1Action8","DOffer1Action8","POffer1Action9","DOffer1Action9","POffer1Action10","DOffer1Action10","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","OpportunityCost","HarmCost","TrulyLiableHarmCost","TrulyNotLiableHarmCost","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","PLiabilitySignal1","PLiabilitySignal2","PLiabilitySignal3","PLiabilitySignal4","PLiabilitySignal5","PLiabilitySignal6","PLiabilitySignal7","PLiabilitySignal8","PLiabilitySignal9","PLiabilitySignal10","DLiabilitySignal1","DLiabilitySignal2","DLiabilitySignal3","DLiabilitySignal4","DLiabilitySignal5","DLiabilitySignal6","DLiabilitySignal7","DLiabilitySignal8","DLiabilitySignal9","DLiabilitySignal10","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"Specification-AllCostsSunk__Cost-2__Fee-British","0","175","All",1,0,1,0.499997,0.588192,0.108319,1,1,0.64143,0.05,,,0.342855,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.657145,0,0.0371378,,,,,0,0,0.071181,0.422318,10.1522,9.42985,19.5821,0.417907,10.1522,9.42985,0.417907,0.19678,0.368113,0.564894,0.230197,0.333995,0,0.417907,0,0,0,0,0,0.0371378,0.05,0,0,0,0.499993,0,-4.60693E-05,0.08045,0.09768,0.10618,0.1081,0.1076,0.1076,0.1081,0.10618,0.09768,0.08043,0.0804506,0.0976783,0.10618,0.108096,0.107602,0.107601,0.108094,0.106176,0.0976736,0.0804476,0.588192,0.108319,0.411808,0.479872,0.0371378,0,0,0.0411202,0.0300612
"Specification-AllCostsSunk__Cost-2__Fee-British","0","175","NoDispute",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Specification-AllCostsSunk__Cost-2__Fee-British","0","175","DisputeArises",1,0,1,0.499997,0.588192,0.108319,1,1,0.64143,0.05,,,0.342855,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.657145,0,0.0371378,,,,,0,0,0.071181,0.422318,10.1522,9.42985,19.5821,0.417907,10.1522,9.42985,0.417907,0.19678,0.368113,0.564894,0.230197,0.333995,0,0.417907,0,0,0,0,0,0.0371378,0.05,0,0,0,0.499993,0,-4.60693E-05,0.08045,0.09768,0.10618,0.1081,0.1076,0.1076,0.1081,0.10618,0.09768,0.08043,0.0804506,0.0976783,0.10618,0.108096,0.107602,0.107601,0.108094,0.106176,0.0976736,0.0804476,0.588192,0.108319,0.411808,0.479872,0.0371378,0,0,0.0411202,0.0300612
"Specification-AllCostsSunk__Cost-2__Fee-British","0","175","PFiles",0.5882,0,1,0.583642,1,0.184156,1,1,0.64143,0.05,,,0.342855,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.657145,0,0.063139,,,,,0,0,0.121017,0.422318,10.2588,9.03068,19.2895,0.710494,10.2588,9.03068,0.710494,0.334551,0.443071,0.777622,0.391364,0.385066,0,0.710494,0,0,0,0,0,0.063139,0.05,0,0,0,0.667284,0,0.663629,0,0,0,0,0.149954,0.182934,0.183784,0.180519,0.166068,0.136741,0.0220145,0.0359344,0.0539762,0.0756944,0.0999789,0.124703,0.14603,0.157857,0.153477,0.130335,1,0.184156,0,0.815844,0.063139,0,0,0.0699095,0.0511079
"Specification-AllCostsSunk__Cost-2__Fee-British","0","175","DAnswers",0.1083,0,1,0.450558,1,1,1,1,0.64143,0.05,,,0.342855,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.657145,0,0.342855,,,,,0,0,0.657145,0.422318,9.63341,9.16659,18.8,1.2,9.63341,9.16659,1.2,0.608845,0.472542,1.08139,0.91735,0.930926,0,1.2,0,0,0,0,0,0.342855,0.05,0,0,0,0.401116,0,3.3699,0,0,0,0,0.342855,0.287036,0.181009,0.10518,0.056284,0.0276361,0.119542,0.19513,0.2931,0.392228,0,0,0,0,0,0,1,1,0,0,0.342855,0,0,0.37962,0.277524
"Specification-AllCostsSunk__Cost-2__Fee-British","0","175","Litigated",0.1083,0,1,0.450558,1,1,1,1,0.64143,0.05,,,0.342855,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.657145,0,0.342855,,,,,0,0,0.657145,0.422318,9.63341,9.16659,18.8,1.2,9.63341,9.16659,1.2,0.608845,0.472542,1.08139,0.91735,0.930926,0,1.2,0,0,0,0,0,0.342855,0.05,0,0,0,0.401116,0,3.3699,0,0,0,0,0.342855,0.287036,0.181009,0.10518,0.056284,0.0276361,0.119542,0.19513,0.2931,0.392228,0,0,0,0,0,0,1,1,0,0,0.342855,0,0,0.37962,0.277524
"Specification-AllCostsSunk__Cost-2__Fee-British","0","175","Not Litigated",0.8917,0,1,0.506002,0.538166,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,10.2153,9.46183,19.6771,0.3229,10.2153,9.46183,0.3229,0.146723,0.355428,0.502151,0.146723,0.261481,0,0.3229,0,0,0,0,0,0,,0,0,0,0.512005,0,-0.409419,0.0902229,0.109546,0.119078,0.121232,0.0790217,0.0858026,0.0992432,0.106301,0.102709,0.0868433,0.0757018,0.0858401,0.0834736,0.0735806,0.120673,0.120673,0.121225,0.119074,0.109539,0.0902202,0.538166,0,0.461834,0.538166,0,0,0,0,0
"Specification-AllCostsSunk__Cost-2__Fee-British","0","175","Settles",0.0371,0,1,0.407292,1,1,1,1,0.05,0.05,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,,9.45,9.35,18.8,1.2,9.45,9.35,1.2,0.445521,0.487604,0.933125,0.289589,0.755786,0,1.2,0,0,0,0,0,1,0.05,0,0,0,0.314583,0,2.233,0,0,0,0,1,0,0,0,0,0,0.160454,0.229803,0.292028,0.317715,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
"Specification-AllCostsSunk__Cost-2__Fee-British","0","175","Tried",0.0712,0,1,0.473131,1,1,1,1,0.95,0.05,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,0,0,1,0.422318,9.7291,9.0709,18.8,1.2,9.7291,9.0709,1.2,0.694057,0.464683,1.15874,1.24487,1.0223,0,1.2,0,0,0,0,0,0,,0,0,0,0.446263,0,3.96306,0,0,0,0,0,0.436793,0.275447,0.160056,0.0856493,0.0420549,0.0981975,0.17704,0.29366,0.431103,0,0,0,0,0,0,1,1,0,0,0,0,0,0.577682,0.422318
"Specification-AllCostsSunk__Cost-2__Fee-British","0","175","PWins",0.0301,0,1,0.528277,1,1,1,1,0.95,0.05,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,0,0,1,1,11,7.8,18.8,1.2,11,7.8,1.2,1.64345,0,1.64345,2.94772,0,0,1.2,0,0,0,0,0,0,,0,0,0,0.556554,0,4.03559,0,0,0,0,0,0.335634,0.273176,0.196311,0.124757,0.0701228,0.0544553,0.132571,0.286526,0.526447,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
