Costs Multiplier,Fee Regime,Number of Offers,Baseline Specification,Comparison Specification,Baseline OptionSetName,Comparison OptionSetName,Baseline Exploitability,Comparison Exploitability,Difference (Comparison - Baseline) Exploitability,Baseline Calculation Time,Comparison Calculation Time,Difference (Comparison - Baseline) Calculation Time,Baseline P Files,Comparison P Files,Difference (Comparison - Baseline) P Files,Baseline D Answers,Comparison D Answers,Difference (Comparison - Baseline) D Answers,Baseline P Offer,Comparison P Offer,Difference (Comparison - Baseline) P Offer,Baseline D Offer,Comparison D Offer,Difference (Comparison - Baseline) D Offer,Baseline Trial,Comparison Trial,Difference (Comparison - Baseline) Trial,Baseline P Win Probability,Comparison P Win Probability,Difference (Comparison - Baseline) P Win Probability,Baseline P Wealth,Comparison P Wealth,Difference (Comparison - Baseline) P Wealth,Baseline D Wealth,Comparison D Wealth,Difference (Comparison - Baseline) D Wealth,Baseline Total Wealth,Comparison Total Wealth,Difference (Comparison - Baseline) Total Wealth,Baseline Wealth Loss,Comparison Wealth Loss,Difference (Comparison - Baseline) Wealth Loss,Baseline P Welfare,Comparison P Welfare,Difference (Comparison - Baseline) P Welfare,Baseline D Welfare,Comparison D Welfare,Difference (Comparison - Baseline) D Welfare,Baseline Pre-Dispute Social Welfare Loss,Comparison Pre-Dispute Social Welfare Loss,Difference (Comparison - Baseline) Pre-Dispute Social Welfare Loss,Baseline Social Welfare Loss,Comparison Social Welfare Loss,Difference (Comparison - Baseline) Social Welfare Loss,Baseline Opportunity Cost,Comparison Opportunity Cost,Difference (Comparison - Baseline) Opportunity Cost,Baseline Harm Cost,Comparison Harm Cost,Difference (Comparison - Baseline) Harm Cost,Baseline Truly Liable Harm Cost,Comparison Truly Liable Harm Cost,Difference (Comparison - Baseline) Truly Liable Harm Cost,Baseline Truly Not Liable Harm Cost,Comparison Truly Not Liable Harm Cost,Difference (Comparison - Baseline) Truly Not Liable Harm Cost,Baseline Expenditures,Comparison Expenditures,Difference (Comparison - Baseline) Expenditures,Baseline Defendant Excess Net Monetary Burden,Comparison Defendant Excess Net Monetary Burden,Difference (Comparison - Baseline) Defendant Excess Net Monetary Burden,Baseline Plaintiff Net Recovery Shortfall,Comparison Plaintiff Net Recovery Shortfall,Difference (Comparison - Baseline) Plaintiff Net Recovery Shortfall,Baseline Value If Settled,Comparison Value If Settled,Difference (Comparison - Baseline) Value If Settled,Baseline No Suit,Comparison No Suit,Difference (Comparison - Baseline) No Suit,Baseline No Answer,Comparison No Answer,Difference (Comparison - Baseline) No Answer,Baseline Settles,Comparison Settles,Difference (Comparison - Baseline) Settles,Baseline P Abandons,Comparison P Abandons,Difference (Comparison - Baseline) P Abandons,Baseline D Defaults,Comparison D Defaults,Difference (Comparison - Baseline) D Defaults,Baseline Mutual Give-Up Probability Before 50/50 Allocation,Comparison Mutual Give-Up Probability Before 50/50 Allocation,Difference (Comparison - Baseline) Mutual Give-Up Probability Before 50/50 Allocation,Baseline P Loses,Comparison P Loses,Difference (Comparison - Baseline) P Loses,Baseline P Wins,Comparison P Wins,Difference (Comparison - Baseline) P Wins,Baseline Appropriation,Comparison Appropriation,Difference (Comparison - Baseline) Appropriation,Baseline Reaches Bargaining,Comparison Reaches Bargaining,Difference (Comparison - Baseline) Reaches Bargaining,Baseline Settlement Unconditional,Comparison Settlement Unconditional,Difference (Comparison - Baseline) Settlement Unconditional,Baseline Settlement Conditional on Reaching Bargaining,Comparison Settlement Conditional on Reaching Bargaining,Difference (Comparison - Baseline) Settlement Conditional on Reaching Bargaining,Baseline Real Litigation Costs,Comparison Real Litigation Costs,Difference (Comparison - Baseline) Real Litigation Costs,Baseline Liability Transfer to Plaintiff,Comparison Liability Transfer to Plaintiff,Difference (Comparison - Baseline) Liability Transfer to Plaintiff,Baseline Fee-Shifting Transfer to Plaintiff,Comparison Fee-Shifting Transfer to Plaintiff,Difference (Comparison - Baseline) Fee-Shifting Transfer to Plaintiff,Baseline Total Net Transfer to Plaintiff,Comparison Total Net Transfer to Plaintiff,Difference (Comparison - Baseline) Total Net Transfer to Plaintiff,Baseline Meritorious-Plaintiff Net Recovery Shortfall,Comparison Meritorious-Plaintiff Net Recovery Shortfall,Difference (Comparison - Baseline) Meritorious-Plaintiff Net Recovery Shortfall,Baseline Nonliable-Defendant Net Burden,Comparison Nonliable-Defendant Net Burden,Difference (Comparison - Baseline) Nonliable-Defendant Net Burden,Baseline Liable-Defendant Excess Net Burden Above Damages,Comparison Liable-Defendant Excess Net Burden Above Damages,Difference (Comparison - Baseline) Liable-Defendant Excess Net Burden Above Damages,Baseline Net Outcome Fidelity Loss,Comparison Net Outcome Fidelity Loss,Difference (Comparison - Baseline) Net Outcome Fidelity Loss
1,British,10,Baseline,Center-weighted continuous merits,Specification-Baseline__Cost-1__Fee-British,Specification-CenterWeightedContinuousMerits__Cost-1__Fee-British,8.8820000000000011E-16,-8.8820000000000011E-16,-0.0000000000000018,314,592,278,0.82186999999999999,0.82760299999999998,0.005733,0.43881500000000001,0.54245299999999996,0.103638,0.52681500000000003,0.61001700000000003,0.083202,0.050000000000000003,0.050000000000000003,0,0.25620500000000002,0.374469,0.118264,0.49999700000000002,0.53169699999999998,0.0317,10.358599999999999,10.3195,-0.0390999999999995,9.3754600000000003,9.3626900000000006,-0.0127699999999997,19.734000000000002,19.682200000000002,-0.0518000000000001,0.26596399999999998,0.31784899999999999,0.051885,10.358599999999999,10.3195,-0.0390999999999995,9.3754600000000003,9.3626900000000006,-0.0127699999999997,0,0,0,0.26596399999999998,0.31784899999999999,0.051885,0,0,0,0,0,0,0,0,0,0,0,0,0.26596399999999998,0.31784899999999999,0.051885,0.24568899999999999,0.30519800000000002,0.059509,0.20886199999999999,0.25988,0.051018,0.050000000000000003,0.050000000000000003,0,0.17813000000000001,0.17239699999999999,-0.005733,0.38305499999999998,0.28515000000000001,-0.097905,0.18260999999999999,0.16798399999999999,-0.014626,0,0,0,0,0,0,0,0,0,0.12810299999999999,0.17536499999999999,0.047262,0.12810199999999999,0.199104,0.071002,0,0,0,0.438815,0.542453,0.103638,0.18261,0.167984,-0.014626,0.416143477319599,0.309674755232251,-0.106468722087348,0.26596399999999998,0.31784899999999999,0.051885,0.5202875,0.4926532,-0.0276343,-0.0000003,0.0071217,0.007122,0.5202872,0.4997749,-0.0205122999999999,0.417729,0.519764,0.102035,0.396443,0.465433,0.06899,0.0949314,0.144961,0.0500296,0.454551,0.565078,0.110527
1,British,10,Baseline,Direct binary-state signals,Specification-Baseline__Cost-1__Fee-British,Specification-DirectBinaryStateSignals__Cost-1__Fee-British,8.8820000000000011E-16,3.5529999999999999E-15,0.0000000000000027,314,323,9,0.82186999999999999,0.806087,-0.015783,0.43881500000000001,0.435004,-0.003811,0.52681500000000003,0.60351699999999997,0.0767019999999999,0.050000000000000003,0.050000000000000003,0,0.25620500000000002,0.12768599999999999,-0.128519,0.49999700000000002,0.50165300000000002,0.001656,10.358599999999999,10.3751,0.0165000000000006,9.3754600000000003,9.4003999999999994,0.0249399999999991,19.734000000000002,19.775500000000001,0.0414999999999992,0.26596399999999998,0.224469,-0.041495,10.358599999999999,10.3751,0.0165000000000006,9.3754600000000003,9.4003999999999994,0.0249399999999991,0,0,0,0.26596399999999998,0.224469,-0.041495,0,0,0,0,0,0,0,0,0,0,0,0,0.26596399999999998,0.224469,-0.041495,0.24568899999999999,0.12651200000000001,-0.119177,0.20886199999999999,0.097461900000000004,-0.1114001,0.050000000000000003,0.050000000000000003,0,0.17813000000000001,0.193913,0.015783,0.38305499999999998,0.37108400000000002,-0.011971,0.18260999999999999,0.099016000000000007,-0.083594,0,0.1333198,0.1333198,0,0.074982,0.074982,0,0.0185296,0.0185296,0.12810299999999999,0.063631900000000005,-0.0644711,0.12810199999999999,0.064054,-0.064048,0,0,0,0.438815,0.435004,-0.003811,0.18261,0.099016,-0.083594,0.416143477319599,0.227620895440042,-0.188522581879557,0.26596399999999998,0.224469,-0.041495,0.5202875,0.5150708,-0.0052167,-0.0000003,0.00012663,0.00012693,0.5202872,0.51519743,-0.00508977,0.417729,0.194925,-0.222804,0.396443,0.164745,-0.231698,0.0949314,0.0882796,-0.0066518,0.454551,0.2239739,-0.2305771
1,British,10,Baseline,High noise,Specification-Baseline__Cost-1__Fee-British,Specification-HighNoise__Cost-1__Fee-British,8.8820000000000011E-16,1.7760000000000001E-15,0.0000000000000009,314,169,-145,0.82186999999999999,1,0.17813,0.43881500000000001,1,0.561185,0.52681500000000003,0.83492200000000005,0.308107,0.050000000000000003,0.165046,0.115046,0.25620500000000002,1,0.743795,0.49999700000000002,0.49999700000000002,0,10.358599999999999,10.199999999999999,-0.1586,9.3754600000000003,9.1999999999999993,-0.175460000000001,19.734000000000002,19.399999999999999,-0.334000000000003,0.26596399999999998,0.59999999999999998,0.334036,10.358599999999999,10.199999999999999,-0.1586,9.3754600000000003,9.1999999999999993,-0.175460000000001,0,0,0,0.26596399999999998,0.59999999999999998,0.334036,0,0,0,0,0,0,0,0,0,0,0,0,0.26596399999999998,0.59999999999999998,0.334036,0.24568899999999999,0.49748799999999999,0.251799,0.20886199999999999,0.31598100000000001,0.107119,0.050000000000000003,,,0.17813000000000001,0,-0.17813,0.38305499999999998,0,-0.383055,0.18260999999999999,0,-0.18261,0,0,0,0,0,0,0,0,0,0.12810299999999999,0.50000299999999998,0.3719,0.12810199999999999,0.49999700000000002,0.371895,0,0,0,0.438815,1,0.561185,0.18261,0,-0.18261,0.416143477319599,0,-0.416143477319599,0.26596399999999998,0.59999999999999998,0.334036,0.5202875,0.499997,-0.0202905,-0.0000003,-0.0000018,-0.0000015,0.5202872,0.4999952,-0.020292,0.417729,0.631967,0.214238,0.396443,0.631961,0.235518,0.0949314,0.363012,0.2680806,0.454551,0.813469,0.358918
1,British,10,Baseline,Low noise,Specification-Baseline__Cost-1__Fee-British,Specification-LowNoise__Cost-1__Fee-British,8.8820000000000011E-16,-3.5529999999999999E-15,-0.0000000000000044,314,303,-11,0.82186999999999999,0.60011000000000003,-0.22176,0.43881500000000001,0.155552,-0.283263,0.52681500000000003,0.63712999999999997,0.110315,0.050000000000000003,0.050000000000000003,0,0.25620500000000002,0.079951999999999995,-0.176253,0.49999700000000002,0.45783499999999999,-0.042162,10.358599999999999,10.4033,0.0447000000000006,9.3754600000000003,9.4594000000000005,0.0839400000000001,19.734000000000002,19.8627,0.128699999999998,0.26596399999999998,0.13733500000000001,-0.128629,10.358599999999999,10.4033,0.0447000000000006,9.3754600000000003,9.4594000000000005,0.0839400000000001,0,0,0,0.26596399999999998,0.13733500000000001,-0.128629,0,0,0,0,0,0,0,0,0,0,0,0,0.26596399999999998,0.13733500000000001,-0.128629,0.24568899999999999,0.161631,-0.084058,0.20886199999999999,0.191909,-0.016953,0.050000000000000003,0.050000000000000003,0,0.17813000000000001,0.39989000000000002,0.22176,0.38305499999999998,0.44455800000000001,0.061503,0.18260999999999999,0.037913799999999998,-0.1446962,0,0.01345123,0.01345123,0,0.02423503,0.02423503,0,0.00141606,0.00141606,0.12810299999999999,0.043347200000000002,-0.0847558,0.12810199999999999,0.036604900000000003,-0.0914971,0,0,0,0.438815,0.155552,-0.283263,0.18261,0.0379138,-0.1446962,0.416143477319599,0.243737142563259,-0.17240633475634,0.26596399999999998,0.13733500000000001,-0.128629,0.5202875,0.50729362,-0.01299388,-0.0000003,-0.00202269,-0.00202239,0.5202872,0.50527093,-0.0150162699999999,0.417729,0.383812,-0.033917,0.396443,0.294962,-0.101481,0.0949314,0.0283048,-0.0666266,0.454551,0.35354,-0.101011
1,British,10,Baseline,Low noise plus moderate risk aversion,Specification-Baseline__Cost-1__Fee-British,Specification-LowNoiseModerateRiskAversion__Cost-1__Fee-British,8.8820000000000011E-16,1.1369999999999999E-13,0.0000000000001128,314,1127,813,0.82186999999999999,0.60011000000000003,-0.22176,0.43881500000000001,0.20522699999999999,-0.233588,0.52681500000000003,0.54674199999999995,0.0199269999999999,0.050000000000000003,0.28336800000000001,0.233368,0.25620500000000002,0.017469999999999999,-0.238735,0.49999700000000002,0.64184200000000002,0.141845,10.358599999999999,10.383699999999999,0.0251000000000001,9.3754600000000003,9.4902599999999993,0.114799999999999,19.734000000000002,19.873999999999999,0.139999999999997,0.26596399999999998,0.12604099999999999,-0.139923,10.358599999999999,1000.0700000000001,989.7114,9.3754600000000003,999.37900000000002,990.00354,0,0,0,0.26596399999999998,0.12604099999999999,-0.139923,0,0,0,0,0,0,0,0,0,0,0,0,0.26596399999999998,0.12604099999999999,-0.139923,0.24568899999999999,0.14078499999999999,-0.104904,0.20886199999999999,0.204013,-0.004849,0.050000000000000003,0.36434100000000003,0.314341,0.17813000000000001,0.39989000000000002,0.22176,0.38305499999999998,0.39488299999999998,0.011828,0.18260999999999999,0.081564600000000001,-0.1010454,0,0.067153,0.067153,0,0.0390397,0.0390397,0,0,0,0.12810299999999999,0.0062568399999999996,-0.12184616,0.12810199999999999,0.011212700000000001,-0.1168893,0,0,0,0.438815,0.205227,-0.233588,0.18261,0.0815646,-0.1010454,0.416143477319599,0.397436009881741,-0.018707467437858,0.26596399999999998,0.12604099999999999,-0.139923,0.5202875,0.4748527279286,-0.0454347720714,-0.0000003,0.001486758,0.001487058,0.5202872,0.4763394859286,-0.0439477140714,0.417729,0.408018,-0.009711,0.396443,0.266467,-0.129976,0.0949314,0.0151069,-0.0798245,0.454551,0.344798,-0.109753
1,British,10,Baseline,Mandatory filing and answering,Specification-Baseline__Cost-1__Fee-British,Specification-MandatoryFilingAndAnswering__Cost-1__Fee-British,8.8820000000000011E-16,2.6650000000000001E-15,0.0000000000000018,314,233,-81,0.82186999999999999,1,0.17813,0.43881500000000001,1,0.561185,0.52681500000000003,0.77779900000000002,0.250984,0.050000000000000003,0.22217899999999999,0.172179,0.25620500000000002,0.28791299999999997,0.031708,0.49999700000000002,0.499996,-0.000001,10.358599999999999,10.306800000000001,-0.0517999999999983,9.3754600000000003,9.3068200000000001,-0.0686400000000003,19.734000000000002,19.613600000000002,-0.1204,0.26596399999999998,0.386374,0.12041,10.358599999999999,10.306800000000001,-0.0517999999999983,9.3754600000000003,9.3068200000000001,-0.0686400000000003,0,0,0,0.26596399999999998,0.386374,0.12041,0,0,0,0,0,0,0,0,0,0,0,0,0.26596399999999998,0.386374,0.12041,0.24568899999999999,0.31586599999999998,0.070177,0.20886199999999999,0.22880700000000001,0.019945,0.050000000000000003,0.499971,0.449971,0.17813000000000001,0,-0.17813,0.38305499999999998,0,-0.383055,0.18260999999999999,0.38047999999999998,0.19787,0,0.16580035,0.16580035,0,0.16580635,0.16580635,0,0.016904700000000002,0.0169047,0.12810299999999999,0.143957,0.015854,0.12810199999999999,0.143955,0.015853,0,0,0,0.438815,1,0.561185,0.18261,0.38048,0.19787,0.416143477319599,0.38048,-0.035663477319599,0.26596399999999998,0.386374,0.12041,0.5202875,0.49999031608,-0.02029718392,-0.0000003,-0.0000006,-0.0000003,0.5202872,0.49998971608,-0.02029748392,0.417729,0.457621,0.039892,0.396443,0.457607,0.061164,0.0949314,0.174121,0.0791896,0.454551,0.544673,0.090122
1,British,10,Baseline,Mandatory filing and answering; no later exit,Specification-Baseline__Cost-1__Fee-British,Specification-MandatoryFilingAnsweringNoExit__Cost-1__Fee-British,8.8820000000000011E-16,2.6650000000000001E-15,0.0000000000000018,314,40,-274,0.82186999999999999,1,0.17813,0.43881500000000001,1,0.561185,0.52681500000000003,0.596831,0.070016,0.050000000000000003,0.40315200000000001,0.353152,0.25620500000000002,0.25620500000000002,0,0.49999700000000002,0.49999700000000002,0,10.358599999999999,10.3116,-0.0469999999999988,9.3754600000000003,9.3115799999999993,-0.063880000000001,19.734000000000002,19.623100000000001,-0.110900000000001,0.26596399999999998,0.376861,0.110897,10.358599999999999,10.3116,-0.0469999999999988,9.3754600000000003,9.3115799999999993,-0.063880000000001,0,0,0,0.26596399999999998,0.376861,0.110897,0,0,0,0,0,0,0,0,0,0,0,0,0.26596399999999998,0.376861,0.110897,0.24568899999999999,0.30724400000000002,0.061555,0.20886199999999999,0.23247200000000001,0.02361,0.050000000000000003,0.49998900000000002,0.449989,0.17813000000000001,0,-0.17813,0.38305499999999998,0,-0.383055,0.18260999999999999,0.74379499999999998,0.561185,0,0,0,0,0,0,0,0,0,0.12810299999999999,0.12810299999999999,0,0.12810199999999999,0.12810199999999999,0,0,0,0,0.438815,1,0.561185,0.18261,0.743795,0.561185,0.416143477319599,0.743795,0.327651522680401,0.26596399999999998,0.376861,0.110897,0.5202875,0.499991318255,-0.020296181745,-0.0000003,-0.0000003,0,0.5202872,0.499991018255,-0.020296181745,0.417729,0.464949,0.04722,0.396443,0.464935,0.068492,0.0949314,0.149548,0.0546166,0.454551,0.539716,0.085165
1,British,10,Baseline,Moderate symmetric risk aversion,Specification-Baseline__Cost-1__Fee-British,Specification-ModerateRiskAversion__Cost-1__Fee-British,8.8820000000000011E-16,-5.1160000000000006E-13,-0.0000000000005125,314,3780,3466,0.82186999999999999,0.71569000000000005,-0.10618,0.43881500000000001,0.46029799999999998,0.021483,0.52681500000000003,0.64347299999999996,0.116658,0.050000000000000003,0.37725999999999998,0.32726,0.25620500000000002,0.022724999999999999,-0.23348,0.49999700000000002,0.56394999999999995,0.0639529999999999,10.358599999999999,10.361800000000001,0.0032000000000014,9.3754600000000003,9.4550199999999993,0.079559999999999,19.734000000000002,19.816800000000001,0.0827999999999989,0.26596399999999998,0.18321599999999999,-0.082748,10.358599999999999,1000.0599999999999,989.7014,9.3754600000000003,999.34900000000005,989.97354,0,0,0,0.26596399999999998,0.18321599999999999,-0.082748,0,0,0,0,0,0,0,0,0,0,0,0,0.26596399999999998,0.18321599999999999,-0.082748,0.24568899999999999,0.18082500000000001,-0.064864,0.20886199999999999,0.22387399999999999,0.015012,0.050000000000000003,0.55000000000000004,0.5,0.17813000000000001,0.28431000000000001,0.10618,0.38305499999999998,0.25539200000000001,-0.127663,0.18260999999999999,0.171876,-0.010734,0,0.156779,0.156779,0,0.108919,0.108919,0,0,0,0.12810299999999999,0.0099090099999999993,-0.11819399,0.12810199999999999,0.012815500000000001,-0.1152865,0,0,0,0.438815,0.460298,0.021483,0.18261,0.171876,-0.010734,0.416143477319599,0.373401578977097,-0.042741898342502,0.26596399999999998,0.18321599999999999,-0.082748,0.5202875,0.4716583,-0.0486292,-0.0000003,0.000871947,0.000872247,0.5202872,0.472530247,-0.0477569529999999,0.417729,0.447754,0.030025,0.396443,0.328143,-0.0683,0.0949314,0.0335025,-0.0614289,0.454551,0.404699,-0.049852
1,British,10,Baseline,Polarized continuous merits,Specification-Baseline__Cost-1__Fee-British,Specification-PolarizedContinuousMerits__Cost-1__Fee-British,8.8820000000000011E-16,5.3290000000000004E-15,0.0000000000000044,314,491,177,0.82186999999999999,0.67320999999999998,-0.14866,0.43881500000000001,0.245089,-0.193726,0.52681500000000003,0.58702799999999999,0.060213,0.050000000000000003,0.050000000000000003,0,0.25620500000000002,0.125916,-0.130289,0.49999700000000002,0.43290899999999999,-0.067088,10.358599999999999,10.3933,0.0347000000000008,9.3754600000000003,9.4311500000000006,0.0556900000000002,19.734000000000002,19.8245,0.0904999999999987,0.26596399999999998,0.17552000000000001,-0.090444,10.358599999999999,10.3933,0.0347000000000008,9.3754600000000003,9.4311500000000006,0.0556900000000002,0,0,0,0.26596399999999998,0.17552000000000001,-0.090444,0,0,0,0,0,0,0,0,0,0,0,0,0.26596399999999998,0.17552000000000001,-0.090444,0.24568899999999999,0.15665299999999999,-0.089036,0.20886199999999999,0.16461000000000001,-0.044252,0.050000000000000003,0.050000000000000003,0,0.17813000000000001,0.32679000000000002,0.14866,0.38305499999999998,0.42812099999999997,0.045066,0.18260999999999999,0.083264500000000005,-0.0993455,0,0.0044374635,0.0044374635,0,0.0314711435,0.0314711435,0,0.00046708699999999998,0.000467087,0.12810299999999999,0.071405899999999994,-0.0566971,0.12810199999999999,0.054510299999999998,-0.0735917,0,0,0,0.438815,0.245089,-0.193726,0.18261,0.0832645,-0.0993455,0.416143477319599,0.339731689304702,-0.076411788014897,0.26596399999999998,0.17552000000000001,-0.090444,0.5202875,0.5182656685,-0.0020218315,-0.0000003,-0.00506868,-0.00506838,0.5202872,0.5131969885,-0.0070902115,0.417729,0.329221,-0.088508,0.396443,0.267192,-0.129251,0.0949314,0.0461135,-0.0488179,0.454551,0.321263,-0.133288
1,British,10,Baseline,Truth-conditioned latent merits,Specification-Baseline__Cost-1__Fee-British,Specification-TruthConditionedLatentMerits__Cost-1__Fee-British,8.8820000000000011E-16,0,-0.0000000000000009,314,371,57,0.82186999999999999,0.70494999999999997,-0.11692,0.43881500000000001,0.32836100000000001,-0.110454,0.52681500000000003,0.55567599999999995,0.0288609999999999,0.050000000000000003,0.050000000000000003,0,0.25620500000000002,0.19369600000000001,-0.062509,0.49999700000000002,0.54442400000000002,0.044427,10.358599999999999,10.362,0.003400000000001,9.3754600000000003,9.4249200000000002,0.0494599999999998,19.734000000000002,19.786899999999999,0.0528999999999975,0.26596399999999998,0.21310499999999999,-0.052859,10.358599999999999,10.362,0.003400000000001,9.3754600000000003,9.4249200000000002,0.0494599999999998,0,0,0,0.26596399999999998,0.21310499999999999,-0.052859,0,0,0,0,0,0,0,0,0,0,0,0,0.26596399999999998,0.21310499999999999,-0.052859,0.24568899999999999,0.169932,-0.075757,0.20886199999999999,0.17166699999999999,-0.037195,0.050000000000000003,0.050000000000000003,0,0.17813000000000001,0.29504999999999998,0.11692,0.38305499999999998,0.37658900000000001,-0.006466,0.18260999999999999,0.131684,-0.050926,0,0,0,0,0.00298099,0.00298099,0,0,0,0.12810299999999999,0.088243299999999997,-0.0398597,0.12810199999999999,0.10545300000000001,-0.022649,0,0,0,0.438815,0.328361,-0.110454,0.18261,0.131684,-0.050926,0.416143477319599,0.401034227572702,-0.015109249746897,0.26596399999999998,0.21310499999999999,-0.052859,0.5202875,0.49160719,-0.02868031,-0.0000003,0.00516291,0.00516321,0.5202872,0.4967701,-0.0235171,0.417729,0.34334,-0.074389,0.396443,0.249471,-0.146972,0.0949314,0.0903896,-0.0045418,0.454551,0.341599,-0.112952
1,British,15,Baseline,Moderate symmetric risk aversion,Specification-Baseline__Cost-1__Fee-British__Offers-15,Specification-ModerateRiskAversion__Cost-1__Fee-British__Offers-15,8.8820000000000011E-16,-2.8419999999999999E-13,-0.0000000000002851,6,6,0,0.71569000000000005,0.71569000000000005,0,0.34429399999999999,0.418848,0.074554,0.65074299999999996,0.63519499999999995,-0.015548,0.033333300000000003,0.33285199999999998,0.2995187,0.25620500000000002,0.036669,-0.219536,0.49999700000000002,0.50939100000000004,0.009394,10.3566,10.3804,0.0237999999999996,9.4074899999999992,9.4384099999999993,0.0309200000000001,19.764099999999999,19.8188,0.0547000000000004,0.23585900000000001,0.18118100000000001,-0.054678,10.3566,1000.0599999999999,989.7034,9.4074899999999992,999.29899999999998,989.89151,0,0,0,0.23585900000000001,0.18118100000000001,-0.054678,0,0,0,0,0,0,0,0,0,0,0,0,0.23585900000000001,0.18118100000000001,-0.054678,0.224329,0.18929599999999999,-0.035033,0.211864,0.21119299999999999,-0.000671,0.033333300000000003,0.5,0.4666667,0.28431000000000001,0.28431000000000001,0,0.371396,0.29684199999999999,-0.074554,0.088089600000000004,0.123615,0.0355254,0,0.142834,0.142834,0,0.115729,0.115729,0,0,0,0.12810299999999999,0.017990200000000001,-0.1101128,0.12810199999999999,0.018678899999999998,-0.1094231,0,0,0,0.344294,0.418848,0.074554,0.0880896,0.123615,0.0355254,0.25585575118939,0.295130930552372,0.039275179362982,0.23585900000000001,0.18118100000000001,-0.054678,0.50243431706368,0.4930574,-0.0093769170636801,-0.0000003,0.00020661,0.00020691,0.50243401706368,0.49326401,-0.00917000706368,0.423734,0.422392,-0.001342,0.353723,0.341099,-0.012624,0.0949314,0.0374884,-0.057443,0.436193,0.400489,-0.035704
2,American,10,Baseline,All litigation costs avoidable at bargaining,Specification-Baseline__Cost-2__Fee-American,Specification-AllCostsAvoidable__Cost-2__Fee-American,-2.6650000000000001E-15,8.8820000000000011E-16,0.0000000000000036,348,784,436,0.71569000000000005,1,0.28431,0.256193,1,0.743807,0.40551599999999999,0.83005099999999998,0.424535,0.050000000000000003,0.122403,0.072403,0.118738,0.14618400000000001,0.027446,0.499996,0.54034899999999997,0.040353,10.275399999999999,10.395,0.1196,9.3617799999999995,9.4295299999999997,0.0677500000000002,19.6372,19.8246,0.1874,0.36280800000000002,0.17542099999999999,-0.187387,10.275399999999999,10.395,0.1196,9.3617799999999995,9.4295299999999997,0.0677500000000002,0,0,0,0.36280800000000002,0.17542099999999999,-0.187387,0,0,0,0,0,0,0,0,0,0,0,0,0.36280800000000002,0.17542099999999999,-0.187387,0.23644699999999999,0.20488100000000001,-0.031566,0.27476499999999998,0.197437,-0.077328,0.050000000000000003,0.388625,0.338625,0.28431000000000001,0,-0.28431,0.45949699999999999,0,-0.459497,0.13745499999999999,0.213448,0.075993,0,0.3195519,0.3195519,0,0.3208159,0.3208159,0,0.0809338,0.0809338,0.059369499999999999,0.067193699999999995,0.0078242,0.059368600000000001,0.078990500000000005,0.0196219,0,0,0,0.256193,1,0.743807,0.137455,0.213448,0.075993,0.536529101107368,0.213448,-0.323081101107368,0.36280800000000002,0.17542099999999999,-0.187387,0.52573835,0.482757629,-0.042980721,-0,0,0,0.52573835,0.482757629,-0.042980721,0.549536,0.394879,-0.154657,0.430029,0.350335,-0.079694,0.0428593,0.0594224,0.0165631,0.511212,0.402318,-0.108894
2,American,10,Baseline,All litigation costs sunk before bargaining,Specification-Baseline__Cost-2__Fee-American,Specification-AllCostsSunk__Cost-2__Fee-American,-2.6650000000000001E-15,8.8820000000000011E-16,0.0000000000000036,348,175,-173,0.71569000000000005,0.71569000000000005,0,0.256193,0.115359,-0.140834,0.40551599999999999,0.83009999999999995,0.424584,0.050000000000000003,0.050000000000000003,0,0.118738,0.115359,-0.003379,0.499996,0.23330100000000001,-0.266695,10.275399999999999,10.197800000000001,-0.0775999999999986,9.3617799999999995,9.3035399999999999,-0.0582399999999996,19.6372,19.5014,-0.1358,0.36280800000000002,0.49862899999999999,0.135821,10.275399999999999,10.197800000000001,-0.0775999999999986,9.3617799999999995,9.3035399999999999,-0.0582399999999996,0,0,0,0.36280800000000002,0.49862899999999999,0.135821,0,0,0,0,0,0,0,0,0,0,0,0,0.36280800000000002,0.49862899999999999,0.135821,0.23644699999999999,0.26652100000000001,0.030074,0.27476499999999998,0.34710999999999997,0.072345,0.050000000000000003,,,0.28431000000000001,0.28431000000000001,0,0.45949699999999999,0.60033099999999995,0.140834,0.13745499999999999,0,-0.137455,0,0,0,0,0,0,0,0,0,0.059369499999999999,0.088445200000000002,0.0290757,0.059368600000000001,0.026913300000000001,-0.0324553,0,0,0,0.256193,0.115359,-0.140834,0.137455,0,-0.137455,0.536529101107368,0,-0.536529101107368,0.36280800000000002,0.49862899999999999,0.135821,0.52573835,0.6272443,0.10150595,-0,-0,0,0.52573835,0.6272443,0.10150595,0.549536,0.69423,0.144694,0.430029,0.518346,0.088317,0.0428593,0.0146894,-0.0281699,0.511212,0.613631,0.102419
