"OptionSet","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","MutOptLiability4",0.0038,0,0.0038123,0.500045,1,1,1,1,0.86384,0.135129,,,0.19032,,,,,0.0505834,0.0928625,0.666234,0.470426,10.373,9.37707,1000.04,999.113,0.249935,0.240315,0.185155,0.425469,0.197576,0.187057,0,0,0.19032,0.497291,0.0505834,0.0928625,0,0.500068,0,4,1,1,0,0,0.19032,0.0505834,0.0928625,0.35282,0.313414
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","MutOptLiability3",0.0237,0,0.0236575,0.500001,1,0.850031,1,1,0.690646,0.149609,,,0.339034,,,,,0.0377282,0.0692101,0.404059,0.46583,10.4016,9.39899,1000.05,999.212,0.199361,0.199516,0.15932,0.358837,0.158214,0.150743,0,0,0.339034,0.299742,0.0377282,0.0692101,0,0.500002,0,3,1,0.850031,0,0.149969,0.339034,0.0377282,0.0692101,0.215837,0.188223
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","MutOptLiability2",0.092,0,0.0920026,0.499995,0.831459,0.555588,1,1,0.659977,0.164998,,,0.250027,,,,,0.0289638,0.0531252,0.223471,0.458677,10.4274,9.43507,1000.06,999.29,0.137549,0.147283,0.134816,0.282099,0.122462,0.117937,0,0,0.250027,0.305539,0.0289638,0.0531252,0,0.499993,0,2,0.831459,0.555588,0.168541,0.275871,0.250027,0.0289638,0.0531252,0.12097,0.102501
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","MutOptLiability1",0.2212,0,0.221153,0.499997,0.721105,0.360451,1,1,0.60483,0.189616,,,0.194157,,,,,0.0230461,0.0422728,0.100975,0.445116,10.4454,9.45832,1000.07,999.341,0.0962629,0.111111,0.115492,0.226602,0.0954607,0.0918601,0,0,0.194157,0.309196,0.0230461,0.0422728,0,0.499997,0,1,0.721105,0.360451,0.278895,0.360654,0.194157,0.0230461,0.0422728,0.0560293,0.0449454
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","MutOptLiability0",0.3179,0,0.317938,0.5,0.65078,0.234138,1,1,0.507132,0.231872,,,0.162528,,,,,0.0196491,0.0360425,0.015918,0.338597,10.4584,9.47285,1000.08,999.375,0.0687565,0.0893205,0.103472,0.192792,0.0787899,0.0747886,0,0,0.162528,0.312005,0.0196491,0.0360425,0,0.5,0,0,0.65078,0.234138,0.34922,0.416643,0.162528,0.0196491,0.0360425,0.0105282,0.0053898
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","MutOptLiability-1",0.2212,0,0.221153,0.500003,0.626487,0.179231,1,1,0.310269,0.316772,,,0.159298,,,,,0,0.00892089,0,,10.4609,9.47865,1000.08,999.392,0.0604289,0.0933772,0.111806,0.205183,0.083051,0.0807357,0,0,0.159298,0.290187,0.00550595,0.0144268,0.0110119,0.500003,0,-1,0.626487,0.179231,0.373513,0.447256,0.159298,0,0.00892089,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","MutOptLiability-2",0.092,0,0.0920036,0.500009,0.600018,0.113592,1,1,0.102634,0.557478,,,0.113592,,,,,0,0,0,,10.4789,9.46756,1000.08,999.386,0.0535207,0.110159,0.115039,0.225198,0.0988672,0.0812561,0,0,0.113592,0.330056,0,0,0,0.500012,0,-2,0.600018,0.113592,0.399982,0.486426,0.113592,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","MutOptLiability-3",0.0237,0,0.0236584,0.500011,0.560785,0.0165146,1,1,0.05,0.95,,,0.0165146,,,,,0,0,0,,10.5105,9.44623,1000.09,999.345,0.0432975,0.135326,0.11384,0.249165,0.133308,0.0831218,0,0,0.0165146,0.5,0,0,0,0.500015,0,-3,0.560785,0.0165146,0.439215,0.544271,0.0165146,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","MutOptLiability-4",0.0038,0,0.0038123,0.499955,0.499831,0,1,1,,,,,0,,,,,0,0,0,,10.4623,9.50017,1000.08,999.404,0.0374874,0.12197,0.15041,0.27238,0.12197,0.124196,0,0,0,,0,0,0,0.499932,0,-4,0.499831,0,0.500169,0.499831,0,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","MutOptLiability-5",0.0004,0,0.000405488,0.500589,0.398582,0,1,1,,,,,0,,,,,0,0,0,,10.3687,9.60142,1000.06,999.525,0.0298936,0.095507,0.220657,0.316164,0.095507,0.199631,0,0,0,,0,0,0,0.501001,0,-5.06312,0.398582,0,0.601418,0.398582,0,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","Truly Liable MutOptLiability5",0.0002,0,0.000201789,0.587707,1,1,1,1,0.95,0.05,,,0,,,,,0,0,1,0.701033,10.5812,9.11881,1000.08,998.606,0.3,0.157732,0.418812,0.576544,0.0354898,0.45258,0,0,0,,0,0,0,1,0,5.05672,1,1,0,0,0,0,0,0.298967,0.701033
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","Truly Liable MutOptLiability4",0.0019,0,0.00190641,0.618212,1,1,1,1,0.929076,0.19956,,,0.189427,,,,,0.0122845,0.163147,0.635141,0.654197,10.6297,9.12499,1000.09,998.73,0.245271,0.10988,0.370259,0.480139,0.0220566,0.374062,0,0,0.189427,0.839538,0.0122845,0.163147,0,1,0,4,1,1,0,0,0.189427,0.0122845,0.163147,0.219634,0.415508
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","Truly Liable MutOptLiability3",0.0118,0,0.0118288,0.652615,1,0.724799,1,1,0.883854,0.248596,,,0.213206,,,,,0.0130218,0.114532,0.38404,0.610514,10.6814,9.13167,1000.11,998.837,0.186966,0.0653422,0.31864,0.383982,0.0126138,0.301485,0,0,0.213206,0.725134,0.0130218,0.114532,0,1,0,3,1,0.724799,0,0.275201,0.213206,0.0130218,0.114532,0.149578,0.234462
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","Truly Liable MutOptLiability2",0.046,0,0.0460007,0.690785,0.98139,0.474327,1,1,0.843458,0.262976,,,0.168395,,,,,0.0137229,0.0810814,0.211127,0.568594,10.7304,9.12879,1000.12,998.896,0.140848,0.0358975,0.269636,0.305533,0.00660355,0.235878,0,0,0.168395,0.649899,0.0137229,0.0810814,0,1,0,2,0.98139,0.474327,0.0186095,0.507064,0.168395,0.0137229,0.0810814,0.0910815,0.120046
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","Truly Liable MutOptLiability1",0.1106,0,0.110576,0.725729,0.96796,0.306914,1,1,0.773692,0.28544,,,0.140413,,,,,0.0145078,0.057935,0.094058,0.531203,10.769,9.12126,1000.13,998.925,0.109724,0.0175942,0.230985,0.248579,0.00290549,0.183721,0,0,0.140413,0.564625,0.0145078,0.057935,0,1,0,1,0.96796,0.306914,0.0320395,0.661047,0.140413,0.0145078,0.057935,0.0440942,0.049964
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","Truly Liable MutOptLiability0",0.159,0,0.158969,0.749271,0.955976,0.198662,1,1,0.64637,0.321543,,,0.126961,,,,,0.0158779,0.0429599,0.012863,0.413489,10.7931,9.11842,1000.13,998.946,0.0885273,0.0059172,0.206944,0.212861,0.000548369,0.149577,0,0,0.126961,0.474896,0.0158779,0.0429599,0,1,0,0,0.955976,0.198662,0.0440241,0.757314,0.126961,0.0158779,0.0429599,0.00754425,0.0053187
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","Truly Liable MutOptLiability-1",0.1106,0,0.110577,0.725732,0.935295,0.151912,1,1,0.382525,0.390198,,,0.131979,,,,,0,0.00892083,0,,10.7764,9.14207,1000.13,998.987,0.0815405,0.0019869,0.22361,0.225597,0.000103772,0.16147,0,0,0.131979,0.369199,0.00550592,0.0144268,0.0110118,1,0,-1,0.935295,0.151912,0.0647047,0.783384,0.131979,0,0.00892083,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","Truly Liable MutOptLiability-2",0.046,0,0.0460029,0.690793,0.90041,0.0970024,1,1,0.123465,0.578588,,,0.0970024,,,,,0,0,0,,10.7699,9.15527,1000.13,999.01,0.0748059,0.000198,0.230072,0.23027,4.94881E-06,0.162508,0,0,0.0970024,0.351027,0,0,0,1,0,-2,0.90041,0.0970024,0.0995897,0.803408,0.0970024,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","Truly Liable MutOptLiability-3",0.0118,0,0.0118296,0.652625,0.843875,0.0165141,1,1,0.05,0.95,,,0.0165141,,,,,0,0,0,,10.7723,9.16314,1000.13,999.007,0.0645292,0,0.227672,0.227672,0,0.166239,0,0,0.0165141,0.5,0,0,0,1,0,-3,0.843875,0.0165141,0.156125,0.827361,0.0165141,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","Truly Liable MutOptLiability-4",0.0019,0,0.00190589,0.618154,0.755826,0,1,1,,,,,0,,,,,0,0,0,,10.6991,9.24417,1000.12,999.099,0.0566869,0,0.300861,0.300861,0,0.248426,0,0,0,,0,0,0,1,0,-4,0.755826,0,0.244174,0.755826,0,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","Truly Liable MutOptLiability-5",0.0002,0,0.00020315,0.588038,0.604938,0,1,1,,,,,0,,,,,0,0,0,,10.5596,9.39506,1000.1,999.279,0.0453704,0,0.440432,0.440432,0,0.398465,0,0,0,,0,0,0,1,0,-5.06534,0.604938,0,0.395062,0.604938,0,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","Truly Not Liable MutOptLiability5",0.0002,0,0.000201724,0.412335,1,1,1,1,0.95,0.05,,,0,,,,,0,0,1,0.29922,10.1191,9.5809,999.973,999.388,0.3,0.419103,0,0.419103,0.452959,0,0,0,0,,0,0,0,0,0,5.05517,1,1,0,0,0,0,0,0.70078,0.29922
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","Truly Not Liable MutOptLiability4",0.0019,0,0.00190589,0.381846,1,1,1,1,0.798587,0.0706797,,,0.191214,,,,,0.0888927,0.0225584,0.697335,0.303,10.1162,9.62921,999.984,999.495,0.2546,0.370785,0,0.370785,0.373143,0,0,0,0.191214,0.158149,0.0888927,0.0225584,0,0,0,4,1,1,0,0,0.191214,0.0888927,0.0225584,0.486042,0.211293
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","Truly Not Liable MutOptLiability3",0.0118,0,0.0118287,0.347387,1,0.975265,1,1,0.547056,0.0760434,,,0.464863,,,,,0.0624348,0.0238879,0.424079,0.334805,10.1219,9.66631,999.998,999.587,0.211757,0.333692,0,0.333692,0.303816,0,0,0,0.464863,0.104638,0.0624348,0.0238879,0,0,0,3,1,0.975265,0,0.0247354,0.464863,0.0624348,0.0238879,0.282096,0.141984
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","Truly Not Liable MutOptLiability2",0.046,0,0.0460019,0.309211,0.681531,0.636846,1,1,0.523323,0.0920259,,,0.331657,,,,,0.0442044,0.0251698,0.235815,0.360271,10.1244,9.74133,1000.01,999.684,0.134251,0.258665,0,0.258665,0.238318,0,0,0,0.331657,0.130698,0.0442044,0.0251698,0,0,0,2,0.681531,0.636846,0.318469,0.0446843,0.331657,0.0442044,0.0251698,0.150858,0.0849572
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","Truly Not Liable MutOptLiability1",0.1106,0,0.110577,0.274268,0.474253,0.413987,1,1,0.479645,0.118576,,,0.247901,,,,,0.0315844,0.0266109,0.107891,0.370066,10.1218,9.79537,1000.01,999.757,0.0828017,0.204626,0,0.204626,0.188015,0,0,0,0.247901,0.16452,0.0315844,0.0266109,0,0,0,1,0.474253,0.413987,0.525747,0.0602657,0.247901,0.0315844,0.0266109,0.0679643,0.0399269
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","Truly Not Liable MutOptLiability0",0.159,0,0.158969,0.250729,0.345585,0.269613,1,1,0.404536,0.165799,,,0.198095,,,,,0.0234202,0.0291251,0.018973,0.287823,10.1237,9.82728,1000.02,999.804,0.0489858,0.172724,0,0.172724,0.157031,0,0,0,0.198095,0.207606,0.0234202,0.0291251,0,0,0,0,0.345585,0.269613,0.654415,0.0759719,0.198095,0.0234202,0.0291251,0.0135121,0.0054609
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","Truly Not Liable MutOptLiability-1",0.1106,0,0.110576,0.274271,0.317676,0.206551,1,1,0.257126,0.262769,,,0.186618,,,,,0,0.00892095,0,,10.1455,9.81523,1000.02,999.796,0.039317,0.184769,0,0.184769,0.165999,0,0,0,0.186618,0.234307,0.00550599,0.0144269,0.011012,0,0,-1,0.317676,0.206551,0.682324,0.111125,0.186618,0,0.00892095,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","Truly Not Liable MutOptLiability-2",0.046,0,0.0460007,0.309215,0.299611,0.130182,1,1,0.0871118,0.541749,,,0.130182,,,,,0,0,0,,10.1879,9.77987,1000.03,999.762,0.0322345,0.220126,0,0.220126,0.197734,0,0,0,0.130182,0.31443,0,0,0,0,0,-2,0.299611,0.130182,0.700389,0.169429,0.130182,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","Truly Not Liable MutOptLiability-3",0.0118,0,0.0118289,0.347388,0.277679,0.016515,1,1,0.05,0.95,,,0.016515,,,,,0,0,0,,10.2486,9.72934,1000.04,999.682,0.0220645,0.27066,0,0.27066,0.266624,0,0,0,0.016515,0.5,0,0,0,0,0,-3,0.277679,0.016515,0.722321,0.261164,0.016515,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","Truly Not Liable MutOptLiability-4",0.0019,0,0.00190641,0.381788,0.243907,0,1,1,,,,,0,,,,,0,0,0,,10.2256,9.75609,1000.04,999.709,0.018293,0.243907,0,0.243907,0.243907,0,0,0,0,,0,0,0,0,0,-4,0.243907,0,0.756093,0.243907,0,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","Truly Not Liable MutOptLiability-5",0.0002,0,0.000202338,0.412788,0.191397,0,1,1,,,,,0,,,,,0,0,0,,10.177,9.8086,1000.03,999.772,0.0143548,0.191397,0,0.191397,0.191397,0,0,0,0,,0,0,0,0,0,-5.0609,0.191397,0,0.808603,0.191397,0,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","High Quality",0.3263,0,0.326322,0.854797,0.999999,0.0365618,1,1,0.947478,0.644464,,,0.0241868,,,,,3.12262E-06,0.0103617,0.001995,0.99401,10.9237,8.99826,1000.16,998.803,0.0780413,0.0652541,0.0714035,0.136658,0.0639969,0.00556471,0,0,0.0241868,0.947403,1.06927E-05,0.0103693,1.51401E-05,0.936562,0,-2.58311E-05,0.999999,0.0365618,1.22519E-06,0.963437,0.0241868,3.12262E-06,0.0103617,1.19499E-5,0.0019831
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","High Quality Liable MutOptLiability5",5.2E-5,0,5.1612E-05,0.76535,1,1,1,1,0.95,0.05,,,0,,,,,0,0,1,0.994637,10.9188,8.78117,1000.16,998.035,0.3,0.330428,0.0724113,0.402839,0.204909,0.0121095,0,0,0,,0,0,0,0.89279,0,5.03106,1,1,0,0,0,0,0,0.00536292,0.994637
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","High Quality Liable MutOptLiability4",0.0007,0,0.000743941,0.781878,1,1,1,1,0.95,0.402252,,,0.391391,,,,,8.87568E-12,0.384254,0.224355,0.994162,10.9039,8.91242,1000.16,998.521,0.183653,0.18647,0.0867311,0.273202,0.129858,0.0103527,0,0,0.391391,0.95,8.87568E-12,0.384254,0,0.902178,0,4,1,1,0,0,0.391391,8.87568E-12,0.384254,0.00130982,0.223045
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","High Quality Liable MutOptLiability3",0.0059,0,0.00592973,0.805436,1,0.43239,1,1,0.95,0.552792,,,0.241558,,,,,5.24802E-10,0.149522,0.04131,0.993925,10.9126,8.97374,1000.16,998.726,0.113626,0.111981,0.0797815,0.191763,0.094187,0.00766355,0,0,0.241558,0.95,5.24802E-10,0.149522,0,0.914483,0,3,1,0.43239,0,0.56761,0.241558,5.24802E-10,0.149522,0.00025095,0.0410593
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","High Quality Liable MutOptLiability2",0.0273,0,0.0272816,0.832372,1,0.144528,1,1,0.95,0.628504,,,0.0929001,,,,,2.03104E-08,0.0461372,0.005491,0.993822,10.9203,8.99302,1000.16,998.787,0.0866632,0.0799082,0.0737345,0.153643,0.0750269,0.00609331,0,0,0.0929001,0.95,2.03104E-08,0.0461372,0,0.927099,0,2,1,0.144528,5.07225E-16,0.855472,0.0929001,2.03104E-08,0.0461372,3.392E-05,0.0054568
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","High Quality Liable MutOptLiability1",0.0732,0,0.0731993,0.855841,1,0.0424854,1,1,0.949979,0.719553,,,0.0316078,,,,,5.1342E-07,0.0103721,0.000505,0.99378,10.9234,8.99832,1000.16,998.803,0.0782621,0.0645143,0.0717006,0.136215,0.0633129,0.00555885,0,0,0.0316078,0.949972,5.1342E-07,0.0103721,0,0.937166,0,1,1,0.0424854,8.90553E-14,0.957515,0.0316078,5.1342E-07,0.0103721,3.1405E-06,0.0005017
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","High Quality Liable MutOptLiability0",0.1119,0,0.111905,0.87065,1,0.011178,1,1,0.948661,0.812953,,,0.00949255,,,,,8.76491E-06,0.00166963,7.101E-6,0.993763,10.9245,8.99966,1000.16,998.807,0.0758394,0.0571369,0.0711841,0.128321,0.0568712,0.00541406,0,0,0.00949255,0.948423,8.76491E-06,0.00166963,0,0.943224,0,0,1,0.011178,1.03708E-11,0.988822,0.00949255,8.76491E-06,0.00166963,4.42897E-8,7.0563E-6
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","High Quality Liable MutOptLiability-1",0.0732,0,0.0732008,0.855841,1,0.0033514,1,1,0.880247,0.882379,,,0.00322923,,,,,0,5.4677E-05,0,,10.9246,9.00012,1000.16,998.808,0.0752514,0.0628914,0.0706151,0.133507,0.0628258,0.00548927,0,0,0.00322923,0.895739,3.37465E-05,8.84235E-05,6.7493E-05,0.937166,0,-1,1,0.0033514,1.07502E-09,0.996649,0.00322923,0,5.4677E-05,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","High Quality Liable MutOptLiability-2",0.0273,0,0.0272837,0.832373,1,0.000790777,1,1,0.461174,0.920812,,,0.000790777,,,,,0,0,0,,10.9248,9.00019,1000.16,998.808,0.0750593,0.0728875,0.0697486,0.142636,0.0728691,0.00535794,0,0,0.00079078,0.690993,0,0,0,0.927099,0,-2,1,0.000790777,7.52084E-08,0.999209,0.000790777,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","High Quality Liable MutOptLiability-3",0.0059,0,0.0059305,0.805439,0.999996,0.000129477,1,1,0.05,0.95,,,0.000129477,,,,,0,0,0,,10.9249,9.00006,1000.16,998.808,0.0750094,0.0855079,0.0686465,0.154154,0.0855042,0.00518426,0,0,0.00012948,0.5,0,0,0,0.914485,0,-3,0.999996,0.000129477,3.51039E-06,0.999867,0.000129477,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","High Quality Liable MutOptLiability-4",0.0007,0,0.000743497,0.781872,0.999888,0,1,1,,,,,0,,,,,0,0,0,,10.9249,9.00011,1000.16,998.808,0.0749916,0.0978125,0.0677547,0.165567,0.0978125,0.00517317,0,0,0,,0,0,0,0.902174,0,-4,0.999888,0,0.000112019,0.999888,0,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","High Quality Liable MutOptLiability-5",5.2E-5,0,5.19754E-05,0.765312,0.994352,0,1,1,,,,,0,,,,,0,0,0,,10.9198,9.00565,1000.16,998.815,0.0745764,0.106579,0.0715781,0.178157,0.106579,0.00998886,0,0,0,,0,0,0,0.892768,0,-5.03642,0.994352,0,0.00564825,0.994352,0,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","PLiabilitySignal 1",0.0994,0,0.09939,0.092728,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,1000,1000,0,0,0.0407393,0.0407393,0,0.0407393,0,0,0,,0,0,0,0.0407393,0,-0.82804,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","PLiabilitySignal 2",0.1161,0,0.11609,0.146861,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,1000,1000,0,0,0.0674074,0.0674074,0,0.0674074,0,0,0,,0,0,0,0.0674074,0,-0.22377,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","PLiabilitySignal 3",0.1047,0,0.10468,0.235313,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,1000,1000,0,0,0.130414,0.130414,0,0.130414,0,0,0,,0,0,0,0.130414,0,0.04514,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","PLiabilitySignal 4",0.0929,0,0.09287,0.33964,1,0.966197,1,1,0.05,0.100485,,,0.966197,,,,,0,0,0,,10.0315,9.82103,1000,999.89,0.147465,0.122913,0.223824,0.346736,0.0377419,0.222391,0,0,0.966197,0.0752423,0,0,0,0.244524,0,0.08073,1,0.966197,0,0.033803,0.966197,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","PLiabilitySignal 5",0.087,0,0.08697,0.446321,1,0.866285,1,1,0.489977,0.174653,,,0.501445,,,,,0.173555,0.0226846,0.140599,0.23063,10.2171,9.62188,1000.03,999.597,0.161061,0.188874,0.274563,0.463436,0.14301,0.272629,0,0,0.501445,0.210312,0.187556,0.0366855,0.0280018,0.407558,0,0.03399,1,0.866285,0,0.133715,0.501445,0.173555,0.0226846,0.108173,0.0324264
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","PLiabilitySignal 6",0.087,0,0.08697,0.553679,1,0.652836,1,1,0.95,0.275669,,,0.163695,,,,,0,0.131761,0.35738,0.414707,10.6763,9.14616,1000.1,998.894,0.17757,0.335105,0.141082,0.476187,0.328855,0.123466,0,0,0.163695,0.95,0,0.131761,0,0.592442,0,-0.03399,1,0.652836,0,0.347164,0.163695,0,0.131761,0.209172,0.148208
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","PLiabilitySignal 7",0.0929,0,0.09287,0.660365,1,0.376568,1,1,0.95,0.381811,,,0.138833,,,,,0,0.100665,0.13707,0.60753,10.8562,9.02,1000.14,998.773,0.123803,0.247962,0.0907124,0.338675,0.241999,0.0431283,0,0,0.138833,0.95,0,0.100665,0,0.755483,0,-0.08082,1,0.376568,0,0.623432,0.138833,0,0.100665,0.0537959,0.0832741
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","PLiabilitySignal 8",0.1047,0,0.10468,0.764692,1,0.156115,1,1,0.95,0.48078,,,0.0747237,,,,,0,0.0466914,0.0347,0.769131,10.9121,8.99604,1000.15,998.781,0.0919136,0.138487,0.0732736,0.21176,0.134577,0.0121296,0,0,0.0747237,0.95,0,0.0466914,0,0.869593,0,-0.04523,1,0.156115,0,0.843885,0.0747237,0,0.0466914,0.00801115,0.0266889
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","PLiabilitySignal 9",0.1161,0,0.11609,0.853139,1,0.0478367,1,1,0.95,0.571951,,,0.0277426,,,,,0,0.014104,0.00599,0.881806,10.9228,8.99772,1000.16,998.8,0.0794862,0.0701054,0.0716399,0.141745,0.0686284,0.00614982,0,0,0.0277426,0.95,0,0.014104,0,0.932593,0,0.22377,1,0.0478367,0,0.952163,0.0277426,0,0.014104,0.00070798,0.005282
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,0.5","2","PLiabilitySignal 10",0.0994,0,0.09939,0.907272,1,0.0136835,1,1,0.95,0.657842,,,0.00924155,,,,,0,0.00356192,0.00088,0.947978,10.9245,8.99936,1000.16,998.806,0.0761583,0.0414125,0.0723983,0.113811,0.0409676,0.00552712,0,0,0.00924155,0.95,0,0.00356192,0,0.959261,0,0.82804,1,0.0136835,0,0.986317,0.00924155,0,0.00356192,4.5779E-05,0.0008342
