"OptionSet","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","DWins",0.0558,0,0.0557969,0.432857,1,1,1,1,0.95,0.05,,,0,,,,,0,0,1,0,9.775,9.925,999.894,999.97,0.3,0.0462027,0.470356,0.516559,0.0034652,0.576187,0,0,0,,0,0,0,0.383964,0,2.39964,1,1,0,0,0,0,0,1,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","Abandoned",0.3134,0,0.313411,0.484823,1,1,1,1,0.95,0.05,,,0,,,,,0.403802,0.47056,0,,10.4584,9.39162,1000.07,999.231,0.15,0.222837,0.11538,0.338217,0.182157,0.0955728,0,0,0,,0.466621,0.533379,0.125637,0.460333,0,0.346317,1,1,0,0,0,0.403802,0.47056,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","Rounds1",0.7851,0,0.785116,0.468087,1,1,1,1,0.716009,0.167788,,,0.37747,,,,,0.161194,0.187843,0.273493,0.740145,10.4352,9.37374,1000.07,999.16,0.191024,0.225102,0.110687,0.335789,0.158315,0.089742,0,0,0.37747,0.346076,0.161194,0.187843,0,0.463593,0,0.647503,1,1,0,0,0.37747,0.161194,0.187843,0.0710684,0.202424
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","PrePrimary5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","PrePrimary6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","PrePrimary7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","PrePrimary8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","PrePrimary9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","PrePrimary10",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","Truly Liable",0.5,0,0.5,0.722394,1,0.743713,1,1,0.923147,0.212918,,,0.15546,,,,,0.0427992,0.229982,0.299706,0.857033,10.7979,9.02636,1000.13,998.678,0.175734,0.0789647,0.20209,0.281055,0.0144247,0.151511,0,0,0.15546,0.825465,0.0506818,0.237865,0.0157652,1,0,1.19155,1,0.743713,0,0.256287,0.15546,0.0427992,0.229982,0.042848,0.256858
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","Truly Not Liable",0.5,0,0.5,0.277606,1,0.905271,1,1,0.566193,0.120465,,,0.437255,,,,,0.210313,0.0649753,0.129741,0.47013,10.2437,9.59396,1000.03,999.529,0.162356,0.406035,0,0.406035,0.365511,0,0,0,0.437255,0.175636,0.241806,0.0964687,0.0629869,0,0,-1.19153,1,0.905271,0,0.0947294,0.437255,0.210313,0.0649753,0.0687458,0.0609949
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","AllCount",2630,0,2630,0.5,2630,2168.41,2630,2630,0.727184,0.162162,,,779.42,,,,,332.843,387.869,564.723,873.371,10.5208,9.31016,1000.08,999.103,0.169045,0.2425,0.101045,0.343545,0.189968,0.0757555,0,0,779.42,0.346076,384.622,439.649,103.559,1315,0,9.972E-06,2630,2168.41,0,461.587,779.42,332.843,387.869,146.746,417.977
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","Liability Strength1",0.1159,0,0.115871,0.05,1,0.960039,1,1,0.136958,0.0875809,,,0.871153,,,,,0.074656,4.86547E-05,0.000261,4.91828E-6,10.0353,9.81769,1000,999.876,0.147042,0.177704,0.0244706,0.202175,0.0755831,0.0248616,0,0,0.871153,0.0727083,0.0816163,0.00700896,0.0139206,0.0253652,0,-2.21327,1,0.960039,0,0.0399608,0.871153,0.074656,4.86547E-05,0.00026092,1.2833E-9
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","Liability Strength2",0.1102,0,0.110235,0.15,1,0.943939,1,1,0.34757,0.0992122,,,0.648906,,,,,0.234417,0.00112313,0.004815,0.00024933,10.0722,9.78133,1000.01,999.818,0.146518,0.206717,0.0513218,0.258039,0.122005,0.0525145,0,0,0.648906,0.0976277,0.261756,0.0284621,0.0546779,0.0553128,0,-1.95894,1,0.943939,0,0.0560609,0.648906,0.234417,0.00112313,0.00481365,1.2005E-6
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","Liability Strength3",0.1002,0,0.100215,0.25,1,0.923015,1,1,0.676213,0.11337,,,0.326008,,,,,0.41811,0.0129647,0.044717,0.00624848,10.1351,9.714,1000.01,999.709,0.150934,0.253492,0.100674,0.354166,0.197532,0.105014,0,0,0.326008,0.202127,0.478717,0.0735725,0.121216,0.116395,0,-1.46316,1,0.923015,0,0.0769845,0.326008,0.41811,0.0129647,0.0444378,0.0002794
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","Liability Strength4",0.09,0,0.0900087,0.35,1,0.896699,1,1,0.890072,0.13019,,,0.134285,,,,,0.375794,0.0664588,0.185616,0.0668228,10.2247,9.60522,1000.02,999.545,0.170095,0.307885,0.177242,0.485127,0.278711,0.190523,0,0,0.134285,0.567651,0.443066,0.133731,0.134545,0.228605,0,-0.878039,1,0.896699,0,0.103301,0.134285,0.375794,0.0664588,0.173213,0.0124034
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","Liability Strength5",0.0837,0,0.0836708,0.45,1,0.864713,1,1,0.944415,0.149686,,,0.100549,,,,,0.161513,0.162293,0.3694,0.308539,10.4247,9.38006,1000.05,999.199,0.195263,0.389099,0.230138,0.619236,0.385379,0.248073,0,0,0.100549,0.904627,0.196992,0.197771,0.0709574,0.400016,0,-0.291191,1,0.864713,0,0.135287,0.100549,0.161513,0.162293,0.255426,0.113974
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","Liability Strength6",0.0837,0,0.0836707,0.55,1,0.827176,1,1,0.949791,0.171735,,,0.112051,,,,,0.0310089,0.232851,0.434653,0.691461,10.7257,9.07207,1000.11,998.712,0.202236,0.42429,0.164577,0.588867,0.418411,0.151573,0,0,0.112051,0.948559,0.0393147,0.241157,0.0166116,0.599984,0,0.291183,1,0.827176,0,0.172824,0.112051,0.0310089,0.232851,0.134107,0.300546
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","Liability Strength7",0.09,0,0.0900086,0.65,1,0.784652,1,1,0.949997,0.196088,,,0.127367,,,,,0.00247407,0.257142,0.396063,0.933177,10.8849,8.92183,1000.15,998.486,0.193258,0.328004,0.088775,0.416779,0.290407,0.0387523,0,0,0.127367,0.949983,0.00327719,0.257945,0.00160625,0.771395,0,0.878023,1,0.784652,0,0.215348,0.127367,0.00247407,0.257142,0.026466,0.369597
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","Liability Strength8",0.1002,0,0.100215,0.75,1,0.738095,1,1,0.95,0.22239,,,0.141378,,,,,7.83873E-05,0.261836,0.334741,0.993752,10.9154,8.90402,1000.16,998.481,0.180568,0.214179,0.0747383,0.288917,0.15736,0.00909334,0,0,0.141378,0.95,0.000109044,0.261866,6.13134E-05,0.883605,0,1.46316,1,0.738095,0,0.261905,0.141378,7.83873E-05,0.261836,0.00209163,0.33265
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","Liability Strength9",0.1102,0,0.110235,0.85,1,0.688724,1,1,0.95,0.250219,,,0.153217,,,,,1.00751E-06,0.259056,0.276449,0.999751,10.9173,8.91462,1000.16,998.523,0.168122,0.140754,0.0781649,0.218919,0.0803061,0.00686024,0,0,0.153217,0.95,1.47955E-06,0.259056,9.44089E-07,0.944687,0,1.95898,1,0.688724,0,0.311276,0.153217,1.00751E-06,0.259056,6.89272E-5,0.27638
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","Liability Strength10",0.1159,0,0.11587,0.95,1,0.637856,1,1,0.95,0.279122,,,0.162386,,,,,6.18471E-09,0.250835,0.224636,0.999995,10.9169,8.92659,1000.16,998.565,0.156535,0.0987803,0.0810122,0.179792,0.0419742,0.00706661,0,0,0.162386,0.95,9.63765E-09,0.250835,6.90587E-09,0.974635,0,2.21333,1,0.637856,0,0.362144,0.162386,6.18471E-09,0.250835,1.10482E-6,0.224635
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","PLiabilitySignal1",0.0994,0,0.09939,0.0927283,1,0.95278,1,1,0.05,0.0926583,,,0.95278,,,,,0,0,0,,10.0402,9.81336,1000,999.877,0.146459,0.17867,0.0387137,0.217384,0.0728512,0.0389924,0,0,0.95278,0.0713292,0,0,0,0.0407398,0,-2.91454,1,0.95278,0,0.04722,0.95278,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","PLiabilitySignal2",0.1161,0,0.11609,0.146862,1,0.94259,1,1,0.05,0.0995836,,,0.94259,,,,,0,0,0,,10.0529,9.8014,1000.01,999.863,0.145694,0.184133,0.0626902,0.246823,0.0814264,0.0628569,0,0,0.94259,0.0747918,0,0,0,0.0674084,0,-2.10898,1,0.94259,0,0.05741,0.94259,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","PLiabilitySignal3",0.1047,0,0.10468,0.23531,1,0.92352,1,1,0.95,0.112126,,,0.06375,,,,,0.67119,0,0,,10.1563,9.6994,1000.01,999.672,0.144264,0.258134,0.105341,0.363475,0.218374,0.110169,0,0,0.06375,0.95,0.76548,0.09429,0.18858,0.130409,0,-1.43879,1,0.92352,0,0.07648,0.06375,0.67119,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","PLiabilitySignal4",0.0929,0,0.09287,0.339637,1,0.89648,1,1,0.95,0.12918,,,0.07887,,,,,0.60618,0,0,,10.2092,9.6486,1000.02,999.606,0.142236,0.260147,0.185115,0.445262,0.227611,0.192142,0,0,0.07887,0.95,0.711895,0.105715,0.21143,0.24452,0,-0.84615,1,0.89648,0,0.10352,0.07887,0.60618,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","PLiabilitySignal5",0.087,0,0.08697,0.44632,1,0.86282,1,1,0.95,0.149427,,,0.09532,,,,,0,0.2315,0.536,0.32033,10.5013,9.2786,1000.06,999.038,0.220112,0.418955,0.163346,0.582301,0.412008,0.1726,0,0,0.09532,0.95,0,0.2315,0,0.407556,0,-0.2791,1,0.86282,0,0.13718,0.09532,0,0.2315,0.364303,0.171697
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","PLiabilitySignal6",0.087,0,0.08697,0.55368,1,0.82286,1,1,0.95,0.172598,,,0.11209,,,,,0,0.24677,0.464,0.599826,10.7059,9.08782,1000.11,998.743,0.206314,0.393728,0.139899,0.533628,0.378329,0.123619,0,0,0.11209,0.95,0,0.24677,0,0.592444,0,0.2791,1,0.82286,0,0.17714,0.11209,0,0.24677,0.185681,0.278319
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","PLiabilitySignal7",0.0929,0,0.09287,0.660363,1,0.77777,1,1,0.95,0.19815,,,0.12803,,,,,0,0.25592,0.39382,0.834124,10.8435,8.96412,1000.14,998.56,0.192406,0.313445,0.102691,0.416136,0.278395,0.058647,0,0,0.12803,0.95,0,0.25592,0,0.75548,0,0.84615,1,0.77777,0,0.22223,0.12803,0,0.25592,0.0653251,0.328495
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","PLiabilitySignal8",0.1047,0,0.10468,0.764691,1,0.72952,1,1,0.95,0.22527,,,0.14207,,,,,0,0.25865,0.3288,0.953877,10.9005,8.92051,1000.15,998.512,0.179034,0.219037,0.0828184,0.301855,0.16801,0.0209073,0,0,0.14207,0.95,0,0.25865,0,0.869591,0,1.4387,1,0.72952,0,0.27048,0.14207,0,0.25865,0.0151652,0.313635
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","PLiabilitySignal9",0.1161,0,0.11609,0.853138,1,0.68648,1,1,0.95,0.249972,,,0.15253,,,,,0,0.25673,0.27722,0.991344,10.9146,8.91732,1000.16,998.527,0.168069,0.151734,0.0791243,0.230858,0.0946334,0.0093277,0,0,0.15253,0.95,0,0.25673,0,0.932591,0,2.10907,1,0.68648,0,0.31352,0.15253,0,0.25673,0.0023995,0.274821
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","PLiabilitySignal10",0.0994,0,0.09939,0.907271,1,0.65947,1,1,0.95,0.265983,,,0.15826,,,,,0,0.25392,0.24729,0.998697,10.9167,8.92173,1000.16,998.547,0.161554,0.119252,0.0798444,0.199096,0.0615106,0.00730643,0,0,0.15826,0.95,0,0.25392,0,0.95926,0,2.91463,1,0.65947,0,0.34053,0.15826,0,0.25392,0.00032212,0.246968
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","DLiabilitySignal1",0.082,0,0.0820187,0.291639,1,1,1,1,0.565973,0.05,,,0.426697,,,,,0.283741,0,0.289562,0.650883,10.1196,9.68692,1000.01,999.593,0.193434,0.159696,0.123171,0.282867,0.0809078,0.127161,0,0,0.426697,0.05,0.283741,0,0,0.245181,0,2.57706,1,1,0,0,0.426697,0.283741,0,0.101091,0.188471
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","DLiabilitySignal2",0.0935,0,0.0934918,0.330368,1,1,1,1,0.610696,0.05,,,0.377005,,,,,0.274668,0,0.348327,0.689045,10.1676,9.63013,1000.01,999.494,0.202249,0.172845,0.130144,0.302989,0.0943721,0.132177,0,0,0.377005,0.05,0.274668,0,0,0.291538,0,1.93224,1,1,0,0,0.377005,0.274668,0,0.108314,0.240013
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","DLiabilitySignal3",0.1028,0,0.102752,0.374271,1,1,1,1,0.65713,0.05,,,0.325411,,,,,0.260452,0,0.414137,0.725766,10.2248,9.56308,1000.02,999.378,0.212121,0.187672,0.135835,0.323507,0.10864,0.135065,0,0,0.325411,0.05,0.260452,0,0,0.344895,0,1.33668,1,1,0,0,0.325411,0.260452,0,0.11357,0.300566
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","DLiabilitySignal4",0.1092,0,0.109214,0.422559,1,1,1,1,0.703753,0.05,,,0.273608,,,,,0.241223,0,0.48517,0.760519,10.2902,9.48699,1000.04,999.246,0.222775,0.203618,0.139726,0.343344,0.122959,0.135254,0,0,0.273608,0.05,0.241223,0,0,0.404211,0,0.782901,1,1,0,0,0.273608,0.241223,0,0.116189,0.368981
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","DLiabilitySignal5",0.1125,0,0.112524,0.473835,1,1,1,1,0.748771,0.05,,,0.223588,,,,,0.217712,0,0.558701,0.792898,10.3618,9.40438,1000.05,999.103,0.233805,0.219886,0.141432,0.361318,0.136425,0.132402,0,0,0.223588,0.05,0.217712,0,0,0.467592,0,0.257617,1,1,0,0,0.223588,0.217712,0,0.115708,0.442993
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","DLiabilitySignal6",0.1125,0,0.112524,0.526165,1,1,1,1,0.790352,0.05,,,0.177387,,,,,0,0.631371,0,,10.6609,9.18914,1000.11,998.959,0.15,0.30496,0.0686288,0.373588,0.264508,0.0354987,0,0,0.177387,0.05,0.0956208,0.726992,0.191242,0.532408,0,-0.257617,1,1,0,0,0.177387,0,0.631371,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","DLiabilitySignal7",0.1092,0,0.109214,0.577441,1,1,1,1,0.827022,0.05,,,0.136642,,,,,0,0.699856,0,,10.7134,9.13656,1000.12,998.884,0.15,0.290576,0.0695035,0.36008,0.249483,0.0314926,0,0,0.136642,0.05,0.081751,0.781607,0.163502,0.595789,0,-0.782901,1,1,0,0,0.136642,0,0.699856,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","DLiabilitySignal8",0.1028,0,0.102752,0.625729,1,1,1,1,0.857882,0.95,,,1,,,,,0,0,0,,10.8289,9.02106,1000.15,998.825,0.15,0.326643,0.0848592,0.411502,0.293821,0.0123158,0,0,1,0.903941,0,0,0,0.655105,0,-1.33668,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","DLiabilitySignal9",0.0935,0,0.0934918,0.669632,1,0,1,1,,,,,0,,,,,0,0,0,,10.925,9,1000.16,998.808,0.075,0.291538,0.0531347,0.344673,0.291538,0.0039851,0,0,0,,0,0,0,0.708462,0,-1.93224,1,0,0,1,0,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","DLiabilitySignal10",0.082,0,0.0820165,0.708367,1,0,1,1,,,,,0,,,,,0,0,0,,10.925,9,1000.16,998.808,0.075,0.245174,0.056612,0.301786,0.245174,0.0042459,0,0,0,,0,0,0,0.754826,0,-2.57701,1,0,0,1,0,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","MutOptLiability5",0.0752,0,0.0751623,0.787831,1,1,1,1,0.95,0.05,,,0,,,,,0,0,1,0.931961,10.8468,8.85324,1000.14,998.157,0.3,0.31477,0.104332,0.419102,0.196075,0.0562703,0,0,0,,0,0,0,0.863795,0,5.91217,1,1,0,0,0,0,0,0.0680389,0.931961
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","MutOptLiability4",0.0523,0,0.0523032,0.714805,1,1,1,1,0.95,0.05,,,0,,,,,0,0.21836,0.78164,0.76612,10.7148,9.01799,1000.11,998.502,0.267246,0.277662,0.138379,0.416041,0.200691,0.109218,0,0,0,,0,0.21836,0,0.769251,0,4,1,1,0,0,0,0,0.21836,0.18281,0.59883
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","MutOptLiability3",0.0739,0,0.0739395,0.667247,1,1,1,1,0.95,0.05,,,0,,,,,0.130187,0.37266,0.497153,0.696042,10.621,9.15439,1000.09,998.781,0.224573,0.222812,0.147224,0.370036,0.162961,0.12278,0,0,0,,0.130187,0.37266,0,0.702153,0,3,1,1,0,0,0,0.130187,0.37266,0.151114,0.346039
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0.5 Moderately Risk Averse Noise 0.5,2","2","MutOptLiability2",0.0992,0,0.0992374,0.610039,1,1,1,1,0.95,0.192653,,,0.158503,,,,,0.248481,0.291342,0.301674,0.600736,10.5301,9.27467,1000.08,999.018,0.195251,0.177166,0.147185,0.324352,0.13112,0.119398,0,0,0.158503,0.95,0.248481,0.291342,0,0.627356,0,2,1,1,0,0,0.158503,0.248481,0.291342,0.120447,0.181226
