OptionSetName,Requested Priors,Attempted Solves,Inexact Attempts,Exact Attempts,Verified Recoveries,Distinct Reported Strategy Profiles,Equilibrium Number,Recovery Count,Recovery Share of Verified Recoveries,Verification Status,Distinctness Criterion
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50",50,99,49,50,35,7,1,23,0.65714285714285714,"Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors"
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50",50,99,49,50,35,7,2,1,0.028571428571428571,"Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors"
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50",50,99,49,50,35,7,3,1,0.028571428571428571,"Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors"
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50",50,99,49,50,35,7,4,3,0.085714285714285715,"Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors"
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50",50,99,49,50,35,7,5,3,0.085714285714285715,"Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors"
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50",50,99,49,50,35,7,6,3,0.085714285714285715,"Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors"
"Specification-ModerateRiskAversion__Cost-1__Fee-British__ExitFees-AllUnilateralExits__Starts-50",50,99,49,50,35,7,7,1,0.028571428571428571,"Retained after configured equilibrium checks","Exact equality of normalized action-probability vectors"
